k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 1.0, 1.0]                                                                 |  6.5000000000000000|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.7876735956806376, 0.6032268470820783, 1.471318758157478]                     |  1.9303885698318481|      2.00000000|[9, 0, 0, 2]                                                               |  | trying linear partial model with 5 points | iterate success | actual_k=0
       2|[1.7876735956806376, 0.6032268470820783, 1.471318758157478]                     |  1.9303885698318481|      1.00000000|[17, 0, 0, 4]                                                              |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       3|[1.7876735956806376, 0.6032268470820783, 1.471318758157478]                     |  1.9303885698318481|      0.50000000|[25, 0, 0, 6]                                                              |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       4|[1.7876735956806376, 0.6032268470820783, 1.471318758157478]                     |  1.9303885698318481|      0.25000000|[33, 0, 0, 8]                                                              |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       5|[1.6429995222400433, 0.4829575290696607, 1.3066836962206794]                    |  1.2974060773849487|      0.50000000|[41, 0, 0, 10]                                                             |  | trying linear partial model with 5 points | iterate success | actual_k=0
       6|[1.6429995222400433, 0.4829575290696607, 1.3066836962206794]                    |  1.2974060773849487|      0.25000000|[49, 0, 0, 12]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       7|[1.6429995222400433, 0.4829575290696607, 1.3066836962206794]                    |  1.2974060773849487|      0.12500000|[57, 0, 0, 14]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       8|[1.7153432787006264, 0.4019681510953481, 1.2447797257785036]                    |  1.0458264350891113|      0.25000000|[65, 0, 0, 16]                                                             |  | trying linear partial model with 5 points | iterate success | actual_k=0
       9|[1.7153432787006264, 0.4019681510953481, 1.2447797257785036]                    |  1.0458264350891113|      0.12500000|[73, 0, 0, 18]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      10|[1.7706210335115404, 0.3040952196604839, 1.1900964640304068]                    |  0.8586550354957581|      0.25000000|[81, 0, 0, 20]                                                             |  | trying linear partial model with 5 points | iterate success | actual_k=0
      11|[1.8872852498185695, 0.1451083540028004, 1.03643242405419]                      |  0.6066928505897522|      0.50000000|[89, 0, 0, 22]                                                             |  | trying linear partial model with 5 points | iterate success | actual_k=0
      12|[1.8872852498185695, 0.1451083540028004, 1.03643242405419]                      |  0.6066928505897522|      0.25000000|[97, 0, 0, 24]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      13|[1.8872852498185695, 0.1451083540028004, 1.03643242405419]                      |  0.6066928505897522|      0.12500000|[105, 0, 0, 26]                                                            |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      14|[2.0008377761990115, 0.170042598382605, 0.9905074067996784]                     |  0.5202108025550842|      0.25000000|[113, 0, 0, 28]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      15|[2.0008377761990115, 0.170042598382605, 0.9905074067996784]                     |  0.5202108025550842|      0.12500000|[121, 0, 0, 30]                                                            |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
