k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]                              |  2.9665404653292509|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]                              |  2.9665404653292509|      0.50000000|[13, 0, 1, 4]                                                              |  | used linear model with 13 points | iterate failure | actual_k=0
       2|[0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]                              |  2.9665404653292509|      0.25000000|[26, 0, 2, 8]                                                              |  | used linear model with 13 points | iterate failure | actual_k=0
       3|[0.0933365351777947, 0.0937806040057492, 0.0992519285426345, 0.0516106605765959, 0.090898095363116, 0.0887770837433971, -0.0178144751351671, -0.0170199532034685, -0.004869683145862, -0.0459262163209174]|  0.8244558086406837|      0.50000000|[39, 0, 3, 12]                                                             |  | used linear model with 13 points | iterate success | actual_k=0
       4|[0.0933365351777947, 0.0937806040057492, 0.0992519285426345, 0.0516106605765959, 0.090898095363116, 0.0887770837433971, -0.0178144751351671, -0.0170199532034685, -0.004869683145862, -0.0459262163209174]|  0.8244558086406837|      0.25000000|[52, 0, 4, 16]                                                             |  | used linear model with 13 points | iterate failure | actual_k=0
       5|[0.0933365351777947, 0.0937806040057492, 0.0992519285426345, 0.0516106605765959, 0.090898095363116, 0.0887770837433971, -0.0178144751351671, -0.0170199532034685, -0.004869683145862, -0.0459262163209174]|  0.8244558086406837|      0.12500000|[65, 0, 5, 20]                                                             |  | used linear model with 13 points | iterate failure | actual_k=0
       6|[0.1224985457041294, 0.1334231544355927, 0.0911211611855568, 0.0618730806741904, 0.0103688270922089, 0.0372418145234459, -0.015069489164372, -0.0193575626082795, 0.0081301517864946, 0.0149735094387805]|  0.2679103533826658|      0.25000000|[78, 0, 6, 24]                                                             |  | used linear model with 13 points | iterate success | actual_k=0
       7|[0.1224985457041294, 0.1334231544355927, 0.0911211611855568, 0.0618730806741904, 0.0103688270922089, 0.0372418145234459, -0.015069489164372, -0.0193575626082795, 0.0081301517864946, 0.0149735094387805]|  0.2679103533826658|      0.12500000|[91, 0, 7, 28]                                                             |  | used linear model with 13 points | iterate failure | actual_k=0
       8|[0.1224985457041294, 0.1334231544355927, 0.0911211611855568, 0.0618730806741904, 0.0103688270922089, 0.0372418145234459, -0.015069489164372, -0.0193575626082795, 0.0081301517864946, 0.0149735094387805]|  0.2679103533826658|      0.06250000|[104, 0, 8, 32]                                                            |  | used linear model with 13 points | iterate failure | actual_k=0
       9|[0.1258234872717281, 0.1372193768425696, 0.0989415583200504, 0.043646527484922, 0.0047150195438339, 0.0107135817104981, 0.010591747746931, 0.0129368840071509, 0.0025769321454571, -0.016955103436474]|  0.1989368198279902|      0.12500000|[117, 0, 9, 36]                                                            |  | used linear model with 13 points | iterate success | actual_k=0
      10|[0.1258234872717281, 0.1372193768425696, 0.0989415583200504, 0.043646527484922, 0.0047150195438339, 0.0107135817104981, 0.010591747746931, 0.0129368840071509, 0.0025769321454571, -0.016955103436474]|  0.1989368198279902|      0.06250000|[130, 0, 10, 40]                                                           |  | used linear model with 13 points | iterate failure | actual_k=0
      11|[0.1258234872717281, 0.1372193768425696, 0.0989415583200504, 0.043646527484922, 0.0047150195438339, 0.0107135817104981, 0.010591747746931, 0.0129368840071509, 0.0025769321454571, -0.016955103436474]|  0.1989368198279902|      0.03125000|[143, 0, 11, 44]                                                           |  | used linear model with 13 points | iterate failure | actual_k=0
      12|[0.127146947349712, 0.1369377396875956, 0.097233757527065, 0.0378424398595059, 0.0115560627101127, 0.0230442680988834, 0.0026888681583152, 0.0114020877663401, -0.0069604811868736, 0.0072008184140082]|  0.1708422799571221|      0.06250000|[156, 0, 12, 48]                                                           |  | used linear model with 13 points | iterate success | actual_k=0
      13|[0.127146947349712, 0.1369377396875956, 0.097233757527065, 0.0378424398595059, 0.0115560627101127, 0.0230442680988834, 0.0026888681583152, 0.0114020877663401, -0.0069604811868736, 0.0072008184140082]|  0.1708422799571221|      0.03125000|[169, 0, 13, 52]                                                           |  | used linear model with 13 points | iterate failure | actual_k=0
