k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]                              |2818.4376450957302040|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]                              |2818.4376450957302040|      0.50000000|[13, 0, 1, 4]                                                              |  | used linear model with 13 points | iterate failure | actual_k=0
       2|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]                              |2818.4376450957302040|      0.25000000|[26, 0, 2, 8]                                                              |  | used linear model with 13 points | iterate failure | actual_k=0
       3|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]                              |2818.4376450957302040|      0.12500000|[39, 0, 3, 12]                                                             |  | used linear model with 13 points | iterate failure | actual_k=0
       4|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]                              |2818.4376450957302040|      0.06250000|[52, 0, 4, 16]                                                             |  | used linear model with 13 points | iterate failure | actual_k=0
       5|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]                              |2818.4376450957302040|      0.03125000|[65, 0, 5, 20]                                                             |  | used linear model with 13 points | iterate failure | actual_k=0
       6|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]                              |2818.4376450957302040|      0.01562500|[78, 0, 6, 24]                                                             |  | used linear model with 13 points | iterate failure | actual_k=0
       7|[0.0021973417917141, 0.0061240407862492, 0.0046225289291161, 0.0068112783923235, -0.0098675890215833, -0.0019713936866674, -0.0020078108982764, -0.0039650264043573, 0.0028830219101961, 0.9978258585674725]|2728.3996929195873236|      0.03125000|[91, 0, 7, 28]                                                             |  | used linear model with 13 points | iterate success | actual_k=0
       8|[0.0021973417917141, 0.0061240407862492, 0.0046225289291161, 0.0068112783923235, -0.0098675890215833, -0.0019713936866674, -0.0020078108982764, -0.0039650264043573, 0.0028830219101961, 0.9978258585674725]|2728.3996929195873236|      0.01562500|[104, 0, 8, 32]                                                            |  | used linear model with 13 points | iterate failure | actual_k=0
       9|[0.0021973417917141, 0.0061240407862492, 0.0046225289291161, 0.0068112783923235, -0.0098675890215833, -0.0019713936866674, -0.0020078108982764, -0.0039650264043573, 0.0028830219101961, 0.9978258585674725]|2728.3996929195873236|      0.00781250|[117, 0, 9, 36]                                                            |  | used linear model with 13 points | iterate failure | actual_k=0
      10|[0.0021973417917141, 0.0061240407862492, 0.0046225289291161, 0.0068112783923235, -0.0098675890215833, -0.0019713936866674, -0.0020078108982764, -0.0039650264043573, 0.0028830219101961, 0.9978258585674725]|2728.3996929195873236|      0.00390625|[130, 0, 10, 40]                                                           |  | used linear model with 13 points | iterate failure | actual_k=0
      11|[0.0027923122730225, 0.0061483934294859, 0.0039038214653128, 0.0031593089787284, -0.009444116020188, -0.0022413878889702, -0.0016472376057777, -0.0043124095627477, 0.0036232043002536, 0.9978267191150537]|2710.5502197919017817|      0.00781250|[143, 0, 11, 44]                                                           |  | used linear model with 13 points | iterate success | actual_k=0
      12|[0.0027923122730225, 0.0061483934294859, 0.0039038214653128, 0.0031593089787284, -0.009444116020188, -0.0022413878889702, -0.0016472376057777, -0.0043124095627477, 0.0036232043002536, 0.9978267191150537]|2710.5502197919017817|      0.00390625|[156, 0, 12, 48]                                                           |  | used linear model with 13 points | iterate failure | actual_k=0
      13|[0.0027923122730225, 0.0061483934294859, 0.0039038214653128, 0.0031593089787284, -0.009444116020188, -0.0022413878889702, -0.0016472376057777, -0.0043124095627477, 0.0036232043002536, 0.9978267191150537]|2710.5502197919017817|      0.00195312|[169, 0, 13, 52]                                                           |  | used linear model with 13 points | iterate failure | actual_k=0
      14|[0.002509105306555, 0.0057301622266871, 0.0047577798024035, 0.0047410452185077, -0.0098251730505969, -0.0020965655977915, -0.0020074459287105, -0.0043652206330408, 0.0037402330860544, 0.9979533154374685]|2701.4643448638130394|      0.00390625|[182, 0, 14, 56]                                                           |  | used linear model with 13 points | iterate success | actual_k=0
      15|[0.002509105306555, 0.0057301622266871, 0.0047577798024035, 0.0047410452185077, -0.0098251730505969, -0.0020965655977915, -0.0020074459287105, -0.0043652206330408, 0.0037402330860544, 0.9979533154374685]|2701.4643448638130394|      0.00195312|[195, 0, 15, 60]                                                           |  | used linear model with 13 points | iterate failure | actual_k=0
      16|[0.002509105306555, 0.0057301622266871, 0.0047577798024035, 0.0047410452185077, -0.0098251730505969, -0.0020965655977915, -0.0020074459287105, -0.0043652206330408, 0.0037402330860544, 0.9979533154374685]|2701.4643448638130394|      0.00097656|[208, 0, 16, 64]                                                           |  | used linear model with 13 points | iterate failure | actual_k=0
      17|[0.0022489181920956, 0.0059255908054778, 0.0050631273600362, 0.0044698661789521, -0.0097288647056607, -0.0021284910040537, -0.0021690886503996, -0.0045208366538214, 0.0035542085935654, 0.9971879625162962]|2700.9578495823702724|      0.00195312|[221, 0, 17, 68]                                                           |  | used linear model with 13 points | iterate success | actual_k=0
      18|[0.0022489181920956, 0.0059255908054778, 0.0050631273600362, 0.0044698661789521, -0.0097288647056607, -0.0021284910040537, -0.0021690886503996, -0.0045208366538214, 0.0035542085935654, 0.9971879625162962]|2700.9578495823702724|      0.00097656|[234, 0, 18, 72]                                                           |  | used linear model with 13 points | iterate failure | actual_k=0
