k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]|1827.7085714285710765|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.1259706814050167, 0.1284425226161439, 0.2127678279291555, 0.124011239860216, 0.164828020577194, 0.1145287383444537, 0.2122806133335685, 0.1047534198967781, 0.0939278638367518, 0.0981166448877606, 0.1415596656745874, 0.1602917005745656, 0.1234946970680933, 0.114551022139367, 0.1191097070589314, 0.1077946075105715, 0.1297126338424608, 0.0389787579325603, 0.0502791299224532, 0.1140151304082307, 0.1641861093112276, 0.0709318006544577, 0.1221488082337076, 0.1273693864993433, 0.1464975373729978, 0.1806650997563373, 0.0886232054501387, 0.1485082832685157, 0.1151033842433553, 0.2487357015728125, 0.114442927894086, 0.1216210072418865, 0.1080661227734926, 0.2772399905466755, 0.1375339115790097, 0.1843165633473349, 0.0976261151434498, 0.1291474271607806, 0.170932228740806, 0.1365852323393702, 0.2048586590585702, 0.1325224487134571, 0.1296100140596439, 0.1130036197988764, 0.1834749751626334, 0.1343140585810465, 0.1150118486324404, 0.1269523824918875, 0.0564994377183992, 0.1393954793539307]|1721.0528923171057158|      2.00000000|[113, 16, 1, 3]                                                            |  | used linear model with 129 points | iterate success | actual_k=8
       2|[0.3524446531573071, 0.392791994222674, 0.672512254437321, 0.4241540609023935, 0.5082660119020064, 0.3543243334721778, 0.6186585155351378, 0.3047956715510786, 0.2653806041559452, 0.3298772184263308, 0.4019506439897469, 0.4111043885420818, 0.3690163333313132, 0.3622150384147942, 0.3469593899426097, 0.3570897591448647, 0.404303496801096, 0.1314391938276195, 0.1475271541196442, 0.3354179334540823, 0.4964571266215543, 0.2031861043050214, 0.3477415497200409, 0.3858159572092011, 0.4371166169476601, 0.5237202631390503, 0.2580410223949469, 0.3810108593427145, 0.3516927801647535, 0.7592768549033297, 0.3361890319791535, 0.3254781179942267, 0.3323244325458423, 0.8167075996502171, 0.4381288610411261, 0.5338192034365051, 0.3642101972798374, 0.4233871516624595, 0.5237606024551533, 0.3871116138132186, 0.6305829847794135, 0.3702319332868814, 0.4089982032141273, 0.3155137376016526, 0.5359892454640914, 0.4278284400583209, 0.3414804217858308, 0.3896817627786091, 0.1601692401073249, 0.4039324108577279]|1518.9479305245554315|      4.00000000|[226, 32, 2, 6]                                                            |  | used linear model with 129 points | iterate success | actual_k=8
       3|[0.8573405790190813, 0.9388591915661328, 1.465203861133014, 1.0585506735903258, 1.1485539716915092, 0.8131475507080899, 1.4999197169609015, 0.7391618336736546, 0.6121857484143531, 0.7321407630427972, 1.017190981805546, 0.9558267371394351, 0.8051402127129403, 0.8452660541202661, 0.759556983813976, 0.7919015045809374, 0.9020758328890165, 0.5556913796781444, 0.4854573579641239, 0.7987233401938598, 0.9999139032580707, 0.3258373021428975, 0.8298582618000544, 0.8466357954142509, 1.1171537413890444, 1.1525289970786812, 0.5692589512505861, 0.8803473154261449, 0.7741274007193076, 1.730872960614728, 0.8828449324926984, 0.7570704882973363, 0.7871071289568934, 1.8132845579561825, 0.9910250135899537, 1.2339607222707, 0.7900727653639457, 1.107329652598227, 1.1897393365444957, 0.9675034243399621, 1.575778545682778, 0.9094069430730245, 0.7463953242250911, 0.6734520019535756, 1.2839004166857126, 1.1539604911311656, 0.865905760696133, 1.055849552374857, 0.281295782245948, 0.7740952215621201]|1161.5052809296789746|      8.00000000|[339, 48, 3, 9]                                                            |  | used linear model with 129 points | iterate success | actual_k=8
       4|[1.858601624867809, 2.621338560186593, 1.8656524474259846, 2.126166174106393, 0.321089910408536, 0.7450693741040677, 3.011278416091586, 0.6630200872721412, 1.1744245786778236, 0.723958272373373, 0.7534270715216813, 1.1454727146517045, 1.412369466083208, 0.9776170080397834, -0.9890310429374907, 2.5140405666112127, 2.0540039857502266, 0.127284400135454, 1.8692258765865906, 0.9903219611846785, 1.4485407284727707, 0.8554133683493985, 2.66226833987245, 0.7972653628735901, 2.5053440226283055, -0.3089378595260119, 1.8146782150280294, 2.7677280135257694, 1.0876259311646324, 2.1285094500248753, 1.870160513531538, 2.2619626081245103, 0.7052035605642664, 1.5166085858365252, 1.708271845612519, 1.6138308265914505, 0.7725588543535862, 3.2908901856168193, 4.2339917399804925, 2.535884736050411, 3.6112025563235886, 1.4276390625356745, 1.6898176489981185, 1.1245489428639128, 1.2684829035614993, 1.708143968961639, -1.1475871117278778, 1.8896404715797948, 1.394076608766779, 0.9499009917052489]|948.3787934326023787|     16.00000000|[452, 64, 4, 12]                                                           |  | used linear model with 129 points | iterate success | actual_k=8
       5|[1.858601624867809, 2.621338560186593, 1.8656524474259846, 2.126166174106393, 0.321089910408536, 0.7450693741040677, 3.011278416091586, 0.6630200872721412, 1.1744245786778236, 0.723958272373373, 0.7534270715216813, 1.1454727146517045, 1.412369466083208, 0.9776170080397834, -0.9890310429374907, 2.5140405666112127, 2.0540039857502266, 0.127284400135454, 1.8692258765865906, 0.9903219611846785, 1.4485407284727707, 0.8554133683493985, 2.66226833987245, 0.7972653628735901, 2.5053440226283055, -0.3089378595260119, 1.8146782150280294, 2.7677280135257694, 1.0876259311646324, 2.1285094500248753, 1.870160513531538, 2.2619626081245103, 0.7052035605642664, 1.5166085858365252, 1.708271845612519, 1.6138308265914505, 0.7725588543535862, 3.2908901856168193, 4.2339917399804925, 2.535884736050411, 3.6112025563235886, 1.4276390625356745, 1.6898176489981185, 1.1245489428639128, 1.2684829035614993, 1.708143968961639, -1.1475871117278778, 1.8896404715797948, 1.394076608766779, 0.9499009917052489]|948.3787934326023787|      8.00000000|[565, 80, 5, 15]                                                           |  | used linear model with 129 points | iterate failure | actual_k=8
       6|[2.3494898122514116, 3.369123259764241, 2.8028247686115852, 2.4090352920000897, 1.772214407461417, 3.0546529143617134, 2.9051728256208333, 1.6178463129886502, 1.303365745878103, 2.0042118370892053, 1.2758664903188315, 2.297029406561412, 1.842574113272882, 2.041914068983721, -0.7102019716640349, 3.6959486838229596, 2.6499740826507505, -0.2786897747584034, 4.218174903379627, 2.7552320245042474, 1.8075519944455347, 0.7195443168208804, 3.317237958670955, 2.007603709059667, 3.078424311862637, 1.1370471572170424, 2.023405305747616, 1.8772066487374448, 2.0313852086221353, 4.104965334560221, 1.5737755487834808, 4.123746904510413, 2.119341306569048, 0.7220562321449228, 2.3601531341109516, 3.2939296544355674, 2.7518557181276186, 3.0447303729287007, 2.820533898002842, 3.136574691789568, 3.5798121979763855, 3.1588144158308524, 1.4369737462104801, 2.6884450450931734, 2.545319322409936, 3.068207406449545, -0.1839462173327022, 2.720021015678563, 2.3495226770067235, 2.088456022731232]|599.4965945599135466|     16.00000000|[678, 96, 6, 18]                                                           |  | used linear model with 129 points | iterate success | actual_k=8
       7|[2.3494898122514116, 3.369123259764241, 2.8028247686115852, 2.4090352920000897, 1.772214407461417, 3.0546529143617134, 2.9051728256208333, 1.6178463129886502, 1.303365745878103, 2.0042118370892053, 1.2758664903188315, 2.297029406561412, 1.842574113272882, 2.041914068983721, -0.7102019716640349, 3.6959486838229596, 2.6499740826507505, -0.2786897747584034, 4.218174903379627, 2.7552320245042474, 1.8075519944455347, 0.7195443168208804, 3.317237958670955, 2.007603709059667, 3.078424311862637, 1.1370471572170424, 2.023405305747616, 1.8772066487374448, 2.0313852086221353, 4.104965334560221, 1.5737755487834808, 4.123746904510413, 2.119341306569048, 0.7220562321449228, 2.3601531341109516, 3.2939296544355674, 2.7518557181276186, 3.0447303729287007, 2.820533898002842, 3.136574691789568, 3.5798121979763855, 3.1588144158308524, 1.4369737462104801, 2.6884450450931734, 2.545319322409936, 3.068207406449545, -0.1839462173327022, 2.720021015678563, 2.3495226770067235, 2.088456022731232]|599.4965945599135466|      8.00000000|[791, 112, 7, 21]                                                          |  | used linear model with 129 points | iterate failure | actual_k=8
       8|[2.3494898122514116, 3.369123259764241, 2.8028247686115852, 2.4090352920000897, 1.772214407461417, 3.0546529143617134, 2.9051728256208333, 1.6178463129886502, 1.303365745878103, 2.0042118370892053, 1.2758664903188315, 2.297029406561412, 1.842574113272882, 2.041914068983721, -0.7102019716640349, 3.6959486838229596, 2.6499740826507505, -0.2786897747584034, 4.218174903379627, 2.7552320245042474, 1.8075519944455347, 0.7195443168208804, 3.317237958670955, 2.007603709059667, 3.078424311862637, 1.1370471572170424, 2.023405305747616, 1.8772066487374448, 2.0313852086221353, 4.104965334560221, 1.5737755487834808, 4.123746904510413, 2.119341306569048, 0.7220562321449228, 2.3601531341109516, 3.2939296544355674, 2.7518557181276186, 3.0447303729287007, 2.820533898002842, 3.136574691789568, 3.5798121979763855, 3.1588144158308524, 1.4369737462104801, 2.6884450450931734, 2.545319322409936, 3.068207406449545, -0.1839462173327022, 2.720021015678563, 2.3495226770067235, 2.088456022731232]|599.4965945599135466|      4.00000000|[904, 128, 8, 24]                                                          |  | used linear model with 129 points | iterate failure | actual_k=8
       9|[2.3494898122514116, 3.369123259764241, 2.8028247686115852, 2.4090352920000897, 1.772214407461417, 3.0546529143617134, 2.9051728256208333, 1.6178463129886502, 1.303365745878103, 2.0042118370892053, 1.2758664903188315, 2.297029406561412, 1.842574113272882, 2.041914068983721, -0.7102019716640349, 3.6959486838229596, 2.6499740826507505, -0.2786897747584034, 4.218174903379627, 2.7552320245042474, 1.8075519944455347, 0.7195443168208804, 3.317237958670955, 2.007603709059667, 3.078424311862637, 1.1370471572170424, 2.023405305747616, 1.8772066487374448, 2.0313852086221353, 4.104965334560221, 1.5737755487834808, 4.123746904510413, 2.119341306569048, 0.7220562321449228, 2.3601531341109516, 3.2939296544355674, 2.7518557181276186, 3.0447303729287007, 2.820533898002842, 3.136574691789568, 3.5798121979763855, 3.1588144158308524, 1.4369737462104801, 2.6884450450931734, 2.545319322409936, 3.068207406449545, -0.1839462173327022, 2.720021015678563, 2.3495226770067235, 2.088456022731232]|599.4965945599135466|      2.00000000|[1017, 144, 9, 27]                                                         |  | used linear model with 129 points | iterate failure | actual_k=8
      10|[2.7121131447586313, 3.4498880173390534, 3.0792606192835437, 2.567872028449741, 2.147083825439283, 3.0910111143540693, 3.075857616463175, 1.8345834233499352, 1.5497639885219399, 2.23752822143621, 1.624083070222928, 2.5215291881541444, 1.9175043849510582, 2.3030508264656695, -0.3414246508089736, 3.9098306334127337, 2.7792943893253153, -0.0543474764506657, 4.280925641396711, 3.037350922267206, 2.194792470355201, 1.0488630939398864, 3.427910814492903, 2.1992593678559222, 3.2619250359705854, 1.7076170051526722, 2.3134538940521256, 2.2608041991428625, 2.311639061826277, 4.338837304383502, 1.7982864597798058, 4.135762750662213, 2.404253028134078, 1.5720712959214322, 2.6685457231423975, 3.50566451774593, 2.726095550759818, 2.9198734955157355, 2.928601934387684, 3.4534416919787487, 3.8295525308052873, 3.3277158682277537, 1.801177314503183, 3.0627293150032235, 2.763797210893558, 3.1603724083598443, 0.1800699660711141, 2.875153645132495, 2.6111558423093864, 2.3140966793656315]|496.4707588617974920|      4.00000000|[1130, 160, 10, 30]                                                        |  | used linear model with 129 points | iterate success | actual_k=8
      11|[2.7121131447586313, 3.4498880173390534, 3.0792606192835437, 2.567872028449741, 2.147083825439283, 3.0910111143540693, 3.075857616463175, 1.8345834233499352, 1.5497639885219399, 2.23752822143621, 1.624083070222928, 2.5215291881541444, 1.9175043849510582, 2.3030508264656695, -0.3414246508089736, 3.9098306334127337, 2.7792943893253153, -0.0543474764506657, 4.280925641396711, 3.037350922267206, 2.194792470355201, 1.0488630939398864, 3.427910814492903, 2.1992593678559222, 3.2619250359705854, 1.7076170051526722, 2.3134538940521256, 2.2608041991428625, 2.311639061826277, 4.338837304383502, 1.7982864597798058, 4.135762750662213, 2.404253028134078, 1.5720712959214322, 2.6685457231423975, 3.50566451774593, 2.726095550759818, 2.9198734955157355, 2.928601934387684, 3.4534416919787487, 3.8295525308052873, 3.3277158682277537, 1.801177314503183, 3.0627293150032235, 2.763797210893558, 3.1603724083598443, 0.1800699660711141, 2.875153645132495, 2.6111558423093864, 2.3140966793656315]|496.4707588617974920|      2.00000000|[1243, 176, 11, 33]                                                        |  | used linear model with 129 points | iterate failure | actual_k=8
