k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]                                        |772166.1146731314947829|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.97577156201612, 0.9777746237990839, 1.0050636707914675, 0.9899621307141242, 0.9329548274793986, 0.8330564695702178, 0.6111642737467826, 0.0970967956960388]|66452.3984375000000000|      2.00000000|[31, 2, 0, 2]                                                              |  | trying linear partial model with 16 points | iterate success | actual_k=1
       2|[0.97577156201612, 0.9777746237990839, 1.0050636707914675, 0.9899621307141242, 0.9329548274793986, 0.8330564695702178, 0.6111642737467826, 0.0970967956960388]|66452.3984375000000000|      1.00000000|[61, 4, 0, 4]                                                              |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       3|[0.97577156201612, 0.9777746237990839, 1.0050636707914675, 0.9899621307141242, 0.9329548274793986, 0.8330564695702178, 0.6111642737467826, 0.0970967956960388]|66452.3984375000000000|      0.50000000|[91, 6, 0, 6]                                                              |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       4|[0.9950413501579974, 0.9732181699703255, 1.0349883043544814, 0.9491601067153745, 0.8902837695465673, 0.7655768181046193, 0.430230115341421, -0.3589033500411266]|2891.2038574218750000|      1.00000000|[121, 8, 0, 8]                                                             |  | trying linear partial model with 16 points | iterate success | actual_k=1
       5|[0.9950413501579974, 0.9732181699703255, 1.0349883043544814, 0.9491601067153745, 0.8902837695465673, 0.7655768181046193, 0.430230115341421, -0.3589033500411266]|2891.2038574218750000|      0.50000000|[151, 10, 0, 10]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       6|[0.9950413501579974, 0.9732181699703255, 1.0349883043544814, 0.9491601067153745, 0.8902837695465673, 0.7655768181046193, 0.430230115341421, -0.3589033500411266]|2891.2038574218750000|      0.25000000|[181, 12, 0, 12]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       7|[0.9950413501579974, 0.9732181699703255, 1.0349883043544814, 0.9491601067153745, 0.8902837695465673, 0.7655768181046193, 0.430230115341421, -0.3589033500411266]|2891.2038574218750000|      0.12500000|[211, 14, 0, 14]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       8|[0.995450884322842, 0.9689224850727775, 1.0354192435934109, 0.9420693652656305, 0.9049672183297222, 0.7843551531944836, 0.4843848407911907, -0.2491083081465158]|841.1898193359375000|      0.25000000|[241, 16, 0, 16]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
       9|[0.995450884322842, 0.9689224850727775, 1.0354192435934109, 0.9420693652656305, 0.9049672183297222, 0.7843551531944836, 0.4843848407911907, -0.2491083081465158]|841.1898193359375000|      0.12500000|[271, 18, 0, 18]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      10|[0.995450884322842, 0.9689224850727775, 1.0354192435934109, 0.9420693652656305, 0.9049672183297222, 0.7843551531944836, 0.4843848407911907, -0.2491083081465158]|841.1898193359375000|      0.06250000|[301, 20, 0, 20]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
