k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0215400678, 0.02, 1.8879065341, 0.0128719128, 0.02, 2.0015540313, 0.4292206739, 0.02, 2.1186983746, 0.8009548574, 0.02, 2.1624089505, 0.2202801749, 0.02, 2.2192326991, 2.6915110182, 0.02, 2.2813017168, 0.8064571417, 0.02, 2.3905781564, 2.2686398843, 0.02, 2.4884898463, 14.352901162, 0.02, 2.5593009792, 12.161699758, 0.02, 2.7070427255, 0.276676662, 0.02, 2.9404572006, 0.2434602195, 0.02, 2.9666835461, 1.1650863975, 0.02, 3.1292868882, 0.1774572413, 0.02, 3.2263243666, 0.1153950601, 0.02, 3.2551733467, 3.7470242328, 0.02, 3.3801855936, 0.833501062, 0.02, 3.6695496057, 0.1588345259, 0.02, 3.7220022967, 0.3867741611, 0.02, 3.8312787364, 0.9231772721, 0.02, 3.9589136178, 0.2596415821, 0.02, 4.0524542502, 2.0709635713, 0.02, 4.1748438625, 1.944950803, 0.02, 4.430987837, 1.4841998492, 0.02, 4.55949693, 0.4816362663, 0.02, 4.6014590828, 0.4934043524, 0.02, 4.7046160418, 0.3289805969, 0.02, 4.8007793087, 0.8399929759, 0.02, 4.96862792, 0.4600450055, 0.02, 5.3952431402, 0.4909424311, 0.02, 5.4188468512, 0.9861479337, 0.02, 2.5864015362, -0.017883084, 0.02, 3.8618761395, 0.2654081509, 0.02, 5.1985455489]|4028942.9527573422528803|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.0215400678, 0.02, 1.8879065341, 0.0128719128, 0.02, 2.0015540313, 0.4292206739, 0.02, 2.1186983746, 0.8009548574, 0.02, 2.1624089505, 0.2202801749, 0.02, 2.2192326991, 2.6915110182, 0.02, 2.2813017168, 0.8064571417, 0.02, 2.3905781564, 2.2686398843, 0.02, 2.4884898463, 14.352901162, 0.02, 2.5593009792, 12.161699758, 0.02, 2.7070427255, 0.276676662, 0.02, 2.9404572006, 0.2434602195, 0.02, 2.9666835461, 1.1650863975, 0.02, 3.1292868882, 0.1774572413, 0.02, 3.2263243666, 0.1153950601, 0.02, 3.2551733467, 3.7470242328, 0.02, 3.3801855936, 0.833501062, 0.02, 3.6695496057, 0.1588345259, 0.02, 3.7220022967, 0.3867741611, 0.02, 3.8312787364, 0.9231772721, 0.02, 3.9589136178, 0.2596415821, 0.02, 4.0524542502, 2.0709635713, 0.02, 4.1748438625, 1.944950803, 0.02, 4.430987837, 1.4841998492, 0.02, 4.55949693, 0.4816362663, 0.02, 4.6014590828, 0.4934043524, 0.02, 4.7046160418, 0.3289805969, 0.02, 4.8007793087, 0.8399929759, 0.02, 4.96862792, 0.4600450055, 0.02, 5.3952431402, 0.4909424311, 0.02, 5.4188468512, 0.9861479337, 0.02, 2.5864015362, -0.017883084, 0.02, 3.8618761395, 0.2654081509, 0.02, 5.1985455489]|4028942.9527573422528803|      0.50000000|[95, 6, 1, 8]                                                              |  | used linear model with 101 points | iterate failure | actual_k=1
       2|[1.0215400678, 0.02, 1.8879065341, 0.0128719128, 0.02, 2.0015540313, 0.4292206739, 0.02, 2.1186983746, 0.8009548574, 0.02, 2.1624089505, 0.2202801749, 0.02, 2.2192326991, 2.6915110182, 0.02, 2.2813017168, 0.8064571417, 0.02, 2.3905781564, 2.2686398843, 0.02, 2.4884898463, 14.352901162, 0.02, 2.5593009792, 12.161699758, 0.02, 2.7070427255, 0.276676662, 0.02, 2.9404572006, 0.2434602195, 0.02, 2.9666835461, 1.1650863975, 0.02, 3.1292868882, 0.1774572413, 0.02, 3.2263243666, 0.1153950601, 0.02, 3.2551733467, 3.7470242328, 0.02, 3.3801855936, 0.833501062, 0.02, 3.6695496057, 0.1588345259, 0.02, 3.7220022967, 0.3867741611, 0.02, 3.8312787364, 0.9231772721, 0.02, 3.9589136178, 0.2596415821, 0.02, 4.0524542502, 2.0709635713, 0.02, 4.1748438625, 1.944950803, 0.02, 4.430987837, 1.4841998492, 0.02, 4.55949693, 0.4816362663, 0.02, 4.6014590828, 0.4934043524, 0.02, 4.7046160418, 0.3289805969, 0.02, 4.8007793087, 0.8399929759, 0.02, 4.96862792, 0.4600450055, 0.02, 5.3952431402, 0.4909424311, 0.02, 5.4188468512, 0.9861479337, 0.02, 2.5864015362, -0.017883084, 0.02, 3.8618761395, 0.2654081509, 0.02, 5.1985455489]|4028942.9527573422528803|      0.25000000|[190, 12, 2, 16]                                                           |  | used linear model with 101 points | iterate failure | actual_k=1
       3|[1.0215400678, 0.02, 1.8879065341, 0.0128719128, 0.02, 2.0015540313, 0.4292206739, 0.02, 2.1186983746, 0.8009548574, 0.02, 2.1624089505, 0.2202801749, 0.02, 2.2192326991, 2.6915110182, 0.02, 2.2813017168, 0.8064571417, 0.02, 2.3905781564, 2.2686398843, 0.02, 2.4884898463, 14.352901162, 0.02, 2.5593009792, 12.161699758, 0.02, 2.7070427255, 0.276676662, 0.02, 2.9404572006, 0.2434602195, 0.02, 2.9666835461, 1.1650863975, 0.02, 3.1292868882, 0.1774572413, 0.02, 3.2263243666, 0.1153950601, 0.02, 3.2551733467, 3.7470242328, 0.02, 3.3801855936, 0.833501062, 0.02, 3.6695496057, 0.1588345259, 0.02, 3.7220022967, 0.3867741611, 0.02, 3.8312787364, 0.9231772721, 0.02, 3.9589136178, 0.2596415821, 0.02, 4.0524542502, 2.0709635713, 0.02, 4.1748438625, 1.944950803, 0.02, 4.430987837, 1.4841998492, 0.02, 4.55949693, 0.4816362663, 0.02, 4.6014590828, 0.4934043524, 0.02, 4.7046160418, 0.3289805969, 0.02, 4.8007793087, 0.8399929759, 0.02, 4.96862792, 0.4600450055, 0.02, 5.3952431402, 0.4909424311, 0.02, 5.4188468512, 0.9861479337, 0.02, 2.5864015362, -0.017883084, 0.02, 3.8618761395, 0.2654081509, 0.02, 5.1985455489]|4028942.9527573422528803|      0.12500000|[285, 18, 3, 24]                                                           |  | used linear model with 101 points | iterate failure | actual_k=1
       4|[1.0215400678, 0.02, 1.8879065341, 0.0128719128, 0.02, 2.0015540313, 0.4292206739, 0.02, 2.1186983746, 0.8009548574, 0.02, 2.1624089505, 0.2202801749, 0.02, 2.2192326991, 2.6915110182, 0.02, 2.2813017168, 0.8064571417, 0.02, 2.3905781564, 2.2686398843, 0.02, 2.4884898463, 14.352901162, 0.02, 2.5593009792, 12.161699758, 0.02, 2.7070427255, 0.276676662, 0.02, 2.9404572006, 0.2434602195, 0.02, 2.9666835461, 1.1650863975, 0.02, 3.1292868882, 0.1774572413, 0.02, 3.2263243666, 0.1153950601, 0.02, 3.2551733467, 3.7470242328, 0.02, 3.3801855936, 0.833501062, 0.02, 3.6695496057, 0.1588345259, 0.02, 3.7220022967, 0.3867741611, 0.02, 3.8312787364, 0.9231772721, 0.02, 3.9589136178, 0.2596415821, 0.02, 4.0524542502, 2.0709635713, 0.02, 4.1748438625, 1.944950803, 0.02, 4.430987837, 1.4841998492, 0.02, 4.55949693, 0.4816362663, 0.02, 4.6014590828, 0.4934043524, 0.02, 4.7046160418, 0.3289805969, 0.02, 4.8007793087, 0.8399929759, 0.02, 4.96862792, 0.4600450055, 0.02, 5.3952431402, 0.4909424311, 0.02, 5.4188468512, 0.9861479337, 0.02, 2.5864015362, -0.017883084, 0.02, 3.8618761395, 0.2654081509, 0.02, 5.1985455489]|4028942.9527573422528803|      0.06250000|[380, 24, 4, 32]                                                           |  | used linear model with 101 points | iterate failure | actual_k=1
       5|[1.0207846010816364, 0.0190929328623932, 1.889492589730841, 0.0136868087919542, 0.0241194275927358, 2.002214982549784, 0.4332385657613561, 0.032648706259288, 2.1173580881082668, 0.8064089961010489, 0.0152365943413952, 2.158326116484873, 0.2273524876393551, 0.0198621890276934, 2.221402148823452, 2.691914990376592, 0.0182735514572258, 2.286579155110305, 0.8090269507557115, 0.0195514492864638, 2.392266786888379, 2.2690398577124506, 0.0212263782102782, 2.4893755329783245, 14.350772130588307, 0.0518707841504424, 2.5583978132016183, 12.15976474319645, 0.0516065465733625, 2.702266034322069, 0.2679565584023384, 0.021420420690863, 2.9467625492993474, 0.2436579848455368, 0.0184408635387771, 2.9749658737396794, 1.1690466157116428, 0.0172667057583609, 3.1357297354141216, 0.1751238671669617, 0.0154744806234395, 3.2283122275694174, 0.1137623658812504, 0.0209735292907531, 3.244331178400611, 3.7424143563719316, 0.0292330846844081, 3.38310119707142, 0.8364431664285893, 0.0184037958336647, 3.665239524332478, 0.1601954543944487, 0.016599653712159, 3.713269243067423, 0.3913174437025073, 0.0218654382630025, 3.8368927913989777, 0.9281346217858045, 0.0230030452992448, 3.963799146314469, 0.2558191322854566, 0.0168064453575389, 4.0479840172388375, 2.0770761151020927, 0.017139814345226, 4.177207968829579, 1.9444709188182865, 0.0229522803795537, 4.421193252139865, 1.4886160724136945, 0.0150259110584581, 4.554896645669366, 0.4837249245630638, 0.0286965300560682, 4.6090458242341334, 0.4892310670797892, 0.0157077732102775, 4.701977550615558, 0.3318300217052009, 0.0180944540899684, 4.800354839307584, 0.8399577132533272, 0.0196061072935559, 4.962716152310962, 0.4636103592998751, 0.0121369561706453, 5.3953792259554465, 0.4872585955158536, 0.0208878193819229, 5.423527311515658, 0.9856692297435959, 0.0176098100911212, 2.58618012209435, -0.0231861669529714, 0.0270967039433151, 3.8662697840773044, 0.2629678090200592, 0.0223930074894762, 5.1939936526598345]|2342614.9376210994087160|      0.12500000|[474, 31, 5, 40]                                                           |  | used linear model with 101 points | iterate success | actual_k=1
       6|[1.0207846010816364, 0.0190929328623932, 1.889492589730841, 0.0136868087919542, 0.0241194275927358, 2.002214982549784, 0.4332385657613561, 0.032648706259288, 2.1173580881082668, 0.8064089961010489, 0.0152365943413952, 2.158326116484873, 0.2273524876393551, 0.0198621890276934, 2.221402148823452, 2.691914990376592, 0.0182735514572258, 2.286579155110305, 0.8090269507557115, 0.0195514492864638, 2.392266786888379, 2.2690398577124506, 0.0212263782102782, 2.4893755329783245, 14.350772130588307, 0.0518707841504424, 2.5583978132016183, 12.15976474319645, 0.0516065465733625, 2.702266034322069, 0.2679565584023384, 0.021420420690863, 2.9467625492993474, 0.2436579848455368, 0.0184408635387771, 2.9749658737396794, 1.1690466157116428, 0.0172667057583609, 3.1357297354141216, 0.1751238671669617, 0.0154744806234395, 3.2283122275694174, 0.1137623658812504, 0.0209735292907531, 3.244331178400611, 3.7424143563719316, 0.0292330846844081, 3.38310119707142, 0.8364431664285893, 0.0184037958336647, 3.665239524332478, 0.1601954543944487, 0.016599653712159, 3.713269243067423, 0.3913174437025073, 0.0218654382630025, 3.8368927913989777, 0.9281346217858045, 0.0230030452992448, 3.963799146314469, 0.2558191322854566, 0.0168064453575389, 4.0479840172388375, 2.0770761151020927, 0.017139814345226, 4.177207968829579, 1.9444709188182865, 0.0229522803795537, 4.421193252139865, 1.4886160724136945, 0.0150259110584581, 4.554896645669366, 0.4837249245630638, 0.0286965300560682, 4.6090458242341334, 0.4892310670797892, 0.0157077732102775, 4.701977550615558, 0.3318300217052009, 0.0180944540899684, 4.800354839307584, 0.8399577132533272, 0.0196061072935559, 4.962716152310962, 0.4636103592998751, 0.0121369561706453, 5.3953792259554465, 0.4872585955158536, 0.0208878193819229, 5.423527311515658, 0.9856692297435959, 0.0176098100911212, 2.58618012209435, -0.0231861669529714, 0.0270967039433151, 3.8662697840773044, 0.2629678090200592, 0.0223930074894762, 5.1939936526598345]|2342614.9376210994087160|      0.06250000|[568, 38, 6, 48]                                                           |  | used linear model with 101 points | iterate failure | actual_k=1
       7|[1.0106607494728452, 0.0170161706642813, 1.8844929009114109, 0.0223131595278379, 0.0175965284629713, 2.0015834817369536, 0.4343173912489397, 0.0282011789926734, 2.121049769742917, 0.8047049117808983, 0.0143751493808332, 2.1616195598011623, 0.2266968156805069, 0.0184294937398633, 2.2177216749284687, 2.6954948570763495, 0.0428688989928779, 2.2885219405431076, 0.8122616827960628, 0.0158646304675834, 2.393522724303205, 2.2538657703259335, 0.0263216658354889, 2.4843450696407956, 14.355681334953932, 0.0689793413023125, 2.5519981115240244, 12.163719375937943, 0.0645847559252319, 2.7029592209148183, 0.2608058220151276, 0.0188749976845298, 2.941665232254602, 0.2445138862889137, 0.0145569837583776, 2.977302611651281, 1.1666421947672323, 0.0146357317584455, 3.129800536505232, 0.174979434820965, 0.0060285929272068, 3.2355063009856133, 0.1153536530167515, 0.0149959472994645, 3.2411334623164225, 3.7354157748659684, 0.0337870356433019, 3.3733566303884164, 0.8408903392224589, 0.0165483738476645, 3.6647287768038255, 0.1685427230956091, 0.0157460174782511, 3.713367668207835, 0.3890486192560959, 0.0296430101888636, 3.8361081767219423, 0.9218581479847985, 0.021366087840886, 3.961672301909084, 0.2646615511606602, 0.0112563913645164, 4.05050956617744, 2.0804963572664508, 0.0147377609747237, 4.170881958509263, 1.9388784372054775, 0.0141448417756058, 4.408699086529104, 1.4895482300427962, 0.0155978759213222, 4.556458446100143, 0.4905859555067159, 0.0219720539578297, 4.6023209784556025, 0.4901728321996242, 0.012814965876859, 4.69354480086675, 0.3319329254767635, 0.0067553562775325, 4.794857490526688, 0.8272120317151983, 0.0161979121097705, 4.958690638245689, 0.4649197559125166, 0.0157987806993756, 5.3927766190320545, 0.493132921447681, 0.0169727420795405, 5.424411976011651, 0.9887545494717415, 0.0108280902976817, 2.5825902207940707, -0.0190427416096318, 0.0363618380619085, 3.8639220963708123, 0.2534894672177809, 0.0265219200622024, 5.187464076915822]|2072205.4401900738012046|      0.12500000|[663, 44, 7, 56]                                                           |  | used linear model with 101 points | iterate success | actual_k=1
       8|[1.0106607494728452, 0.0170161706642813, 1.8844929009114109, 0.0223131595278379, 0.0175965284629713, 2.0015834817369536, 0.4343173912489397, 0.0282011789926734, 2.121049769742917, 0.8047049117808983, 0.0143751493808332, 2.1616195598011623, 0.2266968156805069, 0.0184294937398633, 2.2177216749284687, 2.6954948570763495, 0.0428688989928779, 2.2885219405431076, 0.8122616827960628, 0.0158646304675834, 2.393522724303205, 2.2538657703259335, 0.0263216658354889, 2.4843450696407956, 14.355681334953932, 0.0689793413023125, 2.5519981115240244, 12.163719375937943, 0.0645847559252319, 2.7029592209148183, 0.2608058220151276, 0.0188749976845298, 2.941665232254602, 0.2445138862889137, 0.0145569837583776, 2.977302611651281, 1.1666421947672323, 0.0146357317584455, 3.129800536505232, 0.174979434820965, 0.0060285929272068, 3.2355063009856133, 0.1153536530167515, 0.0149959472994645, 3.2411334623164225, 3.7354157748659684, 0.0337870356433019, 3.3733566303884164, 0.8408903392224589, 0.0165483738476645, 3.6647287768038255, 0.1685427230956091, 0.0157460174782511, 3.713367668207835, 0.3890486192560959, 0.0296430101888636, 3.8361081767219423, 0.9218581479847985, 0.021366087840886, 3.961672301909084, 0.2646615511606602, 0.0112563913645164, 4.05050956617744, 2.0804963572664508, 0.0147377609747237, 4.170881958509263, 1.9388784372054775, 0.0141448417756058, 4.408699086529104, 1.4895482300427962, 0.0155978759213222, 4.556458446100143, 0.4905859555067159, 0.0219720539578297, 4.6023209784556025, 0.4901728321996242, 0.012814965876859, 4.69354480086675, 0.3319329254767635, 0.0067553562775325, 4.794857490526688, 0.8272120317151983, 0.0161979121097705, 4.958690638245689, 0.4649197559125166, 0.0157987806993756, 5.3927766190320545, 0.493132921447681, 0.0169727420795405, 5.424411976011651, 0.9887545494717415, 0.0108280902976817, 2.5825902207940707, -0.0190427416096318, 0.0363618380619085, 3.8639220963708123, 0.2534894672177809, 0.0265219200622024, 5.187464076915822]|2072205.4401900738012046|      0.06250000|[758, 50, 8, 64]                                                           |  | used linear model with 101 points | iterate failure | actual_k=1
       9|[1.0115232941325236, 0.0181714569709298, 1.8905796042962875, 0.0264206165411401, 0.0066647335030753, 2.0058096821322837, 0.4342965783507657, 0.0256369301669081, 2.125106697529642, 0.8070454503790998, 0.0154123823466394, 2.1600252450940594, 0.2253167779532858, 0.0176887202483571, 2.219134383982961, 2.691367357045514, 0.0459137828737751, 2.2919153150876532, 0.8132569322745378, 0.016675806479116, 2.3897767206183067, 2.2572489923465833, 0.0270114605319378, 2.476128826845696, 14.353474286699612, 0.0847248378197462, 2.538636905764609, 12.170667103446771, 0.0737014036310145, 2.7146254227890885, 0.266961376688648, 0.0224281623655584, 2.93560753040491, 0.235699491589222, 0.0298085690485475, 2.9682442101537787, 1.170799677845201, 0.0186790883716802, 3.1362386106781197, 0.180876810540806, 0.0072985870429464, 3.2398098064335077, 0.1093159468854477, 0.0104894705717728, 3.238651310686727, 3.74584139633478, 0.0519858778550813, 3.377788372954311, 0.838509664960466, 0.0203713054392792, 3.664871346168899, 0.1748923201701227, 0.0240179747394995, 3.7107450160791133, 0.3875473971556284, 0.0321486530047691, 3.8376791860300568, 0.9194231512532652, 0.0208538014718008, 3.979896851546884, 0.2529153931597533, 0.0145304764030145, 4.041731621864171, 2.0838279969763795, 0.0208416869216639, 4.1695165155938545, 1.9348339135217691, 0.0251730205356775, 4.410005899335782, 1.4999595998113395, 0.0172192384568515, 4.555570878008234, 0.4803678974124882, 0.0097634821568189, 4.597962083537792, 0.4972588739035407, 0.014306517042963, 4.689985321580883, 0.3294118550528335, 0.0087337615835387, 4.791585213488799, 0.8247821465984954, 0.0137066650465024, 4.954916587356495, 0.4636676624710466, 0.0227787207138648, 5.390250050877906, 0.4977831871688455, 0.0215785982338774, 5.42657557228298, 0.9977810683637857, 0.0146762955693813, 2.5900971965681285, -0.0176996777186859, 0.0390879798612459, 3.8633144590934645, 0.248274241573173, 0.0309016111731595, 5.186005245590964]|1796251.2363686556927860|      0.12500000|[853, 56, 9, 72]                                                           |  | used linear model with 101 points | iterate success | actual_k=1
      10|[1.0115232941325236, 0.0181714569709298, 1.8905796042962875, 0.0264206165411401, 0.0066647335030753, 2.0058096821322837, 0.4342965783507657, 0.0256369301669081, 2.125106697529642, 0.8070454503790998, 0.0154123823466394, 2.1600252450940594, 0.2253167779532858, 0.0176887202483571, 2.219134383982961, 2.691367357045514, 0.0459137828737751, 2.2919153150876532, 0.8132569322745378, 0.016675806479116, 2.3897767206183067, 2.2572489923465833, 0.0270114605319378, 2.476128826845696, 14.353474286699612, 0.0847248378197462, 2.538636905764609, 12.170667103446771, 0.0737014036310145, 2.7146254227890885, 0.266961376688648, 0.0224281623655584, 2.93560753040491, 0.235699491589222, 0.0298085690485475, 2.9682442101537787, 1.170799677845201, 0.0186790883716802, 3.1362386106781197, 0.180876810540806, 0.0072985870429464, 3.2398098064335077, 0.1093159468854477, 0.0104894705717728, 3.238651310686727, 3.74584139633478, 0.0519858778550813, 3.377788372954311, 0.838509664960466, 0.0203713054392792, 3.664871346168899, 0.1748923201701227, 0.0240179747394995, 3.7107450160791133, 0.3875473971556284, 0.0321486530047691, 3.8376791860300568, 0.9194231512532652, 0.0208538014718008, 3.979896851546884, 0.2529153931597533, 0.0145304764030145, 4.041731621864171, 2.0838279969763795, 0.0208416869216639, 4.1695165155938545, 1.9348339135217691, 0.0251730205356775, 4.410005899335782, 1.4999595998113395, 0.0172192384568515, 4.555570878008234, 0.4803678974124882, 0.0097634821568189, 4.597962083537792, 0.4972588739035407, 0.014306517042963, 4.689985321580883, 0.3294118550528335, 0.0087337615835387, 4.791585213488799, 0.8247821465984954, 0.0137066650465024, 4.954916587356495, 0.4636676624710466, 0.0227787207138648, 5.390250050877906, 0.4977831871688455, 0.0215785982338774, 5.42657557228298, 0.9977810683637857, 0.0146762955693813, 2.5900971965681285, -0.0176996777186859, 0.0390879798612459, 3.8633144590934645, 0.248274241573173, 0.0309016111731595, 5.186005245590964]|1796251.2363686556927860|      0.06250000|[947, 63, 10, 80]                                                          |  | used linear model with 101 points | iterate failure | actual_k=1
      11|[1.0173850447470354, 0.0299415962767379, 1.8916267256024422, 0.0229155844748322, 0.0026730570476028, 2.0021665045447583, 0.4332186743486692, 0.0304985515766034, 2.118218244093603, 0.8052558547689314, 0.0214509872380001, 2.172968366799118, 0.2258047010456656, 0.0187252888499629, 2.2240543134235757, 2.683162932686021, 0.0343680022559623, 2.2883589905154915, 0.8114274382696364, 0.0192793239345451, 2.3890218032433967, 2.255249719894864, 0.0280875855147527, 2.4774950670969753, 14.348359421558182, 0.1008407136379473, 2.529865690679987, 12.172256843829752, 0.0873787003938726, 2.7241620981778536, 0.2628848734639951, 0.0179607588715983, 2.9276019949510608, 0.2374262696266624, 0.0186789299817825, 2.960412550279703, 1.17196430950448, 0.0335060391662257, 3.130064374132838, 0.1785806476226786, 0.0066323024659838, 3.2429825226312463, 0.1087290654548644, 0.0080048681692334, 3.234165556719396, 3.7523166676883046, 0.0569831133647878, 3.378805354986404, 0.8460790858378069, 0.0220070451890812, 3.6645036956228654, 0.1764623491741723, 0.0297288926824385, 3.7075560305897453, 0.3845708350620061, 0.0304064201132559, 3.840606869537846, 0.9178819385415734, 0.0233275679152905, 3.9802820942485653, 0.2483133120481688, 0.0101346153983121, 4.036666215003797, 2.0819773099276935, 0.0275207850506656, 4.175151510559381, 1.9243185342256088, 0.0310813196752634, 4.412081676065252, 1.5023959994675213, 0.0382479081339928, 4.553075370861891, 0.4851345096564027, 0.0040366912915263, 4.601559373911993, 0.495622602861065, 0.0257230866466211, 4.696311143902024, 0.3173702311137965, 0.0088340382741299, 4.789723465341806, 0.8205458806294463, 0.0240769320800407, 4.958534837194687, 0.4624176856170419, 0.0226785896951919, 5.385874775308365, 0.490284859340292, 0.0220400258582029, 5.422255714345302, 0.9941919780838417, 0.0282074461965787, 2.59083752574524, -0.01379895643259, 0.0408191493372431, 3.862819109524046, 0.2429191374110399, 0.0211645346069185, 5.183651803802104]|1612201.1180516178719699|      0.12500000|[1041, 70, 11, 88]                                                         |  | used linear model with 101 points | iterate success | actual_k=1
