k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0]                                                            | 13.0000000000000000|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.8898664464815362, -0.197052700131692, 0.4113192231871924, -0.0111551527921843]|  9.2828044891357422|      2.00000000|[7, 0, 0, 2]                                                               |  | trying linear partial model with 5 points | iterate success | actual_k=0
       2|[0.8898664464815362, -0.197052700131692, 0.4113192231871924, -0.0111551527921843]|  9.2828044891357422|      1.00000000|[15, 0, 0, 5]                                                              |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       3|[0.9253092459567747, 0.2117694534773314, 0.3275559871494327, -0.9192256208574774]|  6.9436507225036621|      2.00000000|[23, 0, 0, 8]                                                              |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | iterate success | actual_k=0
       4|[0.9253092459567747, 0.2117694534773314, 0.3275559871494327, -0.9192256208574774]|  6.9436507225036621|      1.00000000|[31, 0, 0, 11]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       5|[0.9253092459567747, 0.2117694534773314, 0.3275559871494327, -0.9192256208574774]|  6.9436507225036621|      0.50000000|[39, 0, 0, 14]                                                             |  | trying linear partial model with 5 points | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       6|[0.9253092459567747, 0.2117694534773314, 0.3275559871494327, -0.9192256208574774]|  6.9436507225036621|      0.25000000|[47, 0, 0, 17]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       7|[1.1399654307546543, 0.2155187258280414, 0.3098933922764511, -0.7923528577157702]|  6.3773698806762695|      0.50000000|[53, 0, 0, 19]                                                             |  | trying linear partial model with 5 points | iterate success | actual_k=0
       8|[1.1399654307546543, 0.2155187258280414, 0.3098933922764511, -0.7923528577157702]|  6.3773698806762695|      0.25000000|[61, 0, 0, 22]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       9|[1.2684414677811195, 0.0671635276214538, 0.1898766602717627, -0.6944721797758764]|  6.0054259300231934|      0.50000000|[67, 0, 0, 24]                                                             |  | trying linear partial model with 5 points | iterate success | actual_k=0
      10|[1.2684414677811195, 0.0671635276214538, 0.1898766602717627, -0.6944721797758764]|  6.0054259300231934|      0.25000000|[75, 0, 0, 27]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      11|[1.263802554430834, 0.0697908731974867, -0.0237172798716462, -0.8242766722719626]|  5.9663367271423340|      0.50000000|[81, 0, 0, 29]                                                             |  | trying linear partial model with 5 points | iterate success | actual_k=0
      12|[1.263802554430834, 0.0697908731974867, -0.0237172798716462, -0.8242766722719626]|  5.9663367271423340|      0.25000000|[89, 0, 0, 32]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      13|[1.263802554430834, 0.0697908731974867, -0.0237172798716462, -0.8242766722719626]|  5.9663367271423340|      0.12500000|[97, 0, 0, 35]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      14|[1.298468414217545, 0.0440794038215723, 0.0908947503293682, -0.7992510645674277]|  5.8546524047851562|      0.25000000|[103, 0, 0, 37]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      15|[1.298468414217545, 0.0440794038215723, 0.0908947503293682, -0.7992510645674277]|  5.8546524047851562|      0.12500000|[111, 0, 0, 40]                                                            |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
