k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[4.0641168384, 0.02, 4.0641168384, 0.16497222, 0.02, 0.16497222, 1.1602949687, 0.02, 1.1602949687, 0.26776527, 0.02, 0.26776527, 0.31204919, 0.02, 0.31204919, 0.073935213, 0.02, 0.073935213, 0.23024068, 0.02, 0.23024068, 1.3683044425, 0.02, 1.3683044425, 0.25260505, 0.02, 0.25260505, 1.1600613899, 0.02, 1.1600613899, 0.046139967, 0.02, 0.046139967, 0.12450694, 0.02, 0.12450694, 0.29665794, 0.02, 0.29665794, 0.09209888, 0.02, 0.09209888, 0.10680955, 0.02, 0.10680955, 0.53729835, 0.02, 0.53729835, 0.0032518929, 0.02, 0.0032518929, 0.087101117, 0.02, 0.087101117, 0.1011676, 0.02, 0.1011676, 0.025500784, 0.02, 0.025500784, 0.095961864, 0.02, 0.095961864, 0.27293359, 0.02, 0.27293359, 0.39239373, 0.02, 0.39239373, 0.1295583, 0.02, 0.1295583, 0.041123179, 0.02, 0.041123179, 0.29625891, 0.02, 0.29625891, 0.089238179, 0.02, 0.089238179, 0.2772403, 0.02, 0.2772403, 0.05829792, 0.02, 0.05829792, 0.14615847, 0.02, 0.14615847, 0.17082536, 0.02, 0.17082536, 0.13884257, 0.02, 0.13884257, 0.38162104, 0.02, 0.38162104]|150235.7958013504103292|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[4.0641168384, 0.02, 4.0641168384, 0.16497222, 0.02, 0.16497222, 1.1602949687, 0.02, 1.1602949687, 0.26776527, 0.02, 0.26776527, 0.31204919, 0.02, 0.31204919, 0.073935213, 0.02, 0.073935213, 0.23024068, 0.02, 0.23024068, 1.3683044425, 0.02, 1.3683044425, 0.25260505, 0.02, 0.25260505, 1.1600613899, 0.02, 1.1600613899, 0.046139967, 0.02, 0.046139967, 0.12450694, 0.02, 0.12450694, 0.29665794, 0.02, 0.29665794, 0.09209888, 0.02, 0.09209888, 0.10680955, 0.02, 0.10680955, 0.53729835, 0.02, 0.53729835, 0.0032518929, 0.02, 0.0032518929, 0.087101117, 0.02, 0.087101117, 0.1011676, 0.02, 0.1011676, 0.025500784, 0.02, 0.025500784, 0.095961864, 0.02, 0.095961864, 0.27293359, 0.02, 0.27293359, 0.39239373, 0.02, 0.39239373, 0.1295583, 0.02, 0.1295583, 0.041123179, 0.02, 0.041123179, 0.29625891, 0.02, 0.29625891, 0.089238179, 0.02, 0.089238179, 0.2772403, 0.02, 0.2772403, 0.05829792, 0.02, 0.05829792, 0.14615847, 0.02, 0.14615847, 0.17082536, 0.02, 0.17082536, 0.13884257, 0.02, 0.13884257, 0.38162104, 0.02, 0.38162104]|150235.7958013504103292|      0.50000000|[97, 32, 1, 3]                                                             |  | used linear model with 129 points | iterate failure | actual_k=16
       2|[4.0641168384, 0.02, 4.0641168384, 0.16497222, 0.02, 0.16497222, 1.1602949687, 0.02, 1.1602949687, 0.26776527, 0.02, 0.26776527, 0.31204919, 0.02, 0.31204919, 0.073935213, 0.02, 0.073935213, 0.23024068, 0.02, 0.23024068, 1.3683044425, 0.02, 1.3683044425, 0.25260505, 0.02, 0.25260505, 1.1600613899, 0.02, 1.1600613899, 0.046139967, 0.02, 0.046139967, 0.12450694, 0.02, 0.12450694, 0.29665794, 0.02, 0.29665794, 0.09209888, 0.02, 0.09209888, 0.10680955, 0.02, 0.10680955, 0.53729835, 0.02, 0.53729835, 0.0032518929, 0.02, 0.0032518929, 0.087101117, 0.02, 0.087101117, 0.1011676, 0.02, 0.1011676, 0.025500784, 0.02, 0.025500784, 0.095961864, 0.02, 0.095961864, 0.27293359, 0.02, 0.27293359, 0.39239373, 0.02, 0.39239373, 0.1295583, 0.02, 0.1295583, 0.041123179, 0.02, 0.041123179, 0.29625891, 0.02, 0.29625891, 0.089238179, 0.02, 0.089238179, 0.2772403, 0.02, 0.2772403, 0.05829792, 0.02, 0.05829792, 0.14615847, 0.02, 0.14615847, 0.17082536, 0.02, 0.17082536, 0.13884257, 0.02, 0.13884257, 0.38162104, 0.02, 0.38162104]|150235.7958013504103292|      0.25000000|[194, 64, 2, 6]                                                            |  | used linear model with 129 points | iterate failure | actual_k=16
       3|[4.0641168384, 0.02, 4.0641168384, 0.16497222, 0.02, 0.16497222, 1.1602949687, 0.02, 1.1602949687, 0.26776527, 0.02, 0.26776527, 0.31204919, 0.02, 0.31204919, 0.073935213, 0.02, 0.073935213, 0.23024068, 0.02, 0.23024068, 1.3683044425, 0.02, 1.3683044425, 0.25260505, 0.02, 0.25260505, 1.1600613899, 0.02, 1.1600613899, 0.046139967, 0.02, 0.046139967, 0.12450694, 0.02, 0.12450694, 0.29665794, 0.02, 0.29665794, 0.09209888, 0.02, 0.09209888, 0.10680955, 0.02, 0.10680955, 0.53729835, 0.02, 0.53729835, 0.0032518929, 0.02, 0.0032518929, 0.087101117, 0.02, 0.087101117, 0.1011676, 0.02, 0.1011676, 0.025500784, 0.02, 0.025500784, 0.095961864, 0.02, 0.095961864, 0.27293359, 0.02, 0.27293359, 0.39239373, 0.02, 0.39239373, 0.1295583, 0.02, 0.1295583, 0.041123179, 0.02, 0.041123179, 0.29625891, 0.02, 0.29625891, 0.089238179, 0.02, 0.089238179, 0.2772403, 0.02, 0.2772403, 0.05829792, 0.02, 0.05829792, 0.14615847, 0.02, 0.14615847, 0.17082536, 0.02, 0.17082536, 0.13884257, 0.02, 0.13884257, 0.38162104, 0.02, 0.38162104]|150235.7958013504103292|      0.12500000|[291, 96, 3, 9]                                                            |  | used linear model with 129 points | iterate failure | actual_k=16
       4|[4.0641168384, 0.02, 4.0641168384, 0.16497222, 0.02, 0.16497222, 1.1602949687, 0.02, 1.1602949687, 0.26776527, 0.02, 0.26776527, 0.31204919, 0.02, 0.31204919, 0.073935213, 0.02, 0.073935213, 0.23024068, 0.02, 0.23024068, 1.3683044425, 0.02, 1.3683044425, 0.25260505, 0.02, 0.25260505, 1.1600613899, 0.02, 1.1600613899, 0.046139967, 0.02, 0.046139967, 0.12450694, 0.02, 0.12450694, 0.29665794, 0.02, 0.29665794, 0.09209888, 0.02, 0.09209888, 0.10680955, 0.02, 0.10680955, 0.53729835, 0.02, 0.53729835, 0.0032518929, 0.02, 0.0032518929, 0.087101117, 0.02, 0.087101117, 0.1011676, 0.02, 0.1011676, 0.025500784, 0.02, 0.025500784, 0.095961864, 0.02, 0.095961864, 0.27293359, 0.02, 0.27293359, 0.39239373, 0.02, 0.39239373, 0.1295583, 0.02, 0.1295583, 0.041123179, 0.02, 0.041123179, 0.29625891, 0.02, 0.29625891, 0.089238179, 0.02, 0.089238179, 0.2772403, 0.02, 0.2772403, 0.05829792, 0.02, 0.05829792, 0.14615847, 0.02, 0.14615847, 0.17082536, 0.02, 0.17082536, 0.13884257, 0.02, 0.13884257, 0.38162104, 0.02, 0.38162104]|150235.7958013504103292|      0.06250000|[388, 128, 4, 12]                                                          |  | used linear model with 129 points | iterate failure | actual_k=16
       5|[4.0641168384, 0.02, 4.0641168384, 0.16497222, 0.02, 0.16497222, 1.1602949687, 0.02, 1.1602949687, 0.26776527, 0.02, 0.26776527, 0.31204919, 0.02, 0.31204919, 0.073935213, 0.02, 0.073935213, 0.23024068, 0.02, 0.23024068, 1.3683044425, 0.02, 1.3683044425, 0.25260505, 0.02, 0.25260505, 1.1600613899, 0.02, 1.1600613899, 0.046139967, 0.02, 0.046139967, 0.12450694, 0.02, 0.12450694, 0.29665794, 0.02, 0.29665794, 0.09209888, 0.02, 0.09209888, 0.10680955, 0.02, 0.10680955, 0.53729835, 0.02, 0.53729835, 0.0032518929, 0.02, 0.0032518929, 0.087101117, 0.02, 0.087101117, 0.1011676, 0.02, 0.1011676, 0.025500784, 0.02, 0.025500784, 0.095961864, 0.02, 0.095961864, 0.27293359, 0.02, 0.27293359, 0.39239373, 0.02, 0.39239373, 0.1295583, 0.02, 0.1295583, 0.041123179, 0.02, 0.041123179, 0.29625891, 0.02, 0.29625891, 0.089238179, 0.02, 0.089238179, 0.2772403, 0.02, 0.2772403, 0.05829792, 0.02, 0.05829792, 0.14615847, 0.02, 0.14615847, 0.17082536, 0.02, 0.17082536, 0.13884257, 0.02, 0.13884257, 0.38162104, 0.02, 0.38162104]|150235.7958013504103292|      0.03125000|[485, 160, 5, 15]                                                          |  | used linear model with 129 points | iterate failure | actual_k=16
       6|[4.0641168384, 0.02, 4.0641168384, 0.16497222, 0.02, 0.16497222, 1.1602949687, 0.02, 1.1602949687, 0.26776527, 0.02, 0.26776527, 0.31204919, 0.02, 0.31204919, 0.073935213, 0.02, 0.073935213, 0.23024068, 0.02, 0.23024068, 1.3683044425, 0.02, 1.3683044425, 0.25260505, 0.02, 0.25260505, 1.1600613899, 0.02, 1.1600613899, 0.046139967, 0.02, 0.046139967, 0.12450694, 0.02, 0.12450694, 0.29665794, 0.02, 0.29665794, 0.09209888, 0.02, 0.09209888, 0.10680955, 0.02, 0.10680955, 0.53729835, 0.02, 0.53729835, 0.0032518929, 0.02, 0.0032518929, 0.087101117, 0.02, 0.087101117, 0.1011676, 0.02, 0.1011676, 0.025500784, 0.02, 0.025500784, 0.095961864, 0.02, 0.095961864, 0.27293359, 0.02, 0.27293359, 0.39239373, 0.02, 0.39239373, 0.1295583, 0.02, 0.1295583, 0.041123179, 0.02, 0.041123179, 0.29625891, 0.02, 0.29625891, 0.089238179, 0.02, 0.089238179, 0.2772403, 0.02, 0.2772403, 0.05829792, 0.02, 0.05829792, 0.14615847, 0.02, 0.14615847, 0.17082536, 0.02, 0.17082536, 0.13884257, 0.02, 0.13884257, 0.38162104, 0.02, 0.38162104]|150235.7958013504103292|      0.01562500|[582, 192, 6, 18]                                                          |  | used linear model with 129 points | iterate failure | actual_k=16
       7|[4.063026736643997, 0.0316755173725917, 4.064971955355261, 0.1644435443644889, 0.0200498757744526, 0.1643421667499795, 1.159655518672084, 0.0184043577507046, 1.1601211281169634, 0.2684560896475848, 0.0184767534891087, 0.2677685217239022, 0.3117619682983965, 0.018612414750964, 0.3142349260618846, 0.074139996872024, 0.0199902007454318, 0.0747434067538027, 0.2301988220142569, 0.0194295659417979, 0.2286659687343338, 1.3684450962793844, 0.0204347060928312, 1.3676412398091666, 0.25426281862344, 0.0193237802444212, 0.2520128878545686, 1.159484976432735, 0.0199718707537123, 1.159890101719385, 0.0480430434608017, 0.020751716091981, 0.0467229123186675, 0.1242246135208072, 0.0195598064412759, 0.1257756734167336, 0.2954554026404643, 0.0194823717209808, 0.2964449031320204, 0.091929811983951, 0.0196578963634291, 0.0934647254007539, 0.1040912198262573, 0.0194737938478755, 0.1058316432071003, 0.538953309149572, 0.0198889434876112, 0.5386147119869324, 0.0021176302197095, 0.020702119870014, 0.0041458871643785, 0.089115605813602, 0.019932123628009, 0.0866601589883836, 0.1005750213280949, 0.0185054452187908, 0.1026554440188127, 0.0230191998491495, 0.0192270718146944, 0.0259214087462211, 0.0966321417109885, 0.0196893501132131, 0.0962660434421628, 0.2724731500013587, 0.0195181503282781, 0.2743992532637353, 0.3911721992370997, 0.0192545731025234, 0.3921278357226202, 0.1310194528411767, 0.0209636560931777, 0.1282524741063512, 0.040805778479702, 0.0192199647903016, 0.0412873418166305, 0.2962482994756271, 0.0193240531886238, 0.2979108987937367, 0.0893717293873878, 0.0220225394866517, 0.0872885934536524, 0.2785114116402637, 0.0182077445264111, 0.2776201041109956, 0.0581464890472441, 0.0200619568245987, 0.059009792329353, 0.1462287174367082, 0.0187394545518116, 0.1459472577893702, 0.1710739727608482, 0.0208188492795237, 0.1701370498663466, 0.1421119809994985, 0.0197801772491127, 0.1382261908129782, 0.3811957387882943, 0.0194428333519676, 0.3807128741277581]|94634.5622133313154336|      0.03125000|[679, 224, 7, 21]                                                          |  | used linear model with 129 points | iterate success | actual_k=16
       8|[4.062253451603494, 0.057096868993265, 4.067796119049547, 0.1638020774025353, 0.0180414558476741, 0.1656949517766772, 1.15739475132322, 0.018989232368525, 1.1588460931375715, 0.2711170174439562, 0.0210212765121982, 0.2663371178299783, 0.3117365613667371, 0.0191333454725775, 0.3149209159854544, 0.0768380048474066, 0.0166856621639436, 0.0782849797585705, 0.2268516994485621, 0.0198928004717413, 0.2267370960503605, 1.368383090382422, 0.0215654838150063, 1.3670410430279647, 0.252975802152508, 0.0180474932357066, 0.2539303701798353, 1.1578810099745371, 0.0209627822688717, 1.156680478773805, 0.0516234561464394, 0.0230017331145832, 0.0502246529830365, 0.1224721201093823, 0.0208742091477811, 0.1230773693544052, 0.2950188199612166, 0.019785138545539, 0.2958881315093068, 0.0918165930240835, 0.0236421505311448, 0.0938102016852852, 0.1050787349440202, 0.0151019294891503, 0.1059938861085847, 0.5365973903760118, 0.0202100192171759, 0.5400104445301946, 0.0009594671671843, 0.0215867723171727, 0.0021524432483514, 0.0857148449174463, 0.0200654600190724, 0.0856001524905538, 0.0985985233598344, 0.0189150449568793, 0.1029828174201497, 0.0229767840230618, 0.0235849623688565, 0.0266542123558828, 0.0935593898367809, 0.0193995440278311, 0.0989525208735796, 0.2740843625707641, 0.0193356745522251, 0.2750938586816599, 0.3923656856482591, 0.018184751896096, 0.3916157092496198, 0.129686060619921, 0.022165961079624, 0.128738074140361, 0.0402988305730875, 0.0165560142331856, 0.0400830189211176, 0.2960265829705341, 0.0201816383703009, 0.2993030914019766, 0.0889348669622238, 0.0234478337476172, 0.0878251196078634, 0.2801224789181534, 0.0182982001624067, 0.2754959275482734, 0.0615048878555621, 0.0214557309977898, 0.0568207892692419, 0.1480368273679785, 0.0176141357746135, 0.1456815906224374, 0.1725982840025965, 0.0178781895526207, 0.1712890178916078, 0.1418342127731476, 0.0175688170608713, 0.1380015221136029, 0.3816262737504664, 0.0202651650557475, 0.3781532067945347]|52204.5724568640071084|      0.06250000|[776, 256, 8, 24]                                                          |  | used linear model with 129 points | iterate success | actual_k=16
       9|[4.061331647784538, 0.1094163425434152, 4.070797192114596, 0.1638018723881724, 0.0179291739269346, 0.1626788486475437, 1.156944475760352, 0.0194491928914886, 1.164614822963153, 0.2701364777103247, 0.0200767827819146, 0.2654273152007641, 0.3107340101981782, 0.0200197983061742, 0.3197080453462476, 0.0800064937252306, 0.01525441212655, 0.0769967491934547, 0.2181280453657523, 0.0135829069238725, 0.2281255952195754, 1.3681313144723475, 0.0230672037791236, 1.3664731050409868, 0.2554117124138631, 0.02016036138538, 0.2587329291638056, 1.151684651456258, 0.0171384474659556, 1.1572771307172034, 0.057140210064056, 0.0222516744463802, 0.0533169636325469, 0.1284321860921037, 0.024349862102448, 0.1208224171268535, 0.297315262371502, 0.0280282467061066, 0.3008936103998885, 0.0939670389168892, 0.0259445067186325, 0.0902692959463284, 0.107770167440411, 0.0171068727434733, 0.1098696453347955, 0.5381231188036927, 0.0218362639633136, 0.5361834006963175, 0.0045812727598277, 0.0283843276806819, 0.0022139446164172, 0.0885550691509858, 0.0223274761386223, 0.0815519315973927, 0.0959435875192634, 0.0186456729099625, 0.1063463556675802, 0.0257362093499339, 0.0206574069963557, 0.0284320505290904, 0.0928981257564894, 0.0202909792879545, 0.1027731116842124, 0.2744325346171993, 0.0193165240537291, 0.2696809465698122, 0.3922023093707249, 0.0217743604302471, 0.3870080701947902, 0.1253442194973121, 0.0244357055549554, 0.126090472805409, 0.0472326545160047, 0.021033665554662, 0.0360452418988833, 0.2967604640747902, 0.0193741136030459, 0.2957913065718329, 0.0869999002713672, 0.024104759422736, 0.0907590946382073, 0.2811273909653936, 0.0090933779281861, 0.2710415490511673, 0.0594886239935793, 0.0246199304005167, 0.0529666481244029, 0.1463543157281007, 0.0223196731355921, 0.1477969733463135, 0.1754035942643676, 0.0208313545802114, 0.1683631781416911, 0.1458880434569588, 0.0154018122627554, 0.1411162819088403, 0.3862616359844385, 0.0162674431412394, 0.3797896115344717]|26891.8496008831207291|      0.12500000|[873, 288, 9, 27]                                                          |  | used linear model with 129 points | iterate success | actual_k=16
      10|[4.051467218575113, 0.1833388336924455, 4.073590280711923, 0.1332295042801586, 0.0239402080878644, 0.1465067243936053, 1.150663933304899, 0.0185466951292607, 1.1617746905850765, 0.2778107395622613, 0.013209200692874, 0.2786966858447826, 0.3258726491218101, 0.010537396014586, 0.3258233200864124, 0.0798749814821492, 0.030108240294622, 0.0748221953211651, 0.2251444819375431, 0.0140637510882962, 0.2429985414214149, 1.3715251065985814, 0.0150948602557166, 1.3926311911774798, 0.2441012325003868, 0.0288784085702407, 0.2601111938093724, 1.1458886816890919, 0.0159882564080893, 1.1572750917333168, 0.052071159721752, 0.0372601494982662, 0.0506631049780529, 0.120086644170093, 0.027220427130692, 0.1190307844919066, 0.3061124267735338, 0.0199848959613865, 0.2966206134495095, 0.1044290736529271, 0.0291623554874393, 0.1032602658684382, 0.1106921351761351, 0.0222798997091357, 0.1032706023136687, 0.5307795736509078, -0.0076319353879668, 0.5321548122107896, 0.0075810015351842, 0.0326356028727026, -0.0025726834689403, 0.0985647300570913, 0.0038709025418305, 0.0817503557869765, 0.1070734827434466, 0.0146476359637168, 0.1101669978548794, 0.0108130712181626, 0.0226426618570681, 0.0280932297534765, 0.0850285452956796, 0.037015303301928, 0.1016712271593462, 0.2744666287979753, 0.0080144509521313, 0.2689846792072554, 0.3801079978375058, 0.0114787340112826, 0.3874905533951136, 0.1201593525594735, 0.0346804380058215, 0.1434929753320285, 0.073535862850688, 0.023393344458133, 0.0399358589043567, 0.297400748227932, 0.0183094058005646, 0.3128944821374922, 0.0904157184893869, 0.0331002612881821, 0.0888555130327933, 0.2853946790522851, 0.0026833349035702, 0.2824723738968594, 0.0550894517675878, 0.044655301919195, 0.0458205525200804, 0.1599466575766691, 0.0264139295459707, 0.1474565567606368, 0.1733141686599521, 0.0291843136295357, 0.1640848464547847, 0.1471488996914592, 0.0234254793639935, 0.1480805635291202, 0.3648556968381132, 0.0056590622236596, 0.3875549658069284]|15694.8698850935379596|      0.25000000|[970, 320, 10, 30]                                                         |  | used linear model with 129 points | iterate success | actual_k=16
      11|[4.029423776867992, 0.3374982954989747, 4.062150977877088, 0.1146114972663018, 0.0107504453052031, 0.1304927858663668, 1.111627747685732, 0.0313011500467342, 1.1747666770532548, 0.2523131700451331, 0.0087784533284442, 0.2890778962478951, 0.3085193332646873, 0.0038417827604555, 0.3265121567496227, 0.0657237190241632, 0.0253012247853922, 0.0409081646825684, 0.2244236204612129, 0.0019414476933219, 0.2448346935778304, 1.3777949606185695, 0.0148623158891777, 1.3752246852007037, 0.2157117800940622, 0.016834444441944, 0.2736468780635415, 1.174013539404317, 0.0250043165112818, 1.1399236514177593, 0.0496729428757638, 0.0560941300914046, 0.0678592635297171, 0.0890851110441968, 0.0045273816915504, 0.1275919400213586, 0.2891391922510211, 0.0136391521250024, 0.2462025980760507, 0.1029928168140492, 0.0491650387399143, 0.0938343648490036, 0.0957248873735305, -0.0057913946587855, 0.0942247750156968, 0.5133967196114846, 0.0090662853909336, 0.5582114249117529, 0.0406148590662822, 0.0281271867045924, -0.015322554884027, 0.102230899936703, -0.0225589069186483, 0.0852089397281535, 0.1694577307140371, 0.0365016925814322, 0.111369430754036, 0.011561523671464, 0.0374508053419341, 0.0060264616476815, 0.0812639789055327, 0.0288918504765611, 0.0833896566726044, 0.2348445876205235, -0.0094448867500068, 0.2871705052680678, 0.3498103763158995, 0.0205761390670519, 0.3853758454272361, 0.1153916126430133, 0.0062069492144992, 0.1303015638224752, 0.0716852631496392, 0.0337096254707604, 0.0556742119673062, 0.2815680860539853, 0.0220693214921591, 0.2990952055742979, 0.1047300459193448, 0.036639389411585, 0.0673682479163958, 0.300029402890977, -0.0152128622442466, 0.2659461414825371, 0.0739486640126116, 0.0044007487980003, 0.0629475901448755, 0.1376100853430126, 0.0525318326263443, 0.1322780802203721, 0.1552708155322973, 0.0037775343420634, 0.1589148941333065, 0.1717308301988009, 0.0380994762565744, 0.1581689103127696, 0.3669967037669875, -0.0368510230627458, 0.4166647600467728]|8150.2195339613408578|      0.50000000|[1067, 352, 11, 33]                                                        |  | used linear model with 129 points | iterate success | actual_k=16
