k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.68767445, 0.02, 0.66517383, 0.02, 0.61846733, 0.02, 1.3259634929, 0.02, 0.0031397524, 0.02, 1.2514485797, 0.02, 0.22808479, 0.02, 1.2292780682, 0.02, 4.5930868164, 0.02, 4.4542869847, 0.02, 0.081623463, 0.02, 0.24488622, 0.02, 0.71655957, 0.02, 0.2054035, 0.02, -0.06417439, 0.02, 1.4012533731, 0.02, 0.24229792, 0.02, 0.062398552, 0.02, 0.022390123, 0.02, 0.42469106, 0.02, 0.2663842, 0.02, 0.83631104, 0.02, 1.0284154369, 0.02, 0.79861676, 0.02, 0.24565285, 0.02, 0.50446046, 0.02, 0.27424189, 0.02, 0.38503953, 0.02, 0.16687777, 0.02, 0.29610949, 0.02, 0.18555224, 0.02, 0.0061555539, 0.02, 0.16187381, 0.02]|491558.0020187626359984|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.68767445, 0.02, 0.66517383, 0.02, 0.61846733, 0.02, 1.3259634929, 0.02, 0.0031397524, 0.02, 1.2514485797, 0.02, 0.22808479, 0.02, 1.2292780682, 0.02, 4.5930868164, 0.02, 4.4542869847, 0.02, 0.081623463, 0.02, 0.24488622, 0.02, 0.71655957, 0.02, 0.2054035, 0.02, -0.06417439, 0.02, 1.4012533731, 0.02, 0.24229792, 0.02, 0.062398552, 0.02, 0.022390123, 0.02, 0.42469106, 0.02, 0.2663842, 0.02, 0.83631104, 0.02, 1.0284154369, 0.02, 0.79861676, 0.02, 0.24565285, 0.02, 0.50446046, 0.02, 0.27424189, 0.02, 0.38503953, 0.02, 0.16687777, 0.02, 0.29610949, 0.02, 0.18555224, 0.02, 0.0061555539, 0.02, 0.16187381, 0.02]|491558.0020187626359984|      0.50000000|[175, 12, 0, 3]                                                            |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 118 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       2|[0.68767445, 0.02, 0.66517383, 0.02, 0.61846733, 0.02, 1.3259634929, 0.02, 0.0031397524, 0.02, 1.2514485797, 0.02, 0.22808479, 0.02, 1.2292780682, 0.02, 4.5930868164, 0.02, 4.4542869847, 0.02, 0.081623463, 0.02, 0.24488622, 0.02, 0.71655957, 0.02, 0.2054035, 0.02, -0.06417439, 0.02, 1.4012533731, 0.02, 0.24229792, 0.02, 0.062398552, 0.02, 0.022390123, 0.02, 0.42469106, 0.02, 0.2663842, 0.02, 0.83631104, 0.02, 1.0284154369, 0.02, 0.79861676, 0.02, 0.24565285, 0.02, 0.50446046, 0.02, 0.27424189, 0.02, 0.38503953, 0.02, 0.16687777, 0.02, 0.29610949, 0.02, 0.18555224, 0.02, 0.0061555539, 0.02, 0.16187381, 0.02]|491558.0020187626359984|      0.25000000|[349, 24, 0, 6]                                                            |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 118 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       3|[0.68767445, 0.02, 0.66517383, 0.02, 0.61846733, 0.02, 1.3259634929, 0.02, 0.0031397524, 0.02, 1.2514485797, 0.02, 0.22808479, 0.02, 1.2292780682, 0.02, 4.5930868164, 0.02, 4.4542869847, 0.02, 0.081623463, 0.02, 0.24488622, 0.02, 0.71655957, 0.02, 0.2054035, 0.02, -0.06417439, 0.02, 1.4012533731, 0.02, 0.24229792, 0.02, 0.062398552, 0.02, 0.022390123, 0.02, 0.42469106, 0.02, 0.2663842, 0.02, 0.83631104, 0.02, 1.0284154369, 0.02, 0.79861676, 0.02, 0.24565285, 0.02, 0.50446046, 0.02, 0.27424189, 0.02, 0.38503953, 0.02, 0.16687777, 0.02, 0.29610949, 0.02, 0.18555224, 0.02, 0.0061555539, 0.02, 0.16187381, 0.02]|491558.0020187626359984|      0.12500000|[525, 36, 0, 9]                                                            |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 119 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       4|[0.68767445, 0.02, 0.66517383, 0.02, 0.61846733, 0.02, 1.3259634929, 0.02, 0.0031397524, 0.02, 1.2514485797, 0.02, 0.22808479, 0.02, 1.2292780682, 0.02, 4.5930868164, 0.02, 4.4542869847, 0.02, 0.081623463, 0.02, 0.24488622, 0.02, 0.71655957, 0.02, 0.2054035, 0.02, -0.06417439, 0.02, 1.4012533731, 0.02, 0.24229792, 0.02, 0.062398552, 0.02, 0.022390123, 0.02, 0.42469106, 0.02, 0.2663842, 0.02, 0.83631104, 0.02, 1.0284154369, 0.02, 0.79861676, 0.02, 0.24565285, 0.02, 0.50446046, 0.02, 0.27424189, 0.02, 0.38503953, 0.02, 0.16687777, 0.02, 0.29610949, 0.02, 0.18555224, 0.02, 0.0061555539, 0.02, 0.16187381, 0.02]|491558.0020187626359984|      0.06250000|[699, 48, 0, 12]                                                           |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 118 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       5|[0.68767445, 0.02, 0.66517383, 0.02, 0.61846733, 0.02, 1.3259634929, 0.02, 0.0031397524, 0.02, 1.2514485797, 0.02, 0.22808479, 0.02, 1.2292780682, 0.02, 4.5930868164, 0.02, 4.4542869847, 0.02, 0.081623463, 0.02, 0.24488622, 0.02, 0.71655957, 0.02, 0.2054035, 0.02, -0.06417439, 0.02, 1.4012533731, 0.02, 0.24229792, 0.02, 0.062398552, 0.02, 0.022390123, 0.02, 0.42469106, 0.02, 0.2663842, 0.02, 0.83631104, 0.02, 1.0284154369, 0.02, 0.79861676, 0.02, 0.24565285, 0.02, 0.50446046, 0.02, 0.27424189, 0.02, 0.38503953, 0.02, 0.16687777, 0.02, 0.29610949, 0.02, 0.18555224, 0.02, 0.0061555539, 0.02, 0.16187381, 0.02]|491558.0020187626359984|      0.03125000|[874, 60, 0, 15]                                                           |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 119 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       6|[0.6841432762873579, 0.0210453565399894, 0.6638441013489206, 0.0219310514177835, 0.6190223700933554, 0.0205706667553961, 1.330739709956869, 0.0282781144042316, 0.00113727798674, 0.0157050905404101, 1.2518281072196977, 0.0161002115581959, 0.2263050562636, 0.0205388172205328, 1.2306535567960806, 0.0194708752936655, 4.593643963671033, 0.0290394417740966, 4.454106674919848, 0.0356512632284062, 0.078305574406392, 0.0236786691528387, 0.244668730361972, 0.0232412455289581, 0.718569486398059, 0.0182195488221145, 0.2042257200425211, 0.0212357106888212, -0.0615013226051981, 0.0168483829210342, 1.4047979030567683, 0.013198832316505, 0.2391219296506583, 0.0178665954715643, 0.0575309157517534, 0.0171973866731565, 0.0254067010891292, 0.0218315782564228, 0.4241822402235926, 0.0245109448394197, 0.2716943153576966, 0.0197455654722105, 0.83758402259513, 0.0179901597410755, 1.02597632867508, 0.017200435490022, 0.7955557662725311, 0.0221133570459959, 0.2424447510971001, 0.0104590063552212, 0.5077956473866206, 0.0223273000203938, 0.2742239251387604, 0.0199767510135615, 0.3854265319881335, 0.016620558390581, 0.1650658874741692, 0.0196081819736556, 0.2991960578952101, 0.0234362427282081, 0.1848480777359713, 0.0224724601039036, 0.0003033377693823, 0.0154729544311693, 0.1602552396321707, 0.0161282261604305]|386326.6875000000000000|      0.06250000|[991, 68, 0, 17]                                                           |  | trying linear partial model with 61 points | iterate success | actual_k=4
       7|[0.6841432762873579, 0.0210453565399894, 0.6638441013489206, 0.0219310514177835, 0.6190223700933554, 0.0205706667553961, 1.330739709956869, 0.0282781144042316, 0.00113727798674, 0.0157050905404101, 1.2518281072196977, 0.0161002115581959, 0.2263050562636, 0.0205388172205328, 1.2306535567960806, 0.0194708752936655, 4.593643963671033, 0.0290394417740966, 4.454106674919848, 0.0356512632284062, 0.078305574406392, 0.0236786691528387, 0.244668730361972, 0.0232412455289581, 0.718569486398059, 0.0182195488221145, 0.2042257200425211, 0.0212357106888212, -0.0615013226051981, 0.0168483829210342, 1.4047979030567683, 0.013198832316505, 0.2391219296506583, 0.0178665954715643, 0.0575309157517534, 0.0171973866731565, 0.0254067010891292, 0.0218315782564228, 0.4241822402235926, 0.0245109448394197, 0.2716943153576966, 0.0197455654722105, 0.83758402259513, 0.0179901597410755, 1.02597632867508, 0.017200435490022, 0.7955557662725311, 0.0221133570459959, 0.2424447510971001, 0.0104590063552212, 0.5077956473866206, 0.0223273000203938, 0.2742239251387604, 0.0199767510135615, 0.3854265319881335, 0.016620558390581, 0.1650658874741692, 0.0196081819736556, 0.2991960578952101, 0.0234362427282081, 0.1848480777359713, 0.0224724601039036, 0.0003033377693823, 0.0154729544311693, 0.1602552396321707, 0.0161282261604305]|386326.6875000000000000|      0.03125000|[1167, 80, 0, 20]                                                          |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 119 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       8|[0.6827996081029566, 0.0244900911007885, 0.66233116667584, 0.0227797478207808, 0.6203733946518912, 0.0225397314028961, 1.3268846372688583, 0.0282022379006519, -0.0012919873304805, 0.0152762482052927, 1.2515200649710214, 0.0218831086603621, 0.2305367726169833, 0.0215576730542243, 1.2341796354067256, 0.0191787455535098, 4.594640411742444, 0.0476317669064099, 4.4535718476216175, 0.0454154573581839, 0.0770869693628649, 0.0253657906961767, 0.2460482765194247, 0.0230529523779436, 0.715923113616109, 0.0138678356988511, 0.2009241033482806, 0.021697259674499, -0.0596531398532909, 0.0117196725055881, 1.4029882442105999, 0.0218337619805375, 0.2419282843724337, 0.0186138937541115, 0.0577366701411438, 0.0162169927990722, 0.0215703709608321, 0.0197121397607125, 0.4225241323305697, 0.0193034278460497, 0.2739552172945285, 0.0218829459127849, 0.838072842985452, 0.0227388018307027, 1.0253566172451143, 0.0164828481201736, 0.7920149923348225, 0.0184739457562483, 0.2384719618547198, 0.011956602312995, 0.5049038240010102, 0.0227801111667353, 0.271749974566819, 0.0256743353094413, 0.3865391361031371, 0.0186552648667585, 0.1640822111887635, 0.0211779071224311, 0.2993831531994004, 0.0228637834564265, 0.1851347816673033, 0.0147854983222297, 0.003963328860465, 0.0184039605175899, 0.1605744263343942, 0.0147944671452645]|321644.5000000000000000|      0.06250000|[1341, 92, 0, 23]                                                          |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 118 points | iterate success | actual_k=4
       9|[0.6827996081029566, 0.0244900911007885, 0.66233116667584, 0.0227797478207808, 0.6203733946518912, 0.0225397314028961, 1.3268846372688583, 0.0282022379006519, -0.0012919873304805, 0.0152762482052927, 1.2515200649710214, 0.0218831086603621, 0.2305367726169833, 0.0215576730542243, 1.2341796354067256, 0.0191787455535098, 4.594640411742444, 0.0476317669064099, 4.4535718476216175, 0.0454154573581839, 0.0770869693628649, 0.0253657906961767, 0.2460482765194247, 0.0230529523779436, 0.715923113616109, 0.0138678356988511, 0.2009241033482806, 0.021697259674499, -0.0596531398532909, 0.0117196725055881, 1.4029882442105999, 0.0218337619805375, 0.2419282843724337, 0.0186138937541115, 0.0577366701411438, 0.0162169927990722, 0.0215703709608321, 0.0197121397607125, 0.4225241323305697, 0.0193034278460497, 0.2739552172945285, 0.0218829459127849, 0.838072842985452, 0.0227388018307027, 1.0253566172451143, 0.0164828481201736, 0.7920149923348225, 0.0184739457562483, 0.2384719618547198, 0.011956602312995, 0.5049038240010102, 0.0227801111667353, 0.271749974566819, 0.0256743353094413, 0.3865391361031371, 0.0186552648667585, 0.1640822111887635, 0.0211779071224311, 0.2993831531994004, 0.0228637834564265, 0.1851347816673033, 0.0147854983222297, 0.003963328860465, 0.0184039605175899, 0.1605744263343942, 0.0147944671452645]|321644.5000000000000000|      0.03125000|[1515, 104, 0, 26]                                                         |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 118 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      10|[0.6814331879575689, 0.0282187436493517, 0.6613845706272058, 0.023056394677576, 0.6214873510818845, 0.0252422105743664, 1.330352013334011, 0.0347709320313303, 0.0002948657381691, 0.0177252597919605, 1.250475609977021, 0.0255443649341111, 0.2297935433470194, 0.0197907531842855, 1.2329020193202218, 0.0260061525895432, 4.590820973038323, 0.0593750614346727, 4.453922178127033, 0.0565294779876209, 0.0746385598107008, 0.0237865043980447, 0.2425920791420205, 0.0232268321172284, 0.713473839453163, 0.0192035353581585, 0.2016489640708092, 0.0203625351826684, -0.0640035766261605, 0.0131368570834531, 1.405095941481748, 0.031241507097863, 0.2381409115258948, 0.0223163002217929, 0.0583191741646325, 0.0148232716015542, 0.0234361417859203, 0.0236987691577058, 0.4227756801881693, 0.0270991963755862, 0.2745745067699339, 0.0202358835269094, 0.8371739001315663, 0.025022578145866, 1.0247693288980526, 0.0247504245647243, 0.790014991987357, 0.0218458296197767, 0.2424818078859817, 0.0137123860973616, 0.505389219887981, 0.0261078572479988, 0.2705729422644964, 0.0249282283806655, 0.3889545376451943, 0.0246240653277096, 0.163345278994995, 0.0257456445278672, 0.2989600142778475, 0.023520917204248, 0.1856849337560487, 0.0123750083322709, 0.0040623687481317, 0.0112121884673826, 0.1589267415337888, 0.0184997800984286]|285289.3750000000000000|      0.06250000|[1690, 116, 0, 29]                                                         |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 119 points | iterate success | actual_k=4
