k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.59890943, 0.02, 1.8879065342, 0.65307048, 0.02, 2.0015540314, 1.2984945382, 0.02, 2.1186983747, -0.02213199, 0.02, 2.1624089505, 1.2316544088, 0.02, 2.2192326991, 0.21848396, 0.02, 2.2813017168, 1.3346291866, 0.02, 2.3905781564, 4.5048024624, 0.02, 2.4884898463, 0.66080786, 0.02, 2.5593009792, 4.3888127085, 0.02, 2.7070427256, 0.2278337, 0.02, 2.9404572006, 0.23539976, 0.02, 2.9666835461, 0.7111142, 0.02, 3.1292868883, 0.20429975, 0.02, 3.2263243667, -0.06678414, 0.02, 3.2551733467, 1.3806399196, 0.02, 3.3801855937, 0.24162012, 0.02, 3.6695496058, 0.060181642, 0.02, 3.7220022968, 0.017306467, 0.02, 3.8312787364, 0.41562397, 0.02, 3.9589136179, 0.26297919, 0.02, 4.0524542502, 0.81885392, 0.02, 4.1748438626, 0.96523949, 0.02, 4.4309878371, 0.74388389, 0.02, 4.5594969301, 0.21356658, 0.02, 4.6014590829, 0.50271586, 0.02, 4.7046160419, 0.048972449, 0.02, 4.8007793087, 0.36839918, 0.02, 4.96862792, 0.16187806, 0.02, 5.3952431403, 0.28966782, 0.02, 5.4188468512, 0.097834734, 0.02, 2.5864015362, 0.0006819709, 0.02, 3.8618761395, 0.15545187, 0.02, 5.198545549]|484133.4482526386855170|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.59890943, 0.02, 1.8879065342, 0.65307048, 0.02, 2.0015540314, 1.2984945382, 0.02, 2.1186983747, -0.02213199, 0.02, 2.1624089505, 1.2316544088, 0.02, 2.2192326991, 0.21848396, 0.02, 2.2813017168, 1.3346291866, 0.02, 2.3905781564, 4.5048024624, 0.02, 2.4884898463, 0.66080786, 0.02, 2.5593009792, 4.3888127085, 0.02, 2.7070427256, 0.2278337, 0.02, 2.9404572006, 0.23539976, 0.02, 2.9666835461, 0.7111142, 0.02, 3.1292868883, 0.20429975, 0.02, 3.2263243667, -0.06678414, 0.02, 3.2551733467, 1.3806399196, 0.02, 3.3801855937, 0.24162012, 0.02, 3.6695496058, 0.060181642, 0.02, 3.7220022968, 0.017306467, 0.02, 3.8312787364, 0.41562397, 0.02, 3.9589136179, 0.26297919, 0.02, 4.0524542502, 0.81885392, 0.02, 4.1748438626, 0.96523949, 0.02, 4.4309878371, 0.74388389, 0.02, 4.5594969301, 0.21356658, 0.02, 4.6014590829, 0.50271586, 0.02, 4.7046160419, 0.048972449, 0.02, 4.8007793087, 0.36839918, 0.02, 4.96862792, 0.16187806, 0.02, 5.3952431403, 0.28966782, 0.02, 5.4188468512, 0.097834734, 0.02, 2.5864015362, 0.0006819709, 0.02, 3.8618761395, 0.15545187, 0.02, 5.198545549]|484133.4482526386855170|      0.50000000|[4432, 634, 1, 81]                                                         |  | used quadratic model with 5066 points | iterate failure | actual_k=8
       2|[0.59890943, 0.02, 1.8879065342, 0.65307048, 0.02, 2.0015540314, 1.2984945382, 0.02, 2.1186983747, -0.02213199, 0.02, 2.1624089505, 1.2316544088, 0.02, 2.2192326991, 0.21848396, 0.02, 2.2813017168, 1.3346291866, 0.02, 2.3905781564, 4.5048024624, 0.02, 2.4884898463, 0.66080786, 0.02, 2.5593009792, 4.3888127085, 0.02, 2.7070427256, 0.2278337, 0.02, 2.9404572006, 0.23539976, 0.02, 2.9666835461, 0.7111142, 0.02, 3.1292868883, 0.20429975, 0.02, 3.2263243667, -0.06678414, 0.02, 3.2551733467, 1.3806399196, 0.02, 3.3801855937, 0.24162012, 0.02, 3.6695496058, 0.060181642, 0.02, 3.7220022968, 0.017306467, 0.02, 3.8312787364, 0.41562397, 0.02, 3.9589136179, 0.26297919, 0.02, 4.0524542502, 0.81885392, 0.02, 4.1748438626, 0.96523949, 0.02, 4.4309878371, 0.74388389, 0.02, 4.5594969301, 0.21356658, 0.02, 4.6014590829, 0.50271586, 0.02, 4.7046160419, 0.048972449, 0.02, 4.8007793087, 0.36839918, 0.02, 4.96862792, 0.16187806, 0.02, 5.3952431403, 0.28966782, 0.02, 5.4188468512, 0.097834734, 0.02, 2.5864015362, 0.0006819709, 0.02, 3.8618761395, 0.15545187, 0.02, 5.198545549]|484133.4482526386855170|      0.25000000|[8864, 1268, 2, 162]                                                       |  | used quadratic model with 5066 points | iterate failure | actual_k=8
       3|[0.59890943, 0.02, 1.8879065342, 0.65307048, 0.02, 2.0015540314, 1.2984945382, 0.02, 2.1186983747, -0.02213199, 0.02, 2.1624089505, 1.2316544088, 0.02, 2.2192326991, 0.21848396, 0.02, 2.2813017168, 1.3346291866, 0.02, 2.3905781564, 4.5048024624, 0.02, 2.4884898463, 0.66080786, 0.02, 2.5593009792, 4.3888127085, 0.02, 2.7070427256, 0.2278337, 0.02, 2.9404572006, 0.23539976, 0.02, 2.9666835461, 0.7111142, 0.02, 3.1292868883, 0.20429975, 0.02, 3.2263243667, -0.06678414, 0.02, 3.2551733467, 1.3806399196, 0.02, 3.3801855937, 0.24162012, 0.02, 3.6695496058, 0.060181642, 0.02, 3.7220022968, 0.017306467, 0.02, 3.8312787364, 0.41562397, 0.02, 3.9589136179, 0.26297919, 0.02, 4.0524542502, 0.81885392, 0.02, 4.1748438626, 0.96523949, 0.02, 4.4309878371, 0.74388389, 0.02, 4.5594969301, 0.21356658, 0.02, 4.6014590829, 0.50271586, 0.02, 4.7046160419, 0.048972449, 0.02, 4.8007793087, 0.36839918, 0.02, 4.96862792, 0.16187806, 0.02, 5.3952431403, 0.28966782, 0.02, 5.4188468512, 0.097834734, 0.02, 2.5864015362, 0.0006819709, 0.02, 3.8618761395, 0.15545187, 0.02, 5.198545549]|484133.4482526386855170|      0.12500000|[13296, 1902, 3, 243]                                                      |  | used quadratic model with 5066 points | iterate failure | actual_k=8
       4|[0.59890943, 0.02, 1.8879065342, 0.65307048, 0.02, 2.0015540314, 1.2984945382, 0.02, 2.1186983747, -0.02213199, 0.02, 2.1624089505, 1.2316544088, 0.02, 2.2192326991, 0.21848396, 0.02, 2.2813017168, 1.3346291866, 0.02, 2.3905781564, 4.5048024624, 0.02, 2.4884898463, 0.66080786, 0.02, 2.5593009792, 4.3888127085, 0.02, 2.7070427256, 0.2278337, 0.02, 2.9404572006, 0.23539976, 0.02, 2.9666835461, 0.7111142, 0.02, 3.1292868883, 0.20429975, 0.02, 3.2263243667, -0.06678414, 0.02, 3.2551733467, 1.3806399196, 0.02, 3.3801855937, 0.24162012, 0.02, 3.6695496058, 0.060181642, 0.02, 3.7220022968, 0.017306467, 0.02, 3.8312787364, 0.41562397, 0.02, 3.9589136179, 0.26297919, 0.02, 4.0524542502, 0.81885392, 0.02, 4.1748438626, 0.96523949, 0.02, 4.4309878371, 0.74388389, 0.02, 4.5594969301, 0.21356658, 0.02, 4.6014590829, 0.50271586, 0.02, 4.7046160419, 0.048972449, 0.02, 4.8007793087, 0.36839918, 0.02, 4.96862792, 0.16187806, 0.02, 5.3952431403, 0.28966782, 0.02, 5.4188468512, 0.097834734, 0.02, 2.5864015362, 0.0006819709, 0.02, 3.8618761395, 0.15545187, 0.02, 5.198545549]|484133.4482526386855170|      0.06250000|[17730, 2534, 4, 324]                                                      |  | used quadratic model with 5066 points | iterate failure | actual_k=8
       5|[0.6008630055758027, 0.0205442861906827, 1.889971080960502, 0.6511942482818308, 0.0202033301745496, 2.0014088723427883, 1.2995296589442042, 0.0265826020623927, 2.115191768872002, -0.0196681608943874, 0.0201853169884001, 2.1598616111442, 1.231248466343547, 0.0177792969512482, 2.2206981968832786, 0.2157901549492915, 0.0221733820306713, 2.2833061102959453, 1.3314736595932015, 0.0235378239073669, 2.388449627298396, 4.5051060443872775, 0.0561023694397207, 2.489441312359119, 0.6592406023019708, 0.0232036940915464, 2.5615985112741484, 4.389611179729081, 0.0659238012002846, 2.707981039649361, 0.2253364454883786, 0.0157079348906465, 2.9415320768666056, 0.2349169988818962, 0.0221338786653175, 2.9689397745809023, 0.7124888904322254, 0.0211161910074256, 3.126752963404708, 0.2034749240312562, 0.0234702935530545, 3.2284625646003593, -0.0686267649381092, 0.0206294713427765, 3.254673555711262, 1.3777878173600118, 0.0228863916484993, 3.3816003400455408, 0.2391488542335241, 0.0192973711926564, 3.6701522843481453, 0.060217461057989, 0.0224673557921702, 3.722009945495516, 0.0172496457041289, 0.0197496005906619, 3.831508226107673, 0.4166650887264258, 0.0194788491094015, 3.962782132788018, 0.2582685408120475, 0.0183670134783149, 4.054383714736429, 0.8202949615283566, 0.0204353971516467, 4.174910397910104, 0.9646964504243734, 0.0232150841525302, 4.4349596874732, 0.7436418574682487, 0.0219517678832342, 4.558206482543808, 0.2146425299998144, 0.0212878375346633, 4.600914108729208, 0.5014377520611298, 0.021344627875524, 4.706755470686797, 0.0485879697432262, 0.023403580385747, 4.802723902910882, 0.3735265974287434, 0.0209257157213153, 4.970910532442839, 0.1638511852158328, 0.0209544742523266, 5.398734290328562, 0.2927582944562493, 0.0231822126740559, 5.417727412749476, 0.1020844782074226, 0.0218304008976568, 2.58170593708021, 0.0019500528827943, 0.0214955562338814, 3.8621264378057747, 0.1557224691551594, 0.0237891596514411, 5.200954987689476]|296669.9460776298656128|      0.12500000|[22162, 3168, 5, 405]                                                      |  | used quadratic model with 5066 points | iterate success | actual_k=8
       6|[0.6008630055758027, 0.0205442861906827, 1.889971080960502, 0.6511942482818308, 0.0202033301745496, 2.0014088723427883, 1.2995296589442042, 0.0265826020623927, 2.115191768872002, -0.0196681608943874, 0.0201853169884001, 2.1598616111442, 1.231248466343547, 0.0177792969512482, 2.2206981968832786, 0.2157901549492915, 0.0221733820306713, 2.2833061102959453, 1.3314736595932015, 0.0235378239073669, 2.388449627298396, 4.5051060443872775, 0.0561023694397207, 2.489441312359119, 0.6592406023019708, 0.0232036940915464, 2.5615985112741484, 4.389611179729081, 0.0659238012002846, 2.707981039649361, 0.2253364454883786, 0.0157079348906465, 2.9415320768666056, 0.2349169988818962, 0.0221338786653175, 2.9689397745809023, 0.7124888904322254, 0.0211161910074256, 3.126752963404708, 0.2034749240312562, 0.0234702935530545, 3.2284625646003593, -0.0686267649381092, 0.0206294713427765, 3.254673555711262, 1.3777878173600118, 0.0228863916484993, 3.3816003400455408, 0.2391488542335241, 0.0192973711926564, 3.6701522843481453, 0.060217461057989, 0.0224673557921702, 3.722009945495516, 0.0172496457041289, 0.0197496005906619, 3.831508226107673, 0.4166650887264258, 0.0194788491094015, 3.962782132788018, 0.2582685408120475, 0.0183670134783149, 4.054383714736429, 0.8202949615283566, 0.0204353971516467, 4.174910397910104, 0.9646964504243734, 0.0232150841525302, 4.4349596874732, 0.7436418574682487, 0.0219517678832342, 4.558206482543808, 0.2146425299998144, 0.0212878375346633, 4.600914108729208, 0.5014377520611298, 0.021344627875524, 4.706755470686797, 0.0485879697432262, 0.023403580385747, 4.802723902910882, 0.3735265974287434, 0.0209257157213153, 4.970910532442839, 0.1638511852158328, 0.0209544742523266, 5.398734290328562, 0.2927582944562493, 0.0231822126740559, 5.417727412749476, 0.1020844782074226, 0.0218304008976568, 2.58170593708021, 0.0019500528827943, 0.0214955562338814, 3.8621264378057747, 0.1557224691551594, 0.0237891596514411, 5.200954987689476]|296669.9460776298656128|      0.06250000|[26593, 3803, 6, 486]                                                      |  | used quadratic model with 5066 points | iterate failure | actual_k=8
       7|[0.5960063910988284, 0.0188177534259633, 1.8864135201030352, 0.6493970047018789, 0.0268536673301004, 1.9983100285182103, 1.2959134356891355, 0.0353028138585214, 2.1169182779119597, -0.0205907079352673, 0.0231653995156912, 2.155210779636695, 1.2307052681359572, 0.0527841016891588, 2.2201748705465842, 0.2164406006275604, 0.0235118089227971, 2.2861538278331057, 1.3294739342654014, 0.0404926491155581, 2.380491629103392, 4.5040922291157175, 0.0765148840448563, 2.487137062062185, 0.6597403945945399, 0.0288928351338055, 2.5623807477202, 4.393567948022292, 0.0778438713682307, 2.706736231876276, 0.2258421317941614, 0.0202951752301968, 2.9451098380131646, 0.23381845121515, 0.0244298977134897, 2.967544064712381, 0.712951508893381, 0.0297294384366577, 3.129174871917604, 0.2042466093856678, 0.0221535221288591, 3.230340912832073, -0.0720795572272787, 0.0190812128092334, 3.2494112468355962, 1.377579649745859, 0.0446764504373716, 3.3831831929382075, 0.242894289018128, 0.0199984846566429, 3.668389492509455, 0.0581848112971023, 0.0275097356656476, 3.7245110952162266, 0.0189020884648994, 0.0220306904904502, 3.83224891713537, 0.4130600388229628, 0.0246773933411103, 3.9572317413518547, 0.2585109397914633, 0.0201061443899652, 4.055047954194486, 0.8219584759391926, 0.0323314526746356, 4.175432130629756, 0.961575585903833, 0.0412041636300215, 4.434892354577661, 0.7391962519925713, 0.0245645974415938, 4.560113508881517, 0.2072666240055814, 0.0196687851194029, 4.598419141352741, 0.5031915660397913, 0.0273880107231897, 4.705105083612503, 0.0462274641044001, 0.0259499381653348, 4.804277415991696, 0.3782386346788345, 0.0222255714790764, 4.972517084531436, 0.1651719623309867, 0.0226245214730937, 5.395584159203175, 0.2894012602463037, 0.022183513892731, 5.419024742562669, 0.1001194460632387, 0.0203433983702999, 2.5811907455977803, 0.0019423264440891, 0.0221214777414024, 3.8614892374179575, 0.1559697930965608, 0.025925108660029, 5.201872678219108]|256467.3170027708692942|      0.12500000|[31026, 4436, 7, 567]                                                      |  | used quadratic model with 5066 points | iterate success | actual_k=8
       8|[0.5960063910988284, 0.0188177534259633, 1.8864135201030352, 0.6493970047018789, 0.0268536673301004, 1.9983100285182103, 1.2959134356891355, 0.0353028138585214, 2.1169182779119597, -0.0205907079352673, 0.0231653995156912, 2.155210779636695, 1.2307052681359572, 0.0527841016891588, 2.2201748705465842, 0.2164406006275604, 0.0235118089227971, 2.2861538278331057, 1.3294739342654014, 0.0404926491155581, 2.380491629103392, 4.5040922291157175, 0.0765148840448563, 2.487137062062185, 0.6597403945945399, 0.0288928351338055, 2.5623807477202, 4.393567948022292, 0.0778438713682307, 2.706736231876276, 0.2258421317941614, 0.0202951752301968, 2.9451098380131646, 0.23381845121515, 0.0244298977134897, 2.967544064712381, 0.712951508893381, 0.0297294384366577, 3.129174871917604, 0.2042466093856678, 0.0221535221288591, 3.230340912832073, -0.0720795572272787, 0.0190812128092334, 3.2494112468355962, 1.377579649745859, 0.0446764504373716, 3.3831831929382075, 0.242894289018128, 0.0199984846566429, 3.668389492509455, 0.0581848112971023, 0.0275097356656476, 3.7245110952162266, 0.0189020884648994, 0.0220306904904502, 3.83224891713537, 0.4130600388229628, 0.0246773933411103, 3.9572317413518547, 0.2585109397914633, 0.0201061443899652, 4.055047954194486, 0.8219584759391926, 0.0323314526746356, 4.175432130629756, 0.961575585903833, 0.0412041636300215, 4.434892354577661, 0.7391962519925713, 0.0245645974415938, 4.560113508881517, 0.2072666240055814, 0.0196687851194029, 4.598419141352741, 0.5031915660397913, 0.0273880107231897, 4.705105083612503, 0.0462274641044001, 0.0259499381653348, 4.804277415991696, 0.3782386346788345, 0.0222255714790764, 4.972517084531436, 0.1651719623309867, 0.0226245214730937, 5.395584159203175, 0.2894012602463037, 0.022183513892731, 5.419024742562669, 0.1001194460632387, 0.0203433983702999, 2.5811907455977803, 0.0019423264440891, 0.0221214777414024, 3.8614892374179575, 0.1559697930965608, 0.025925108660029, 5.201872678219108]|256467.3170027708692942|      0.06250000|[35459, 5069, 8, 648]                                                      |  | used quadratic model with 5066 points | iterate failure | actual_k=8
       9|[0.5936990233624202, 0.0413316364078512, 1.8832080004094547, 0.6472710676032688, 0.0315314568552756, 1.9971298038615946, 1.2953809720592322, 0.0474398336528462, 2.1115315721537655, -0.0230373205130606, 0.0242710283518495, 2.1560387081277472, 1.2271131074819828, 0.0540887340307226, 2.2188024586808686, 0.2140896576063844, 0.0233174363675982, 2.286658090329133, 1.3263611960880575, 0.0524357267271081, 2.3702622191494287, 4.502255985189285, 0.1088236111360481, 2.4800158375869716, 0.6533685729277802, 0.0386699555855246, 2.565041550598432, 4.390224407669452, 0.1006898002768731, 2.7266391555478187, 0.223919962068075, 0.024204520597331, 2.9440795048826893, 0.232755807010134, 0.0256633389370848, 2.968348340827708, 0.7116450943896593, 0.0368099709088093, 3.128892549076604, 0.2027038186656947, 0.0232884445183432, 3.229697563824559, -0.0720299647085136, 0.0202961047103729, 3.248517722053035, 1.3778292081043824, 0.0548737448992314, 3.382215568747413, 0.2437577603201716, 0.0216327757319081, 3.669223272782165, 0.0578055506100922, 0.0272666344726426, 3.7242492172844224, 0.0178642721824221, 0.0222203099797247, 3.8318741989256595, 0.4102888157367011, 0.0289694093147446, 3.957260653516985, 0.2587090981001078, 0.0205278859921093, 4.055254555993201, 0.8205828112375407, 0.0399346199683229, 4.175807153100995, 0.961276974602177, 0.0473512367701428, 4.434927311863292, 0.7364850983894697, 0.0406018014156816, 4.558799987171759, 0.2066474516751712, 0.0237672477173186, 4.60160205494907, 0.5026554346208449, 0.0313639363392491, 4.705113972524266, 0.0448404980755464, 0.0276525592067966, 4.806623933589128, 0.3779345940182366, 0.0259504175935887, 4.973195848206324, 0.163864998340103, 0.0250332932564511, 5.3933490155690045, 0.2886273716751329, 0.0279105968514537, 5.420622807331483, 0.0970479399749403, 0.0219517640106326, 2.5830870919569233, 0.0021215079801427, 0.0224891070641883, 3.860077169153773, 0.1552920209155666, 0.0279563073300095, 5.201443223506302]|224924.5756352949829306|      0.12500000|[39888, 5706, 9, 729]                                                      |  | used quadratic model with 5066 points | iterate success | actual_k=8
      10|[0.5837858422734447, 0.0527899099182598, 1.8557538345983258, 0.632639607831558, 0.0608229061358208, 1.998070835352479, 1.2980465759573196, 0.0579665692798778, 2.1134380989310793, -0.0139881774139905, 0.014505973383468, 2.1412362811293546, 1.2353274646170516, 0.0629948963388153, 2.208798487968653, 0.2086322279304792, 0.0123409391147023, 2.274064891888326, 1.3188642669616686, 0.0461445893086605, 2.355693536606812, 4.494896454348365, 0.1353976784858654, 2.485157699367967, 0.6564431968939802, 0.0516699248665596, 2.5579867153410243, 4.38438425349397, 0.1217424330244808, 2.7474621365461895, 0.2422751762167589, 0.0216122730996251, 2.9454689027010925, 0.2306912415800352, 0.0447007047532424, 2.9498711689096226, 0.7036164565287575, 0.0492490853572266, 3.1524370532958086, 0.185437001983957, 0.0136305028699386, 3.2379118367640083, -0.0615983025367259, 0.0227459166357258, 3.235947338095529, 1.385556439653287, 0.0680583516180875, 3.372955766231208, 0.2360727982175672, 0.0243946038820854, 3.681823071579434, 0.059107385267627, 0.0236715817248777, 3.728945573813075, 0.0212041767707351, 0.0240169284080865, 3.830088405777099, 0.4144229226693872, 0.0608342218478436, 3.953403639969866, 0.2599253713535182, 0.0385219180922328, 4.035542753011522, 0.8249929982928359, 0.0537560874105005, 4.173053738287493, 0.96889751431706, 0.0518866606275411, 4.43227792187252, 0.7451177297289694, 0.0720639726849516, 4.550636189936035, 0.1896947712295222, 0.0352685236577238, 4.604317658512393, 0.5017425171958712, 0.0485235074724575, 4.716768187761857, 0.0374847872432533, 0.0186679044154464, 4.814290614946723, 0.3745401180600311, 0.0560940172607355, 4.990516109758627, 0.160284123301938, 0.0340820091716459, 5.385415510900907, 0.2978911509609799, 0.0362124497638456, 5.400429776856897, 0.0992926951912915, 0.0165112362328637, 2.5734774802093345, -0.0139542486359544, 0.0189134026524502, 3.867464489356983, 0.1638568571182644, 0.0363629640955016, 5.219289832639723]|206972.0817758483462967|      0.25000000|[44319, 6341, 10, 810]                                                     |  | used quadratic model with 5066 points | iterate success | actual_k=8
      11|[0.5837858422734447, 0.0527899099182598, 1.8557538345983258, 0.632639607831558, 0.0608229061358208, 1.998070835352479, 1.2980465759573196, 0.0579665692798778, 2.1134380989310793, -0.0139881774139905, 0.014505973383468, 2.1412362811293546, 1.2353274646170516, 0.0629948963388153, 2.208798487968653, 0.2086322279304792, 0.0123409391147023, 2.274064891888326, 1.3188642669616686, 0.0461445893086605, 2.355693536606812, 4.494896454348365, 0.1353976784858654, 2.485157699367967, 0.6564431968939802, 0.0516699248665596, 2.5579867153410243, 4.38438425349397, 0.1217424330244808, 2.7474621365461895, 0.2422751762167589, 0.0216122730996251, 2.9454689027010925, 0.2306912415800352, 0.0447007047532424, 2.9498711689096226, 0.7036164565287575, 0.0492490853572266, 3.1524370532958086, 0.185437001983957, 0.0136305028699386, 3.2379118367640083, -0.0615983025367259, 0.0227459166357258, 3.235947338095529, 1.385556439653287, 0.0680583516180875, 3.372955766231208, 0.2360727982175672, 0.0243946038820854, 3.681823071579434, 0.059107385267627, 0.0236715817248777, 3.728945573813075, 0.0212041767707351, 0.0240169284080865, 3.830088405777099, 0.4144229226693872, 0.0608342218478436, 3.953403639969866, 0.2599253713535182, 0.0385219180922328, 4.035542753011522, 0.8249929982928359, 0.0537560874105005, 4.173053738287493, 0.96889751431706, 0.0518866606275411, 4.43227792187252, 0.7451177297289694, 0.0720639726849516, 4.550636189936035, 0.1896947712295222, 0.0352685236577238, 4.604317658512393, 0.5017425171958712, 0.0485235074724575, 4.716768187761857, 0.0374847872432533, 0.0186679044154464, 4.814290614946723, 0.3745401180600311, 0.0560940172607355, 4.990516109758627, 0.160284123301938, 0.0340820091716459, 5.385415510900907, 0.2978911509609799, 0.0362124497638456, 5.400429776856897, 0.0992926951912915, 0.0165112362328637, 2.5734774802093345, -0.0139542486359544, 0.0189134026524502, 3.867464489356983, 0.1638568571182644, 0.0363629640955016, 5.219289832639723]|206972.0817758483462967|      0.12500000|[48752, 6974, 11, 891]                                                     |  | used quadratic model with 5066 points | iterate failure | actual_k=8
