k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.2, 0.3, 5.6, 5.5, 6.5, 7.6]                                                  |269.7504728856305292|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.3663771378875913, 0.4707083129467287, 5.243174081434755, 5.658552257245462, 6.162551678589403, 7.69796260303813]|168.2748428661190303|      2.00000000|[15, 2, 1, 2]                                                              |  | used linear model with 17 points | iterate success | actual_k=2
       2|[-1.1023414670961402, 0.9552019128382482, 4.202270110680492, 6.001379615047591, 5.527106012915466, 7.755657866495585]| 64.2678698950616081|      4.00000000|[30, 4, 2, 4]                                                              |  | used linear model with 17 points | iterate success | actual_k=2
       3|[-2.060855678501861, 3.1342946274444383, 1.9557325105829486, 6.822882106834571, 4.241203358830605, 9.475385251646138]| 11.8795155970691919|      8.00000000|[45, 6, 3, 6]                                                              |  | used linear model with 17 points | iterate success | actual_k=2
       4|[-2.060855678501861, 3.1342946274444383, 1.9557325105829486, 6.822882106834571, 4.241203358830605, 9.475385251646138]| 11.8795155970691919|      4.00000000|[60, 8, 4, 8]                                                              |  | used linear model with 17 points | iterate failure | actual_k=2
       5|[-2.060855678501861, 3.1342946274444383, 1.9557325105829486, 6.822882106834571, 4.241203358830605, 9.475385251646138]| 11.8795155970691919|      2.00000000|[75, 10, 5, 10]                                                            |  | used linear model with 17 points | iterate failure | actual_k=2
       6|[-2.060855678501861, 3.1342946274444383, 1.9557325105829486, 6.822882106834571, 4.241203358830605, 9.475385251646138]| 11.8795155970691919|      1.00000000|[90, 12, 6, 12]                                                            |  | used linear model with 17 points | iterate failure | actual_k=2
       7|[-1.6155305224607959, 3.873776190559604, 1.9189288623470953, 6.84261918797294, 3.7665963078911107, 9.30848225732627]|  7.3563171618229477|      2.00000000|[105, 14, 7, 14]                                                           |  | used linear model with 17 points | iterate success | actual_k=2
       8|[-1.6155305224607959, 3.873776190559604, 1.9189288623470953, 6.84261918797294, 3.7665963078911107, 9.30848225732627]|  7.3563171618229477|      1.00000000|[120, 16, 8, 16]                                                           |  | used linear model with 17 points | iterate failure | actual_k=2
       9|[-1.6155305224607959, 3.873776190559604, 1.9189288623470953, 6.84261918797294, 3.7665963078911107, 9.30848225732627]|  7.3563171618229477|      0.50000000|[135, 18, 9, 18]                                                           |  | used linear model with 17 points | iterate failure | actual_k=2
      10|[-1.4167282084410067, 3.9853155598767853, 1.724025720507112, 6.6392547914312825, 3.429184173325868, 9.238873723359665]|  5.8714310104851073|      1.00000000|[150, 20, 10, 20]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      11|[-1.4167282084410067, 3.9853155598767853, 1.724025720507112, 6.6392547914312825, 3.429184173325868, 9.238873723359665]|  5.8714310104851073|      0.50000000|[165, 22, 11, 22]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      12|[-1.0238819622454212, 4.188875562285923, 1.656456906201821, 6.502858846898516, 3.2541280993861967, 9.25939505115416]|  4.9343147159014160|      1.00000000|[180, 24, 12, 24]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      13|[-1.0238819622454212, 4.188875562285923, 1.656456906201821, 6.502858846898516, 3.2541280993861967, 9.25939505115416]|  4.9343147159014160|      0.50000000|[195, 26, 13, 26]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      14|[-0.9047305689962442, 4.26395407361699, 1.252778961619194, 6.381646104666898, 3.048368371828577, 9.158495669011641]|  4.0579021915593501|      1.00000000|[210, 28, 14, 28]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      15|[-0.5976453302685762, 4.016135874698139, 1.091870145967673, 6.19648705697532, 2.374345534421178, 8.58421133943522]|  3.2248248920573821|      2.00000000|[225, 30, 15, 30]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      16|[-0.5976453302685762, 4.016135874698139, 1.091870145967673, 6.19648705697532, 2.374345534421178, 8.58421133943522]|  3.2248248920573821|      1.00000000|[240, 32, 16, 32]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      17|[-0.5976453302685762, 4.016135874698139, 1.091870145967673, 6.19648705697532, 2.374345534421178, 8.58421133943522]|  3.2248248920573821|      0.50000000|[255, 34, 17, 34]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      18|[-0.5976453302685762, 4.016135874698139, 1.091870145967673, 6.19648705697532, 2.374345534421178, 8.58421133943522]|  3.2248248920573821|      0.25000000|[270, 36, 18, 36]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      19|[-0.3940584659247582, 4.060694315839821, 1.2077893617386843, 6.160010030587669, 2.393184217535551, 8.521408473504279]|  2.5837280499445905|      0.50000000|[285, 38, 19, 38]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      20|[-0.0274867324199712, 4.132992997244379, 1.265028388281208, 5.927232700805581, 2.214084860152886, 8.376978927955042]|  2.1572203304236965|      1.00000000|[300, 40, 20, 40]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      21|[-0.0274867324199712, 4.132992997244379, 1.265028388281208, 5.927232700805581, 2.214084860152886, 8.376978927955042]|  2.1572203304236965|      0.50000000|[315, 42, 21, 42]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      22|[-0.0776738791762332, 4.070306975538237, 0.851578566895817, 5.918824543220471, 2.05714434899748, 8.158095541139563]|  2.0104941391316165|      1.00000000|[330, 44, 22, 44]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      23|[-0.0776738791762332, 4.070306975538237, 0.851578566895817, 5.918824543220471, 2.05714434899748, 8.158095541139563]|  2.0104941391316165|      0.50000000|[345, 46, 23, 46]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      24|[-0.0776738791762332, 4.070306975538237, 0.851578566895817, 5.918824543220471, 2.05714434899748, 8.158095541139563]|  2.0104941391316165|      0.25000000|[360, 48, 24, 48]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      25|[0.1412697108562243, 4.07453370939747, 0.9619184484781832, 5.910485339449372, 2.0672347236460964, 8.111195736695551]|  1.6495665446156129|      0.50000000|[375, 50, 25, 50]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
