k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]|64352.0000000000000000|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-1.0337034397536842, -1.010641338370828, -1.0504011421331267, -0.8915508721497403, -0.9857520482735168, -0.9259415079061334, -0.9578616029691329, -0.8866827882494248, -0.8812074986356982, -0.8504839060910733, -1.0215121125285154, -0.9975718338615662, -0.8584558873866449, -0.9838734774684186, -0.9767706228386366, -0.8726000080870429, -1.1792790352589242, -0.9717533317244894, -0.8175672359321049, -0.879884670352608, -0.9801312073329802, -0.8873015525177418, -0.8431553004750848, -0.9470778701695138, -1.0103801017742744, -0.9625517775254329, -0.8821194684758278, -0.867677205402923, -0.9075472731543923, -0.7429693865126654, -1.0776903253982257, -1.1037281310299627, -0.9638451266902871, -0.9426702383865899, -0.8037206551552374, -0.8501169037677266, -1.0625125043217496, -1.08417859337008, -1.0803036252046967, -0.9140230379371324, -1.0315440832374738, -1.0425671977533764, -0.9640192139753496, -1.0513418637022425, -1.0580034363683146, -1.011917223967525, -1.2085267477606458, -0.9984194353410707, -0.887672512819053, -1.0600187071716303, -1.0628014324311346, -0.8362398556735857, -1.0084621177805095, -0.8869493637049627, -0.9562723207823315, -0.9080850881663619, -0.8790236874091067, -1.080405430016106, -0.9645593727733417, -1.0886627458494023, -1.1484408365042054, -0.7336404662150189, -0.917811496286129, -0.9254216450619622, -0.8666380261242401, -0.9111737632466774, -1.0145158259786133, -1.0431365152516907, -0.8608724660459326, -0.9270660735263166, -0.8475205255420004, -1.0188705366234803, -0.9475262483130578, -1.0276892777759312, -1.108294404960941, -0.9637921567714957, -1.019077634026667, -1.038682805667752, -0.9226473001529959, -0.8525422174328006, -1.099791729568831, -1.0127165879418332, -0.9517751288129587, -1.0687723950796915, -0.8937343000772683, -1.0021687368492007, -1.0378012261049898, -0.9419174152727501, -0.9624227480069301, -1.0986471483671054, -0.8124070557299373, -0.9032016877901946, -1.0060356712964278, -0.9957822718481006, -0.9781877758358183, -0.8456532497515086, -0.9681865377196454, -1.2414505008133612]|62101.7265625000000000|      2.00000000|[118, 8, 0, 2]                                                             |  | trying linear partial model with 61 points | iterate success | actual_k=4
       2|[-0.8420779895052087, -1.0204599100051501, -0.955718485934535, -0.8514618550157957, -0.7563913837840575, -1.1596540214186994, -0.835893308451737, -0.7355202136047019, -0.9261283014474566, -0.9776927241965023, -0.4791865975602391, -0.9411921519123384, -0.6029378584831975, -0.6325138398867836, -0.7178312657186758, -1.1136752078941379, -1.0629090908946053, -1.089156709008123, -0.6813684112920734, -1.0587503036518273, -0.9143082330609291, -0.7554925888861562, -0.8571089346520987, -0.9548117017910481, -0.6201690165030411, -1.028479937995048, -0.8729405488958739, -0.8306931141705645, -0.674969607514162, -0.6129476456119957, -0.8048611004062876, -0.7149680732752441, -1.003907150822462, -0.5774094279986487, -0.7984354504436748, -0.6535856370143859, -0.9507756442938203, -0.9702687953091705, -0.9092167730340676, -0.5962506572363362, -0.7834496064489298, -0.799240379722826, -0.8009745972565622, -1.1165652854506667, -1.1236548464081473, -0.677870916154949, -0.9385021790088324, -1.2549537492827294, -0.6525193369741147, -0.6755440824779739, -1.0904233064015334, -0.7418514285742175, -1.082168277142031, -0.7382975580297345, -0.8438700863323642, -0.8111803781606057, -0.7622515510293891, -0.4696928083134906, -0.8669715877641482, -1.0638632557587506, -0.8617626811586494, -0.4829582881944673, -0.6224757315728051, -0.8330102167184974, -0.6756625897906574, -0.8279625818238077, -0.9657407726420731, -0.8078028364353351, -0.7293459114957629, -0.8129216624515665, -0.6201085212170481, -1.1551694770034666, -0.8724300973194938, -0.8591552539828533, -1.1112463427536903, -1.1242753797148557, -0.8050314596710318, -1.1113863383982938, -0.9677639200708232, -0.7356037062478279, -1.0117173233895038, -1.131003292570224, -0.9261359113253765, -0.9118254386577649, -0.4929013615798016, -0.6660163554059892, -0.8088755448607923, -0.895650809875428, -0.6533879173429531, -1.2605399792256704, -0.7154473362905842, -0.9554744665770012, -1.0409242387319144, -0.7234409918716476, -0.8556630878892054, -0.903176782041696, -0.7339783300188573, -1.288962475804629]|54958.4570312500000000|      4.00000000|[236, 16, 0, 4]                                                            |  | trying linear partial model with 61 points | iterate success | actual_k=4
       3|[-1.1753634638522943, -0.6387928970911669, -1.4230134932943928, -0.1677808288570009, -0.4317649803303811, -1.0822912064779486, -0.577848402666127, -0.3985691422879558, -0.7260674756436877, -1.4031127021127627, -0.0043200205854663, -1.340929910911146, -0.8144033139737783, -1.0185837850866217, -0.9043259603357785, -0.9614407355021867, -0.5094619226998475, -1.414982693844111, -0.3672913098243806, -0.7015393715336271, -0.7026789679644605, -0.9660404561686669, -0.3034577988074073, -1.6779823588789515, -0.7472475152514207, -1.1472087542995868, -1.0029125067934834, -1.3393620358336982, -0.7145451183641388, -0.4038134085835904, -1.1034809452016485, -0.3274705351702395, -0.5130262704426567, -0.6670970973386283, -0.5731623824521771, -0.4265101275307631, -0.8996038820431548, -0.5540577493489469, -0.1645755039614113, 0.3050652520420697, -0.7143355241310211, -0.2564404866375825, -0.1502660762816243, -0.6422261020275915, -1.1383860423823506, -0.4664948768347208, -0.6788811964349921, -0.9963532482637871, -0.4296945743476926, -0.5048400824919294, -0.604837889169195, -0.2845842045622597, -1.3240335937644256, -0.2775369681208475, -0.8273676971062363, -0.5552026977213571, -1.0160967683274178, -0.4840900942173522, -0.4156561243162239, -0.4125762383680683, -1.4536989715599116, -0.3983848721145314, -0.2056679437799042, -0.8570041232369634, -0.7464246430445844, -0.4955055716373322, -1.1382302246669715, -0.5198445161545795, -0.0964610556406262, -0.9217772556852056, 0.1732060990607189, -1.2874083084954226, -0.5503740343699592, -1.062142645287595, -0.8487675015328953, -0.2708982504294711, -0.2992897411625832, 0.0993693084351912, -1.079776331325357, -0.4175651817045617, -1.22623371169385, -1.3825722661629838, -1.0563220724866014, -0.6305133507583816, -1.0651343427914723, -0.5800232764033528, -0.7676936278831635, -1.18093812588512, -0.5432053115438961, -1.2696779875415214, -1.2722941751833212, -1.134359495274369, -0.898158535666527, -0.4501123123368682, 0.2651564740282918, -0.9703731158705142, -0.336319812754481, -1.6019358667922976]|52291.1054687500000000|      8.00000000|[353, 24, 0, 6]                                                            |  | trying linear partial model with 61 points | iterate success | actual_k=4
       4|[-1.1753634638522943, -0.6387928970911669, -1.4230134932943928, -0.1677808288570009, -0.4317649803303811, -1.0822912064779486, -0.577848402666127, -0.3985691422879558, -0.7260674756436877, -1.4031127021127627, -0.0043200205854663, -1.340929910911146, -0.8144033139737783, -1.0185837850866217, -0.9043259603357785, -0.9614407355021867, -0.5094619226998475, -1.414982693844111, -0.3672913098243806, -0.7015393715336271, -0.7026789679644605, -0.9660404561686669, -0.3034577988074073, -1.6779823588789515, -0.7472475152514207, -1.1472087542995868, -1.0029125067934834, -1.3393620358336982, -0.7145451183641388, -0.4038134085835904, -1.1034809452016485, -0.3274705351702395, -0.5130262704426567, -0.6670970973386283, -0.5731623824521771, -0.4265101275307631, -0.8996038820431548, -0.5540577493489469, -0.1645755039614113, 0.3050652520420697, -0.7143355241310211, -0.2564404866375825, -0.1502660762816243, -0.6422261020275915, -1.1383860423823506, -0.4664948768347208, -0.6788811964349921, -0.9963532482637871, -0.4296945743476926, -0.5048400824919294, -0.604837889169195, -0.2845842045622597, -1.3240335937644256, -0.2775369681208475, -0.8273676971062363, -0.5552026977213571, -1.0160967683274178, -0.4840900942173522, -0.4156561243162239, -0.4125762383680683, -1.4536989715599116, -0.3983848721145314, -0.2056679437799042, -0.8570041232369634, -0.7464246430445844, -0.4955055716373322, -1.1382302246669715, -0.5198445161545795, -0.0964610556406262, -0.9217772556852056, 0.1732060990607189, -1.2874083084954226, -0.5503740343699592, -1.062142645287595, -0.8487675015328953, -0.2708982504294711, -0.2992897411625832, 0.0993693084351912, -1.079776331325357, -0.4175651817045617, -1.22623371169385, -1.3825722661629838, -1.0563220724866014, -0.6305133507583816, -1.0651343427914723, -0.5800232764033528, -0.7676936278831635, -1.18093812588512, -0.5432053115438961, -1.2696779875415214, -1.2722941751833212, -1.134359495274369, -0.898158535666527, -0.4501123123368682, 0.2651564740282918, -0.9703731158705142, -0.336319812754481, -1.6019358667922976]|52291.1054687500000000|      4.00000000|[528, 36, 0, 9]                                                            |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 119 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       5|[-0.456344796386055, -0.4249327413716349, -1.296211729017644, -0.2444679432219039, -0.1251859338786434, -0.9034990876158863, -0.3902184815293432, 0.1973146765443489, -0.4945385213360495, -1.2341088944104939, 0.3600409973244235, -0.7037684791943375, -1.1002932588122913, -0.7302547281542087, -0.810964865531556, -1.5710407888890627, -0.1553095422906015, -1.7438300563050366, -0.0920209046240297, -0.8274935987488866, -0.5142052405449947, -0.9769147614231554, -0.0757313663498585, -2.128419363841289, -0.3988844290850095, -1.0324410103906996, -1.081985678972058, -0.7968104085801746, -0.537276519423921, -0.7234630463161551, -0.863354685950898, 0.2282014713619948, -1.0264754169822283, -0.798381411839274, -0.0625219384973492, -0.2239992873837173, -1.3377974031690403, 0.3881227501937214, 0.1702689636910614, 0.9094818830225125, -0.7569553457023981, -0.4296932482545657, 0.1179306280673673, -0.6369533004052771, -1.0673796704657625, 0.2587962793831066, -0.9742982970777764, -0.5943666212506369, -0.282846976861542, -0.0291342866602692, -0.3222873737421512, 0.2287350705095808, -0.8609942770578202, -0.2115105963239748, -0.3799880697757496, -0.5627150943957662, -1.0867820745392927, -0.2668496237467967, -0.6267111629182947, -0.1140797820217476, -1.295524997792601, 0.011854711579924, -0.2493725763654845, -0.7242562722426782, -0.4571124098493224, -1.0461253821510397, -0.0447941348986649, -0.0630647711527239, 0.6789132657985306, -0.4054834573680378, -0.0811126416759454, -1.6543817090309074, -0.3330901293189861, -0.4296702752667683, -0.6784707822605001, -0.3061876953618313, 0.0856211321730273, 0.1412708451881066, -0.8659184635344109, -0.7766392125015883, -0.3618813276465572, -0.9831614462876372, -0.3290832893496538, -0.8559558433342098, -0.7142201722428162, -0.7785341700437992, -0.584916346646499, -1.4383913266142978, -0.3171657650351082, -1.8104759079278656, -0.9027202294707861, -0.3208462577817772, -0.8314792887511566, -0.8517426407979245, -0.4254486087742011, -1.0419309586125574, 0.2858571724781482, -1.1968483638375917]|47424.1601562500000000|      8.00000000|[645, 44, 0, 11]                                                           |  | trying linear partial model with 61 points | iterate success | actual_k=4
       6|[-0.456344796386055, -0.4249327413716349, -1.296211729017644, -0.2444679432219039, -0.1251859338786434, -0.9034990876158863, -0.3902184815293432, 0.1973146765443489, -0.4945385213360495, -1.2341088944104939, 0.3600409973244235, -0.7037684791943375, -1.1002932588122913, -0.7302547281542087, -0.810964865531556, -1.5710407888890627, -0.1553095422906015, -1.7438300563050366, -0.0920209046240297, -0.8274935987488866, -0.5142052405449947, -0.9769147614231554, -0.0757313663498585, -2.128419363841289, -0.3988844290850095, -1.0324410103906996, -1.081985678972058, -0.7968104085801746, -0.537276519423921, -0.7234630463161551, -0.863354685950898, 0.2282014713619948, -1.0264754169822283, -0.798381411839274, -0.0625219384973492, -0.2239992873837173, -1.3377974031690403, 0.3881227501937214, 0.1702689636910614, 0.9094818830225125, -0.7569553457023981, -0.4296932482545657, 0.1179306280673673, -0.6369533004052771, -1.0673796704657625, 0.2587962793831066, -0.9742982970777764, -0.5943666212506369, -0.282846976861542, -0.0291342866602692, -0.3222873737421512, 0.2287350705095808, -0.8609942770578202, -0.2115105963239748, -0.3799880697757496, -0.5627150943957662, -1.0867820745392927, -0.2668496237467967, -0.6267111629182947, -0.1140797820217476, -1.295524997792601, 0.011854711579924, -0.2493725763654845, -0.7242562722426782, -0.4571124098493224, -1.0461253821510397, -0.0447941348986649, -0.0630647711527239, 0.6789132657985306, -0.4054834573680378, -0.0811126416759454, -1.6543817090309074, -0.3330901293189861, -0.4296702752667683, -0.6784707822605001, -0.3061876953618313, 0.0856211321730273, 0.1412708451881066, -0.8659184635344109, -0.7766392125015883, -0.3618813276465572, -0.9831614462876372, -0.3290832893496538, -0.8559558433342098, -0.7142201722428162, -0.7785341700437992, -0.584916346646499, -1.4383913266142978, -0.3171657650351082, -1.8104759079278656, -0.9027202294707861, -0.3208462577817772, -0.8314792887511566, -0.8517426407979245, -0.4254486087742011, -1.0419309586125574, 0.2858571724781482, -1.1968483638375917]|47424.1601562500000000|      4.00000000|[819, 56, 0, 14]                                                           |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 118 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       7|[-1.354714836590317, -0.298587549503051, -1.352490363773673, 0.1543069963886055, -0.1423427926489497, -0.0804572366995584, -0.3248860177501483, 0.1778419850522899, -0.3968634739452836, -0.4367882365183765, -0.2491342027021869, -0.987533744290893, -0.9414581710648882, -0.1893951128360082, -1.0866486568665052, -1.5247142956547555, -0.5585766505444756, -1.5878934324405747, -0.1779011032083374, -0.531680729486848, -0.2258741899319846, -0.5115144476426619, 0.2218825218472405, -1.9484274849142256, -0.4720311482790998, -0.2812412071522695, -1.2733000494370779, -0.2216281541168784, -0.4583131422858795, -0.3066356397427868, -0.0577205718530347, 0.2283648736429644, -0.4815563443983077, -0.8043893732789368, 0.020419906489669, -0.2064327135948856, -0.643580115269763, 0.1710871452846213, -0.5046448472449572, 0.662138808795909, -0.5374116241727773, -0.2594133458639984, -0.1126453658076105, 0.1560951149652681, -0.5070145791675928, 0.2926000123067599, -0.7371947914576189, -0.170552274092207, 0.1538547699372761, -0.3093125510931191, -0.9400335720275712, 0.4441474438709898, -0.6500278739145292, 0.0119986842421897, -0.4650833163873625, -0.3310128347022117, -0.8308462267091941, -0.2078143986789002, -0.5887201574384793, -0.1178307000066876, -0.9148542734482906, 0.5181663086782691, -0.3972950377966146, -1.3737429530721204, -0.7443164785560026, -1.087523866309837, -0.2211853491765401, 0.3608062729290407, 0.6055040392175107, -0.4018111827415793, -0.3119973092230666, -1.4114329106262455, -0.3277527012092232, -0.4070938596534552, -0.4342032936388364, -0.3676954363904919, 0.2050738707477509, 0.3096717417808211, 0.1592750782672613, -0.9780514600736254, -0.1075683886363934, -0.508034464713027, -0.5697925561888325, -0.2927367071005994, -0.8735052391321025, -1.0751431052951401, -0.1521130974875649, -1.1539560080319546, -1.1610635964259637, -1.0532238559379925, -0.6689933428809273, 0.2033853926222692, -1.6204201209770623, -1.3436403769623215, 0.2421053933146566, -0.6352782762324537, 0.6309418737887965, -1.4711523284994568]|45461.1093750000000000|      8.00000000|[937, 64, 0, 16]                                                           |  | trying linear partial model with 61 points | iterate success | actual_k=4
       8|[-1.354714836590317, -0.298587549503051, -1.352490363773673, 0.1543069963886055, -0.1423427926489497, -0.0804572366995584, -0.3248860177501483, 0.1778419850522899, -0.3968634739452836, -0.4367882365183765, -0.2491342027021869, -0.987533744290893, -0.9414581710648882, -0.1893951128360082, -1.0866486568665052, -1.5247142956547555, -0.5585766505444756, -1.5878934324405747, -0.1779011032083374, -0.531680729486848, -0.2258741899319846, -0.5115144476426619, 0.2218825218472405, -1.9484274849142256, -0.4720311482790998, -0.2812412071522695, -1.2733000494370779, -0.2216281541168784, -0.4583131422858795, -0.3066356397427868, -0.0577205718530347, 0.2283648736429644, -0.4815563443983077, -0.8043893732789368, 0.020419906489669, -0.2064327135948856, -0.643580115269763, 0.1710871452846213, -0.5046448472449572, 0.662138808795909, -0.5374116241727773, -0.2594133458639984, -0.1126453658076105, 0.1560951149652681, -0.5070145791675928, 0.2926000123067599, -0.7371947914576189, -0.170552274092207, 0.1538547699372761, -0.3093125510931191, -0.9400335720275712, 0.4441474438709898, -0.6500278739145292, 0.0119986842421897, -0.4650833163873625, -0.3310128347022117, -0.8308462267091941, -0.2078143986789002, -0.5887201574384793, -0.1178307000066876, -0.9148542734482906, 0.5181663086782691, -0.3972950377966146, -1.3737429530721204, -0.7443164785560026, -1.087523866309837, -0.2211853491765401, 0.3608062729290407, 0.6055040392175107, -0.4018111827415793, -0.3119973092230666, -1.4114329106262455, -0.3277527012092232, -0.4070938596534552, -0.4342032936388364, -0.3676954363904919, 0.2050738707477509, 0.3096717417808211, 0.1592750782672613, -0.9780514600736254, -0.1075683886363934, -0.508034464713027, -0.5697925561888325, -0.2927367071005994, -0.8735052391321025, -1.0751431052951401, -0.1521130974875649, -1.1539560080319546, -1.1610635964259637, -1.0532238559379925, -0.6689933428809273, 0.2033853926222692, -1.6204201209770623, -1.3436403769623215, 0.2421053933146566, -0.6352782762324537, 0.6309418737887965, -1.4711523284994568]|45461.1093750000000000|      4.00000000|[1111, 76, 0, 19]                                                          |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 118 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       9|[-0.9329971721188972, 0.1790108342821091, -1.4818339046738833, 0.0250038786779987, -0.0188648898890815, 0.4333622375846531, 0.0177886823935392, 0.7015775562538429, -0.7049045690244348, -0.6908155556905302, 0.3172483973028595, -1.1359090498159312, -0.6509841290519822, -0.537619656993015, -0.7273645850572747, -0.4157360044136049, -0.6098585728861385, -1.3375393856785185, 0.2241055690618418, -0.2557533753082514, 0.3407970970098124, -0.3993286158495339, 0.2401741286050227, -1.4722161502850561, 0.0214257453631595, -0.007899088972273, -0.9483915688757536, 0.1757660779802712, -0.6250251375393778, -0.3844496229389107, -0.036744518174265, 0.7373587476282908, -0.4820654486840643, -0.6928399494898657, 0.4913814865959132, 0.0312777276488495, -0.3430393408646257, -0.557433361892203, -0.2343381620374375, 0.5506389207835114, -0.7406447580466966, -0.2331978593641272, 0.2829148379170674, 0.4358336524178806, -0.6474207239316605, 0.3239096018990363, -0.3051991647802513, -0.3355779405630693, 0.6392265889067523, -0.3408921138151937, -1.2311363261502222, 0.4015761074815383, -0.3795701971049873, 0.2413555791470573, -0.4225895726368741, -0.3986658077460515, -0.9976088671815555, -0.6411893384704074, 0.1300855014469164, -0.0208174613730145, -0.7431632163514361, 0.9095028333283088, 0.3115230522937457, -0.8116817427723413, -0.2912097073810097, -0.7519938884019357, -0.0067102734043331, 0.4427245192458809, 0.7794702419007031, -0.5040528557292724, 0.2695353498361495, -1.9590194308170714, 0.5720194400275169, -0.2984806494308258, -0.040010139918058, 0.2652899383284896, 0.1158994996556122, 0.9048247819086916, -0.224702502271877, -0.7312309471708212, 0.5135565961039243, -0.2479249717775527, -0.2033431085040194, -0.0695782756085226, -0.636081685818517, -0.8997261015199428, -0.516573015471844, -0.3815615666671849, -0.6908745367408144, -0.5132494445628448, -0.5703615894972955, 0.530560860596153, -0.37813763698891, -1.0290831174445638, 0.9004071998802676, -0.5970532135327995, 0.2161827975943451, -1.6890844850167137]|40868.1210937500000000|      8.00000000|[1288, 88, 0, 22]                                                          |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 119 points | iterate success | actual_k=4
      10|[-0.9329971721188972, 0.1790108342821091, -1.4818339046738833, 0.0250038786779987, -0.0188648898890815, 0.4333622375846531, 0.0177886823935392, 0.7015775562538429, -0.7049045690244348, -0.6908155556905302, 0.3172483973028595, -1.1359090498159312, -0.6509841290519822, -0.537619656993015, -0.7273645850572747, -0.4157360044136049, -0.6098585728861385, -1.3375393856785185, 0.2241055690618418, -0.2557533753082514, 0.3407970970098124, -0.3993286158495339, 0.2401741286050227, -1.4722161502850561, 0.0214257453631595, -0.007899088972273, -0.9483915688757536, 0.1757660779802712, -0.6250251375393778, -0.3844496229389107, -0.036744518174265, 0.7373587476282908, -0.4820654486840643, -0.6928399494898657, 0.4913814865959132, 0.0312777276488495, -0.3430393408646257, -0.557433361892203, -0.2343381620374375, 0.5506389207835114, -0.7406447580466966, -0.2331978593641272, 0.2829148379170674, 0.4358336524178806, -0.6474207239316605, 0.3239096018990363, -0.3051991647802513, -0.3355779405630693, 0.6392265889067523, -0.3408921138151937, -1.2311363261502222, 0.4015761074815383, -0.3795701971049873, 0.2413555791470573, -0.4225895726368741, -0.3986658077460515, -0.9976088671815555, -0.6411893384704074, 0.1300855014469164, -0.0208174613730145, -0.7431632163514361, 0.9095028333283088, 0.3115230522937457, -0.8116817427723413, -0.2912097073810097, -0.7519938884019357, -0.0067102734043331, 0.4427245192458809, 0.7794702419007031, -0.5040528557292724, 0.2695353498361495, -1.9590194308170714, 0.5720194400275169, -0.2984806494308258, -0.040010139918058, 0.2652899383284896, 0.1158994996556122, 0.9048247819086916, -0.224702502271877, -0.7312309471708212, 0.5135565961039243, -0.2479249717775527, -0.2033431085040194, -0.0695782756085226, -0.636081685818517, -0.8997261015199428, -0.516573015471844, -0.3815615666671849, -0.6908745367408144, -0.5132494445628448, -0.5703615894972955, 0.530560860596153, -0.37813763698891, -1.0290831174445638, 0.9004071998802676, -0.5970532135327995, 0.2161827975943451, -1.6890844850167137]|40868.1210937500000000|      4.00000000|[1462, 100, 0, 25]                                                         |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 118 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
