k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 1.0, 1.0, 1.0, 1.0]                                                  |564.8131740000001173|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-0.2305986292971486, 0.213761073808647, 1.0720891337980998, 0.3395668053713703, 0.7739396384527564, 0.3607360946772905]|480.4179687500000000|      2.00000000|[27, 4, 0, 2]                                                              |  | trying linear partial model with 15 points | iterate success | actual_k=2
       2|[-0.2305986292971486, 0.213761073808647, 1.0720891337980998, 0.3395668053713703, 0.7739396384527564, 0.3607360946772905]|480.4179687500000000|      1.00000000|[55, 8, 0, 4]                                                              |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       3|[-0.2305986292971486, 0.213761073808647, 1.0720891337980998, 0.3395668053713703, 0.7739396384527564, 0.3607360946772905]|480.4179687500000000|      0.50000000|[82, 12, 0, 6]                                                             |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       4|[0.1391288168561351, 0.3862779334077253, 1.0762761548106048, 0.1550579058464769, 0.5525698015989705, 0.3825048543462402]|446.6839599609375000|      1.00000000|[109, 16, 0, 8]                                                            |  | trying linear partial model with 15 points | iterate success | actual_k=2
       5|[0.7924222177002218, 0.6419052933915476, 1.7608751668337252, 0.0820618769105139, 0.6385199848295114, 0.2198065945508372]|336.1232299804687500|      2.00000000|[136, 20, 0, 10]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
       6|[0.7924222177002218, 0.6419052933915476, 1.7608751668337252, 0.0820618769105139, 0.6385199848295114, 0.2198065945508372]|336.1232299804687500|      1.00000000|[162, 24, 0, 12]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       7|[0.4931662694040945, 0.8486650097225361, 1.8392503412314474, -0.2745532945135668, 1.3766592051278908, 0.6551567296349045]|261.8857421875000000|      2.00000000|[189, 28, 0, 14]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
       8|[0.4931662694040945, 0.8486650097225361, 1.8392503412314474, -0.2745532945135668, 1.3766592051278908, 0.6551567296349045]|261.8857421875000000|      1.00000000|[215, 32, 0, 16]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       9|[0.4931662694040945, 0.8486650097225361, 1.8392503412314474, -0.2745532945135668, 1.3766592051278908, 0.6551567296349045]|261.8857421875000000|      0.50000000|[242, 36, 0, 18]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      10|[0.7281845301691635, 0.8376127253435032, 2.2058453837265524, -0.160650510674762, 1.1995086251601164, 0.5290767281048016]|147.3534088134765625|      1.00000000|[269, 40, 0, 20]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
      11|[0.7281845301691635, 0.8376127253435032, 2.2058453837265524, -0.160650510674762, 1.1995086251601164, 0.5290767281048016]|147.3534088134765625|      0.50000000|[296, 44, 0, 22]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      12|[0.7281845301691635, 0.8376127253435032, 2.2058453837265524, -0.160650510674762, 1.1995086251601164, 0.5290767281048016]|147.3534088134765625|      0.25000000|[322, 48, 0, 24]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      13|[0.7281845301691635, 0.8376127253435032, 2.2058453837265524, -0.160650510674762, 1.1995086251601164, 0.5290767281048016]|147.3534088134765625|      0.12500000|[348, 52, 0, 26]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      14|[0.6526465155547578, 0.8101291841995185, 2.1779032116789847, -0.0880168305429609, 1.2429181556764182, 0.4941073199538145]|142.3170928955078125|      0.25000000|[374, 56, 0, 28]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
      15|[0.6526465155547578, 0.8101291841995185, 2.1779032116789847, -0.0880168305429609, 1.2429181556764182, 0.4941073199538145]|142.3170928955078125|      0.12500000|[400, 60, 0, 30]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      16|[0.6820324431892412, 0.7865314915808322, 2.285900207177217, -0.0443525369435163, 1.2266258331936295, 0.4748913157888476]|137.9940490722656250|      0.25000000|[426, 64, 0, 32]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
      17|[0.6820324431892412, 0.7865314915808322, 2.285900207177217, -0.0443525369435163, 1.2266258331936295, 0.4748913157888476]|137.9940490722656250|      0.12500000|[452, 68, 0, 34]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      18|[0.597144350334629, 0.7798115703645224, 2.235003076573196, 0.0265605061581093, 1.21707700445531, 0.4491328873735932]|134.1739807128906250|      0.25000000|[478, 72, 0, 36]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
      19|[0.597144350334629, 0.7798115703645224, 2.235003076573196, 0.0265605061581093, 1.21707700445531, 0.4491328873735932]|134.1739807128906250|      0.12500000|[504, 76, 0, 38]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
