k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]                                   |902930.4512200000463054|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]                                   |902930.4512200000463054|      0.50000000|[13, 4, 1, 5]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 10 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       2|[0.1952830855630808, 0.072207467537955, 0.0147473054590351, -0.243438050255922, 0.1600405279469443, 0.184672989793514, 0.1797401909399445, -0.0080916251038552, -0.2346954119987219]|743581.9375000000000000|      1.00000000|[20, 6, 1, 7]                                                              |  | trying linear partial model with 4 points | iterate success | actual_k=1
       3|[0.8784073535661747, 0.343521197172476, 0.13947434556382, 0.0927712944508982, 0.6309852534782424, -0.0131525862680926, 0.2462156300130154, 0.1443001989247393, -0.4410213470989344]|28245.8515625000000000|      2.00000000|[29, 9, 1, 10]                                                             |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | iterate success | actual_k=1
       4|[0.8784073535661747, 0.343521197172476, 0.13947434556382, 0.0927712944508982, 0.6309852534782424, -0.0131525862680926, 0.2462156300130154, 0.1443001989247393, -0.4410213470989344]|28245.8515625000000000|      1.00000000|[41, 13, 1, 14]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 10 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       5|[0.8784073535661747, 0.343521197172476, 0.13947434556382, 0.0927712944508982, 0.6309852534782424, -0.0131525862680926, 0.2462156300130154, 0.1443001989247393, -0.4410213470989344]|28245.8515625000000000|      0.50000000|[53, 17, 1, 18]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 10 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       6|[0.8784073535661747, 0.343521197172476, 0.13947434556382, 0.0927712944508982, 0.6309852534782424, -0.0131525862680926, 0.2462156300130154, 0.1443001989247393, -0.4410213470989344]|28245.8515625000000000|      0.25000000|[65, 21, 2, 23]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 10 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       7|[0.9820679749583907, 0.4916235830809318, 0.1401679212038317, -0.0254823176550139, 0.5992659604912721, -0.0497684223476467, 0.3089647164446032, 0.0990884542831599, -0.5276664758518325]|21761.5039062500000000|      0.50000000|[72, 23, 2, 25]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       8|[0.9820679749583907, 0.4916235830809318, 0.1401679212038317, -0.0254823176550139, 0.5992659604912721, -0.0497684223476467, 0.3089647164446032, 0.0990884542831599, -0.5276664758518325]|21761.5039062500000000|      0.25000000|[85, 27, 3, 30]                                                            |  | trying linear partial model with 4 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | trying linear partial model with 8 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 11 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       9|[0.9820679749583907, 0.4916235830809318, 0.1401679212038317, -0.0254823176550139, 0.5992659604912721, -0.0497684223476467, 0.3089647164446032, 0.0990884542831599, -0.5276664758518325]|21761.5039062500000000|      0.12500000|[97, 31, 3, 34]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 10 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      10|[0.928942056998959, 0.4913469438792961, 0.1287171567487055, -0.0882703091703829, 0.6447711285771863, -0.0264832947391768, 0.2768792200681441, 0.1300543889463749, -0.5919146100583502]|7995.9384765625000000|      0.25000000|[103, 33, 3, 36]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
