k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]| 27.0000000000000000|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.6770193634711802, 0.916600600090193, 1.0316765012299325, 0.9485089116040246, 0.9629876964361153, 0.8180716586880973, 0.9871262499437161, 0.9779388680985609, 1.1566319216352903, 0.8179586475599312, 1.1745293616831418, 1.0819746749756969, 1.63001111601525, 1.01637596374973, 0.8193025542927479, 0.7931549208621885, 1.1601836311013753, 0.9707049733102833, 1.1121542817642371, 0.8306207564586815, 0.9484840663237953, 0.7233559896260628, 0.6940534931148585, 1.01350224005655, 0.7957325639851006]|  6.4300432205200195|      2.00000000|[27, 4, 0, 2]                                                              |  | trying linear partial model with 15 points | iterate success | actual_k=2
       2|[0.6770193634711802, 0.916600600090193, 1.0316765012299325, 0.9485089116040246, 0.9629876964361153, 0.8180716586880973, 0.9871262499437161, 0.9779388680985609, 1.1566319216352903, 0.8179586475599312, 1.1745293616831418, 1.0819746749756969, 1.63001111601525, 1.01637596374973, 0.8193025542927479, 0.7931549208621885, 1.1601836311013753, 0.9707049733102833, 1.1121542817642371, 0.8306207564586815, 0.9484840663237953, 0.7233559896260628, 0.6940534931148585, 1.01350224005655, 0.7957325639851006]|  6.4300432205200195|      1.00000000|[67, 10, 0, 5]                                                             |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 29 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       3|[0.6770193634711802, 0.916600600090193, 1.0316765012299325, 0.9485089116040246, 0.9629876964361153, 0.8180716586880973, 0.9871262499437161, 0.9779388680985609, 1.1566319216352903, 0.8179586475599312, 1.1745293616831418, 1.0819746749756969, 1.63001111601525, 1.01637596374973, 0.8193025542927479, 0.7931549208621885, 1.1601836311013753, 0.9707049733102833, 1.1121542817642371, 0.8306207564586815, 0.9484840663237953, 0.7233559896260628, 0.6940534931148585, 1.01350224005655, 0.7957325639851006]|  6.4300432205200195|      0.50000000|[106, 16, 0, 8]                                                            |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 27 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       4|[0.6925217010910271, 0.8244107323818137, 1.0185333953137499, 0.9005113053933619, 0.9699250873484597, 0.8135984065366252, 0.8046069453155595, 0.9663006677504576, 0.9563657985113075, 0.8173442471011437, 1.0728956349152696, 0.982333647358128, 1.8490027072119026, 0.9452343580462038, 0.9241575558310798, 0.7699832113346581, 1.1437264322565028, 0.9942072587501309, 1.0176257446673656, 0.7867481168749976, 0.9443780233101156, 0.755641491856647, 0.676250284033697, 0.9093276382382298, 0.5581603496471139]|  3.7893645763397217|      1.00000000|[146, 22, 0, 11]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 28 points | iterate success | actual_k=2
       5|[0.6925217010910271, 0.8244107323818137, 1.0185333953137499, 0.9005113053933619, 0.9699250873484597, 0.8135984065366252, 0.8046069453155595, 0.9663006677504576, 0.9563657985113075, 0.8173442471011437, 1.0728956349152696, 0.982333647358128, 1.8490027072119026, 0.9452343580462038, 0.9241575558310798, 0.7699832113346581, 1.1437264322565028, 0.9942072587501309, 1.0176257446673656, 0.7867481168749976, 0.9443780233101156, 0.755641491856647, 0.676250284033697, 0.9093276382382298, 0.5581603496471139]|  3.7893645763397217|      0.50000000|[186, 28, 0, 14]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 28 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       6|[0.6925217010910271, 0.8244107323818137, 1.0185333953137499, 0.9005113053933619, 0.9699250873484597, 0.8135984065366252, 0.8046069453155595, 0.9663006677504576, 0.9563657985113075, 0.8173442471011437, 1.0728956349152696, 0.982333647358128, 1.8490027072119026, 0.9452343580462038, 0.9241575558310798, 0.7699832113346581, 1.1437264322565028, 0.9942072587501309, 1.0176257446673656, 0.7867481168749976, 0.9443780233101156, 0.755641491856647, 0.676250284033697, 0.9093276382382298, 0.5581603496471139]|  3.7893645763397217|      0.25000000|[225, 34, 0, 17]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 27 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       7|[0.6925217010910271, 0.8244107323818137, 1.0185333953137499, 0.9005113053933619, 0.9699250873484597, 0.8135984065366252, 0.8046069453155595, 0.9663006677504576, 0.9563657985113075, 0.8173442471011437, 1.0728956349152696, 0.982333647358128, 1.8490027072119026, 0.9452343580462038, 0.9241575558310798, 0.7699832113346581, 1.1437264322565028, 0.9942072587501309, 1.0176257446673656, 0.7867481168749976, 0.9443780233101156, 0.755641491856647, 0.676250284033697, 0.9093276382382298, 0.5581603496471139]|  3.7893645763397217|      0.12500000|[264, 40, 0, 20]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 27 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       8|[0.7236827546534538, 0.8115788293857727, 0.9910913749824735, 0.9094598204451972, 0.9440124627253988, 0.8182090613344236, 0.8301347839458968, 0.9791741403105834, 0.9207230205404529, 0.844482477034193, 1.0838235590199785, 0.924794466666992, 1.8281841455824983, 0.9509875059462136, 0.9166360223576381, 0.7931887626553425, 1.0923770693296948, 0.9929988325321409, 1.0328491271139806, 0.8267529868314101, 0.9210966965791075, 0.7369217526177615, 0.6610606241640055, 0.9068435291405937, 0.5512525647250608]|  3.4355475902557373|      0.25000000|[291, 44, 0, 22]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
       9|[0.6916802832319718, 0.8307490325254233, 0.9855262166700728, 0.9287596586473987, 0.9438089553020726, 0.7694944446862902, 0.8239479941408591, 0.9711206985165189, 0.8383091028950974, 0.8534059866520526, 1.1676938245057797, 0.7918291807926839, 1.8357943655793159, 0.9161012274174458, 0.9134453697190184, 0.7594089801496028, 1.1176355259653932, 0.9316942735974167, 0.9772455036903928, 0.8798890739480196, 0.9257379246419025, 0.7661715958303601, 0.6280426388682688, 0.8266622660476287, 0.4770302935689733]|  3.0804002285003662|      0.50000000|[317, 48, 0, 24]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
      10|[0.6916802832319718, 0.8307490325254233, 0.9855262166700728, 0.9287596586473987, 0.9438089553020726, 0.7694944446862902, 0.8239479941408591, 0.9711206985165189, 0.8383091028950974, 0.8534059866520526, 1.1676938245057797, 0.7918291807926839, 1.8357943655793159, 0.9161012274174458, 0.9134453697190184, 0.7594089801496028, 1.1176355259653932, 0.9316942735974167, 0.9772455036903928, 0.8798890739480196, 0.9257379246419025, 0.7661715958303601, 0.6280426388682688, 0.8266622660476287, 0.4770302935689733]|  3.0804002285003662|      0.25000000|[355, 54, 0, 27]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 27 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
