k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 2.0, 1.0, 1.0, 1.0, 1.0]                                                  |  0.7790700756449387|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.0, 2.0, 1.0, 1.0, 1.0, 1.0]                                                  |  0.7790700756449387|      0.50000000|[9, 0, 1, 3]                                                               |  | used linear model with 9 points | iterate failure | actual_k=0
       2|[1.0, 2.0, 1.0, 1.0, 1.0, 1.0]                                                  |  0.7790700756449387|      0.25000000|[18, 0, 2, 6]                                                              |  | used linear model with 9 points | iterate failure | actual_k=0
       3|[1.0791856288100345, 2.040760541950315, 1.1058845468368348, 0.843746666608914, 1.099347720077473, 1.0952449655919743]|  0.4763711871368805|      0.50000000|[27, 0, 3, 9]                                                              |  | used linear model with 9 points | iterate success | actual_k=0
       4|[1.0791856288100345, 2.040760541950315, 1.1058845468368348, 0.843746666608914, 1.099347720077473, 1.0952449655919743]|  0.4763711871368805|      0.25000000|[36, 0, 4, 12]                                                             |  | used linear model with 9 points | iterate failure | actual_k=0
       5|[1.0791856288100345, 2.040760541950315, 1.1058845468368348, 0.843746666608914, 1.099347720077473, 1.0952449655919743]|  0.4763711871368805|      0.12500000|[45, 0, 5, 15]                                                             |  | used linear model with 9 points | iterate failure | actual_k=0
       6|[1.0791856288100345, 2.040760541950315, 1.1058845468368348, 0.843746666608914, 1.099347720077473, 1.0952449655919743]|  0.4763711871368805|      0.06250000|[54, 0, 6, 18]                                                             |  | used linear model with 9 points | iterate failure | actual_k=0
       7|[1.106118701676316, 2.02746914380151, 1.0822475591250327, 0.8525354782495833, 1.1378517194195865, 1.0654844219519635]|  0.4415470573473164|      0.12500000|[63, 0, 7, 21]                                                             |  | used linear model with 9 points | iterate success | actual_k=0
       8|[1.1820506313327335, 2.0245369906217365, 1.0818999456695575, 0.8018851032625466, 1.2220829952249535, 1.051691112300485]|  0.3932288719958132|      0.25000000|[72, 0, 8, 24]                                                             |  | used linear model with 9 points | iterate success | actual_k=0
       9|[1.1820506313327335, 2.0245369906217365, 1.0818999456695575, 0.8018851032625466, 1.2220829952249535, 1.051691112300485]|  0.3932288719958132|      0.12500000|[81, 0, 9, 27]                                                             |  | used linear model with 9 points | iterate failure | actual_k=0
      10|[1.2014318707443126, 2.044061366247849, 1.1925975183983528, 0.7620188078188472, 1.2121267988059439, 1.0821175210221265]|  0.3629271427740913|      0.25000000|[90, 0, 10, 30]                                                            |  | used linear model with 9 points | iterate success | actual_k=0
      11|[1.2014318707443126, 2.044061366247849, 1.1925975183983528, 0.7620188078188472, 1.2121267988059439, 1.0821175210221265]|  0.3629271427740913|      0.12500000|[99, 0, 11, 33]                                                            |  | used linear model with 9 points | iterate failure | actual_k=0
      12|[1.2014318707443126, 2.044061366247849, 1.1925975183983528, 0.7620188078188472, 1.2121267988059439, 1.0821175210221265]|  0.3629271427740913|      0.06250000|[108, 0, 12, 36]                                                           |  | used linear model with 9 points | iterate failure | actual_k=0
      13|[1.2418679588630102, 2.0473837605022527, 1.1571924897320058, 0.7752984582458101, 1.2278866854067203, 1.0579950153877877]|  0.3356703033831465|      0.12500000|[117, 0, 13, 39]                                                           |  | used linear model with 9 points | iterate success | actual_k=0
      14|[1.257781461465131, 2.0881112795531607, 1.1882713321763405, 0.6857555388965142, 1.2878803700630335, 1.0243801589255808]|  0.3101864723596589|      0.25000000|[126, 0, 14, 42]                                                           |  | used linear model with 9 points | iterate success | actual_k=0
      15|[1.257781461465131, 2.0881112795531607, 1.1882713321763405, 0.6857555388965142, 1.2878803700630335, 1.0243801589255808]|  0.3101864723596589|      0.12500000|[135, 0, 15, 45]                                                           |  | used linear model with 9 points | iterate failure | actual_k=0
      16|[1.257781461465131, 2.0881112795531607, 1.1882713321763405, 0.6857555388965142, 1.2878803700630335, 1.0243801589255808]|  0.3101864723596589|      0.06250000|[144, 0, 16, 48]                                                           |  | used linear model with 9 points | iterate failure | actual_k=0
      17|[1.257781461465131, 2.0881112795531607, 1.1882713321763405, 0.6857555388965142, 1.2878803700630335, 1.0243801589255808]|  0.3101864723596589|      0.03125000|[153, 0, 17, 51]                                                           |  | used linear model with 9 points | iterate failure | actual_k=0
      18|[1.279209132179385, 2.077241919110751, 1.183275504809048, 0.6870391327431395, 1.301930654975137, 1.0111416536860793]|  0.3068714802227663|      0.06250000|[162, 0, 18, 54]                                                           |  | used linear model with 9 points | iterate success | actual_k=0
      19|[1.279209132179385, 2.077241919110751, 1.183275504809048, 0.6870391327431395, 1.301930654975137, 1.0111416536860793]|  0.3068714802227663|      0.03125000|[171, 0, 19, 57]                                                           |  | used linear model with 9 points | iterate failure | actual_k=0
      20|[1.28362843043462, 2.073743715220646, 1.2080761417471302, 0.6776048238566907, 1.2889701285536983, 1.0196705370042065]|  0.3053443984193053|      0.06250000|[180, 0, 20, 60]                                                           |  | used linear model with 9 points | iterate success | actual_k=0
