k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]                                   |902930.4512200000463054|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-0.2650276787205941, -0.0434963650004894, -0.2394006812094351, -0.1542751744813033, 0.7380074383644455, 0.3378183020360677, 0.0076545926597738, 0.1188221829627432, 0.4168949410754925]|115959.3938855961459922|      2.00000000|[25, 8, 1, 3]                                                              |  | trying linear partial model with 13 points FAILED TO GET X_HAT, using additional batch call | iterate success | actual_k=4
       2|[-0.2650276787205941, -0.0434963650004894, -0.2394006812094351, -0.1542751744813033, 0.7380074383644455, 0.3378183020360677, 0.0076545926597738, 0.1188221829627432, 0.4168949410754925]|115959.3938855961459922|      1.00000000|[50, 16, 1, 5]                                                             |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       3|[0.3237679740710566, -0.4283626630283286, -0.1299790765576891, -0.057144485076569, 0.9307857926431529, 0.1759194623739662, -0.5516666073565324, 0.4415733461797366, 0.3585262234327896]|22503.3242187500000000|      2.00000000|[74, 24, 1, 7]                                                             |  | trying linear partial model with 13 points | iterate success | actual_k=4
       4|[0.3237679740710566, -0.4283626630283286, -0.1299790765576891, -0.057144485076569, 0.9307857926431529, 0.1759194623739662, -0.5516666073565324, 0.4415733461797366, 0.3585262234327896]|22503.3242187500000000|      1.00000000|[98, 32, 1, 9]                                                             |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       5|[0.3237679740710566, -0.4283626630283286, -0.1299790765576891, -0.057144485076569, 0.9307857926431529, 0.1759194623739662, -0.5516666073565324, 0.4415733461797366, 0.3585262234327896]|22503.3242187500000000|      0.50000000|[122, 40, 2, 12]                                                           |  | trying linear partial model with 13 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       6|[0.3237679740710566, -0.4283626630283286, -0.1299790765576891, -0.057144485076569, 0.9307857926431529, 0.1759194623739662, -0.5516666073565324, 0.4415733461797366, 0.3585262234327896]|22503.3242187500000000|      0.25000000|[147, 48, 3, 15]                                                           |  | trying linear partial model with 13 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       7|[0.3204420110212761, -0.4330304546191419, -0.167047733205103, -0.1202018253926567, 0.8654930993632256, -0.0195083488483743, -0.6051306943729144, 0.3889837890844424, 0.4535925208635699]|13539.3515625000000000|      0.50000000|[172, 56, 3, 17]                                                           |  | trying linear partial model with 13 points | iterate success | actual_k=4
       8|[0.3204420110212761, -0.4330304546191419, -0.167047733205103, -0.1202018253926567, 0.8654930993632256, -0.0195083488483743, -0.6051306943729144, 0.3889837890844424, 0.4535925208635699]|13539.3515625000000000|      0.25000000|[196, 64, 3, 19]                                                           |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       9|[0.3120381456055861, -0.3292805219144002, -0.1265534694773559, 0.0307804044378085, 0.8950948050385891, 0.0567746264086646, -0.7273975722731014, 0.4154883135046121, 0.5234700913082363]|5573.7431640625000000|      0.50000000|[220, 72, 3, 21]                                                           |  | trying linear partial model with 13 points | iterate success | actual_k=4
      10|[0.3120381456055861, -0.3292805219144002, -0.1265534694773559, 0.0307804044378085, 0.8950948050385891, 0.0567746264086646, -0.7273975722731014, 0.4154883135046121, 0.5234700913082363]|5573.7431640625000000|      0.25000000|[244, 80, 3, 23]                                                           |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      11|[0.3120381456055861, -0.3292805219144002, -0.1265534694773559, 0.0307804044378085, 0.8950948050385891, 0.0567746264086646, -0.7273975722731014, 0.4154883135046121, 0.5234700913082363]|5573.7431640625000000|      0.12500000|[268, 88, 4, 26]                                                           |  | trying linear partial model with 13 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      12|[0.3093186714779874, -0.323380484040953, -0.1065636839018344, -0.0197322978504721, 0.8823162423364196, -0.0466174251499734, -0.7220935364243651, 0.3879231326845425, 0.5549421330846489]|3355.7031250000000000|      0.25000000|[293, 96, 4, 28]                                                           |  | trying linear partial model with 13 points | iterate success | actual_k=4
      13|[0.3093186714779874, -0.323380484040953, -0.1065636839018344, -0.0197322978504721, 0.8823162423364196, -0.0466174251499734, -0.7220935364243651, 0.3879231326845425, 0.5549421330846489]|3355.7031250000000000|      0.12500000|[317, 104, 4, 30]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      14|[0.3093186714779874, -0.323380484040953, -0.1065636839018344, -0.0197322978504721, 0.8823162423364196, -0.0466174251499734, -0.7220935364243651, 0.3879231326845425, 0.5549421330846489]|3355.7031250000000000|      0.06250000|[341, 112, 4, 32]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      15|[0.3103656842821183, -0.3101415978882121, -0.1124010767948394, 0.010518778417386, 0.8828356590513727, 0.0047368549828129, -0.7237999825955891, 0.3969695615333004, 0.5473000671767747]|368.6809167823280973|      0.12500000|[365, 120, 5, 35]                                                          |  | trying linear partial model with 13 points FAILED TO GET X_HAT, using additional batch call | iterate success | actual_k=4
