k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[107.47, 0.09203, 0.908, 102.4, 0.1819, 0.8181, 97.44, 0.284, 0.716, 96.3, 0.3051, 0.6949, 93.99, 0.3566, 0.6434, 89.72, 0.468, 0.532, 83.71, 0.6579, 0.3421, 78.31, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|  1.0431047774793929|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[107.47, 0.09203, 0.908, 102.4, 0.1819, 0.8181, 97.44, 0.284, 0.716, 96.3, 0.3051, 0.6949, 93.99, 0.3566, 0.6434, 89.72, 0.468, 0.532, 83.71, 0.6579, 0.3421, 78.31, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|  1.0431047774793929|      0.50000000|[49, 0, 1, 4]                                                              |  | used linear model with 49 points | iterate failure | actual_k=0
       2|[107.47, 0.09203, 0.908, 102.4, 0.1819, 0.8181, 97.44, 0.284, 0.716, 96.3, 0.3051, 0.6949, 93.99, 0.3566, 0.6434, 89.72, 0.468, 0.532, 83.71, 0.6579, 0.3421, 78.31, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|  1.0431047774793929|      0.25000000|[98, 0, 2, 8]                                                              |  | used linear model with 49 points | iterate failure | actual_k=0
       3|[107.47, 0.09203, 0.908, 102.4, 0.1819, 0.8181, 97.44, 0.284, 0.716, 96.3, 0.3051, 0.6949, 93.99, 0.3566, 0.6434, 89.72, 0.468, 0.532, 83.71, 0.6579, 0.3421, 78.31, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|  1.0431047774793929|      0.12500000|[147, 0, 3, 12]                                                            |  | used linear model with 49 points | iterate failure | actual_k=0
       4|[107.47, 0.09203, 0.908, 102.4, 0.1819, 0.8181, 97.44, 0.284, 0.716, 96.3, 0.3051, 0.6949, 93.99, 0.3566, 0.6434, 89.72, 0.468, 0.532, 83.71, 0.6579, 0.3421, 78.31, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|  1.0431047774793929|      0.06250000|[196, 0, 4, 16]                                                            |  | used linear model with 49 points | iterate failure | actual_k=0
       5|[107.47, 0.09203, 0.908, 102.4, 0.1819, 0.8181, 97.44, 0.284, 0.716, 96.3, 0.3051, 0.6949, 93.99, 0.3566, 0.6434, 89.72, 0.468, 0.532, 83.71, 0.6579, 0.3421, 78.31, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|  1.0431047774793929|      0.03125000|[245, 0, 5, 20]                                                            |  | used linear model with 49 points | iterate failure | actual_k=0
       6|[107.47, 0.09203, 0.908, 102.4, 0.1819, 0.8181, 97.44, 0.284, 0.716, 96.3, 0.3051, 0.6949, 93.99, 0.3566, 0.6434, 89.72, 0.468, 0.532, 83.71, 0.6579, 0.3421, 78.31, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|  1.0431047774793929|      0.01562500|[294, 0, 6, 24]                                                            |  | used linear model with 49 points | iterate failure | actual_k=0
       7|[107.47, 0.09203, 0.908, 102.4, 0.1819, 0.8181, 97.44, 0.284, 0.716, 96.3, 0.3051, 0.6949, 93.99, 0.3566, 0.6434, 89.72, 0.468, 0.532, 83.71, 0.6579, 0.3421, 78.31, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|  1.0431047774793929|      0.00781250|[343, 0, 7, 28]                                                            |  | used linear model with 49 points | iterate failure | actual_k=0
       8|[107.47, 0.09203, 0.908, 102.4, 0.1819, 0.8181, 97.44, 0.284, 0.716, 96.3, 0.3051, 0.6949, 93.99, 0.3566, 0.6434, 89.72, 0.468, 0.532, 83.71, 0.6579, 0.3421, 78.31, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|  1.0431047774793929|      0.00390625|[392, 0, 8, 32]                                                            |  | used linear model with 49 points | iterate failure | actual_k=0
       9|[107.47, 0.09203, 0.908, 102.4, 0.1819, 0.8181, 97.44, 0.284, 0.716, 96.3, 0.3051, 0.6949, 93.99, 0.3566, 0.6434, 89.72, 0.468, 0.532, 83.71, 0.6579, 0.3421, 78.31, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|  1.0431047774793929|      0.00195312|[441, 0, 9, 36]                                                            |  | used linear model with 49 points | iterate failure | actual_k=0
      10|[107.47015504719006, 0.0935205466274706, 0.9085797486358425, 102.40022670421902, 0.1816631431075584, 0.8174140563000947, 97.4397076302182, 0.2839934104705503, 0.7159315452006383, 96.29997254636855, 0.3053325160191452, 0.694885263477293, 93.98996605480941, 0.3565677963665025, 0.6431747024252197, 89.7198690919089, 0.4684630053844359, 0.5319692554727342, 83.71018231571202, 0.6577322183167162, 0.3422250853104343, 78.31002804985584, 0.8763719999770742, 0.1238825115595559, 886.3702354948003, 910.009971581329, 922.5201152752468, 926.4598995434657, 935.5601476592022, 952.829924313873, 975.7299742653177]|  0.6090701455125985|      0.00390625|[490, 0, 10, 40]                                                           |  | used linear model with 49 points | iterate success | actual_k=0
      11|[107.47015504719006, 0.0935205466274706, 0.9085797486358425, 102.40022670421902, 0.1816631431075584, 0.8174140563000947, 97.4397076302182, 0.2839934104705503, 0.7159315452006383, 96.29997254636855, 0.3053325160191452, 0.694885263477293, 93.98996605480941, 0.3565677963665025, 0.6431747024252197, 89.7198690919089, 0.4684630053844359, 0.5319692554727342, 83.71018231571202, 0.6577322183167162, 0.3422250853104343, 78.31002804985584, 0.8763719999770742, 0.1238825115595559, 886.3702354948003, 910.009971581329, 922.5201152752468, 926.4598995434657, 935.5601476592022, 952.829924313873, 975.7299742653177]|  0.6090701455125985|      0.00195312|[539, 0, 11, 44]                                                           |  | used linear model with 49 points | iterate failure | actual_k=0
