k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]|127387.7641130791162141|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]|127387.7641130791162141|      0.50000000|[57, 8, 1, 5]                                                              |  | used linear model with 65 points | iterate failure | actual_k=2
       2|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]|127387.7641130791162141|      0.25000000|[114, 16, 2, 10]                                                           |  | used linear model with 65 points | iterate failure | actual_k=2
       3|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]|127387.7641130791162141|      0.12500000|[171, 24, 3, 15]                                                           |  | used linear model with 65 points | iterate failure | actual_k=2
       4|[0.0117109497761641, 0.0388353164770878, -0.0232841239616263, 0.0194517633635801, 0.000470341015404, 0.0144692226952653, 0.0119167186185759, -0.0031371730027674, -0.008663575808656, 0.0092846712377469, 0.024039758030629, 0.0109410375389785, -0.0213489271182921, -0.0112973535357142, 0.0227150284646758, -0.0021038777674045, -0.0109511405664614, -0.0003646211358855, 0.0103853117392382, -0.0074100033305921, -0.0025695727280155, -0.0239806982304538, -0.0098450113182136, 0.0002117906081957, 0.0092340354008131, -0.0152163366283337, 0.0022361111459328, 0.0259360747517224, -0.0088167441418465, -0.0186009721206009, 0.0412775231964806, 0.0030366348919063, -0.0143804934510364, -0.0037996051442712, 0.020623376633414, -0.0102325014536734, 0.0060773486396795, -0.0139964666290123, 0.0134965035972343, -0.0067168955398791, 0.0259788642952516, -0.005878125879668, 0.0058596817054605, -0.0195691016774769, 0.0520750010738293, 0.0050358283153926, -0.0151601559482289, -0.0069903902051774, 0.0180800008450758, 0.0078887949390093, -0.0144941133834551, -0.0015213042141822, 0.001921565442025, 0.008255301284303, -0.0128991115843644, 0.0199413155935502, 0.0071362566524121]|101592.8400253682484617|      0.25000000|[228, 32, 4, 20]                                                           |  | used linear model with 65 points | iterate success | actual_k=2
       5|[0.0117109497761641, 0.0388353164770878, -0.0232841239616263, 0.0194517633635801, 0.000470341015404, 0.0144692226952653, 0.0119167186185759, -0.0031371730027674, -0.008663575808656, 0.0092846712377469, 0.024039758030629, 0.0109410375389785, -0.0213489271182921, -0.0112973535357142, 0.0227150284646758, -0.0021038777674045, -0.0109511405664614, -0.0003646211358855, 0.0103853117392382, -0.0074100033305921, -0.0025695727280155, -0.0239806982304538, -0.0098450113182136, 0.0002117906081957, 0.0092340354008131, -0.0152163366283337, 0.0022361111459328, 0.0259360747517224, -0.0088167441418465, -0.0186009721206009, 0.0412775231964806, 0.0030366348919063, -0.0143804934510364, -0.0037996051442712, 0.020623376633414, -0.0102325014536734, 0.0060773486396795, -0.0139964666290123, 0.0134965035972343, -0.0067168955398791, 0.0259788642952516, -0.005878125879668, 0.0058596817054605, -0.0195691016774769, 0.0520750010738293, 0.0050358283153926, -0.0151601559482289, -0.0069903902051774, 0.0180800008450758, 0.0078887949390093, -0.0144941133834551, -0.0015213042141822, 0.001921565442025, 0.008255301284303, -0.0128991115843644, 0.0199413155935502, 0.0071362566524121]|101592.8400253682484617|      0.12500000|[285, 40, 5, 25]                                                           |  | used linear model with 65 points | iterate failure | actual_k=2
       6|[0.0117109497761641, 0.0388353164770878, -0.0232841239616263, 0.0194517633635801, 0.000470341015404, 0.0144692226952653, 0.0119167186185759, -0.0031371730027674, -0.008663575808656, 0.0092846712377469, 0.024039758030629, 0.0109410375389785, -0.0213489271182921, -0.0112973535357142, 0.0227150284646758, -0.0021038777674045, -0.0109511405664614, -0.0003646211358855, 0.0103853117392382, -0.0074100033305921, -0.0025695727280155, -0.0239806982304538, -0.0098450113182136, 0.0002117906081957, 0.0092340354008131, -0.0152163366283337, 0.0022361111459328, 0.0259360747517224, -0.0088167441418465, -0.0186009721206009, 0.0412775231964806, 0.0030366348919063, -0.0143804934510364, -0.0037996051442712, 0.020623376633414, -0.0102325014536734, 0.0060773486396795, -0.0139964666290123, 0.0134965035972343, -0.0067168955398791, 0.0259788642952516, -0.005878125879668, 0.0058596817054605, -0.0195691016774769, 0.0520750010738293, 0.0050358283153926, -0.0151601559482289, -0.0069903902051774, 0.0180800008450758, 0.0078887949390093, -0.0144941133834551, -0.0015213042141822, 0.001921565442025, 0.008255301284303, -0.0128991115843644, 0.0199413155935502, 0.0071362566524121]|101592.8400253682484617|      0.06250000|[342, 48, 6, 30]                                                           |  | used linear model with 65 points | iterate failure | actual_k=2
       7|[0.0046548129246425, 0.049049618001414, -0.0230889101360992, 0.0036853154434901, -0.0027974922918354, 0.0064934555584479, 0.0200539318873354, -0.0112450971564186, 0.00913311862453, 0.0203412292060948, 0.0401926885469888, 0.0135348905060747, -0.0263200354430814, -0.0175320761054795, 0.0188078252114448, -0.0012605257222903, -0.0134516564852908, -0.00283851704502, 0.0169259647262809, 0.0043474774239887, -0.0110663927601891, -0.0201094808221368, 0.0003855494302071, -0.0103039371983129, -0.0014989259625178, -0.0260595344460707, 0.0065128201819244, 0.0133151524054077, 0.0012799119345371, -0.0225725102026365, 0.0495690858556369, 0.0045794565624498, -0.0108975235335873, 0.0069591946161167, 0.0221283644972147, -0.0080223227331993, -0.0010320394515237, -0.0248395989537694, 0.0149048916588187, 0.0013612939264228, 0.0186220627038286, -0.0162478450733291, -0.0026526660925366, -0.017934515759462, 0.0622078349456542, 0.0107290426793472, -0.0288983924273886, -0.0069137359929637, 0.0186179553297696, 0.0179034177455318, -0.0121508848346919, -0.001040628782868, 0.0154569726328596, -0.0005518708314745, -0.0209027543535373, 0.0264794508635031, 0.0104806689045844]|92504.1135683277971111|      0.12500000|[399, 56, 7, 35]                                                           |  | used linear model with 65 points | iterate success | actual_k=2
       8|[0.0046548129246425, 0.049049618001414, -0.0230889101360992, 0.0036853154434901, -0.0027974922918354, 0.0064934555584479, 0.0200539318873354, -0.0112450971564186, 0.00913311862453, 0.0203412292060948, 0.0401926885469888, 0.0135348905060747, -0.0263200354430814, -0.0175320761054795, 0.0188078252114448, -0.0012605257222903, -0.0134516564852908, -0.00283851704502, 0.0169259647262809, 0.0043474774239887, -0.0110663927601891, -0.0201094808221368, 0.0003855494302071, -0.0103039371983129, -0.0014989259625178, -0.0260595344460707, 0.0065128201819244, 0.0133151524054077, 0.0012799119345371, -0.0225725102026365, 0.0495690858556369, 0.0045794565624498, -0.0108975235335873, 0.0069591946161167, 0.0221283644972147, -0.0080223227331993, -0.0010320394515237, -0.0248395989537694, 0.0149048916588187, 0.0013612939264228, 0.0186220627038286, -0.0162478450733291, -0.0026526660925366, -0.017934515759462, 0.0622078349456542, 0.0107290426793472, -0.0288983924273886, -0.0069137359929637, 0.0186179553297696, 0.0179034177455318, -0.0121508848346919, -0.001040628782868, 0.0154569726328596, -0.0005518708314745, -0.0209027543535373, 0.0264794508635031, 0.0104806689045844]|92504.1135683277971111|      0.06250000|[456, 64, 8, 40]                                                           |  | used linear model with 65 points | iterate failure | actual_k=2
       9|[0.0146292491619719, 0.0633789418547845, -0.0116690257545571, -0.0006201883552245, 2.05287789798e-05, 0.0005980705770494, 0.0264124898752152, -0.0128177034730128, 0.0119126836074988, 0.0188181766994501, 0.0377046598848568, 0.0141703672133453, -0.021271015108327, -0.0223747349500039, 0.0184692720887671, -0.0019767383646022, -0.021848475657064, 0.0041396976917121, 0.006766216105304, -0.0015055883286873, -0.0063237136627437, -0.0170708165182342, 0.0085600536971682, -0.0107953674893412, -0.0257608048870378, -0.0238573030425633, 0.0208984267533023, 0.0184900904187681, -0.0007605162769535, -0.0231548088037807, 0.0710159891602108, 0.0133629808488927, -0.0074367201482185, 0.0050399759525032, 0.0270794736023792, -0.0013263638150837, -0.0078445747608905, -0.0279490393898579, 0.0148202298870124, 0.0055210747773307, 0.0188261993294116, -0.0264838493131829, 0.0099662228508416, -0.0133563339354604, 0.0577246774397646, 0.0106338921404354, -0.0357976086080001, -0.005816428273893, 0.0297639040406189, 0.0145686650544649, -0.0264843361252613, 0.0151171177464175, 0.0244568689440549, -0.0141358791835654, -0.0234077182749395, 0.0383934452955609, 0.0174391079219405]|78090.1034142413409427|      0.12500000|[513, 72, 9, 45]                                                           |  | used linear model with 65 points | iterate success | actual_k=2
      10|[0.0146292491619719, 0.0633789418547845, -0.0116690257545571, -0.0006201883552245, 2.05287789798e-05, 0.0005980705770494, 0.0264124898752152, -0.0128177034730128, 0.0119126836074988, 0.0188181766994501, 0.0377046598848568, 0.0141703672133453, -0.021271015108327, -0.0223747349500039, 0.0184692720887671, -0.0019767383646022, -0.021848475657064, 0.0041396976917121, 0.006766216105304, -0.0015055883286873, -0.0063237136627437, -0.0170708165182342, 0.0085600536971682, -0.0107953674893412, -0.0257608048870378, -0.0238573030425633, 0.0208984267533023, 0.0184900904187681, -0.0007605162769535, -0.0231548088037807, 0.0710159891602108, 0.0133629808488927, -0.0074367201482185, 0.0050399759525032, 0.0270794736023792, -0.0013263638150837, -0.0078445747608905, -0.0279490393898579, 0.0148202298870124, 0.0055210747773307, 0.0188261993294116, -0.0264838493131829, 0.0099662228508416, -0.0133563339354604, 0.0577246774397646, 0.0106338921404354, -0.0357976086080001, -0.005816428273893, 0.0297639040406189, 0.0145686650544649, -0.0264843361252613, 0.0151171177464175, 0.0244568689440549, -0.0141358791835654, -0.0234077182749395, 0.0383934452955609, 0.0174391079219405]|78090.1034142413409427|      0.06250000|[570, 80, 10, 50]                                                          |  | used linear model with 65 points | iterate failure | actual_k=2
      11|[0.0105300562190564, 0.071522419837645, 0.0061073136692503, -0.0060067837384763, -0.0003660474604779, 0.0052096383080147, 0.0364089213140422, -0.00130204090003, 0.0160062357575261, 0.008240628685386, 0.0268286447788968, 0.0203446225067324, -0.0210921541632438, -0.0185833900961811, 0.0156234206435312, -0.0103678150134034, -0.0120616989161115, 0.0137930251646434, 0.0049939588869887, 0.0085222612473539, -0.0011704006515948, -0.0190602761081078, 0.0136416591782144, -0.0108276755491471, -0.0334544227898661, -0.0317044895688967, 0.0160086157171153, 0.0020392534403274, -0.0001017646622861, -0.0357884560358964, 0.0901106910257138, 0.0167870079162202, -0.0228072598015808, 0.0038347457315518, 0.0328562469945133, 0.0058004600020644, -0.0014466285172125, -0.0233778501807462, 0.009656071797707, 0.0064729199194225, 0.0172835354992485, -0.0283440167140221, 0.0030395468254222, -0.0051254269845432, 0.0602265231058414, 0.0086521358301189, -0.0362124951604785, -0.0036482797590606, 0.0461653386560163, 0.0103850524594483, -0.039001316763841, 0.0246465643131352, 0.036816504486971, -0.0126224090666271, -0.0119753723912565, 0.0333597420994742, 0.0050890505757417]|64868.1374556537630269|      0.12500000|[627, 88, 11, 55]                                                          |  | used linear model with 65 points | iterate success | actual_k=2
