k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[11.0, 3.0, 0.5, 40.0, -0.7, -1.3, 25.0, -0.3, 1.4]                             |1153.9439484858455671|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[10.47363227933844, 3.104315453697616, 0.3759722859368451, 40.075920020026345, -0.7408193061220476, -1.2489887883493673, 25.578037057599026, -0.6117333739243637, 0.8946924801405326]|919.0939941406250000|      2.00000000|[25, 8, 0, 2]                                                              |  | trying linear partial model with 13 points | iterate success | actual_k=4
       2|[10.47363227933844, 3.104315453697616, 0.3759722859368451, 40.075920020026345, -0.7408193061220476, -1.2489887883493673, 25.578037057599026, -0.6117333739243637, 0.8946924801405326]|919.0939941406250000|      1.00000000|[47, 16, 0, 4]                                                             |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       3|[10.47363227933844, 3.104315453697616, 0.3759722859368451, 40.075920020026345, -0.7408193061220476, -1.2489887883493673, 25.578037057599026, -0.6117333739243637, 0.8946924801405326]|919.0939941406250000|      0.50000000|[69, 24, 0, 6]                                                             |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       4|[10.60433664327431, 2.9446701794775265, 0.513715518391699, 40.14385218266975, -0.5452119188271429, -1.3393919153177467, 25.91888081838045, -0.7106530516434636, 0.7877007438936878]|869.8943481445312500|      1.00000000|[92, 32, 0, 8]                                                             |  | trying linear partial model with 13 points | iterate success | actual_k=4
       5|[10.60433664327431, 2.9446701794775265, 0.513715518391699, 40.14385218266975, -0.5452119188271429, -1.3393919153177467, 25.91888081838045, -0.7106530516434636, 0.7877007438936878]|869.8943481445312500|      0.50000000|[116, 40, 0, 10]                                                           |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       6|[10.60433664327431, 2.9446701794775265, 0.513715518391699, 40.14385218266975, -0.5452119188271429, -1.3393919153177467, 25.91888081838045, -0.7106530516434636, 0.7877007438936878]|869.8943481445312500|      0.25000000|[140, 48, 0, 12]                                                           |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       7|[10.654720064600012, 2.9153957784202467, 0.4999313021148043, 40.20675735317267, -0.5328237479522017, -1.3796007932612813, 25.905637320880427, -0.9185821445324838, 0.8865811598773191]|864.8956298828125000|      0.50000000|[162, 56, 0, 14]                                                           |  | trying linear partial model with 13 points | iterate success | actual_k=4
       8|[10.654720064600012, 2.9153957784202467, 0.4999313021148043, 40.20675735317267, -0.5328237479522017, -1.3796007932612813, 25.905637320880427, -0.9185821445324838, 0.8865811598773191]|864.8956298828125000|      0.25000000|[185, 64, 0, 16]                                                           |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       9|[10.62986775227652, 2.9633123877246232, 0.5505579276302596, 40.313781640307944, -0.5472327872250944, -1.3737905173355505, 25.94899510501991, -0.8033422394554344, 1.0602693718846332]|858.3529052734375000|      0.50000000|[208, 72, 0, 18]                                                           |  | trying linear partial model with 13 points | iterate success | actual_k=4
      10|[10.62986775227652, 2.9633123877246232, 0.5505579276302596, 40.313781640307944, -0.5472327872250944, -1.3737905173355505, 25.94899510501991, -0.8033422394554344, 1.0602693718846332]|858.3529052734375000|      0.25000000|[231, 80, 0, 20]                                                           |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
