k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]|127387.7641130791162141|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]|127387.7641130791162141|      0.50000000|[61, 4, 1, 2]                                                              |  | used linear model with 65 points | iterate failure | actual_k=4
       2|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]|127387.7641130791162141|      0.25000000|[122, 8, 2, 4]                                                             |  | used linear model with 65 points | iterate failure | actual_k=4
       3|[0.0529624974179693, 0.0283116070610717, -0.0298777747461415, -0.012672609444087, -0.0524821291239356, -0.0304864645953749, 0.0311756290173846, -0.0620374051708614, -0.0147573542524466, 0.0003115807241014, -0.0136080955922212, -0.0278577285330013, 0.0296273577878804, -0.0178191951900622, -0.063181655422881, 0.0108438829190377, -0.0180007867806219, -0.0314494122396064, -0.0228693370439828, 0.0056513991296934, -0.0198935978711846, -0.0203751898258623, -0.0171309314988208, -0.0106365061956981, -0.0335135300863336, -0.0307593630361208, 0.0490070811136752, -0.0089897339459949, -0.0107659201247731, -0.0051139732397567, 0.069570934385482, 0.0330180184571313, -0.0317333170760963, 0.0008127873835139, 0.0599186584691051, -0.0208157219757996, 0.0189449873279348, -0.0017921323267516, 0.0284637130018934, 0.0267911873192235, -0.025066353994999, -0.0242402805686118, 0.0177606426561517, 0.0786581653637439, -0.0361441949123295, 0.0282703063480518, -0.0047370931394352, -0.0135745015333731, 0.0688665109552151, 0.0134331110771113, -0.0177214740652618, -0.0157148776644739, 0.0740700218983245, 0.0022827944339225, -0.0203029994393824, -0.0225039939538146, 0.0171994358625217]|72311.8918143195478478|      0.50000000|[183, 12, 3, 6]                                                            |  | used linear model with 65 points | iterate success | actual_k=4
       4|[0.0529624974179693, 0.0283116070610717, -0.0298777747461415, -0.012672609444087, -0.0524821291239356, -0.0304864645953749, 0.0311756290173846, -0.0620374051708614, -0.0147573542524466, 0.0003115807241014, -0.0136080955922212, -0.0278577285330013, 0.0296273577878804, -0.0178191951900622, -0.063181655422881, 0.0108438829190377, -0.0180007867806219, -0.0314494122396064, -0.0228693370439828, 0.0056513991296934, -0.0198935978711846, -0.0203751898258623, -0.0171309314988208, -0.0106365061956981, -0.0335135300863336, -0.0307593630361208, 0.0490070811136752, -0.0089897339459949, -0.0107659201247731, -0.0051139732397567, 0.069570934385482, 0.0330180184571313, -0.0317333170760963, 0.0008127873835139, 0.0599186584691051, -0.0208157219757996, 0.0189449873279348, -0.0017921323267516, 0.0284637130018934, 0.0267911873192235, -0.025066353994999, -0.0242402805686118, 0.0177606426561517, 0.0786581653637439, -0.0361441949123295, 0.0282703063480518, -0.0047370931394352, -0.0135745015333731, 0.0688665109552151, 0.0134331110771113, -0.0177214740652618, -0.0157148776644739, 0.0740700218983245, 0.0022827944339225, -0.0203029994393824, -0.0225039939538146, 0.0171994358625217]|72311.8918143195478478|      0.25000000|[244, 16, 4, 8]                                                            |  | used linear model with 65 points | iterate failure | actual_k=4
       5|[0.0046131255334151, 0.068410520894945, 0.0429931906578388, 0.0119369466771019, 0.0206040386162778, -0.0185421293814945, -0.0461851339372909, -0.0316133439215865, 0.0169938419351043, 0.0398744492373317, -0.0225972434132549, 0.004772339468647, -0.0336280661969171, 0.0446665774277373, -0.0797984545311031, 0.0116674461721455, -0.0622249180102859, -0.0392476470009765, -0.0390777741078415, 0.0106338982299049, -0.0668121744799229, 0.0001638706167711, -0.0568342568769556, 0.0049328236087615, -0.0382891420950829, -0.019151238533625, 0.0446374415368872, -0.0021940363713469, -0.0343812801647411, 0.0183090066571146, 0.1124235188644311, 0.0189367326639162, -0.0252130078151788, 0.0286775557777816, 0.0908026397623997, -0.0337467694316004, -0.0033245800223007, -0.0198695746663408, 0.0496733616817455, 0.0678815947044228, 0.0040818557685121, -0.0381444732114758, -0.0019367181484138, 0.1271061645757294, -0.0200327577030198, 0.0048957965946146, -0.0355608088995351, -0.0450317901885657, 0.0936792621195181, 0.035588070702778, -0.0453809479719347, -0.0342459292724977, 0.0946525323123998, -0.0448366164216038, 0.0073045817785624, -0.0532571349260832, 0.0327319849819325]|38534.0491521358271712|      0.50000000|[305, 20, 5, 10]                                                           |  | used linear model with 65 points | iterate success | actual_k=4
       6|[0.0046131255334151, 0.068410520894945, 0.0429931906578388, 0.0119369466771019, 0.0206040386162778, -0.0185421293814945, -0.0461851339372909, -0.0316133439215865, 0.0169938419351043, 0.0398744492373317, -0.0225972434132549, 0.004772339468647, -0.0336280661969171, 0.0446665774277373, -0.0797984545311031, 0.0116674461721455, -0.0622249180102859, -0.0392476470009765, -0.0390777741078415, 0.0106338982299049, -0.0668121744799229, 0.0001638706167711, -0.0568342568769556, 0.0049328236087615, -0.0382891420950829, -0.019151238533625, 0.0446374415368872, -0.0021940363713469, -0.0343812801647411, 0.0183090066571146, 0.1124235188644311, 0.0189367326639162, -0.0252130078151788, 0.0286775557777816, 0.0908026397623997, -0.0337467694316004, -0.0033245800223007, -0.0198695746663408, 0.0496733616817455, 0.0678815947044228, 0.0040818557685121, -0.0381444732114758, -0.0019367181484138, 0.1271061645757294, -0.0200327577030198, 0.0048957965946146, -0.0355608088995351, -0.0450317901885657, 0.0936792621195181, 0.035588070702778, -0.0453809479719347, -0.0342459292724977, 0.0946525323123998, -0.0448366164216038, 0.0073045817785624, -0.0532571349260832, 0.0327319849819325]|38534.0491521358271712|      0.25000000|[366, 24, 6, 12]                                                           |  | used linear model with 65 points | iterate failure | actual_k=4
       7|[0.0046131255334151, 0.068410520894945, 0.0429931906578388, 0.0119369466771019, 0.0206040386162778, -0.0185421293814945, -0.0461851339372909, -0.0316133439215865, 0.0169938419351043, 0.0398744492373317, -0.0225972434132549, 0.004772339468647, -0.0336280661969171, 0.0446665774277373, -0.0797984545311031, 0.0116674461721455, -0.0622249180102859, -0.0392476470009765, -0.0390777741078415, 0.0106338982299049, -0.0668121744799229, 0.0001638706167711, -0.0568342568769556, 0.0049328236087615, -0.0382891420950829, -0.019151238533625, 0.0446374415368872, -0.0021940363713469, -0.0343812801647411, 0.0183090066571146, 0.1124235188644311, 0.0189367326639162, -0.0252130078151788, 0.0286775557777816, 0.0908026397623997, -0.0337467694316004, -0.0033245800223007, -0.0198695746663408, 0.0496733616817455, 0.0678815947044228, 0.0040818557685121, -0.0381444732114758, -0.0019367181484138, 0.1271061645757294, -0.0200327577030198, 0.0048957965946146, -0.0355608088995351, -0.0450317901885657, 0.0936792621195181, 0.035588070702778, -0.0453809479719347, -0.0342459292724977, 0.0946525323123998, -0.0448366164216038, 0.0073045817785624, -0.0532571349260832, 0.0327319849819325]|38534.0491521358271712|      0.12500000|[427, 28, 7, 14]                                                           |  | used linear model with 65 points | iterate failure | actual_k=4
       8|[0.043033661151576, 0.048517408340526, -0.0001842899529472, -0.0232599195440454, -0.0192301683603025, -0.0091596442100556, -0.038520182820759, -0.0577808135432553, 0.0058733490503722, 0.0149692334016811, -0.0529747208405634, 0.0166655800282013, -0.036052455065613, 0.038434021907208, -0.0727074529251862, 0.026130860119698, -0.0598862895134812, -0.0450708111211464, -0.0622526753186346, 0.0021017362808893, -0.0599015151457439, 0.0138748647420405, -0.036251419043058, 0.0086330620431373, -0.0592264600087424, -0.0191918047895842, 0.0423605102833898, 0.0066557215774114, -0.0313083331449805, 0.029846601511976, 0.1121029778418706, 0.0105944742446369, -0.0296658608946168, 0.0116764231709862, 0.0956744906996758, -0.0414855531627185, -0.0213927810074447, -0.0330230666016558, 0.0203208377767118, 0.0810127338244582, -0.0079688788352411, -0.0487874545111416, 0.0076016180539083, 0.1373076236546332, -0.0148532127289398, -0.0162422213833889, -0.0315516520156946, -0.0288323210063007, 0.1081402719756037, 0.0236558042433963, -0.0472632778266095, -0.0198696480516252, 0.0957921844223025, -0.0538670335578232, -0.0071402298799395, -0.0566128866960987, 0.0245615112417656]|20405.0538371867878595|      0.25000000|[488, 32, 8, 16]                                                           |  | used linear model with 65 points | iterate success | actual_k=4
       9|[0.043033661151576, 0.048517408340526, -0.0001842899529472, -0.0232599195440454, -0.0192301683603025, -0.0091596442100556, -0.038520182820759, -0.0577808135432553, 0.0058733490503722, 0.0149692334016811, -0.0529747208405634, 0.0166655800282013, -0.036052455065613, 0.038434021907208, -0.0727074529251862, 0.026130860119698, -0.0598862895134812, -0.0450708111211464, -0.0622526753186346, 0.0021017362808893, -0.0599015151457439, 0.0138748647420405, -0.036251419043058, 0.0086330620431373, -0.0592264600087424, -0.0191918047895842, 0.0423605102833898, 0.0066557215774114, -0.0313083331449805, 0.029846601511976, 0.1121029778418706, 0.0105944742446369, -0.0296658608946168, 0.0116764231709862, 0.0956744906996758, -0.0414855531627185, -0.0213927810074447, -0.0330230666016558, 0.0203208377767118, 0.0810127338244582, -0.0079688788352411, -0.0487874545111416, 0.0076016180539083, 0.1373076236546332, -0.0148532127289398, -0.0162422213833889, -0.0315516520156946, -0.0288323210063007, 0.1081402719756037, 0.0236558042433963, -0.0472632778266095, -0.0198696480516252, 0.0957921844223025, -0.0538670335578232, -0.0071402298799395, -0.0566128866960987, 0.0245615112417656]|20405.0538371867878595|      0.12500000|[549, 36, 9, 18]                                                           |  | used linear model with 65 points | iterate failure | actual_k=4
      10|[0.0304309156872094, 0.0600845341368248, 0.0251758322112193, 0.0115928648424175, 0.0106286458693357, -0.003079937709588, -0.0326688027560929, -0.051035389899722, 0.0126348532395023, 0.0128258616618602, -0.0493570862028035, -0.0057799586785393, -0.0253600677354745, 0.0482119963649348, -0.0766897776857311, 0.0148145947842161, -0.0613350726057891, -0.0424582057830603, -0.0385636454072601, -0.0082696844799209, -0.0665046471982167, -0.0148607019903607, -0.0311191476734384, 0.0293471041382362, -0.0519882952214549, -0.0367450532933233, 0.0623110371225326, 0.007541038803327, -0.0482543808530221, 0.0147168574439189, 0.1386082565699362, 0.0287713914781845, -0.0508229792914297, -0.0033639815618204, 0.1296363749421642, -0.0337888296197704, -0.0288835979421195, -0.0467966351800253, 0.0070032728974369, 0.1019236110968448, 0.0232531400401999, -0.0465943070960809, -0.0106336990757766, 0.1765854610924278, -0.0182838680168736, -0.0163975571524761, -0.0269242785048922, -0.0174754102316603, 0.1336331373993584, 0.0131564007016164, -0.0552491204185214, -0.0053086782542132, 0.1050640424187925, -0.0391202828753765, -0.0046091757648533, -0.0671831814949846, 0.0281638596945048]|8633.9021685288917070|      0.25000000|[610, 40, 10, 20]                                                          |  | used linear model with 65 points | iterate success | actual_k=4
      11|[0.0304309156872094, 0.0600845341368248, 0.0251758322112193, 0.0115928648424175, 0.0106286458693357, -0.003079937709588, -0.0326688027560929, -0.051035389899722, 0.0126348532395023, 0.0128258616618602, -0.0493570862028035, -0.0057799586785393, -0.0253600677354745, 0.0482119963649348, -0.0766897776857311, 0.0148145947842161, -0.0613350726057891, -0.0424582057830603, -0.0385636454072601, -0.0082696844799209, -0.0665046471982167, -0.0148607019903607, -0.0311191476734384, 0.0293471041382362, -0.0519882952214549, -0.0367450532933233, 0.0623110371225326, 0.007541038803327, -0.0482543808530221, 0.0147168574439189, 0.1386082565699362, 0.0287713914781845, -0.0508229792914297, -0.0033639815618204, 0.1296363749421642, -0.0337888296197704, -0.0288835979421195, -0.0467966351800253, 0.0070032728974369, 0.1019236110968448, 0.0232531400401999, -0.0465943070960809, -0.0106336990757766, 0.1765854610924278, -0.0182838680168736, -0.0163975571524761, -0.0269242785048922, -0.0174754102316603, 0.1336331373993584, 0.0131564007016164, -0.0552491204185214, -0.0053086782542132, 0.1050640424187925, -0.0391202828753765, -0.0046091757648533, -0.0671831814949846, 0.0281638596945048]|8633.9021685288917070|      0.12500000|[671, 44, 11, 22]                                                          |  | used linear model with 65 points | iterate failure | actual_k=4
