k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.68767445, 0.02, 0.66517383, 0.02, 0.61846733, 0.02, 1.3259634929, 0.02, 0.0031397524, 0.02, 1.2514485797, 0.02, 0.22808479, 0.02, 1.2292780682, 0.02, 4.5930868164, 0.02, 4.4542869847, 0.02, 0.081623463, 0.02, 0.24488622, 0.02, 0.71655957, 0.02, 0.2054035, 0.02, -0.06417439, 0.02, 1.4012533731, 0.02, 0.24229792, 0.02, 0.062398552, 0.02, 0.022390123, 0.02, 0.42469106, 0.02, 0.2663842, 0.02, 0.83631104, 0.02, 1.0284154369, 0.02, 0.79861676, 0.02, 0.24565285, 0.02, 0.50446046, 0.02, 0.27424189, 0.02, 0.38503953, 0.02, 0.16687777, 0.02, 0.29610949, 0.02, 0.18555224, 0.02, 0.0061555539, 0.02, 0.16187381, 0.02]|491558.0020187626359984|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.68767445, 0.02, 0.66517383, 0.02, 0.61846733, 0.02, 1.3259634929, 0.02, 0.0031397524, 0.02, 1.2514485797, 0.02, 0.22808479, 0.02, 1.2292780682, 0.02, 4.5930868164, 0.02, 4.4542869847, 0.02, 0.081623463, 0.02, 0.24488622, 0.02, 0.71655957, 0.02, 0.2054035, 0.02, -0.06417439, 0.02, 1.4012533731, 0.02, 0.24229792, 0.02, 0.062398552, 0.02, 0.022390123, 0.02, 0.42469106, 0.02, 0.2663842, 0.02, 0.83631104, 0.02, 1.0284154369, 0.02, 0.79861676, 0.02, 0.24565285, 0.02, 0.50446046, 0.02, 0.27424189, 0.02, 0.38503953, 0.02, 0.16687777, 0.02, 0.29610949, 0.02, 0.18555224, 0.02, 0.0061555539, 0.02, 0.16187381, 0.02]|491558.0020187626359984|      0.50000000|[113, 16, 1, 3]                                                            |  | used linear model with 129 points | iterate failure | actual_k=8
       2|[0.68767445, 0.02, 0.66517383, 0.02, 0.61846733, 0.02, 1.3259634929, 0.02, 0.0031397524, 0.02, 1.2514485797, 0.02, 0.22808479, 0.02, 1.2292780682, 0.02, 4.5930868164, 0.02, 4.4542869847, 0.02, 0.081623463, 0.02, 0.24488622, 0.02, 0.71655957, 0.02, 0.2054035, 0.02, -0.06417439, 0.02, 1.4012533731, 0.02, 0.24229792, 0.02, 0.062398552, 0.02, 0.022390123, 0.02, 0.42469106, 0.02, 0.2663842, 0.02, 0.83631104, 0.02, 1.0284154369, 0.02, 0.79861676, 0.02, 0.24565285, 0.02, 0.50446046, 0.02, 0.27424189, 0.02, 0.38503953, 0.02, 0.16687777, 0.02, 0.29610949, 0.02, 0.18555224, 0.02, 0.0061555539, 0.02, 0.16187381, 0.02]|491558.0020187626359984|      0.25000000|[226, 32, 2, 6]                                                            |  | used linear model with 129 points | iterate failure | actual_k=8
       3|[0.68767445, 0.02, 0.66517383, 0.02, 0.61846733, 0.02, 1.3259634929, 0.02, 0.0031397524, 0.02, 1.2514485797, 0.02, 0.22808479, 0.02, 1.2292780682, 0.02, 4.5930868164, 0.02, 4.4542869847, 0.02, 0.081623463, 0.02, 0.24488622, 0.02, 0.71655957, 0.02, 0.2054035, 0.02, -0.06417439, 0.02, 1.4012533731, 0.02, 0.24229792, 0.02, 0.062398552, 0.02, 0.022390123, 0.02, 0.42469106, 0.02, 0.2663842, 0.02, 0.83631104, 0.02, 1.0284154369, 0.02, 0.79861676, 0.02, 0.24565285, 0.02, 0.50446046, 0.02, 0.27424189, 0.02, 0.38503953, 0.02, 0.16687777, 0.02, 0.29610949, 0.02, 0.18555224, 0.02, 0.0061555539, 0.02, 0.16187381, 0.02]|491558.0020187626359984|      0.12500000|[339, 48, 3, 9]                                                            |  | used linear model with 129 points | iterate failure | actual_k=8
       4|[0.68767445, 0.02, 0.66517383, 0.02, 0.61846733, 0.02, 1.3259634929, 0.02, 0.0031397524, 0.02, 1.2514485797, 0.02, 0.22808479, 0.02, 1.2292780682, 0.02, 4.5930868164, 0.02, 4.4542869847, 0.02, 0.081623463, 0.02, 0.24488622, 0.02, 0.71655957, 0.02, 0.2054035, 0.02, -0.06417439, 0.02, 1.4012533731, 0.02, 0.24229792, 0.02, 0.062398552, 0.02, 0.022390123, 0.02, 0.42469106, 0.02, 0.2663842, 0.02, 0.83631104, 0.02, 1.0284154369, 0.02, 0.79861676, 0.02, 0.24565285, 0.02, 0.50446046, 0.02, 0.27424189, 0.02, 0.38503953, 0.02, 0.16687777, 0.02, 0.29610949, 0.02, 0.18555224, 0.02, 0.0061555539, 0.02, 0.16187381, 0.02]|491558.0020187626359984|      0.06250000|[452, 64, 4, 12]                                                           |  | used linear model with 129 points | iterate failure | actual_k=8
       5|[0.68767445, 0.02, 0.66517383, 0.02, 0.61846733, 0.02, 1.3259634929, 0.02, 0.0031397524, 0.02, 1.2514485797, 0.02, 0.22808479, 0.02, 1.2292780682, 0.02, 4.5930868164, 0.02, 4.4542869847, 0.02, 0.081623463, 0.02, 0.24488622, 0.02, 0.71655957, 0.02, 0.2054035, 0.02, -0.06417439, 0.02, 1.4012533731, 0.02, 0.24229792, 0.02, 0.062398552, 0.02, 0.022390123, 0.02, 0.42469106, 0.02, 0.2663842, 0.02, 0.83631104, 0.02, 1.0284154369, 0.02, 0.79861676, 0.02, 0.24565285, 0.02, 0.50446046, 0.02, 0.27424189, 0.02, 0.38503953, 0.02, 0.16687777, 0.02, 0.29610949, 0.02, 0.18555224, 0.02, 0.0061555539, 0.02, 0.16187381, 0.02]|491558.0020187626359984|      0.03125000|[565, 80, 5, 15]                                                           |  | used linear model with 129 points | iterate failure | actual_k=8
       6|[0.6897998810204637, 0.0203091777633952, 0.6655708592343326, 0.0192955839611941, 0.6180088020901578, 0.0185413328963264, 1.3274361476340086, 0.0221377164194975, 0.0063556698282389, 0.0223933719562973, 1.247040328148706, 0.0227148354676798, 0.2257153532329023, 0.0217225228436536, 1.233524307989772, 0.0195355954501106, 4.592147834949551, 0.040774121224722, 4.459928039266059, 0.0344538176345306, 0.0820479756731124, 0.0228034267282946, 0.2436101680110182, 0.0201769106437515, 0.716648315981045, 0.0186702853495972, 0.2062481970179638, 0.0214531308995, -0.0638703474304413, 0.0201517872937474, 1.403209746861792, 0.0209167217447205, 0.2431037993252172, 0.0223277559101014, 0.0606805513518657, 0.0234622678170971, 0.0213685202286877, 0.0161376120141675, 0.4253683186498849, 0.0202101745512882, 0.2663086250090826, 0.0210129446915117, 0.8408171454882296, 0.0215649955723041, 1.0281970470556854, 0.021191446151132, 0.8016927546386219, 0.0260540671258113, 0.24536768544558, 0.0232855793689235, 0.5027037036660579, 0.020155949765854, 0.2763571651547291, 0.0205270284119276, 0.3869339402733624, 0.015348405025721, 0.1660566270009216, 0.0180918901625282, 0.2949206096232536, 0.0235994516257054, 0.1854035654899625, 0.0202642053158647, 0.0070801488728296, 0.0225802639785793, 0.1598883243206447, 0.0158502731409002]|348253.8654149461654015|      0.06250000|[678, 96, 6, 18]                                                           |  | used linear model with 129 points | iterate success | actual_k=8
       7|[0.6897998810204637, 0.0203091777633952, 0.6655708592343326, 0.0192955839611941, 0.6180088020901578, 0.0185413328963264, 1.3274361476340086, 0.0221377164194975, 0.0063556698282389, 0.0223933719562973, 1.247040328148706, 0.0227148354676798, 0.2257153532329023, 0.0217225228436536, 1.233524307989772, 0.0195355954501106, 4.592147834949551, 0.040774121224722, 4.459928039266059, 0.0344538176345306, 0.0820479756731124, 0.0228034267282946, 0.2436101680110182, 0.0201769106437515, 0.716648315981045, 0.0186702853495972, 0.2062481970179638, 0.0214531308995, -0.0638703474304413, 0.0201517872937474, 1.403209746861792, 0.0209167217447205, 0.2431037993252172, 0.0223277559101014, 0.0606805513518657, 0.0234622678170971, 0.0213685202286877, 0.0161376120141675, 0.4253683186498849, 0.0202101745512882, 0.2663086250090826, 0.0210129446915117, 0.8408171454882296, 0.0215649955723041, 1.0281970470556854, 0.021191446151132, 0.8016927546386219, 0.0260540671258113, 0.24536768544558, 0.0232855793689235, 0.5027037036660579, 0.020155949765854, 0.2763571651547291, 0.0205270284119276, 0.3869339402733624, 0.015348405025721, 0.1660566270009216, 0.0180918901625282, 0.2949206096232536, 0.0235994516257054, 0.1854035654899625, 0.0202642053158647, 0.0070801488728296, 0.0225802639785793, 0.1598883243206447, 0.0158502731409002]|348253.8654149461654015|      0.03125000|[791, 112, 7, 21]                                                          |  | used linear model with 129 points | iterate failure | actual_k=8
       8|[0.6908817282234988, 0.0232800139725002, 0.6675554503319803, 0.0202045177538817, 0.6179703889966865, 0.0166453399842864, 1.3247535681408678, 0.0265132786297467, 0.0079721444182531, 0.0216195916852976, 1.2509822025751838, 0.024951563713566, 0.2274921889637015, 0.019696101774581, 1.2352481458301852, 0.0218987146351764, 4.592020998142364, 0.053449066612236, 4.460460088510503, 0.0570101000048873, 0.0819471428976191, 0.023305443903305, 0.2433153488115815, 0.0191267690772431, 0.7137364449244594, 0.0194630741842556, 0.205574990631164, 0.0200297824329855, -0.0638819883633763, 0.0233774441354425, 1.405584062338775, 0.0301814457461298, 0.2428943923567627, 0.0215165555240888, 0.0627294783311699, 0.0213044471084386, 0.0190221777594112, 0.0154958694923642, 0.4241803328578684, 0.0206105023872143, 0.2669257553056683, 0.0184567047462812, 0.8406613271720372, 0.0214254343880134, 1.0290109501861346, 0.025870480589482, 0.8030180628021341, 0.0269804859027702, 0.2488279267814772, 0.0243305517106144, 0.5025990087359159, 0.019748757236339, 0.27328803815332, 0.0201508522543185, 0.3875028012730942, 0.0168862273232537, 0.1645661686789053, 0.0161420986630451, 0.2962964095961705, 0.0262288408172932, 0.1838548188359965, 0.0209156593415786, 0.0065130503443422, 0.0252293975220075, 0.1622403842375819, 0.0174140181120417]|295725.3925589961581863|      0.06250000|[904, 128, 8, 24]                                                          |  | used linear model with 129 points | iterate success | actual_k=8
       9|[0.6908817282234988, 0.0232800139725002, 0.6675554503319803, 0.0202045177538817, 0.6179703889966865, 0.0166453399842864, 1.3247535681408678, 0.0265132786297467, 0.0079721444182531, 0.0216195916852976, 1.2509822025751838, 0.024951563713566, 0.2274921889637015, 0.019696101774581, 1.2352481458301852, 0.0218987146351764, 4.592020998142364, 0.053449066612236, 4.460460088510503, 0.0570101000048873, 0.0819471428976191, 0.023305443903305, 0.2433153488115815, 0.0191267690772431, 0.7137364449244594, 0.0194630741842556, 0.205574990631164, 0.0200297824329855, -0.0638819883633763, 0.0233774441354425, 1.405584062338775, 0.0301814457461298, 0.2428943923567627, 0.0215165555240888, 0.0627294783311699, 0.0213044471084386, 0.0190221777594112, 0.0154958694923642, 0.4241803328578684, 0.0206105023872143, 0.2669257553056683, 0.0184567047462812, 0.8406613271720372, 0.0214254343880134, 1.0290109501861346, 0.025870480589482, 0.8030180628021341, 0.0269804859027702, 0.2488279267814772, 0.0243305517106144, 0.5025990087359159, 0.019748757236339, 0.27328803815332, 0.0201508522543185, 0.3875028012730942, 0.0168862273232537, 0.1645661686789053, 0.0161420986630451, 0.2962964095961705, 0.0262288408172932, 0.1838548188359965, 0.0209156593415786, 0.0065130503443422, 0.0252293975220075, 0.1622403842375819, 0.0174140181120417]|295725.3925589961581863|      0.03125000|[1017, 144, 9, 27]                                                         |  | used linear model with 129 points | iterate failure | actual_k=8
      10|[0.691315300300027, 0.0241772230080856, 0.661056886803214, 0.0217640356766706, 0.6154546720006416, 0.0200844443550617, 1.3210082901205953, 0.0323123378431269, 0.00742410887452, 0.0217157509786579, 1.2504290964127516, 0.0304254280402914, 0.2220033514946239, 0.0212160760869529, 1.2348861965474096, 0.0286568335042334, 4.586846996367978, 0.0703035939154028, 4.460029519611877, 0.0675621741987392, 0.0783781389762688, 0.0246319468742785, 0.2437407448607495, 0.0194105317748195, 0.7124088022978123, 0.0248363799779724, 0.204454434695209, 0.0228580127016902, -0.065199130043554, 0.0254164440810165, 1.403868798463902, 0.0334292590995037, 0.2416560435405471, 0.0176537303691629, 0.0607970760727729, 0.0171195369358981, 0.0209953909871766, 0.0163344677851383, 0.4238421873597781, 0.0189771780583099, 0.2654658438120716, 0.0193266489952525, 0.8401895811087249, 0.0249710516508255, 1.0289159969080794, 0.0339487700580895, 0.8036259528958295, 0.0287570216925191, 0.2433960290510201, 0.0260744563311932, 0.5022584017490572, 0.0190575135347551, 0.2733594275766598, 0.0218860586985851, 0.3846094098719102, 0.0189932784877824, 0.1618585942646479, 0.0191579967868098, 0.2939045114516523, 0.0275557924418348, 0.1874817918130744, 0.0208034891339659, 0.0084008411998625, 0.0255158353910424, 0.1578874622725544, 0.0127588023458458]|270163.3337603684049100|      0.06250000|[1130, 160, 10, 30]                                                        |  | used linear model with 129 points | iterate success | actual_k=8
      11|[0.691315300300027, 0.0241772230080856, 0.661056886803214, 0.0217640356766706, 0.6154546720006416, 0.0200844443550617, 1.3210082901205953, 0.0323123378431269, 0.00742410887452, 0.0217157509786579, 1.2504290964127516, 0.0304254280402914, 0.2220033514946239, 0.0212160760869529, 1.2348861965474096, 0.0286568335042334, 4.586846996367978, 0.0703035939154028, 4.460029519611877, 0.0675621741987392, 0.0783781389762688, 0.0246319468742785, 0.2437407448607495, 0.0194105317748195, 0.7124088022978123, 0.0248363799779724, 0.204454434695209, 0.0228580127016902, -0.065199130043554, 0.0254164440810165, 1.403868798463902, 0.0334292590995037, 0.2416560435405471, 0.0176537303691629, 0.0607970760727729, 0.0171195369358981, 0.0209953909871766, 0.0163344677851383, 0.4238421873597781, 0.0189771780583099, 0.2654658438120716, 0.0193266489952525, 0.8401895811087249, 0.0249710516508255, 1.0289159969080794, 0.0339487700580895, 0.8036259528958295, 0.0287570216925191, 0.2433960290510201, 0.0260744563311932, 0.5022584017490572, 0.0190575135347551, 0.2733594275766598, 0.0218860586985851, 0.3846094098719102, 0.0189932784877824, 0.1618585942646479, 0.0191579967868098, 0.2939045114516523, 0.0275557924418348, 0.1874817918130744, 0.0208034891339659, 0.0084008411998625, 0.0255158353910424, 0.1578874622725544, 0.0127588023458458]|270163.3337603684049100|      0.03125000|[1243, 176, 11, 33]                                                        |  | used linear model with 129 points | iterate failure | actual_k=8
