k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[4.1365481575, 0.02, 0.17712896, 0.02, 1.6563998369, 0.02, 1.1912670842, 0.02, 0.29540308, 0.02, 0.33044829, 0.02, 0.081689693, 0.02, 0.25366977, 0.02, 1.3979474874, 0.02, 1.1726179747, 0.02, 0.09020114, 0.02, 0.12924843, 0.02, 0.30391686, 0.02, 0.1048141, 0.02, 0.1179912, 0.02, 0.54496913, 0.02, 0.007783709, 0.02, 0.089054003, 0.02, 0.11016803, 0.02, 0.039888624, 0.02, 0.098350298, 0.02, 0.28456638, 0.02, 0.4217993, 0.02, 0.16224077, 0.02, 0.071969874, 0.02, 0.31414176, 0.02, 0.14023746, 0.02, 0.28639923, 0.02, 0.062871838, 0.02, 0.15213167, 0.02, 0.19259894, 0.02, 0.15142465, 0.02, 0.39070068, 0.02]|263050.2304652961902320|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[4.1365481575, 0.02, 0.17712896, 0.02, 1.6563998369, 0.02, 1.1912670842, 0.02, 0.29540308, 0.02, 0.33044829, 0.02, 0.081689693, 0.02, 0.25366977, 0.02, 1.3979474874, 0.02, 1.1726179747, 0.02, 0.09020114, 0.02, 0.12924843, 0.02, 0.30391686, 0.02, 0.1048141, 0.02, 0.1179912, 0.02, 0.54496913, 0.02, 0.007783709, 0.02, 0.089054003, 0.02, 0.11016803, 0.02, 0.039888624, 0.02, 0.098350298, 0.02, 0.28456638, 0.02, 0.4217993, 0.02, 0.16224077, 0.02, 0.071969874, 0.02, 0.31414176, 0.02, 0.14023746, 0.02, 0.28639923, 0.02, 0.062871838, 0.02, 0.15213167, 0.02, 0.19259894, 0.02, 0.15142465, 0.02, 0.39070068, 0.02]|263050.2304652961902320|      0.50000000|[177, 12, 0, 3]                                                            |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 119 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       2|[4.1365481575, 0.02, 0.17712896, 0.02, 1.6563998369, 0.02, 1.1912670842, 0.02, 0.29540308, 0.02, 0.33044829, 0.02, 0.081689693, 0.02, 0.25366977, 0.02, 1.3979474874, 0.02, 1.1726179747, 0.02, 0.09020114, 0.02, 0.12924843, 0.02, 0.30391686, 0.02, 0.1048141, 0.02, 0.1179912, 0.02, 0.54496913, 0.02, 0.007783709, 0.02, 0.089054003, 0.02, 0.11016803, 0.02, 0.039888624, 0.02, 0.098350298, 0.02, 0.28456638, 0.02, 0.4217993, 0.02, 0.16224077, 0.02, 0.071969874, 0.02, 0.31414176, 0.02, 0.14023746, 0.02, 0.28639923, 0.02, 0.062871838, 0.02, 0.15213167, 0.02, 0.19259894, 0.02, 0.15142465, 0.02, 0.39070068, 0.02]|263050.2304652961902320|      0.25000000|[353, 24, 0, 6]                                                            |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 119 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       3|[4.1365481575, 0.02, 0.17712896, 0.02, 1.6563998369, 0.02, 1.1912670842, 0.02, 0.29540308, 0.02, 0.33044829, 0.02, 0.081689693, 0.02, 0.25366977, 0.02, 1.3979474874, 0.02, 1.1726179747, 0.02, 0.09020114, 0.02, 0.12924843, 0.02, 0.30391686, 0.02, 0.1048141, 0.02, 0.1179912, 0.02, 0.54496913, 0.02, 0.007783709, 0.02, 0.089054003, 0.02, 0.11016803, 0.02, 0.039888624, 0.02, 0.098350298, 0.02, 0.28456638, 0.02, 0.4217993, 0.02, 0.16224077, 0.02, 0.071969874, 0.02, 0.31414176, 0.02, 0.14023746, 0.02, 0.28639923, 0.02, 0.062871838, 0.02, 0.15213167, 0.02, 0.19259894, 0.02, 0.15142465, 0.02, 0.39070068, 0.02]|263050.2304652961902320|      0.12500000|[530, 36, 0, 9]                                                            |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 119 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       4|[4.1365481575, 0.02, 0.17712896, 0.02, 1.6563998369, 0.02, 1.1912670842, 0.02, 0.29540308, 0.02, 0.33044829, 0.02, 0.081689693, 0.02, 0.25366977, 0.02, 1.3979474874, 0.02, 1.1726179747, 0.02, 0.09020114, 0.02, 0.12924843, 0.02, 0.30391686, 0.02, 0.1048141, 0.02, 0.1179912, 0.02, 0.54496913, 0.02, 0.007783709, 0.02, 0.089054003, 0.02, 0.11016803, 0.02, 0.039888624, 0.02, 0.098350298, 0.02, 0.28456638, 0.02, 0.4217993, 0.02, 0.16224077, 0.02, 0.071969874, 0.02, 0.31414176, 0.02, 0.14023746, 0.02, 0.28639923, 0.02, 0.062871838, 0.02, 0.15213167, 0.02, 0.19259894, 0.02, 0.15142465, 0.02, 0.39070068, 0.02]|263050.2304652961902320|      0.06250000|[706, 48, 0, 12]                                                           |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 119 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       5|[4.1365481575, 0.02, 0.17712896, 0.02, 1.6563998369, 0.02, 1.1912670842, 0.02, 0.29540308, 0.02, 0.33044829, 0.02, 0.081689693, 0.02, 0.25366977, 0.02, 1.3979474874, 0.02, 1.1726179747, 0.02, 0.09020114, 0.02, 0.12924843, 0.02, 0.30391686, 0.02, 0.1048141, 0.02, 0.1179912, 0.02, 0.54496913, 0.02, 0.007783709, 0.02, 0.089054003, 0.02, 0.11016803, 0.02, 0.039888624, 0.02, 0.098350298, 0.02, 0.28456638, 0.02, 0.4217993, 0.02, 0.16224077, 0.02, 0.071969874, 0.02, 0.31414176, 0.02, 0.14023746, 0.02, 0.28639923, 0.02, 0.062871838, 0.02, 0.15213167, 0.02, 0.19259894, 0.02, 0.15142465, 0.02, 0.39070068, 0.02]|263050.2304652961902320|      0.03125000|[882, 60, 0, 15]                                                           |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 119 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       6|[4.134940177798239, 0.0384341800214876, 0.173653212510117, 0.019631353474788, 1.656882546741073, 0.0203672483432356, 1.1854958590617386, 0.020260913875359, 0.2903413377225934, 0.0223588047915756, 0.326381181751661, 0.0238969990252771, 0.0845513228569021, 0.0191774332233869, 0.2557240389176383, 0.0214292796815587, 1.4077305070538009, 0.0211853548564302, 1.1699503003116691, 0.0174405170030994, 0.0887142275213364, 0.0126101454716127, 0.126084452091006, 0.0240458672819735, 0.3055863768360266, 0.0184803126549612, 0.103394835138037, 0.0187832574197082, 0.1157944628142812, 0.0173896392072647, 0.5446792396333937, 0.018433507171949, 0.0099540629031399, 0.0165994068636489, 0.0872630785898812, 0.0251957011397622, 0.1082253475776337, 0.0250948106584655, 0.037955782625642, 0.0228319050432774, 0.1020025017022292, 0.021321462956886, 0.2827003209175533, 0.018430252920971, 0.4161404151312809, 0.0193660189881694, 0.168362132191418, 0.021140293239658, 0.0751351624722048, 0.0204836491236189, 0.3106439174659641, 0.01711340837765, 0.1422718285252989, 0.0197780292367348, 0.2929875273038386, 0.0228236967118511, 0.0615474763127408, 0.0186690685922716, 0.1548678670305201, 0.0202646002158219, 0.1928126662503619, 0.0185884051604916, 0.1512000960161295, 0.0224332437261272, 0.3926989098575477, 0.0219349711484882]|193790.9062500000000000|      0.06250000|[1000, 68, 0, 17]                                                          |  | trying linear partial model with 61 points | iterate success | actual_k=4
       7|[4.134940177798239, 0.0384341800214876, 0.173653212510117, 0.019631353474788, 1.656882546741073, 0.0203672483432356, 1.1854958590617386, 0.020260913875359, 0.2903413377225934, 0.0223588047915756, 0.326381181751661, 0.0238969990252771, 0.0845513228569021, 0.0191774332233869, 0.2557240389176383, 0.0214292796815587, 1.4077305070538009, 0.0211853548564302, 1.1699503003116691, 0.0174405170030994, 0.0887142275213364, 0.0126101454716127, 0.126084452091006, 0.0240458672819735, 0.3055863768360266, 0.0184803126549612, 0.103394835138037, 0.0187832574197082, 0.1157944628142812, 0.0173896392072647, 0.5446792396333937, 0.018433507171949, 0.0099540629031399, 0.0165994068636489, 0.0872630785898812, 0.0251957011397622, 0.1082253475776337, 0.0250948106584655, 0.037955782625642, 0.0228319050432774, 0.1020025017022292, 0.021321462956886, 0.2827003209175533, 0.018430252920971, 0.4161404151312809, 0.0193660189881694, 0.168362132191418, 0.021140293239658, 0.0751351624722048, 0.0204836491236189, 0.3106439174659641, 0.01711340837765, 0.1422718285252989, 0.0197780292367348, 0.2929875273038386, 0.0228236967118511, 0.0615474763127408, 0.0186690685922716, 0.1548678670305201, 0.0202646002158219, 0.1928126662503619, 0.0185884051604916, 0.1512000960161295, 0.0224332437261272, 0.3926989098575477, 0.0219349711484882]|193790.9062500000000000|      0.03125000|[1178, 80, 0, 20]                                                          |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 120 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       8|[4.13918898640366, 0.0466311245647754, 0.1732204805333468, 0.0192727520696283, 1.6577568244583094, 0.028131518051998, 1.1899551533077781, 0.0266891501445412, 0.2887874159437422, 0.0163932578777379, 0.3225133613542991, 0.0260707492285562, 0.086933527404491, 0.0225916943109272, 0.2515277635412011, 0.0221220193611831, 1.41231268416882, 0.0281936300707785, 1.1708235114651637, 0.0255502025727424, 0.0917999183354718, 0.0116339482574149, 0.1206969389555395, 0.0217320356272562, 0.3087809862004683, 0.0192311010394293, 0.0989462874128746, 0.018053394205997, 0.1217423505953717, 0.0136325366316874, 0.5468085676983901, 0.0213554830893869, 0.007786819122756, 0.0107199154275931, 0.0838482603821677, 0.0300216484117376, 0.1067914824997262, 0.0295946507299916, 0.0343524178452474, 0.0241864841498977, 0.0993508904552238, 0.0227629796281272, 0.2822418044579655, 0.0183279904428341, 0.4134753602142319, 0.0167654146291855, 0.1728024057113953, 0.024304436893618, 0.0758328103196626, 0.0212787832934571, 0.3083653714847345, 0.0174034416441919, 0.1411248634867665, 0.0228524534235936, 0.2980296439847045, 0.0228668401503762, 0.0612649760848774, 0.0206159140857943, 0.1575113693249288, 0.0198038993967019, 0.2017182083481898, 0.0172404492238265, 0.1529063887655416, 0.022576984076442, 0.402148008006905, 0.0249721515165729]|166348.0781250000000000|      0.06250000|[1296, 88, 0, 22]                                                          |  | trying linear partial model with 61 points | iterate success | actual_k=4
       9|[4.13918898640366, 0.0466311245647754, 0.1732204805333468, 0.0192727520696283, 1.6577568244583094, 0.028131518051998, 1.1899551533077781, 0.0266891501445412, 0.2887874159437422, 0.0163932578777379, 0.3225133613542991, 0.0260707492285562, 0.086933527404491, 0.0225916943109272, 0.2515277635412011, 0.0221220193611831, 1.41231268416882, 0.0281936300707785, 1.1708235114651637, 0.0255502025727424, 0.0917999183354718, 0.0116339482574149, 0.1206969389555395, 0.0217320356272562, 0.3087809862004683, 0.0192311010394293, 0.0989462874128746, 0.018053394205997, 0.1217423505953717, 0.0136325366316874, 0.5468085676983901, 0.0213554830893869, 0.007786819122756, 0.0107199154275931, 0.0838482603821677, 0.0300216484117376, 0.1067914824997262, 0.0295946507299916, 0.0343524178452474, 0.0241864841498977, 0.0993508904552238, 0.0227629796281272, 0.2822418044579655, 0.0183279904428341, 0.4134753602142319, 0.0167654146291855, 0.1728024057113953, 0.024304436893618, 0.0758328103196626, 0.0212787832934571, 0.3083653714847345, 0.0174034416441919, 0.1411248634867665, 0.0228524534235936, 0.2980296439847045, 0.0228668401503762, 0.0612649760848774, 0.0206159140857943, 0.1575113693249288, 0.0198038993967019, 0.2017182083481898, 0.0172404492238265, 0.1529063887655416, 0.022576984076442, 0.402148008006905, 0.0249721515165729]|166348.0781250000000000|      0.03125000|[1472, 100, 0, 25]                                                         |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 119 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      10|[4.13690262012906, 0.0611585035958524, 0.1718748330084283, 0.0138654379831287, 1.6509524892778564, 0.033400343148263, 1.1915369885426834, 0.035841705160351, 0.2877573276487002, 0.0132854065823623, 0.3235359881286501, 0.0285100475133791, 0.0876301463409216, 0.026801844125132, 0.2500015678239474, 0.0234295615602015, 1.4138516120400273, 0.0306883590470267, 1.1716832480060577, 0.025842412462091, 0.0903220389018207, 0.0149304084140688, 0.1203154924052633, 0.0196082811896404, 0.3115073737839013, 0.0207957659395774, 0.0950766726452845, 0.0221082787181425, 0.1216770878834383, 0.0136984388559277, 0.5499695763348852, 0.0247539806974199, 0.0067162195839077, 0.0038532412360859, 0.076707564644273, 0.0352574955918782, 0.1101049039360732, 0.0333489886021714, 0.0361845189218679, 0.0242416596581616, 0.1043330055618726, 0.0213151964280836, 0.2775319822963161, 0.0241903626514473, 0.4115975754322685, 0.0186955512259526, 0.1655721217223286, 0.021752778220154, 0.0769470254365069, 0.0158965893640596, 0.305888662100851, 0.015884940788343, 0.138519117970739, 0.0221126021113619, 0.3000993600767102, 0.0263422502245282, 0.057033008153094, 0.0231951695838802, 0.1583207536718657, 0.0163770471350754, 0.1990500113849274, 0.0173939504811908, 0.1527443220948001, 0.0269900585915371, 0.3992686353517353, 0.0252678304496494]|146123.1718750000000000|      0.06250000|[1590, 108, 0, 27]                                                         |  | trying linear partial model with 61 points | iterate success | actual_k=4
