k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.68767445, 0.02, 0.66517383, 0.02, 0.61846733, 0.02, 1.3259634929, 0.02, 0.0031397524, 0.02, 1.2514485797, 0.02, 0.22808479, 0.02, 1.2292780682, 0.02, 4.5930868164, 0.02, 4.4542869847, 0.02, 0.081623463, 0.02, 0.24488622, 0.02, 0.71655957, 0.02, 0.2054035, 0.02, -0.06417439, 0.02, 1.4012533731, 0.02, 0.24229792, 0.02, 0.062398552, 0.02, 0.022390123, 0.02, 0.42469106, 0.02, 0.2663842, 0.02, 0.83631104, 0.02, 1.0284154369, 0.02, 0.79861676, 0.02, 0.24565285, 0.02, 0.50446046, 0.02, 0.27424189, 0.02, 0.38503953, 0.02, 0.16687777, 0.02, 0.29610949, 0.02, 0.18555224, 0.02, 0.0061555539, 0.02, 0.16187381, 0.02]|491558.0020187626359984|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.8981761350871212, 0.1625429900906143, 0.8025538695182379, 0.0423424521765847, 0.4849277021115602, -0.0638711587264419, 1.362730141747334, 0.04422896669468, 0.1010318614305862, 0.078400511743971, 1.3127547742697043, -0.1842877892064404, 0.5513020583342059, -0.0425164835311257, 1.1524929099603167, -0.1649461571297067, 4.591874153149509, 0.0783439977226777, 4.429739275645271, 0.040462068731128, 0.2621459918027543, -0.0906364820942322, 0.1665786944315928, -0.0993515760853679, 0.6992163309649448, 0.023180627521111, 0.145916320058761, 0.1054525393949104, -0.1447654112752541, 0.1119980882676913, 1.6690020277840647, 0.078865138526368, 0.1034594774272641, 0.1507950448020161, -0.1237664164091822, -0.0164196319221954, 0.0426686132052907, -0.0884342122331473, 0.4336078629903404, 0.1291745889423209, 0.3948718062299579, 0.0499657944879663, 0.7440008865358598, 0.1792155573420847, 1.0658272192917273, -0.0124777892505826, 1.02101071506872, 0.0665522439179987, 0.1751133947183046, -0.1282565846885289, 0.5845596635801165, 0.2584773887793516, 0.2431068059748437, -0.032965797899293, 0.6097315130351846, 0.0387207091136475, 0.1446983645171464, -0.0151999751484745, 0.3440346129240875, -0.1988429554070905, 0.4144568171536256, 0.0075256937487162, 0.1461815217637511, 0.0561499606188289, 0.3495526422748604, -0.0430230967305468]|171918.2500000000000000|      2.00000000|[43, 16, 0, 4]                                                             |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 23 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 33 points | iterate success | actual_k=4
       2|[0.8981761350871212, 0.1625429900906143, 0.8025538695182379, 0.0423424521765847, 0.4849277021115602, -0.0638711587264419, 1.362730141747334, 0.04422896669468, 0.1010318614305862, 0.078400511743971, 1.3127547742697043, -0.1842877892064404, 0.5513020583342059, -0.0425164835311257, 1.1524929099603167, -0.1649461571297067, 4.591874153149509, 0.0783439977226777, 4.429739275645271, 0.040462068731128, 0.2621459918027543, -0.0906364820942322, 0.1665786944315928, -0.0993515760853679, 0.6992163309649448, 0.023180627521111, 0.145916320058761, 0.1054525393949104, -0.1447654112752541, 0.1119980882676913, 1.6690020277840647, 0.078865138526368, 0.1034594774272641, 0.1507950448020161, -0.1237664164091822, -0.0164196319221954, 0.0426686132052907, -0.0884342122331473, 0.4336078629903404, 0.1291745889423209, 0.3948718062299579, 0.0499657944879663, 0.7440008865358598, 0.1792155573420847, 1.0658272192917273, -0.0124777892505826, 1.02101071506872, 0.0665522439179987, 0.1751133947183046, -0.1282565846885289, 0.5845596635801165, 0.2584773887793516, 0.2431068059748437, -0.032965797899293, 0.6097315130351846, 0.0387207091136475, 0.1446983645171464, -0.0151999751484745, 0.3440346129240875, -0.1988429554070905, 0.4144568171536256, 0.0075256937487162, 0.1461815217637511, 0.0561499606188289, 0.3495526422748604, -0.0430230967305468]|171918.2500000000000000|      1.00000000|[130, 48, 0, 12]                                                           |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 24 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 36 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 46 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 56 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 66 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 77 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       3|[0.9481540562426934, 0.1475879933778338, 0.7387866748815974, 0.0801968592054586, 0.3684934904916101, -0.0414539157914291, 1.3478813954043363, -0.2259090443078792, 0.3707956431946077, 0.2756697096909132, 1.3608624052767753, -0.0411472594698978, 0.7385591372375497, -0.0560690797275784, 1.46508816675474, -0.237346236229901, 4.827766576196213, 0.1662040942717931, 4.5191471537523675, 0.122235921729602, 0.2422374573369617, -0.1785518300446742, 0.101098505998969, 0.0228867766166603, 0.8718378714532565, -0.1183653854103689, 0.0949748442947039, -0.0453244658576633, -0.0351374500132657, 0.2539302040462272, 1.7987907809104016, 0.1403188894715243, 0.0002112571669273, 0.1264959818625782, -0.1637180676143939, -0.0592875668283014, 0.0394468117562901, -0.0354994099731252, 0.4687429082296433, 0.1435538375698612, 0.4595372396799173, -0.021620850294549, 0.7047036286777668, 0.2229211413741404, 1.2070418828443443, 0.0904719111740205, 1.1602834457799247, 0.2052135832930624, -0.0111127097273187, -0.1457456228603198, 0.7374445302727564, 0.5359405977354398, 0.2716060861883196, -0.1391839464094192, 0.5497072075684394, 0.1550165375073216, 0.119512939860347, -0.2512827896180397, 0.2243724380388921, -0.27820296859862, 0.2453421641088894, 0.047234981632168, 0.1105382320793493, -0.0711356866989869, 0.3124967678745028, -0.1269315373935834]|84060.4375000000000000|      2.00000000|[154, 56, 0, 14]                                                           |  | trying linear partial model with 13 points | iterate success | actual_k=4
       4|[0.9481540562426934, 0.1475879933778338, 0.7387866748815974, 0.0801968592054586, 0.3684934904916101, -0.0414539157914291, 1.3478813954043363, -0.2259090443078792, 0.3707956431946077, 0.2756697096909132, 1.3608624052767753, -0.0411472594698978, 0.7385591372375497, -0.0560690797275784, 1.46508816675474, -0.237346236229901, 4.827766576196213, 0.1662040942717931, 4.5191471537523675, 0.122235921729602, 0.2422374573369617, -0.1785518300446742, 0.101098505998969, 0.0228867766166603, 0.8718378714532565, -0.1183653854103689, 0.0949748442947039, -0.0453244658576633, -0.0351374500132657, 0.2539302040462272, 1.7987907809104016, 0.1403188894715243, 0.0002112571669273, 0.1264959818625782, -0.1637180676143939, -0.0592875668283014, 0.0394468117562901, -0.0354994099731252, 0.4687429082296433, 0.1435538375698612, 0.4595372396799173, -0.021620850294549, 0.7047036286777668, 0.2229211413741404, 1.2070418828443443, 0.0904719111740205, 1.1602834457799247, 0.2052135832930624, -0.0111127097273187, -0.1457456228603198, 0.7374445302727564, 0.5359405977354398, 0.2716060861883196, -0.1391839464094192, 0.5497072075684394, 0.1550165375073216, 0.119512939860347, -0.2512827896180397, 0.2243724380388921, -0.27820296859862, 0.2453421641088894, 0.047234981632168, 0.1105382320793493, -0.0711356866989869, 0.3124967678745028, -0.1269315373935834]|84060.4375000000000000|      1.00000000|[243, 88, 0, 22]                                                           |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 24 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 35 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 47 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 57 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 68 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 78 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       5|[0.9481540562426934, 0.1475879933778338, 0.7387866748815974, 0.0801968592054586, 0.3684934904916101, -0.0414539157914291, 1.3478813954043363, -0.2259090443078792, 0.3707956431946077, 0.2756697096909132, 1.3608624052767753, -0.0411472594698978, 0.7385591372375497, -0.0560690797275784, 1.46508816675474, -0.237346236229901, 4.827766576196213, 0.1662040942717931, 4.5191471537523675, 0.122235921729602, 0.2422374573369617, -0.1785518300446742, 0.101098505998969, 0.0228867766166603, 0.8718378714532565, -0.1183653854103689, 0.0949748442947039, -0.0453244658576633, -0.0351374500132657, 0.2539302040462272, 1.7987907809104016, 0.1403188894715243, 0.0002112571669273, 0.1264959818625782, -0.1637180676143939, -0.0592875668283014, 0.0394468117562901, -0.0354994099731252, 0.4687429082296433, 0.1435538375698612, 0.4595372396799173, -0.021620850294549, 0.7047036286777668, 0.2229211413741404, 1.2070418828443443, 0.0904719111740205, 1.1602834457799247, 0.2052135832930624, -0.0111127097273187, -0.1457456228603198, 0.7374445302727564, 0.5359405977354398, 0.2716060861883196, -0.1391839464094192, 0.5497072075684394, 0.1550165375073216, 0.119512939860347, -0.2512827896180397, 0.2243724380388921, -0.27820296859862, 0.2453421641088894, 0.047234981632168, 0.1105382320793493, -0.0711356866989869, 0.3124967678745028, -0.1269315373935834]|84060.4375000000000000|      0.50000000|[332, 120, 1, 31]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 23 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 33 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 44 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 56 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 66 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | trying linear partial model with 79 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       6|[0.9481540562426934, 0.1475879933778338, 0.7387866748815974, 0.0801968592054586, 0.3684934904916101, -0.0414539157914291, 1.3478813954043363, -0.2259090443078792, 0.3707956431946077, 0.2756697096909132, 1.3608624052767753, -0.0411472594698978, 0.7385591372375497, -0.0560690797275784, 1.46508816675474, -0.237346236229901, 4.827766576196213, 0.1662040942717931, 4.5191471537523675, 0.122235921729602, 0.2422374573369617, -0.1785518300446742, 0.101098505998969, 0.0228867766166603, 0.8718378714532565, -0.1183653854103689, 0.0949748442947039, -0.0453244658576633, -0.0351374500132657, 0.2539302040462272, 1.7987907809104016, 0.1403188894715243, 0.0002112571669273, 0.1264959818625782, -0.1637180676143939, -0.0592875668283014, 0.0394468117562901, -0.0354994099731252, 0.4687429082296433, 0.1435538375698612, 0.4595372396799173, -0.021620850294549, 0.7047036286777668, 0.2229211413741404, 1.2070418828443443, 0.0904719111740205, 1.1602834457799247, 0.2052135832930624, -0.0111127097273187, -0.1457456228603198, 0.7374445302727564, 0.5359405977354398, 0.2716060861883196, -0.1391839464094192, 0.5497072075684394, 0.1550165375073216, 0.119512939860347, -0.2512827896180397, 0.2243724380388921, -0.27820296859862, 0.2453421641088894, 0.047234981632168, 0.1105382320793493, -0.0711356866989869, 0.3124967678745028, -0.1269315373935834]|84060.4375000000000000|      0.25000000|[415, 152, 1, 39]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 23 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 33 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 43 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 53 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 63 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 74 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       7|[0.9481540562426934, 0.1475879933778338, 0.7387866748815974, 0.0801968592054586, 0.3684934904916101, -0.0414539157914291, 1.3478813954043363, -0.2259090443078792, 0.3707956431946077, 0.2756697096909132, 1.3608624052767753, -0.0411472594698978, 0.7385591372375497, -0.0560690797275784, 1.46508816675474, -0.237346236229901, 4.827766576196213, 0.1662040942717931, 4.5191471537523675, 0.122235921729602, 0.2422374573369617, -0.1785518300446742, 0.101098505998969, 0.0228867766166603, 0.8718378714532565, -0.1183653854103689, 0.0949748442947039, -0.0453244658576633, -0.0351374500132657, 0.2539302040462272, 1.7987907809104016, 0.1403188894715243, 0.0002112571669273, 0.1264959818625782, -0.1637180676143939, -0.0592875668283014, 0.0394468117562901, -0.0354994099731252, 0.4687429082296433, 0.1435538375698612, 0.4595372396799173, -0.021620850294549, 0.7047036286777668, 0.2229211413741404, 1.2070418828443443, 0.0904719111740205, 1.1602834457799247, 0.2052135832930624, -0.0111127097273187, -0.1457456228603198, 0.7374445302727564, 0.5359405977354398, 0.2716060861883196, -0.1391839464094192, 0.5497072075684394, 0.1550165375073216, 0.119512939860347, -0.2512827896180397, 0.2243724380388921, -0.27820296859862, 0.2453421641088894, 0.047234981632168, 0.1105382320793493, -0.0711356866989869, 0.3124967678745028, -0.1269315373935834]|84060.4375000000000000|      0.12500000|[503, 184, 2, 48]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 23 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 34 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 44 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 55 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 66 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | trying linear partial model with 79 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       8|[0.9484446465550936, 0.1671217158217236, 0.7284902279231149, 0.057044001326412, 0.3627991343889607, -0.0255835965818899, 1.327041862916012, -0.2260405728970497, 0.4055454254300682, 0.2807885353255571, 1.3689998069105502, -0.0611496770787727, 0.7368049584196091, -0.0645378439519431, 1.4853583522492724, -0.2242210664294891, 4.809579241748467, 0.1530018981241644, 4.510194265937711, 0.12649184039859, 0.2496876500529269, -0.1964532525441907, 0.0960140560785523, 0.0238307403251762, 0.8577457494565173, -0.1224056650788692, 0.096384614303042, -0.0139464438606338, -0.0512534572018099, 0.2689533702490723, 1.8048625142734545, 0.1472159971902706, 0.0205012922629932, 0.1480620214669406, -0.1838018511184306, -0.039936084658347, 0.0368737689299419, -0.0720363361560405, 0.4606413180828807, 0.1211866768321053, 0.4575922354356634, -0.0540809158834591, 0.7065675110454752, 0.2336162054723373, 1.21282740130359, 0.0726344154299666, 1.1679803810546165, 0.1959000561310554, 0.0156936785875722, -0.1416807601593628, 0.7611010422785356, 0.5495362386701672, 0.260606338659204, -0.1324941270261299, 0.5466099192807561, 0.1312132826726056, 0.1097236641880718, -0.2754980732334393, 0.2360385907823681, -0.2779600039173513, 0.2488545479371282, 0.0530594284054859, 0.1002474108294879, -0.0615378279185441, 0.3063129959295706, -0.1131534036298621]|80552.8828125000000000|      0.25000000|[525, 192, 2, 50]                                                          |  | trying linear partial model with 13 points | iterate success | actual_k=4
       9|[0.9484446465550936, 0.1671217158217236, 0.7284902279231149, 0.057044001326412, 0.3627991343889607, -0.0255835965818899, 1.327041862916012, -0.2260405728970497, 0.4055454254300682, 0.2807885353255571, 1.3689998069105502, -0.0611496770787727, 0.7368049584196091, -0.0645378439519431, 1.4853583522492724, -0.2242210664294891, 4.809579241748467, 0.1530018981241644, 4.510194265937711, 0.12649184039859, 0.2496876500529269, -0.1964532525441907, 0.0960140560785523, 0.0238307403251762, 0.8577457494565173, -0.1224056650788692, 0.096384614303042, -0.0139464438606338, -0.0512534572018099, 0.2689533702490723, 1.8048625142734545, 0.1472159971902706, 0.0205012922629932, 0.1480620214669406, -0.1838018511184306, -0.039936084658347, 0.0368737689299419, -0.0720363361560405, 0.4606413180828807, 0.1211866768321053, 0.4575922354356634, -0.0540809158834591, 0.7065675110454752, 0.2336162054723373, 1.21282740130359, 0.0726344154299666, 1.1679803810546165, 0.1959000561310554, 0.0156936785875722, -0.1416807601593628, 0.7611010422785356, 0.5495362386701672, 0.260606338659204, -0.1324941270261299, 0.5466099192807561, 0.1312132826726056, 0.1097236641880718, -0.2754980732334393, 0.2360385907823681, -0.2779600039173513, 0.2488545479371282, 0.0530594284054859, 0.1002474108294879, -0.0615378279185441, 0.3063129959295706, -0.1131534036298621]|80552.8828125000000000|      0.12500000|[609, 224, 2, 58]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 24 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 34 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 45 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 55 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 75 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      10|[0.9325746312985228, 0.1520500440955377, 0.7547052187490981, 0.0780689237261419, 0.3615676933246505, -0.0461612033350552, 1.3431402489530992, -0.229713840961122, 0.4048778763995478, 0.2890815408222909, 1.3640856601938398, -0.0783303663524227, 0.7379540226840355, -0.0525954774920035, 1.4897113237489592, -0.2023375232590386, 4.8117478404220115, 0.1633930411439137, 4.502023048753995, 0.14823067178488, 0.2256643927839838, -0.1965122116634742, 0.1077965835986567, 0.0499408241292164, 0.8244502675488051, -0.1519839739284778, 0.0987656982335883, -0.0279298812028548, -0.0463334036216572, 0.3070920939247344, 1.7769094816829465, 0.1657885716049992, 0.0056093646068034, 0.1369259520403593, -0.1580747494401273, -0.0551965988661772, 0.0484045692250409, -0.0761681744320178, 0.4400344213847682, 0.1212072473399863, 0.4589954054372826, -0.0476697276981577, 0.7038044697163658, 0.2356906919123666, 1.1959395651635, 0.0703951795643914, 1.1719353825177383, 0.2053219448406048, 0.0203624970390658, -0.1586877042758991, 0.7517776773732928, 0.5614681174175793, 0.2612232597831203, -0.1467760032194032, 0.5392431952385941, 0.1440153961310937, 0.1127300474865188, -0.2695586964266329, 0.2373392474117039, -0.2695143985598112, 0.2420219046700112, 0.0292138816307305, 0.0759660381492744, -0.070590092916356, 0.277743541444239, -0.1120372614663682]|71691.8515625000000000|      0.25000000|[633, 232, 2, 60]                                                          |  | trying linear partial model with 13 points | iterate success | actual_k=4
