k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1000.0, 1000.0, 400.0, 40.0, 0.7, 0.3, 0.03]                                   |4528124.6035751951858401|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1000.0, 1000.0, 400.0, 40.0, 0.7, 0.3, 0.03]                                   |4528124.6035751951858401|      0.50000000|[13, 4, 1, 2]                                                              |  | used linear model with 17 points | iterate failure | actual_k=4
       2|[1000.0, 1000.0, 400.0, 40.0, 0.7, 0.3, 0.03]                                   |4528124.6035751951858401|      0.25000000|[26, 8, 2, 4]                                                              |  | used linear model with 17 points | iterate failure | actual_k=4
       3|[1000.0, 1000.0, 400.0, 40.0, 0.7, 0.3, 0.03]                                   |4528124.6035751951858401|      0.12500000|[39, 12, 3, 6]                                                             |  | used linear model with 17 points | iterate failure | actual_k=4
       4|[1000.0, 1000.0, 400.0, 40.0, 0.7, 0.3, 0.03]                                   |4528124.6035751951858401|      0.06250000|[52, 16, 4, 8]                                                             |  | used linear model with 17 points | iterate failure | actual_k=4
       5|[1000.0, 1000.0, 400.0, 40.0, 0.7, 0.3, 0.03]                                   |4528124.6035751951858401|      0.03125000|[65, 20, 5, 10]                                                            |  | used linear model with 17 points | iterate failure | actual_k=4
       6|[1000.0, 1000.0, 400.0, 40.0, 0.7, 0.3, 0.03]                                   |4528124.6035751951858401|      0.01562500|[78, 24, 6, 12]                                                            |  | used linear model with 17 points | iterate failure | actual_k=4
       7|[999.9956950446061, 1000.0003118231435, 399.99762185946065, 39.997864559761915, 0.6982756867447224, 0.305193351912412, 0.0163856350621874]|2549494.0197144388221204|      0.03125000|[91, 28, 7, 14]                                                            |  | used linear model with 17 points | iterate success | actual_k=4
       8|[999.9956950446061, 1000.0003118231435, 399.99762185946065, 39.997864559761915, 0.6982756867447224, 0.305193351912412, 0.0163856350621874]|2549494.0197144388221204|      0.01562500|[104, 32, 8, 16]                                                           |  | used linear model with 17 points | iterate failure | actual_k=4
       9|[999.9952335923588, 999.9986467026214, 399.9993446660732, 39.99604141951588, 0.6962434936565359, 0.3104871262971983, 0.0021480333854809]|1861498.9352555326186121|      0.03125000|[117, 36, 9, 18]                                                           |  | used linear model with 17 points | iterate success | actual_k=4
      10|[1000.0015056602531, 999.997053460684, 399.99873831931586, 39.997919599074145, 0.691072502355033, 0.3177204485306404, -0.027036379030076]|1466506.0273751695640385|      0.06250000|[130, 40, 10, 20]                                                          |  | used linear model with 17 points | iterate success | actual_k=4
      11|[1000.0015056602531, 999.997053460684, 399.99873831931586, 39.997919599074145, 0.691072502355033, 0.3177204485306404, -0.027036379030076]|1466506.0273751695640385|      0.03125000|[143, 44, 11, 22]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      12|[1000.0043995355649, 999.9999233955275, 399.994834920043, 39.99728394032105, 0.6980911835216972, 0.3065426163811678, -0.0547871457737049]|1383154.5973030587192625|      0.06250000|[156, 48, 12, 24]                                                          |  | used linear model with 17 points | iterate success | actual_k=4
      13|[1000.0043995355649, 999.9999233955275, 399.994834920043, 39.99728394032105, 0.6980911835216972, 0.3065426163811678, -0.0547871457737049]|1383154.5973030587192625|      0.03125000|[169, 52, 13, 26]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      14|[1000.0055471681128, 999.9929530444141, 399.9929272797062, 40.002465231125505, 0.7197461308336077, 0.2976278451971991, -0.0361386903284905]|1349501.5315304799005389|      0.06250000|[182, 56, 14, 28]                                                          |  | used linear model with 17 points | iterate success | actual_k=4
      15|[1000.0055471681128, 999.9929530444141, 399.9929272797062, 40.002465231125505, 0.7197461308336077, 0.2976278451971991, -0.0361386903284905]|1349501.5315304799005389|      0.03125000|[195, 60, 15, 30]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      16|[1000.0014469020626, 999.9966588213784, 399.9957050517679, 40.00465660148076, 0.7275685814069577, 0.2957659427399958, -0.0656148162614281]|1309876.1028533854987472|      0.06250000|[208, 64, 16, 32]                                                          |  | used linear model with 17 points | iterate success | actual_k=4
      17|[1000.0014469020626, 999.9966588213784, 399.9957050517679, 40.00465660148076, 0.7275685814069577, 0.2957659427399958, -0.0656148162614281]|1309876.1028533854987472|      0.03125000|[221, 68, 17, 34]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      18|[1000.0014469020626, 999.9966588213784, 399.9957050517679, 40.00465660148076, 0.7275685814069577, 0.2957659427399958, -0.0656148162614281]|1309876.1028533854987472|      0.01562500|[234, 72, 18, 36]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      19|[1000.0076265158083, 999.990388168132, 399.99174812385945, 40.01142715072652, 0.7311706286766687, 0.2968794269970153, -0.0560796340643929]|1285403.4838437486905605|      0.03125000|[247, 76, 19, 38]                                                          |  | used linear model with 17 points | iterate success | actual_k=4
      20|[1000.0024526617033, 999.9902223569127, 400.0037803734501, 40.01401708645521, 0.7524444990917329, 0.2797033044306466, -0.0631990929059647]|1222787.6731354738585651|      0.06250000|[260, 80, 20, 40]                                                          |  | used linear model with 17 points | iterate success | actual_k=4
      21|[1000.0024526617033, 999.9902223569127, 400.0037803734501, 40.01401708645521, 0.7524444990917329, 0.2797033044306466, -0.0631990929059647]|1222787.6731354738585651|      0.03125000|[273, 84, 21, 42]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      22|[1000.0024526617033, 999.9902223569127, 400.0037803734501, 40.01401708645521, 0.7524444990917329, 0.2797033044306466, -0.0631990929059647]|1222787.6731354738585651|      0.01562500|[286, 88, 22, 44]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      23|[1000.0038176357664, 999.9911902607529, 400.0038318128351, 40.01578962832087, 0.7664643279881294, 0.2776413138770275, -0.0570844649565475]|1194312.7836482916027308|      0.03125000|[299, 92, 23, 46]                                                          |  | used linear model with 17 points | iterate success | actual_k=4
      24|[1000.0038176357664, 999.9911902607529, 400.0038318128351, 40.01578962832087, 0.7664643279881294, 0.2776413138770275, -0.0570844649565475]|1194312.7836482916027308|      0.01562500|[312, 96, 24, 48]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      25|[1000.0018604288613, 999.9914543778626, 399.9995860991349, 40.01362664936957, 0.7802573731203916, 0.2735437203465366, -0.0603244153811274]|1166327.9304170387331396|      0.03125000|[325, 100, 25, 50]                                                         |  | used linear model with 17 points | iterate success | actual_k=4
      26|[1000.0208987642116, 999.9772236744304, 400.0003086597377, 40.01384553167263, 0.7987813140383727, 0.2740722645200797, -0.0685466789108116]|1128642.7740445414092392|      0.06250000|[338, 104, 26, 52]                                                         |  | used linear model with 17 points | iterate success | actual_k=4
      27|[1000.0208987642116, 999.9772236744304, 400.0003086597377, 40.01384553167263, 0.7987813140383727, 0.2740722645200797, -0.0685466789108116]|1128642.7740445414092392|      0.03125000|[351, 108, 27, 54]                                                         |  | used linear model with 17 points | iterate failure | actual_k=4
      28|[1000.0274057339524, 999.9794373560576, 400.0033898937969, 40.01468726012637, 0.8268295458848919, 0.2782936743790769, -0.0792516000882385]|1086146.5522890344727784|      0.06250000|[364, 112, 28, 56]                                                         |  | used linear model with 17 points | iterate success | actual_k=4
      29|[1000.0274057339524, 999.9794373560576, 400.0033898937969, 40.01468726012637, 0.8268295458848919, 0.2782936743790769, -0.0792516000882385]|1086146.5522890344727784|      0.03125000|[377, 116, 29, 58]                                                         |  | used linear model with 17 points | iterate failure | actual_k=4
