k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.01, 0.02, 0.03, 0.04, 0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2, 0.21, 0.22, 0.23, 0.24, 0.25, 0.26, 0.27, 0.28, 0.29, 0.3, 0.31, 0.32, 0.33, 0.34, 0.35, 0.36, 0.37, 0.38, 0.39, 0.4, 0.41, 0.42, 0.43, 0.44, 0.45, 0.46, 0.47, 0.48, 0.49, 0.5, 0.51, 0.52, 0.53, 0.54, 0.55, 0.56, 0.57, 0.58, 0.59, 0.6, 0.61, 0.62, 0.63, 0.64, 0.65, 0.66, 0.67, 0.68, 0.69, 0.7, 0.71, 0.72, 0.73, 0.74, 0.75, 0.76, 0.77, 0.78, 0.79, 0.8, 0.81, 0.82, 0.83, 0.84, 0.85, 0.86, 0.87, 0.88, 0.89, 0.9, 0.91, 0.92, 0.93, 0.94, 0.95, 0.96, 0.97, 0.98, 0.99, 1.0]|-56.4814000545650217|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0932262638948504, -0.1170485645755893, 0.0275148672321417, -0.0049812914637757, 0.0347450805668946, -0.0526271940480372, 0.0505333716522017, 0.0051892849062978, 0.0520136575110463, -0.0325268569842793, 0.1645589763210142, 0.1364897075698298, 0.0027063209784045, 0.2337343964680372, 0.1005050922105963, 0.1428965383668919, 0.3065806657454784, 0.3518796147373754, 0.2451039706049229, 0.1773820231706113, 0.2652270105197608, 0.0657833972414149, 0.3679697051208861, 0.2232046252494575, 0.2356373059332076, 0.3376372778954657, 0.2904737990948839, 0.3302865796869601, 0.1894588336772994, 0.2590299288785204, 0.1612304273356392, 0.2546509600325643, 0.2979849347307194, 0.3284387701677129, 0.194864819537683, 0.410431934248769, 0.2904894022460901, 0.5060215396761, 0.2897932383389791, 0.4427267891800793, 0.4446126398303777, 0.3831676551964814, 0.4908695374464299, 0.2127783817932257, 0.4398601100275917, 0.4309433199686898, 0.6540172489923127, 0.3507235251643914, 0.5594817383855306, 0.4964157694961052, 0.3091646902801357, 0.4826831211976382, 0.4324287353197165, 0.6290036048228883, 0.48846249255356, 0.4066155499203196, 0.6494578726190018, 0.5182251867242741, 0.5599781465869039, 0.4424166261209339, 0.6565963968172975, 0.5832623530929185, 0.506659722093927, 0.6182130526698485, 0.7026035679617167, 0.6045506140940246, 0.6352909775738944, 0.6503933823211724, 0.722852036442473, 0.8204685359956244, 0.8834027210548346, 0.7228741292950017, 0.9526095733422584, 0.7206766459989716, 0.8966033404052124, 0.6911364636102538, 0.6834625887382956, 0.6839224113851295, 0.7766982209279726, 0.787630428487694, 0.8098645358609836, 1.038171006978678, 0.8765670497888582, 0.8839943795269138, 1.0290026631933884, 0.9765942244509102, 0.9900112585273051, 0.8756051309923203, 1.1045330060472482, 0.9828005612911119, 1.0052475936655474, 1.043064252210978, 0.911043639044187, 0.9007383877293336, 1.0439944992505967, 0.9146285231515305, 0.9826000987204874, 1.1932533703173767, 1.1672357177433406, 1.1223247956652171]|-92.7380713537414891|      2.00000000|[85, 28, 1, 8]                                                             |  | used linear model with 113 points | iterate success | actual_k=4
       2|[0.1106695714738812, -0.0360836291793066, 0.1984660484173117, -0.1977800572549068, -0.4710027452347282, 0.4153650240087748, 0.211659604825939, -0.1097040551014758, 0.0067207688436566, -0.2695928814875135, 0.0009385354821929, 0.1845572105080731, -0.3002857262632938, 0.0811810215002308, 0.1992684660468215, 0.3398217724462181, 0.5704372231694517, 0.2822961125478082, 0.3875515691105941, 0.3446103136814732, 0.3967336271071875, 0.1104770801897888, 0.8139220039064345, -0.0551636497527241, -0.0080262751549301, 0.6286574510213385, 0.4473546447768018, 0.5368735701541166, 0.4775651935253679, 0.0951822060420287, -0.1917237766779155, 0.079423135959209, 0.2107867971462187, 0.5336294870603483, 0.1079527383467167, 0.3430059569387145, 0.3782079138703278, 0.3396593311312424, 0.4505836853717842, 0.3044121290007452, 0.4060364442432122, 0.0581514138433104, 0.5093206959559828, 0.2449003003243369, 0.2127360980940496, 0.2362258387759566, 0.4969382733796914, 0.3046296224248066, 0.4894462773670359, 0.2012716570876754, 0.2336825008041575, 0.6024802251598089, 0.0021135191134355, 0.7381888439646669, 0.5707650725577319, 0.3958761847503091, 1.0441391644282136, 0.4419694480414352, 0.8756085706925515, 0.7778348741269904, 1.0299149891333743, 0.7589463691375989, 0.5962515360922952, 0.7021606165703598, 0.8167360400840271, 0.6811713929735329, 0.4750745565912237, 0.8597104845190756, 0.8435419827265972, 0.7778520300741595, 0.7052007423919104, 1.0031571856263293, 0.8424706807195752, 0.7479911999871615, 0.739862041505227, 0.5459847693036797, 0.8214738556883908, 0.4574295161541436, 0.7119971837369881, 0.7518007044555961, 0.5746811372426386, 0.9537964082642141, 1.039651537882433, 0.8644500364832602, 1.2528272321941067, 1.054400544105106, 1.0396567562247678, 0.667753262445458, 1.3201589601462265, 1.1593901393529342, 1.060476544771595, 1.1061834604047232, 0.6946154441806963, 1.1346221694836294, 1.210415892624619, 1.2219250486958517, 1.2764920017959582, 1.449705294624712, 1.1631267723380427, 1.2765438922792818]|-182.0985476143029871|      4.00000000|[170, 56, 2, 16]                                                           |  | used linear model with 113 points | iterate success | actual_k=4
       3|[0.1106695714738812, -0.0360836291793066, 0.1984660484173117, -0.1977800572549068, -0.4710027452347282, 0.4153650240087748, 0.211659604825939, -0.1097040551014758, 0.0067207688436566, -0.2695928814875135, 0.0009385354821929, 0.1845572105080731, -0.3002857262632938, 0.0811810215002308, 0.1992684660468215, 0.3398217724462181, 0.5704372231694517, 0.2822961125478082, 0.3875515691105941, 0.3446103136814732, 0.3967336271071875, 0.1104770801897888, 0.8139220039064345, -0.0551636497527241, -0.0080262751549301, 0.6286574510213385, 0.4473546447768018, 0.5368735701541166, 0.4775651935253679, 0.0951822060420287, -0.1917237766779155, 0.079423135959209, 0.2107867971462187, 0.5336294870603483, 0.1079527383467167, 0.3430059569387145, 0.3782079138703278, 0.3396593311312424, 0.4505836853717842, 0.3044121290007452, 0.4060364442432122, 0.0581514138433104, 0.5093206959559828, 0.2449003003243369, 0.2127360980940496, 0.2362258387759566, 0.4969382733796914, 0.3046296224248066, 0.4894462773670359, 0.2012716570876754, 0.2336825008041575, 0.6024802251598089, 0.0021135191134355, 0.7381888439646669, 0.5707650725577319, 0.3958761847503091, 1.0441391644282136, 0.4419694480414352, 0.8756085706925515, 0.7778348741269904, 1.0299149891333743, 0.7589463691375989, 0.5962515360922952, 0.7021606165703598, 0.8167360400840271, 0.6811713929735329, 0.4750745565912237, 0.8597104845190756, 0.8435419827265972, 0.7778520300741595, 0.7052007423919104, 1.0031571856263293, 0.8424706807195752, 0.7479911999871615, 0.739862041505227, 0.5459847693036797, 0.8214738556883908, 0.4574295161541436, 0.7119971837369881, 0.7518007044555961, 0.5746811372426386, 0.9537964082642141, 1.039651537882433, 0.8644500364832602, 1.2528272321941067, 1.054400544105106, 1.0396567562247678, 0.667753262445458, 1.3201589601462265, 1.1593901393529342, 1.060476544771595, 1.1061834604047232, 0.6946154441806963, 1.1346221694836294, 1.210415892624619, 1.2219250486958517, 1.2764920017959582, 1.449705294624712, 1.1631267723380427, 1.2765438922792818]|-182.0985476143029871|      2.00000000|[255, 84, 3, 24]                                                           |  | used linear model with 113 points | iterate failure | actual_k=4
       4|[0.1106695714738812, -0.0360836291793066, 0.1984660484173117, -0.1977800572549068, -0.4710027452347282, 0.4153650240087748, 0.211659604825939, -0.1097040551014758, 0.0067207688436566, -0.2695928814875135, 0.0009385354821929, 0.1845572105080731, -0.3002857262632938, 0.0811810215002308, 0.1992684660468215, 0.3398217724462181, 0.5704372231694517, 0.2822961125478082, 0.3875515691105941, 0.3446103136814732, 0.3967336271071875, 0.1104770801897888, 0.8139220039064345, -0.0551636497527241, -0.0080262751549301, 0.6286574510213385, 0.4473546447768018, 0.5368735701541166, 0.4775651935253679, 0.0951822060420287, -0.1917237766779155, 0.079423135959209, 0.2107867971462187, 0.5336294870603483, 0.1079527383467167, 0.3430059569387145, 0.3782079138703278, 0.3396593311312424, 0.4505836853717842, 0.3044121290007452, 0.4060364442432122, 0.0581514138433104, 0.5093206959559828, 0.2449003003243369, 0.2127360980940496, 0.2362258387759566, 0.4969382733796914, 0.3046296224248066, 0.4894462773670359, 0.2012716570876754, 0.2336825008041575, 0.6024802251598089, 0.0021135191134355, 0.7381888439646669, 0.5707650725577319, 0.3958761847503091, 1.0441391644282136, 0.4419694480414352, 0.8756085706925515, 0.7778348741269904, 1.0299149891333743, 0.7589463691375989, 0.5962515360922952, 0.7021606165703598, 0.8167360400840271, 0.6811713929735329, 0.4750745565912237, 0.8597104845190756, 0.8435419827265972, 0.7778520300741595, 0.7052007423919104, 1.0031571856263293, 0.8424706807195752, 0.7479911999871615, 0.739862041505227, 0.5459847693036797, 0.8214738556883908, 0.4574295161541436, 0.7119971837369881, 0.7518007044555961, 0.5746811372426386, 0.9537964082642141, 1.039651537882433, 0.8644500364832602, 1.2528272321941067, 1.054400544105106, 1.0396567562247678, 0.667753262445458, 1.3201589601462265, 1.1593901393529342, 1.060476544771595, 1.1061834604047232, 0.6946154441806963, 1.1346221694836294, 1.210415892624619, 1.2219250486958517, 1.2764920017959582, 1.449705294624712, 1.1631267723380427, 1.2765438922792818]|-182.0985476143029871|      1.00000000|[340, 112, 4, 32]                                                          |  | used linear model with 113 points | iterate failure | actual_k=4
       5|[0.1294116781795734, -0.1862464933143181, 0.3642846338667065, -0.1459670554330149, -0.5567825770430239, 0.5689201312439429, 0.3745548007230393, -0.1927095445212482, 0.0476924878940451, -0.3114465700252482, -0.0492661571647781, 0.1305364044233885, -0.2921566066801325, 0.105980830830951, 0.1222905677380605, 0.2467260222711513, 0.4798324858254964, 0.2346083644721817, 0.4508271689471063, 0.4622469337010346, 0.525626848674843, 0.0170200778736402, 0.9493626094385288, -0.0012766938271425, 0.1753293838933435, 0.7058674982018653, 0.413429765935263, 0.644041612762367, 0.4998730118832571, 0.0471779787090972, -0.2713454188945554, -0.053323149875085, 0.1615647963865846, 0.5088910894938343, 0.0036616944455204, 0.42708899034723, 0.409026551151751, 0.456319519628606, 0.477364634866937, 0.3236057074301944, 0.4025494355565389, 0.0338569530062471, 0.4445520000475025, 0.348112595521606, 0.1442085105961505, 0.2377997655264291, 0.471840235957847, 0.3587005839782025, 0.4067342558711712, 0.2918730494667433, 0.1506843746597789, 0.6446474597808493, -0.0297283365222607, 0.6998956815666151, 0.468282154086069, 0.5876270830356011, 0.9800517653479806, 0.4662832811243481, 1.0484961298493893, 0.735343026999178, 1.1689022458368632, 0.4983105829926288, 0.6314818889941914, 0.6623210475222444, 0.7073101093956625, 0.6248816592160616, 0.5210281274128735, 0.9360879070049631, 0.8635276517571435, 0.8678970097868602, 0.6606226497933633, 1.0755603197356702, 0.901158420192446, 0.7375535744177873, 0.8245941668492991, 0.5427938910818048, 0.965520219947533, 0.4631434364466393, 0.8915703466296367, 0.7031986388683574, 0.5370170136069199, 0.8503780073883549, 1.1346071641635103, 0.7977348462412985, 1.5077794398679765, 1.1801718565352988, 0.9444246317061605, 0.5581881925695897, 1.3896546689629163, 1.246153654360439, 1.0639176027405406, 1.281130005701138, 0.4820923953622869, 0.9665227032395254, 1.3256816364532957, 1.4284907010053207, 1.4385151034265937, 1.5358803408718489, 1.1076738648584397, 1.328565674866856]|-253.2476574854199214|      2.00000000|[425, 140, 5, 40]                                                          |  | used linear model with 113 points | iterate success | actual_k=4
       6|[0.1294116781795734, -0.1862464933143181, 0.3642846338667065, -0.1459670554330149, -0.5567825770430239, 0.5689201312439429, 0.3745548007230393, -0.1927095445212482, 0.0476924878940451, -0.3114465700252482, -0.0492661571647781, 0.1305364044233885, -0.2921566066801325, 0.105980830830951, 0.1222905677380605, 0.2467260222711513, 0.4798324858254964, 0.2346083644721817, 0.4508271689471063, 0.4622469337010346, 0.525626848674843, 0.0170200778736402, 0.9493626094385288, -0.0012766938271425, 0.1753293838933435, 0.7058674982018653, 0.413429765935263, 0.644041612762367, 0.4998730118832571, 0.0471779787090972, -0.2713454188945554, -0.053323149875085, 0.1615647963865846, 0.5088910894938343, 0.0036616944455204, 0.42708899034723, 0.409026551151751, 0.456319519628606, 0.477364634866937, 0.3236057074301944, 0.4025494355565389, 0.0338569530062471, 0.4445520000475025, 0.348112595521606, 0.1442085105961505, 0.2377997655264291, 0.471840235957847, 0.3587005839782025, 0.4067342558711712, 0.2918730494667433, 0.1506843746597789, 0.6446474597808493, -0.0297283365222607, 0.6998956815666151, 0.468282154086069, 0.5876270830356011, 0.9800517653479806, 0.4662832811243481, 1.0484961298493893, 0.735343026999178, 1.1689022458368632, 0.4983105829926288, 0.6314818889941914, 0.6623210475222444, 0.7073101093956625, 0.6248816592160616, 0.5210281274128735, 0.9360879070049631, 0.8635276517571435, 0.8678970097868602, 0.6606226497933633, 1.0755603197356702, 0.901158420192446, 0.7375535744177873, 0.8245941668492991, 0.5427938910818048, 0.965520219947533, 0.4631434364466393, 0.8915703466296367, 0.7031986388683574, 0.5370170136069199, 0.8503780073883549, 1.1346071641635103, 0.7977348462412985, 1.5077794398679765, 1.1801718565352988, 0.9444246317061605, 0.5581881925695897, 1.3896546689629163, 1.246153654360439, 1.0639176027405406, 1.281130005701138, 0.4820923953622869, 0.9665227032395254, 1.3256816364532957, 1.4284907010053207, 1.4385151034265937, 1.5358803408718489, 1.1076738648584397, 1.328565674866856]|-253.2476574854199214|      1.00000000|[510, 168, 6, 48]                                                          |  | used linear model with 113 points | iterate failure | actual_k=4
       7|[0.017707278101972, -0.2371991974652508, 0.5348591091906553, -0.1300037604596029, -0.6708282458041899, 0.7647588886821977, 0.4079055765669117, -0.1491656664099832, -0.0812144196299736, -0.4489697809991081, 0.0489127254570902, 0.3525711139700546, -0.4888650193025068, 0.100780153180552, 0.1435637713041253, 0.2737650777511736, 0.4695851422809368, 0.4460043546757915, 0.3895127516513657, 0.467800133762759, 0.3368558098140052, 0.0527142613652426, 0.9364259844939493, 0.0367767361044605, 0.1894693957248973, 0.8761445275692495, 0.4328864908770833, 0.683885204945295, 0.4786952458541682, 0.0442861482142392, -0.3470434515412774, 0.0114110480423791, 0.1073232082672413, 0.5032126485531184, 0.0085229542202098, 0.3199694107113717, 0.5100772825542452, 0.2277907761881534, 0.3311032011106495, 0.3048321616967232, 0.4708907900105285, -0.0103313826496651, 0.3756077867450381, 0.3923688444814674, 0.296602614842757, 0.1147156722193722, 0.4415459113448794, 0.3679643997271209, 0.5590647660807657, 0.3854861755360419, 0.0352668195926233, 0.6112749608568889, -0.0735071527891189, 0.6189455572754425, 0.5408140353710074, 0.5477821020424418, 0.8889559763802928, 0.3863262793376472, 1.2541622766371827, 0.8340818557226808, 1.3103336354145412, 0.6084437841529984, 0.7337070736377748, 0.6270119861886587, 0.6702170138095358, 0.5859901029004311, 0.582293119141835, 1.0079912043566148, 0.8115197789478173, 0.9334701058432423, 0.6686496033718416, 1.0980223751531204, 1.046936085324375, 0.7918278876053734, 1.1443335744571004, 0.4309596349598303, 0.9266172462792618, 0.4864304016162481, 0.8002787897885943, 0.6902736855428885, 0.5434313178233662, 0.835633427441185, 1.169912736265848, 0.7136071045909803, 1.6476034910493833, 1.2062142284143154, 0.9701090649710831, 0.563918424754922, 1.5371334459448986, 1.3720253355974474, 1.0447512323862445, 1.1744646784180846, 0.576773576880875, 0.8149413756546504, 1.4417778731740925, 1.4337384942282059, 1.431690339356255, 1.6488977499460065, 1.1343523209960837, 1.4170707569094585]|-325.0274193913872409|      2.00000000|[595, 196, 7, 56]                                                          |  | used linear model with 113 points | iterate success | actual_k=4
       8|[0.0558736308184696, -0.0752170528576354, 0.5413305654729955, -0.4367652297080787, -1.0876277655405415, 0.8124867855614509, 0.4379586041602025, -0.3741231229676583, -0.2002588126969375, -0.9154585286326244, -0.1569785062447392, 0.1499552662231033, -0.8434402262077547, 0.2686039374400837, 0.5269521354192175, 0.3805719817369829, 0.6819483674056736, 0.4631770743358872, -0.0028856708854297, 0.3497443585452924, 0.0722690149954556, 0.1904206346790145, 0.8722634847304344, 0.1284505843458398, 0.0860698052364131, 0.7271499525701688, 0.7650656321619442, 0.6921023423100059, 0.2693368034800115, 0.2491325823300366, -0.3139028538318777, 0.1865648184523331, -0.1874059625119978, 0.4421907003395543, 0.027521938084605, 0.3621197771626207, 0.3995567063678203, 0.4468965460001763, 0.2907013488884168, 0.2385429778235963, 0.4814040802893573, 0.0065027047349769, 0.1590263059938368, 0.2560247342086832, 0.2267178717550472, 0.4725406817012128, 0.6406999340190321, 0.1167574148372125, 0.6449153733732006, 0.8197521581406089, 0.1243924763005424, 0.8109022031720652, -0.5108667964828025, 0.5265144226864056, 0.6363016770342484, 0.2536230856697432, 0.7267734534860919, 0.3425000963003758, 1.4248072112683623, 0.861912286269936, 1.5714549416840105, 0.5926036315018638, 0.6585440723142064, 0.4512252858230161, 1.103472222344515, 0.7535773998828215, 0.849002842999014, 0.9417047622509589, 0.8732656813936943, 0.8431937672998531, 0.7999441860869709, 1.296428442201696, 0.7380223513415046, 1.088389919308451, 0.9385056643860133, 0.4504111192691925, 0.979356695435555, 0.122031109283793, 1.1541347363521361, 0.8076544751399257, 0.3690024046332036, 0.7918428336889723, 1.2898254274851628, 0.657242348499625, 1.7766952493075587, 1.1232177334038294, 0.9034544548209975, 0.5150230402767121, 1.7031128542662792, 1.4422260410177492, 0.7739446515183106, 1.4932486359916062, 0.3026214650954205, 0.9052001625258375, 1.6109529609558053, 1.3298120143073497, 1.355206007501266, 1.7268518493662761, 1.1738925902989057, 1.4082858549259807]|-458.8887201527811044|      4.00000000|[680, 224, 8, 64]                                                          |  | used linear model with 113 points | iterate success | actual_k=4
       9|[0.0558736308184696, -0.0752170528576354, 0.5413305654729955, -0.4367652297080787, -1.0876277655405415, 0.8124867855614509, 0.4379586041602025, -0.3741231229676583, -0.2002588126969375, -0.9154585286326244, -0.1569785062447392, 0.1499552662231033, -0.8434402262077547, 0.2686039374400837, 0.5269521354192175, 0.3805719817369829, 0.6819483674056736, 0.4631770743358872, -0.0028856708854297, 0.3497443585452924, 0.0722690149954556, 0.1904206346790145, 0.8722634847304344, 0.1284505843458398, 0.0860698052364131, 0.7271499525701688, 0.7650656321619442, 0.6921023423100059, 0.2693368034800115, 0.2491325823300366, -0.3139028538318777, 0.1865648184523331, -0.1874059625119978, 0.4421907003395543, 0.027521938084605, 0.3621197771626207, 0.3995567063678203, 0.4468965460001763, 0.2907013488884168, 0.2385429778235963, 0.4814040802893573, 0.0065027047349769, 0.1590263059938368, 0.2560247342086832, 0.2267178717550472, 0.4725406817012128, 0.6406999340190321, 0.1167574148372125, 0.6449153733732006, 0.8197521581406089, 0.1243924763005424, 0.8109022031720652, -0.5108667964828025, 0.5265144226864056, 0.6363016770342484, 0.2536230856697432, 0.7267734534860919, 0.3425000963003758, 1.4248072112683623, 0.861912286269936, 1.5714549416840105, 0.5926036315018638, 0.6585440723142064, 0.4512252858230161, 1.103472222344515, 0.7535773998828215, 0.849002842999014, 0.9417047622509589, 0.8732656813936943, 0.8431937672998531, 0.7999441860869709, 1.296428442201696, 0.7380223513415046, 1.088389919308451, 0.9385056643860133, 0.4504111192691925, 0.979356695435555, 0.122031109283793, 1.1541347363521361, 0.8076544751399257, 0.3690024046332036, 0.7918428336889723, 1.2898254274851628, 0.657242348499625, 1.7766952493075587, 1.1232177334038294, 0.9034544548209975, 0.5150230402767121, 1.7031128542662792, 1.4422260410177492, 0.7739446515183106, 1.4932486359916062, 0.3026214650954205, 0.9052001625258375, 1.6109529609558053, 1.3298120143073497, 1.355206007501266, 1.7268518493662761, 1.1738925902989057, 1.4082858549259807]|-458.8887201527811044|      2.00000000|[765, 252, 9, 72]                                                          |  | used linear model with 113 points | iterate failure | actual_k=4
      10|[0.1292351799634021, -0.0455840575990785, 0.6746931978106758, -0.6271436221145218, -1.0794147519293724, 0.7164683172224043, 0.1122421124207163, -0.6023828352218507, -0.5086830879936353, -0.8911493820821813, -0.5214903295848872, 0.2568891738206317, -0.7909306215313373, 0.2077370810327205, 0.7248814240285109, 0.6128362502278606, 1.0149373160785373, 0.4951157540765196, 0.1017186882829326, 0.7361334794942868, 0.2323633418272183, 0.2809733835977929, 1.162352093917518, 0.0513231931315166, 0.1935436929624587, 0.4385721195681999, 0.8564326977639747, 0.5155123290299303, 0.4660289919891603, 0.4528433869787992, -0.6851627045572588, -0.0486378028949271, -0.4059616386581726, 0.5709032947145052, 0.2532355939445408, 0.4547499154222657, 0.4525791127549907, 0.6442930374752474, 0.6386000673649613, 0.3798500662078902, 0.9389411421724196, -0.0719718410963929, 0.2371806022606439, 0.602449060161421, 0.2296617361074228, 0.5495301953145321, 0.8053379023830163, 0.0958976871634028, 0.390985374754191, 0.7706041218288622, 0.3497024155964124, 0.7279684795761846, -0.7918797595365054, 0.7788861318670455, 0.4501506649412295, 0.0959863169946921, 1.0602588319582273, 0.1051413839076569, 1.4021440134049998, 0.6757562784270008, 1.9877254934542135, 0.4952201397310719, 0.9430566521483759, 0.3079868612186014, 1.1350447831913297, 0.9528715609366809, 1.0718103285065763, 0.9431901768715922, 1.1111491482791565, 0.8237709183734505, 0.8140558706004185, 1.2457078087239604, 0.8005625481454164, 1.1799545726628031, 1.0268173529247306, 0.7238333123943073, 0.9160573669584867, 0.2846832940071264, 1.096337570505463, 0.9387153250879547, 0.5222799759829859, 0.5756986733725448, 1.3433973821474168, 0.6114678287016893, 1.9046218555222945, 1.2420757226530728, 0.9795272376097912, 0.3667333499179015, 1.9366466769986719, 1.6047616768744464, 1.1480668428879455, 1.7904765753477636, 0.33890082553574, 1.0343985342496458, 1.6338699654699824, 1.6569850001936772, 1.5586274694815683, 1.6818551779157844, 1.5852876394560118, 1.6461958983198142]|-692.5601502521020620|      4.00000000|[850, 280, 10, 80]                                                         |  | used linear model with 113 points | iterate success | actual_k=4
      11|[-0.0923415393153594, 0.5022759439069189, 0.7312232989196954, -0.8631759020728933, -1.2248163567797765, 1.4306275632225922, 0.5780023035089134, -0.3926951469171991, -0.2028553990025064, -0.5853518729706173, -0.7619588661048305, 0.7267529999497289, -1.0000304226750238, 0.89751107553633, 1.0564980711689838, 1.4503633164932523, 1.23084160444902, 0.6837282517883587, 0.0757526158418987, 1.090949611026137, 0.1809454925788243, 0.5877339958601887, 1.1729726933287536, 0.3669481238184614, 0.1999332194633565, 0.3427202973980394, 1.3432860098202943, 0.1879890052789355, 0.4994924797152503, 0.2659238147194325, -0.9208583856160866, -0.3942226883134072, -0.680035855762605, 0.4040962521306034, 0.1989733347757956, 0.7218290451328102, 0.5813270300110158, 1.543979261322366, 1.1488345167114429, 1.2886585600215468, 0.5684609848697627, -0.1053875566729246, 0.919057469713507, 0.8429180237443951, 0.567721399513154, 0.508034221786244, 1.062206761537431, 0.4483778151951232, 0.786710304933385, 1.0503344972854018, 0.2900076114759693, 1.2185813098247047, -0.7038025700538995, 1.3695817861139172, 0.663377941864957, -0.3045966204180388, 0.9032563342312347, -0.0903189757516493, 1.8788081362205131, 0.2216001816461728, 1.7397139888557898, 1.3060500802401576, 1.955137580698535, 0.542340796323178, 1.2820734245008492, 1.0967540259883626, 1.1766664863197656, 0.7571590978521348, 1.596907893234418, 0.7811907781874603, 1.2298128353402693, 1.5604789666813068, 0.4529401717875263, 0.8333480274661594, 1.4023673204154656, 1.1488337520142877, 0.9911515285299375, 0.4751434356079874, 2.337510593801758, 0.3859424566845031, 0.215368773759897, 1.114395240188864, 0.8677644648466302, 0.9182354569470053, 2.119406448928366, 1.6594376807164355, 1.3547968697975192, 0.1495824013985362, 1.9928231341440446, 1.7634035447138614, 1.585327603029308, 2.490851667669391, 0.411166231141164, 1.1318959635065837, 1.8475872741746409, 2.0190908004131383, 1.5754577921188666, 2.276311435830382, 2.0526232760906646, 1.7195368791261547]|-1000.3203573182372565|      8.00000000|[935, 308, 11, 88]                                                         |  | used linear model with 113 points | iterate success | actual_k=4
