k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]                                        |772166.1146731314947829|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.0202756264257482, 0.9237340836037161, 1.0005806704675149, 0.9672322945054229, 0.9520707577152514, 0.9831309741622369, 0.7184060436837931, 0.0456303563423718]|71873.2968750000000000|      2.00000000|[24, 8, 0, 2]                                                              |  | trying linear partial model with 13 points | iterate success | actual_k=4
       2|[1.0202756264257482, 0.9237340836037161, 1.0005806704675149, 0.9672322945054229, 0.9520707577152514, 0.9831309741622369, 0.7184060436837931, 0.0456303563423718]|71873.2968750000000000|      1.00000000|[48, 16, 0, 4]                                                             |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       3|[1.0202756264257482, 0.9237340836037161, 1.0005806704675149, 0.9672322945054229, 0.9520707577152514, 0.9831309741622369, 0.7184060436837931, 0.0456303563423718]|71873.2968750000000000|      0.50000000|[71, 24, 0, 6]                                                             |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       4|[1.0785078206187866, 0.9033348452937148, 1.0700699177500905, 0.9994391848958386, 0.8566082367606969, 0.9277793224397699, 0.5537224025734905, -0.4027324916441288]|1303.4954833984375000|      1.00000000|[94, 32, 0, 8]                                                             |  | trying linear partial model with 13 points | iterate success | actual_k=4
       5|[1.0785078206187866, 0.9033348452937148, 1.0700699177500905, 0.9994391848958386, 0.8566082367606969, 0.9277793224397699, 0.5537224025734905, -0.4027324916441288]|1303.4954833984375000|      0.50000000|[117, 40, 0, 10]                                                           |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       6|[1.0785078206187866, 0.9033348452937148, 1.0700699177500905, 0.9994391848958386, 0.8566082367606969, 0.9277793224397699, 0.5537224025734905, -0.4027324916441288]|1303.4954833984375000|      0.25000000|[140, 48, 0, 12]                                                           |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       7|[1.0785078206187866, 0.9033348452937148, 1.0700699177500905, 0.9994391848958386, 0.8566082367606969, 0.9277793224397699, 0.5537224025734905, -0.4027324916441288]|1303.4954833984375000|      0.12500000|[164, 56, 0, 14]                                                           |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       8|[1.0785078206187866, 0.9033348452937148, 1.0700699177500905, 0.9994391848958386, 0.8566082367606969, 0.9277793224397699, 0.5537224025734905, -0.4027324916441288]|1303.4954833984375000|      0.06250000|[186, 64, 0, 16]                                                           |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       9|[1.0722352556515038, 0.8991617921760526, 1.0793840248864817, 0.9966030354965628, 0.8770671959648939, 0.9385851730359032, 0.574692633036198, -0.3500105015758358]|236.0953063964843750|      0.12500000|[210, 72, 0, 18]                                                           |  | trying linear partial model with 13 points | iterate success | actual_k=4
      10|[1.0722352556515038, 0.8991617921760526, 1.0793840248864817, 0.9966030354965628, 0.8770671959648939, 0.9385851730359032, 0.574692633036198, -0.3500105015758358]|236.0953063964843750|      0.06250000|[234, 80, 0, 20]                                                           |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
