k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[105.0, 96.0, 230.0]                                                            |63019.3221809944880079|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[105.55260030188481, 96.45639755932604, 229.3026233627386]                      |61327.7839307814938365|      2.00000000|[5, 0, 1, 2]                                                               |  | used linear model with 5 points | iterate success | actual_k=0
       2|[106.59208469091743, 97.40286491368455, 227.88006519096103]                     |58013.4532318702695193|      4.00000000|[10, 0, 2, 4]                                                              |  | used linear model with 5 points | iterate success | actual_k=0
       3|[108.77879309060073, 99.23687170524684, 225.07743687752773]                     |51673.4363497935555642|      8.00000000|[15, 0, 3, 6]                                                              |  | used linear model with 5 points | iterate success | actual_k=0
       4|[113.19041531020784, 103.43941814924456, 219.89321149879362]                    |40168.4622392132441746|     16.00000000|[20, 0, 4, 8]                                                              |  | used linear model with 5 points | iterate success | actual_k=0
       5|[121.86875516241723, 110.83928391284064, 208.67142892692416]                    |21651.2745408505870728|     32.00000000|[25, 0, 5, 10]                                                             |  | used linear model with 5 points | iterate success | actual_k=0
       6|[134.46465497542823, 126.81823139714055, 183.97291591106477]                    |3013.4998170087028484|     64.00000000|[30, 0, 6, 12]                                                             |  | used linear model with 5 points | iterate success | actual_k=0
       7|[134.46465497542823, 126.81823139714055, 183.97291591106477]                    |3013.4998170087028484|     32.00000000|[35, 0, 7, 14]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
       8|[134.46465497542823, 126.81823139714055, 183.97291591106477]                    |3013.4998170087028484|     16.00000000|[40, 0, 8, 16]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
       9|[134.46465497542823, 126.81823139714055, 183.97291591106477]                    |3013.4998170087028484|      8.00000000|[45, 0, 9, 18]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      10|[139.06430521346752, 130.30748362682934, 178.4350158970417]                     |2100.2836938879636364|     16.00000000|[50, 0, 10, 20]                                                            |  | used linear model with 5 points | iterate success | actual_k=0
      11|[139.06430521346752, 130.30748362682934, 178.4350158970417]                     |2100.2836938879636364|      8.00000000|[55, 0, 11, 22]                                                            |  | used linear model with 5 points | iterate failure | actual_k=0
      12|[139.06430521346752, 130.30748362682934, 178.4350158970417]                     |2100.2836938879636364|      4.00000000|[60, 0, 12, 24]                                                            |  | used linear model with 5 points | iterate failure | actual_k=0
      13|[139.06430521346752, 130.30748362682934, 178.4350158970417]                     |2100.2836938879636364|      2.00000000|[65, 0, 13, 26]                                                            |  | used linear model with 5 points | iterate failure | actual_k=0
      14|[139.06430521346752, 130.30748362682934, 178.4350158970417]                     |2100.2836938879636364|      1.00000000|[70, 0, 14, 28]                                                            |  | used linear model with 5 points | iterate failure | actual_k=0
      15|[139.6923889748669, 130.704746280105, 177.7659171203437]                        |2092.8595611793548414|      2.00000000|[75, 0, 15, 30]                                                            |  | used linear model with 5 points | iterate success | actual_k=0
