k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 1.0]                                                                      |106.0000000000000000|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.7850335744768127, 1.6194532161060744]                                        | 45.0883522329286279|      2.00000000|[7, 2, 1, 3]                                                               |  | trying linear partial model with 4 points FAILED TO GET X_HAT, using additional batch call | iterate success | actual_k=1
       2|[3.2458703762689916, 0.2534532752094438]                                        | 13.6597633361816406|      4.00000000|[14, 4, 1, 5]                                                              |  | trying linear partial model with 4 points | iterate success | actual_k=1
       3|[3.2458703762689916, 0.2534532752094438]                                        | 13.6597633361816406|      2.00000000|[20, 6, 1, 7]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       4|[3.2458703762689916, 0.2534532752094438]                                        | 13.6597633361816406|      1.00000000|[26, 8, 2, 10]                                                             |  | trying linear partial model with 4 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       5|[3.2458703762689916, 0.2534532752094438]                                        | 13.6597633361816406|      0.50000000|[33, 10, 2, 12]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       6|[3.2458703762689916, 0.2534532752094438]                                        | 13.6597633361816406|      0.25000000|[39, 12, 2, 14]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       7|[3.4570747471519585, 0.3872169239333408]                                        | 13.3041733777958804|      0.50000000|[45, 14, 3, 17]                                                            |  | trying linear partial model with 4 points FAILED TO GET X_HAT, using additional batch call | iterate success | actual_k=1
       8|[3.4570747471519585, 0.3872169239333408]                                        | 13.3041733777958804|      0.25000000|[52, 16, 3, 19]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       9|[3.4570747471519585, 0.3872169239333408]                                        | 13.3041733777958804|      0.12500000|[58, 18, 3, 21]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
