k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[100.0, 0.0, 0.2, 0.9, 100.0, 0.0, 0.2, 0.8, 100.0, 0.05, 0.3, 0.8, 100.0, 0.1, 0.3, 0.6, 100.0, 0.3, 0.5, 0.3, 100.0, 0.6, 0.6, 0.0, 300.0, 300.0, 300.0, 300.0, 300.0]|704.1073340916507277|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[100.0, 0.0, 0.2, 0.9, 100.0, 0.0, 0.2, 0.8, 100.0, 0.05, 0.3, 0.8, 100.0, 0.1, 0.3, 0.6, 100.0, 0.3, 0.5, 0.3, 100.0, 0.6, 0.6, 0.0, 300.0, 300.0, 300.0, 300.0, 300.0]|704.1073340916507277|      0.50000000|[46, 3, 1, 4]                                                              |  | used linear model with 49 points | iterate failure | actual_k=1
       2|[100.0, 0.0, 0.2, 0.9, 100.0, 0.0, 0.2, 0.8, 100.0, 0.05, 0.3, 0.8, 100.0, 0.1, 0.3, 0.6, 100.0, 0.3, 0.5, 0.3, 100.0, 0.6, 0.6, 0.0, 300.0, 300.0, 300.0, 300.0, 300.0]|704.1073340916507277|      0.25000000|[92, 6, 2, 8]                                                              |  | used linear model with 49 points | iterate failure | actual_k=1
       3|[100.0, 0.0, 0.2, 0.9, 100.0, 0.0, 0.2, 0.8, 100.0, 0.05, 0.3, 0.8, 100.0, 0.1, 0.3, 0.6, 100.0, 0.3, 0.5, 0.3, 100.0, 0.6, 0.6, 0.0, 300.0, 300.0, 300.0, 300.0, 300.0]|704.1073340916507277|      0.12500000|[138, 9, 3, 12]                                                            |  | used linear model with 49 points | iterate failure | actual_k=1
       4|[99.98128019562702, 0.0506295042286717, 0.219157970950765, 0.9173897922397016, 100.0073724669023, 0.0073220756541455, 0.2218775061491191, 0.7731125038367769, 100.01180522703041, 0.0213181410628174, 0.2752679190252555, 0.7987572934007796, 100.02832268105017, 0.1550465744500143, 0.3366886229468519, 0.6154176229958401, 100.01510054223776, 0.2721742498309586, 0.4565010065082276, 0.2845839673904834, 100.01333344692104, 0.6027881542931737, 0.6158202558921096, -0.006673601697359, 300.00159856033895, 300.0027915895235, 300.0107502372985, 300.00111045555553, 299.99884501804996]|441.2314582333989392|      0.25000000|[184, 12, 4, 16]                                                           |  | used linear model with 49 points | iterate success | actual_k=1
       5|[100.00322625752625, 0.1579795223051788, 0.2601669568347508, 1.0103290145722494, 100.01378782702194, 0.0817860349567276, 0.2622915530133421, 0.7619868969850435, 100.04970381384038, 0.0570265452806579, 0.2956034277082257, 0.799107106842249, 100.02849265283812, 0.0857701453475338, 0.2622271072474874, 0.6636199548877002, 99.9576883893755, 0.2662733474242358, 0.4437314267777365, 0.2629141205202652, 100.06640606809769, 0.6263727378750449, 0.6026194582433682, -0.0747484149417823, 299.9808235062166, 299.9524913948478, 299.98849220420755, 299.9788048488368, 299.96818816291926]|259.4573093939631576|      0.50000000|[230, 15, 5, 20]                                                           |  | used linear model with 49 points | iterate success | actual_k=1
       6|[100.00322625752625, 0.1579795223051788, 0.2601669568347508, 1.0103290145722494, 100.01378782702194, 0.0817860349567276, 0.2622915530133421, 0.7619868969850435, 100.04970381384038, 0.0570265452806579, 0.2956034277082257, 0.799107106842249, 100.02849265283812, 0.0857701453475338, 0.2622271072474874, 0.6636199548877002, 99.9576883893755, 0.2662733474242358, 0.4437314267777365, 0.2629141205202652, 100.06640606809769, 0.6263727378750449, 0.6026194582433682, -0.0747484149417823, 299.9808235062166, 299.9524913948478, 299.98849220420755, 299.9788048488368, 299.96818816291926]|259.4573093939631576|      0.25000000|[276, 18, 6, 24]                                                           |  | used linear model with 49 points | iterate failure | actual_k=1
       7|[100.00322625752625, 0.1579795223051788, 0.2601669568347508, 1.0103290145722494, 100.01378782702194, 0.0817860349567276, 0.2622915530133421, 0.7619868969850435, 100.04970381384038, 0.0570265452806579, 0.2956034277082257, 0.799107106842249, 100.02849265283812, 0.0857701453475338, 0.2622271072474874, 0.6636199548877002, 99.9576883893755, 0.2662733474242358, 0.4437314267777365, 0.2629141205202652, 100.06640606809769, 0.6263727378750449, 0.6026194582433682, -0.0747484149417823, 299.9808235062166, 299.9524913948478, 299.98849220420755, 299.9788048488368, 299.96818816291926]|259.4573093939631576|      0.12500000|[322, 21, 7, 28]                                                           |  | used linear model with 49 points | iterate failure | actual_k=1
       8|[100.00322625752625, 0.1579795223051788, 0.2601669568347508, 1.0103290145722494, 100.01378782702194, 0.0817860349567276, 0.2622915530133421, 0.7619868969850435, 100.04970381384038, 0.0570265452806579, 0.2956034277082257, 0.799107106842249, 100.02849265283812, 0.0857701453475338, 0.2622271072474874, 0.6636199548877002, 99.9576883893755, 0.2662733474242358, 0.4437314267777365, 0.2629141205202652, 100.06640606809769, 0.6263727378750449, 0.6026194582433682, -0.0747484149417823, 299.9808235062166, 299.9524913948478, 299.98849220420755, 299.9788048488368, 299.96818816291926]|259.4573093939631576|      0.06250000|[368, 24, 8, 32]                                                           |  | used linear model with 49 points | iterate failure | actual_k=1
       9|[99.99964269395736, 0.1657290208563428, 0.262833674189925, 1.017550468392665, 100.01531586183059, 0.1109266297522721, 0.2758223420229106, 0.7722450210055102, 100.0478422746024, 0.0382651028165498, 0.2835101641559814, 0.7857423178117654, 100.03423780464499, 0.1107568327762479, 0.2711071764352825, 0.6705767987800408, 99.95668467457186, 0.2384674040074802, 0.4275384617901991, 0.2553753844902321, 100.06045673852218, 0.6305618282746623, 0.6053285295440833, -0.0753607908356008, 299.98221398120376, 299.9488359163574, 299.98865533879416, 299.9784954524474, 299.9684286297792]|174.1020517106461227|      0.12500000|[414, 27, 9, 36]                                                           |  | used linear model with 49 points | iterate success | actual_k=1
      10|[99.99964269395736, 0.1657290208563428, 0.262833674189925, 1.017550468392665, 100.01531586183059, 0.1109266297522721, 0.2758223420229106, 0.7722450210055102, 100.0478422746024, 0.0382651028165498, 0.2835101641559814, 0.7857423178117654, 100.03423780464499, 0.1107568327762479, 0.2711071764352825, 0.6705767987800408, 99.95668467457186, 0.2384674040074802, 0.4275384617901991, 0.2553753844902321, 100.06045673852218, 0.6305618282746623, 0.6053285295440833, -0.0753607908356008, 299.98221398120376, 299.9488359163574, 299.98865533879416, 299.9784954524474, 299.9684286297792]|174.1020517106461227|      0.06250000|[460, 30, 10, 40]                                                          |  | used linear model with 49 points | iterate failure | actual_k=1
      11|[99.99787207770446, 0.1731535058291907, 0.2782694640991264, 1.009225178466837, 100.02036672339017, 0.1365181029672865, 0.2816155972366209, 0.7599978767365554, 100.06025724742416, 0.066952192396682, 0.2864728689831641, 0.797100582391965, 100.04762484286402, 0.1133726738673366, 0.271410491559262, 0.6562049153764178, 99.94926397607613, 0.2158406610657738, 0.4122152649686347, 0.2467861639818245, 100.05254711902944, 0.6313906739348862, 0.6124430085028076, -0.0736069650577554, 299.9807816013527, 299.9528719896347, 299.98652501233715, 299.98935640283986, 299.9743842721724]|129.8182109219072515|      0.12500000|[506, 33, 11, 44]                                                          |  | used linear model with 49 points | iterate success | actual_k=1
      12|[99.99787207770446, 0.1731535058291907, 0.2782694640991264, 1.009225178466837, 100.02036672339017, 0.1365181029672865, 0.2816155972366209, 0.7599978767365554, 100.06025724742416, 0.066952192396682, 0.2864728689831641, 0.797100582391965, 100.04762484286402, 0.1133726738673366, 0.271410491559262, 0.6562049153764178, 99.94926397607613, 0.2158406610657738, 0.4122152649686347, 0.2467861639818245, 100.05254711902944, 0.6313906739348862, 0.6124430085028076, -0.0736069650577554, 299.9807816013527, 299.9528719896347, 299.98652501233715, 299.98935640283986, 299.9743842721724]|129.8182109219072515|      0.06250000|[552, 36, 12, 48]                                                          |  | used linear model with 49 points | iterate failure | actual_k=1
      13|[100.00189846433713, 0.1827510468192919, 0.2820180906559711, 1.0112169358916547, 100.02132048909641, 0.1726488501338599, 0.2866735432443437, 0.7444284665909773, 100.05048493917072, 0.0876669362879446, 0.2879846762951198, 0.7856536258715591, 100.04728917993067, 0.1072609045990719, 0.2684890066159497, 0.6515366323609462, 99.95400622841926, 0.2085811221415913, 0.4002303872920513, 0.2493298262013777, 100.05225296403736, 0.6326289349504264, 0.609021845940281, -0.0478218536451689, 299.9663995348418, 299.9615877888477, 300.0027569617396, 299.9849665049422, 299.9710956577575]|104.0590646770576626|      0.12500000|[598, 39, 13, 52]                                                          |  | used linear model with 49 points | iterate success | actual_k=1
      14|[100.00189846433713, 0.1827510468192919, 0.2820180906559711, 1.0112169358916547, 100.02132048909641, 0.1726488501338599, 0.2866735432443437, 0.7444284665909773, 100.05048493917072, 0.0876669362879446, 0.2879846762951198, 0.7856536258715591, 100.04728917993067, 0.1072609045990719, 0.2684890066159497, 0.6515366323609462, 99.95400622841926, 0.2085811221415913, 0.4002303872920513, 0.2493298262013777, 100.05225296403736, 0.6326289349504264, 0.609021845940281, -0.0478218536451689, 299.9663995348418, 299.9615877888477, 300.0027569617396, 299.9849665049422, 299.9710956577575]|104.0590646770576626|      0.06250000|[644, 42, 14, 56]                                                          |  | used linear model with 49 points | iterate failure | actual_k=1
      15|[99.99073311820737, 0.213649142635271, 0.29435415617427, 1.0208007745766703, 100.03697833052071, 0.1771545956900225, 0.2870991391241378, 0.7482604849076003, 100.05150116614303, 0.0994075702022559, 0.3096782811747617, 0.7880235028359253, 100.06125755996007, 0.11003593784049, 0.2699559482704377, 0.642841629661788, 99.9660371569479, 0.1862134290947345, 0.3913666105122909, 0.2295195753876752, 100.04691805708612, 0.630268837865659, 0.6109589785617351, -0.046730949827077, 299.9667052000148, 299.97161613597314, 300.0001561337227, 299.98297694626115, 299.98294582122924]| 86.3180164775347833|      0.12500000|[690, 45, 15, 60]                                                          |  | used linear model with 49 points | iterate success | actual_k=1
      16|[99.99073311820737, 0.213649142635271, 0.29435415617427, 1.0208007745766703, 100.03697833052071, 0.1771545956900225, 0.2870991391241378, 0.7482604849076003, 100.05150116614303, 0.0994075702022559, 0.3096782811747617, 0.7880235028359253, 100.06125755996007, 0.11003593784049, 0.2699559482704377, 0.642841629661788, 99.9660371569479, 0.1862134290947345, 0.3913666105122909, 0.2295195753876752, 100.04691805708612, 0.630268837865659, 0.6109589785617351, -0.046730949827077, 299.9667052000148, 299.97161613597314, 300.0001561337227, 299.98297694626115, 299.98294582122924]| 86.3180164775347833|      0.06250000|[736, 48, 16, 64]                                                          |  | used linear model with 49 points | iterate failure | actual_k=1
      17|[99.99073311820737, 0.213649142635271, 0.29435415617427, 1.0208007745766703, 100.03697833052071, 0.1771545956900225, 0.2870991391241378, 0.7482604849076003, 100.05150116614303, 0.0994075702022559, 0.3096782811747617, 0.7880235028359253, 100.06125755996007, 0.11003593784049, 0.2699559482704377, 0.642841629661788, 99.9660371569479, 0.1862134290947345, 0.3913666105122909, 0.2295195753876752, 100.04691805708612, 0.630268837865659, 0.6109589785617351, -0.046730949827077, 299.9667052000148, 299.97161613597314, 300.0001561337227, 299.98297694626115, 299.98294582122924]| 86.3180164775347833|      0.03125000|[782, 51, 17, 68]                                                          |  | used linear model with 49 points | iterate failure | actual_k=1
      18|[99.98639448920528, 0.2228791353161726, 0.2966470147919756, 1.024721564689198, 100.03770258416414, 0.1998964031985127, 0.294187599038336, 0.7495502656506973, 100.05078079141721, 0.1006595388406954, 0.309896537297518, 0.7851856150651236, 100.06248129197265, 0.1030657459137424, 0.2624875012510217, 0.6452659168136868, 99.96396594157707, 0.1923946559092612, 0.394044355936885, 0.2351789728567225, 100.04695682627505, 0.6256030882790151, 0.6096932619417124, -0.050570474638639, 299.963310291257, 299.97140495379404, 299.9962934313594, 299.9821043469517, 299.9792981778301]| 71.7629330436474220|      0.06250000|[828, 54, 18, 72]                                                          |  | used linear model with 49 points | iterate success | actual_k=1
      19|[99.98639448920528, 0.2228791353161726, 0.2966470147919756, 1.024721564689198, 100.03770258416414, 0.1998964031985127, 0.294187599038336, 0.7495502656506973, 100.05078079141721, 0.1006595388406954, 0.309896537297518, 0.7851856150651236, 100.06248129197265, 0.1030657459137424, 0.2624875012510217, 0.6452659168136868, 99.96396594157707, 0.1923946559092612, 0.394044355936885, 0.2351789728567225, 100.04695682627505, 0.6256030882790151, 0.6096932619417124, -0.050570474638639, 299.963310291257, 299.97140495379404, 299.9962934313594, 299.9821043469517, 299.9792981778301]| 71.7629330436474220|      0.03125000|[874, 57, 19, 76]                                                          |  | used linear model with 49 points | iterate failure | actual_k=1
