k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]                                   |902930.4512200000463054|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]                                   |902930.4512200000463054|      0.50000000|[15, 2, 1, 2]                                                              |  | used linear model with 17 points | iterate failure | actual_k=2
       2|[0.1500134931892335, 0.0175361175921675, -0.0906046429707896, -0.0638799429002987, 0.3820121105875455, -0.1674660741382776, 0.1476167463381399, -0.1146250525752246, 0.0774005355793993]|213403.7893202260311227|      1.00000000|[30, 4, 2, 4]                                                              |  | used linear model with 17 points | iterate success | actual_k=2
       3|[0.1500134931892335, 0.0175361175921675, -0.0906046429707896, -0.0638799429002987, 0.3820121105875455, -0.1674660741382776, 0.1476167463381399, -0.1146250525752246, 0.0774005355793993]|213403.7893202260311227|      0.50000000|[45, 6, 3, 6]                                                              |  | used linear model with 17 points | iterate failure | actual_k=2
       4|[0.1436231166118891, 0.0531577320065893, -0.1319876977090526, 0.0639996214277834, 0.7114339062475866, -0.0407908059793339, 0.1523064643316464, 0.1475143516420717, -0.115783624651754]|13449.1239982421466266|      1.00000000|[60, 8, 4, 8]                                                              |  | used linear model with 17 points | iterate success | actual_k=2
       5|[0.1436231166118891, 0.0531577320065893, -0.1319876977090526, 0.0639996214277834, 0.7114339062475866, -0.0407908059793339, 0.1523064643316464, 0.1475143516420717, -0.115783624651754]|13449.1239982421466266|      0.50000000|[75, 10, 5, 10]                                                            |  | used linear model with 17 points | iterate failure | actual_k=2
       6|[0.1436231166118891, 0.0531577320065893, -0.1319876977090526, 0.0639996214277834, 0.7114339062475866, -0.0407908059793339, 0.1523064643316464, 0.1475143516420717, -0.115783624651754]|13449.1239982421466266|      0.25000000|[90, 12, 6, 12]                                                            |  | used linear model with 17 points | iterate failure | actual_k=2
       7|[0.1436231166118891, 0.0531577320065893, -0.1319876977090526, 0.0639996214277834, 0.7114339062475866, -0.0407908059793339, 0.1523064643316464, 0.1475143516420717, -0.115783624651754]|13449.1239982421466266|      0.12500000|[105, 14, 7, 14]                                                           |  | used linear model with 17 points | iterate failure | actual_k=2
       8|[0.1305184376707851, 0.1356814755186948, -0.1551331069904427, 0.0455829355890268, 0.7864217566106353, -0.0299973877842512, 0.1971994170819981, 0.1508421436828499, -0.1143386770418393]|5163.5872586065725045|      0.25000000|[120, 16, 8, 16]                                                           |  | used linear model with 17 points | iterate success | actual_k=2
       9|[0.1305184376707851, 0.1356814755186948, -0.1551331069904427, 0.0455829355890268, 0.7864217566106353, -0.0299973877842512, 0.1971994170819981, 0.1508421436828499, -0.1143386770418393]|5163.5872586065725045|      0.12500000|[135, 18, 9, 18]                                                           |  | used linear model with 17 points | iterate failure | actual_k=2
      10|[0.1305184376707851, 0.1356814755186948, -0.1551331069904427, 0.0455829355890268, 0.7864217566106353, -0.0299973877842512, 0.1971994170819981, 0.1508421436828499, -0.1143386770418393]|5163.5872586065725045|      0.06250000|[150, 20, 10, 20]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      11|[0.1422258122439205, 0.1400171156420545, -0.1529646471549005, -0.0018451030394028, 0.785762188449891, 0.0022216524274145, 0.1902655796248746, 0.1584112196289361, -0.1331109423352932]|2527.3008963628171841|      0.12500000|[165, 22, 11, 22]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
