k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[10.0, -1.0, 0.05, -1e-05, -0.05, 0.001, -1e-06]                                |3097556.5274337721057236|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[9.714710326642315, -1.2555759062821084, 0.6543044996543977, -0.6896997478475223, -0.1149364947334827, -0.061613672167822, 0.065555552108864]|152247.3593750000000000|      2.00000000|[31, 0, 0, 2]                                                              |  | trying linear partial model with 17 points | iterate success | actual_k=0
       2|[9.015371207641476, -0.8570329278226825, 1.5430877228992825, -0.0876332559399863, -0.2578869110465083, 1.2137173318394205, 0.8090369715473154]|56184.0312500000000000|      4.00000000|[61, 0, 0, 4]                                                              |  | trying linear partial model with 17 points | iterate success | actual_k=0
       3|[10.289440036627681, -2.9896899498728877, 0.488985302798034, 1.4028269988361277, 2.2362653657008558, 1.2102647778361355, 1.333547660134188]|48726.8203125000000000|      8.00000000|[91, 0, 0, 6]                                                              |  | trying linear partial model with 17 points | iterate success | actual_k=0
       4|[10.289440036627681, -2.9896899498728877, 0.488985302798034, 1.4028269988361277, 2.2362653657008558, 1.2102647778361355, 1.333547660134188]|48726.8203125000000000|      4.00000000|[121, 0, 0, 8]                                                             |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       5|[10.289440036627681, -2.9896899498728877, 0.488985302798034, 1.4028269988361277, 2.2362653657008558, 1.2102647778361355, 1.333547660134188]|48726.8203125000000000|      2.00000000|[151, 0, 0, 10]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       6|[10.289440036627681, -2.9896899498728877, 0.488985302798034, 1.4028269988361277, 2.2362653657008558, 1.2102647778361355, 1.333547660134188]|48726.8203125000000000|      1.00000000|[181, 0, 0, 12]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       7|[10.239848357324782, -2.967544689433127, 0.471157215291988, 2.1411214102745664, 2.3366843932773675, 1.079162162863588, 0.6821016551832272]|36839.5585937500000000|      2.00000000|[211, 0, 0, 14]                                                            |  | trying linear partial model with 17 points | iterate success | actual_k=0
       8|[10.239848357324782, -2.967544689433127, 0.471157215291988, 2.1411214102745664, 2.3366843932773675, 1.079162162863588, 0.6821016551832272]|36839.5585937500000000|      1.00000000|[241, 0, 0, 16]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       9|[10.239848357324782, -2.967544689433127, 0.471157215291988, 2.1411214102745664, 2.3366843932773675, 1.079162162863588, 0.6821016551832272]|36839.5585937500000000|      0.50000000|[271, 0, 0, 18]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      10|[10.23633387139352, -2.927687063216698, 0.4461830899769217, 2.283814995403063, 2.384975277254352, 1.0781082851193171, 0.2076749150901168]|9696.1074218750000000|      1.00000000|[301, 0, 0, 20]                                                            |  | trying linear partial model with 17 points | iterate success | actual_k=0
