k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[120.0, 0.09203, 0.908, 110.0, 0.1819, 0.8181, 100.0, 0.284, 0.716, 88.0, 0.3051, 0.6949, 86.0, 0.3566, 0.6434, 84.0, 0.468, 0.532, 80.0, 0.6579, 0.3421, 76.0, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|4345.0997658534724906|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[120.0, 0.09203, 0.908, 110.0, 0.1819, 0.8181, 100.0, 0.284, 0.716, 88.0, 0.3051, 0.6949, 86.0, 0.3566, 0.6434, 84.0, 0.468, 0.532, 80.0, 0.6579, 0.3421, 76.0, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|4345.0997658534724906|      0.50000000|[111, 16, 0, 2]                                                            |  | trying linear partial model with 57 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=8
       2|[120.0, 0.09203, 0.908, 110.0, 0.1819, 0.8181, 100.0, 0.284, 0.716, 88.0, 0.3051, 0.6949, 86.0, 0.3566, 0.6434, 84.0, 0.468, 0.532, 80.0, 0.6579, 0.3421, 76.0, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|4345.0997658534724906|      0.25000000|[220, 32, 0, 4]                                                            |  | trying linear partial model with 57 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=8
       3|[120.0, 0.09203, 0.908, 110.0, 0.1819, 0.8181, 100.0, 0.284, 0.716, 88.0, 0.3051, 0.6949, 86.0, 0.3566, 0.6434, 84.0, 0.468, 0.532, 80.0, 0.6579, 0.3421, 76.0, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|4345.0997658534724906|      0.12500000|[329, 48, 0, 6]                                                            |  | trying linear partial model with 57 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=8
       4|[119.99566470367907, -0.0128349091185568, 0.8658299099861599, 109.99772656092611, 0.18565622441763, 0.8354759863411026, 100.00359360042401, 0.2592414007868865, 0.7183358795790763, 87.99801142151719, 0.3236627477138583, 0.7102641883591818, 85.99991562711591, 0.3505442154567794, 0.6419454939503132, 83.99018269497205, 0.4712126699083837, 0.519734744323087, 80.00982225580506, 0.6530900335183714, 0.3324128886045, 75.99217053611648, 0.8687322391182191, 0.1102076524345303, 886.3764362451265, 910.0116078744076, 922.5237063974889, 926.4649308376979, 935.5732040668343, 952.8149592356016, 975.7312070571368]|2142.9335937500000000|      0.25000000|[439, 64, 0, 8]                                                            |  | trying linear partial model with 57 points | iterate success | actual_k=8
       5|[119.99566470367907, -0.0128349091185568, 0.8658299099861599, 109.99772656092611, 0.18565622441763, 0.8354759863411026, 100.00359360042401, 0.2592414007868865, 0.7183358795790763, 87.99801142151719, 0.3236627477138583, 0.7102641883591818, 85.99991562711591, 0.3505442154567794, 0.6419454939503132, 83.99018269497205, 0.4712126699083837, 0.519734744323087, 80.00982225580506, 0.6530900335183714, 0.3324128886045, 75.99217053611648, 0.8687322391182191, 0.1102076524345303, 886.3764362451265, 910.0116078744076, 922.5237063974889, 926.4649308376979, 935.5732040668343, 952.8149592356016, 975.7312070571368]|2142.9335937500000000|      0.12500000|[548, 80, 0, 10]                                                           |  | trying linear partial model with 57 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=8
       6|[119.99566470367907, -0.0128349091185568, 0.8658299099861599, 109.99772656092611, 0.18565622441763, 0.8354759863411026, 100.00359360042401, 0.2592414007868865, 0.7183358795790763, 87.99801142151719, 0.3236627477138583, 0.7102641883591818, 85.99991562711591, 0.3505442154567794, 0.6419454939503132, 83.99018269497205, 0.4712126699083837, 0.519734744323087, 80.00982225580506, 0.6530900335183714, 0.3324128886045, 75.99217053611648, 0.8687322391182191, 0.1102076524345303, 886.3764362451265, 910.0116078744076, 922.5237063974889, 926.4649308376979, 935.5732040668343, 952.8149592356016, 975.7312070571368]|2142.9335937500000000|      0.06250000|[657, 96, 0, 12]                                                           |  | trying linear partial model with 57 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=8
       7|[119.99215352262662, 0.0137201665071578, 0.8752594577728952, 109.99987393129123, 0.1445765683409316, 0.8114019143638523, 100.00123280767446, 0.2652370628933161, 0.7279705827988685, 88.00146997214651, 0.3447837431592545, 0.7100722034466159, 85.99802024136969, 0.3520474950676066, 0.640242357457894, 83.98214089222853, 0.4710456802863408, 0.5214619561239385, 80.00324268648892, 0.6543332732810242, 0.3333497307594865, 75.99269345759294, 0.8680544148126301, 0.1156207846834644, 886.3813894088313, 910.0064729028395, 922.524041108257, 926.4619003311273, 935.5754967394399, 952.8182635527855, 975.7338759335462]|1134.9243164062500000|      0.12500000|[767, 112, 0, 14]                                                          |  | trying linear partial model with 57 points | iterate success | actual_k=8
       8|[119.99215352262662, 0.0137201665071578, 0.8752594577728952, 109.99987393129123, 0.1445765683409316, 0.8114019143638523, 100.00123280767446, 0.2652370628933161, 0.7279705827988685, 88.00146997214651, 0.3447837431592545, 0.7100722034466159, 85.99802024136969, 0.3520474950676066, 0.640242357457894, 83.98214089222853, 0.4710456802863408, 0.5214619561239385, 80.00324268648892, 0.6543332732810242, 0.3333497307594865, 75.99269345759294, 0.8680544148126301, 0.1156207846834644, 886.3813894088313, 910.0064729028395, 922.524041108257, 926.4619003311273, 935.5754967394399, 952.8182635527855, 975.7338759335462]|1134.9243164062500000|      0.06250000|[876, 128, 0, 16]                                                          |  | trying linear partial model with 57 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=8
       9|[119.99170474016294, -0.0302219941227841, 0.8585124013224893, 109.99843834826575, 0.1209682878808154, 0.8105488211501466, 100.01019603752995, 0.2572928544479077, 0.7274755144988301, 88.00547962928802, 0.3635273152452236, 0.7104517771967701, 85.99658973687552, 0.3616454969362998, 0.6427327142783875, 83.98056021949537, 0.4674928623628851, 0.5126896360462045, 80.0020131452537, 0.6466777352458625, 0.3264827135658651, 75.99209118377615, 0.8688532180343456, 0.1183370455767769, 886.3819037994565, 910.0193512718415, 922.5307903525381, 926.459359952471, 935.573585484296, 952.812415298996, 975.7261806389394]|664.1906738281250000|      0.12500000|[985, 144, 0, 18]                                                          |  | trying linear partial model with 57 points | iterate success | actual_k=8
      10|[119.99170474016294, -0.0302219941227841, 0.8585124013224893, 109.99843834826575, 0.1209682878808154, 0.8105488211501466, 100.01019603752995, 0.2572928544479077, 0.7274755144988301, 88.00547962928802, 0.3635273152452236, 0.7104517771967701, 85.99658973687552, 0.3616454969362998, 0.6427327142783875, 83.98056021949537, 0.4674928623628851, 0.5126896360462045, 80.0020131452537, 0.6466777352458625, 0.3264827135658651, 75.99209118377615, 0.8688532180343456, 0.1183370455767769, 886.3819037994565, 910.0193512718415, 922.5307903525381, 926.459359952471, 935.573585484296, 952.812415298996, 975.7261806389394]|664.1906738281250000|      0.06250000|[1095, 160, 0, 20]                                                         |  | trying linear partial model with 57 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=8
