k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[4.1365481575, 0.02, 0.17712896, 0.02, 1.6563998369, 0.02, 1.1912670842, 0.02, 0.29540308, 0.02, 0.33044829, 0.02, 0.081689693, 0.02, 0.25366977, 0.02, 1.3979474874, 0.02, 1.1726179747, 0.02, 0.09020114, 0.02, 0.12924843, 0.02, 0.30391686, 0.02, 0.1048141, 0.02, 0.1179912, 0.02, 0.54496913, 0.02, 0.007783709, 0.02, 0.089054003, 0.02, 0.11016803, 0.02, 0.039888624, 0.02, 0.098350298, 0.02, 0.28456638, 0.02, 0.4217993, 0.02, 0.16224077, 0.02, 0.071969874, 0.02, 0.31414176, 0.02, 0.14023746, 0.02, 0.28639923, 0.02, 0.062871838, 0.02, 0.15213167, 0.02, 0.19259894, 0.02, 0.15142465, 0.02, 0.39070068, 0.02]|263050.2304652961902320|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[4.1365481575, 0.02, 0.17712896, 0.02, 1.6563998369, 0.02, 1.1912670842, 0.02, 0.29540308, 0.02, 0.33044829, 0.02, 0.081689693, 0.02, 0.25366977, 0.02, 1.3979474874, 0.02, 1.1726179747, 0.02, 0.09020114, 0.02, 0.12924843, 0.02, 0.30391686, 0.02, 0.1048141, 0.02, 0.1179912, 0.02, 0.54496913, 0.02, 0.007783709, 0.02, 0.089054003, 0.02, 0.11016803, 0.02, 0.039888624, 0.02, 0.098350298, 0.02, 0.28456638, 0.02, 0.4217993, 0.02, 0.16224077, 0.02, 0.071969874, 0.02, 0.31414176, 0.02, 0.14023746, 0.02, 0.28639923, 0.02, 0.062871838, 0.02, 0.15213167, 0.02, 0.19259894, 0.02, 0.15142465, 0.02, 0.39070068, 0.02]|263050.2304652961902320|      0.50000000|[81, 0, 1, 6]                                                              |  | used linear model with 81 points | iterate failure | actual_k=0
       2|[4.1365481575, 0.02, 0.17712896, 0.02, 1.6563998369, 0.02, 1.1912670842, 0.02, 0.29540308, 0.02, 0.33044829, 0.02, 0.081689693, 0.02, 0.25366977, 0.02, 1.3979474874, 0.02, 1.1726179747, 0.02, 0.09020114, 0.02, 0.12924843, 0.02, 0.30391686, 0.02, 0.1048141, 0.02, 0.1179912, 0.02, 0.54496913, 0.02, 0.007783709, 0.02, 0.089054003, 0.02, 0.11016803, 0.02, 0.039888624, 0.02, 0.098350298, 0.02, 0.28456638, 0.02, 0.4217993, 0.02, 0.16224077, 0.02, 0.071969874, 0.02, 0.31414176, 0.02, 0.14023746, 0.02, 0.28639923, 0.02, 0.062871838, 0.02, 0.15213167, 0.02, 0.19259894, 0.02, 0.15142465, 0.02, 0.39070068, 0.02]|263050.2304652961902320|      0.25000000|[162, 0, 2, 12]                                                            |  | used linear model with 81 points | iterate failure | actual_k=0
       3|[4.1365481575, 0.02, 0.17712896, 0.02, 1.6563998369, 0.02, 1.1912670842, 0.02, 0.29540308, 0.02, 0.33044829, 0.02, 0.081689693, 0.02, 0.25366977, 0.02, 1.3979474874, 0.02, 1.1726179747, 0.02, 0.09020114, 0.02, 0.12924843, 0.02, 0.30391686, 0.02, 0.1048141, 0.02, 0.1179912, 0.02, 0.54496913, 0.02, 0.007783709, 0.02, 0.089054003, 0.02, 0.11016803, 0.02, 0.039888624, 0.02, 0.098350298, 0.02, 0.28456638, 0.02, 0.4217993, 0.02, 0.16224077, 0.02, 0.071969874, 0.02, 0.31414176, 0.02, 0.14023746, 0.02, 0.28639923, 0.02, 0.062871838, 0.02, 0.15213167, 0.02, 0.19259894, 0.02, 0.15142465, 0.02, 0.39070068, 0.02]|263050.2304652961902320|      0.12500000|[243, 0, 3, 18]                                                            |  | used linear model with 81 points | iterate failure | actual_k=0
       4|[4.1365481575, 0.02, 0.17712896, 0.02, 1.6563998369, 0.02, 1.1912670842, 0.02, 0.29540308, 0.02, 0.33044829, 0.02, 0.081689693, 0.02, 0.25366977, 0.02, 1.3979474874, 0.02, 1.1726179747, 0.02, 0.09020114, 0.02, 0.12924843, 0.02, 0.30391686, 0.02, 0.1048141, 0.02, 0.1179912, 0.02, 0.54496913, 0.02, 0.007783709, 0.02, 0.089054003, 0.02, 0.11016803, 0.02, 0.039888624, 0.02, 0.098350298, 0.02, 0.28456638, 0.02, 0.4217993, 0.02, 0.16224077, 0.02, 0.071969874, 0.02, 0.31414176, 0.02, 0.14023746, 0.02, 0.28639923, 0.02, 0.062871838, 0.02, 0.15213167, 0.02, 0.19259894, 0.02, 0.15142465, 0.02, 0.39070068, 0.02]|263050.2304652961902320|      0.06250000|[324, 0, 4, 24]                                                            |  | used linear model with 81 points | iterate failure | actual_k=0
       5|[4.1365481575, 0.02, 0.17712896, 0.02, 1.6563998369, 0.02, 1.1912670842, 0.02, 0.29540308, 0.02, 0.33044829, 0.02, 0.081689693, 0.02, 0.25366977, 0.02, 1.3979474874, 0.02, 1.1726179747, 0.02, 0.09020114, 0.02, 0.12924843, 0.02, 0.30391686, 0.02, 0.1048141, 0.02, 0.1179912, 0.02, 0.54496913, 0.02, 0.007783709, 0.02, 0.089054003, 0.02, 0.11016803, 0.02, 0.039888624, 0.02, 0.098350298, 0.02, 0.28456638, 0.02, 0.4217993, 0.02, 0.16224077, 0.02, 0.071969874, 0.02, 0.31414176, 0.02, 0.14023746, 0.02, 0.28639923, 0.02, 0.062871838, 0.02, 0.15213167, 0.02, 0.19259894, 0.02, 0.15142465, 0.02, 0.39070068, 0.02]|263050.2304652961902320|      0.03125000|[405, 0, 5, 30]                                                            |  | used linear model with 81 points | iterate failure | actual_k=0
       6|[4.137639847943712, 0.0427024246661343, 0.1746725935150962, 0.0182151342017857, 1.6562881677676078, 0.0230026850096642, 1.189488059652546, 0.0267094141671693, 0.2975694920542079, 0.0195347443559006, 0.3273619076022882, 0.0262153266575944, 0.0784089301012015, 0.0169919027629215, 0.2506919446378636, 0.0229453807090001, 1.3965007654606705, 0.0219186717138795, 1.1746180408802434, 0.0203403437351692, 0.0899650177902287, 0.0220384907011011, 0.131627065929151, 0.0173232693316716, 0.3034216298274771, 0.0199225936463812, 0.1019713368647476, 0.0230136697778734, 0.1183837143493666, 0.0159196924097572, 0.5398636513641747, 0.0229565526497488, 0.0110874566530005, 0.0177539643374189, 0.0917836581875812, 0.0179268894876984, 0.1097257300957441, 0.0205741343178478, 0.0432487061873471, 0.0196399728766577, 0.0912300499151024, 0.0206185115180488, 0.2885847804553553, 0.0168402488040385, 0.4221226500335937, 0.0198251924547355, 0.1647173898817736, 0.0158040663495126, 0.0704321438460112, 0.0228257411641659, 0.3142209608918626, 0.0173504611914214, 0.1373770452623569, 0.018993001490159, 0.2878891574273809, 0.0190487243278984, 0.0624686772003196, 0.0186151480272613, 0.1503572821516506, 0.0180886321196123, 0.1921235599278692, 0.018029160013836, 0.1543305977286422, 0.0177693998877895, 0.392466514152978, 0.0226841022069502]|179484.0729625141539145|      0.06250000|[486, 0, 6, 36]                                                            |  | used linear model with 81 points | iterate success | actual_k=0
       7|[4.137639847943712, 0.0427024246661343, 0.1746725935150962, 0.0182151342017857, 1.6562881677676078, 0.0230026850096642, 1.189488059652546, 0.0267094141671693, 0.2975694920542079, 0.0195347443559006, 0.3273619076022882, 0.0262153266575944, 0.0784089301012015, 0.0169919027629215, 0.2506919446378636, 0.0229453807090001, 1.3965007654606705, 0.0219186717138795, 1.1746180408802434, 0.0203403437351692, 0.0899650177902287, 0.0220384907011011, 0.131627065929151, 0.0173232693316716, 0.3034216298274771, 0.0199225936463812, 0.1019713368647476, 0.0230136697778734, 0.1183837143493666, 0.0159196924097572, 0.5398636513641747, 0.0229565526497488, 0.0110874566530005, 0.0177539643374189, 0.0917836581875812, 0.0179268894876984, 0.1097257300957441, 0.0205741343178478, 0.0432487061873471, 0.0196399728766577, 0.0912300499151024, 0.0206185115180488, 0.2885847804553553, 0.0168402488040385, 0.4221226500335937, 0.0198251924547355, 0.1647173898817736, 0.0158040663495126, 0.0704321438460112, 0.0228257411641659, 0.3142209608918626, 0.0173504611914214, 0.1373770452623569, 0.018993001490159, 0.2878891574273809, 0.0190487243278984, 0.0624686772003196, 0.0186151480272613, 0.1503572821516506, 0.0180886321196123, 0.1921235599278692, 0.018029160013836, 0.1543305977286422, 0.0177693998877895, 0.392466514152978, 0.0226841022069502]|179484.0729625141539145|      0.03125000|[567, 0, 7, 42]                                                            |  | used linear model with 81 points | iterate failure | actual_k=0
       8|[4.136346163825883, 0.0553349720572668, 0.172867296179384, 0.0225495268293013, 1.6531085668519723, 0.0351080775115445, 1.1885270979760152, 0.0329303548077969, 0.294559212513933, 0.0196105257132149, 0.3269351293445441, 0.0271267760161999, 0.0816892355045548, 0.0177859899992483, 0.2467958022612627, 0.0255168031066424, 1.3940355349163842, 0.0300990854019632, 1.1715506134261309, 0.0296739949465237, 0.0873520853498983, 0.0203148522265412, 0.1306679205817391, 0.0148303116946979, 0.3019679227233054, 0.025790616290483, 0.100525149011997, 0.0216406738784215, 0.1147503423394228, 0.018082281920785, 0.5400491765760368, 0.0163411669973934, 0.0077627646090832, 0.0126692146401411, 0.0940111394023281, 0.0155244953873293, 0.1083466027953474, 0.0207427864786261, 0.0439642281413962, 0.0215839354537543, 0.0932959876695048, 0.0211998808193516, 0.289734332971102, 0.016675982492033, 0.4264629098447982, 0.0194567324906581, 0.1657719411341781, 0.0164732604865133, 0.0675460277895652, 0.0285861920719728, 0.3143022415393251, 0.0205093481608246, 0.1385497021353214, 0.0195136090880259, 0.2846305918405599, 0.0222548081386304, 0.0599352521917258, 0.0185016929258826, 0.1491610295524796, 0.0172325585947041, 0.188282563677121, 0.0227779985887109, 0.1524929236996763, 0.0177010337644571, 0.4002878079096503, 0.023156166888074]|150531.6002740566327702|      0.06250000|[648, 0, 8, 48]                                                            |  | used linear model with 81 points | iterate success | actual_k=0
       9|[4.136346163825883, 0.0553349720572668, 0.172867296179384, 0.0225495268293013, 1.6531085668519723, 0.0351080775115445, 1.1885270979760152, 0.0329303548077969, 0.294559212513933, 0.0196105257132149, 0.3269351293445441, 0.0271267760161999, 0.0816892355045548, 0.0177859899992483, 0.2467958022612627, 0.0255168031066424, 1.3940355349163842, 0.0300990854019632, 1.1715506134261309, 0.0296739949465237, 0.0873520853498983, 0.0203148522265412, 0.1306679205817391, 0.0148303116946979, 0.3019679227233054, 0.025790616290483, 0.100525149011997, 0.0216406738784215, 0.1147503423394228, 0.018082281920785, 0.5400491765760368, 0.0163411669973934, 0.0077627646090832, 0.0126692146401411, 0.0940111394023281, 0.0155244953873293, 0.1083466027953474, 0.0207427864786261, 0.0439642281413962, 0.0215839354537543, 0.0932959876695048, 0.0211998808193516, 0.289734332971102, 0.016675982492033, 0.4264629098447982, 0.0194567324906581, 0.1657719411341781, 0.0164732604865133, 0.0675460277895652, 0.0285861920719728, 0.3143022415393251, 0.0205093481608246, 0.1385497021353214, 0.0195136090880259, 0.2846305918405599, 0.0222548081386304, 0.0599352521917258, 0.0185016929258826, 0.1491610295524796, 0.0172325585947041, 0.188282563677121, 0.0227779985887109, 0.1524929236996763, 0.0177010337644571, 0.4002878079096503, 0.023156166888074]|150531.6002740566327702|      0.03125000|[729, 0, 9, 54]                                                            |  | used linear model with 81 points | iterate failure | actual_k=0
      10|[4.1359215448418, 0.0779533721116204, 0.1714677346687828, 0.0202945828707343, 1.650597404682452, 0.0426745350341669, 1.1860286760017045, 0.0371094938914078, 0.2945806204613332, 0.0246351861561939, 0.3275950555924956, 0.0268088445499238, 0.0788001136519029, 0.0190163120733724, 0.2469432230321719, 0.0284114036879652, 1.3914667254687465, 0.0360651852473837, 1.1721358208889938, 0.0389288008920039, 0.0890953994911793, 0.0177777428979994, 0.127015420459906, 0.0145821758645444, 0.3019810237994607, 0.0268882683848817, 0.0977438532726788, 0.0219985323398952, 0.1132788101804691, 0.0187538183072793, 0.5412411020886589, 0.0211341976902479, 0.0079941235772402, 0.0109387753695973, 0.0952704730090769, 0.0144779086772447, 0.1062409145382713, 0.021456073469939, 0.0451729410844507, 0.0224848040964689, 0.0910877552598449, 0.0209817077814878, 0.2909013509761806, 0.0197543039835873, 0.4289766402394036, 0.0241015906671871, 0.1658655253412615, 0.0177313486557348, 0.0692664617191919, 0.02600211155, 0.3145156905086676, 0.0201507083863666, 0.1384175892878109, 0.0209180730243808, 0.2802776231586087, 0.0238839929559318, 0.0599548563114015, 0.0210243931220454, 0.1502198046568134, 0.0182235748268658, 0.1925404600963616, 0.0260759372852823, 0.1526664751228849, 0.0196819048715753, 0.4027163066289879, 0.0225465248414116]|129483.8908071065088734|      0.06250000|[810, 0, 10, 60]                                                           |  | used linear model with 81 points | iterate success | actual_k=0
      11|[4.1359215448418, 0.0779533721116204, 0.1714677346687828, 0.0202945828707343, 1.650597404682452, 0.0426745350341669, 1.1860286760017045, 0.0371094938914078, 0.2945806204613332, 0.0246351861561939, 0.3275950555924956, 0.0268088445499238, 0.0788001136519029, 0.0190163120733724, 0.2469432230321719, 0.0284114036879652, 1.3914667254687465, 0.0360651852473837, 1.1721358208889938, 0.0389288008920039, 0.0890953994911793, 0.0177777428979994, 0.127015420459906, 0.0145821758645444, 0.3019810237994607, 0.0268882683848817, 0.0977438532726788, 0.0219985323398952, 0.1132788101804691, 0.0187538183072793, 0.5412411020886589, 0.0211341976902479, 0.0079941235772402, 0.0109387753695973, 0.0952704730090769, 0.0144779086772447, 0.1062409145382713, 0.021456073469939, 0.0451729410844507, 0.0224848040964689, 0.0910877552598449, 0.0209817077814878, 0.2909013509761806, 0.0197543039835873, 0.4289766402394036, 0.0241015906671871, 0.1658655253412615, 0.0177313486557348, 0.0692664617191919, 0.02600211155, 0.3145156905086676, 0.0201507083863666, 0.1384175892878109, 0.0209180730243808, 0.2802776231586087, 0.0238839929559318, 0.0599548563114015, 0.0210243931220454, 0.1502198046568134, 0.0182235748268658, 0.1925404600963616, 0.0260759372852823, 0.1526664751228849, 0.0196819048715753, 0.4027163066289879, 0.0225465248414116]|129483.8908071065088734|      0.03125000|[891, 0, 11, 66]                                                           |  | used linear model with 81 points | iterate failure | actual_k=0
