k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[-4.0, -0.1, 4.0, 0.1, -2.0, -0.1]                                              | 10.2348225388852789|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-4.0, -0.1, 4.0, 0.1, -2.0, -0.1]                                              | 10.2348225388852789|      0.50000000|[17, 0, 1, 2]                                                              |  | used linear model with 17 points | iterate failure | actual_k=0
       2|[-4.0, -0.1, 4.0, 0.1, -2.0, -0.1]                                              | 10.2348225388852789|      0.25000000|[34, 0, 2, 4]                                                              |  | used linear model with 17 points | iterate failure | actual_k=0
       3|[-4.0, -0.1, 4.0, 0.1, -2.0, -0.1]                                              | 10.2348225388852789|      0.12500000|[51, 0, 3, 6]                                                              |  | used linear model with 17 points | iterate failure | actual_k=0
       4|[-4.0319878613680755, -0.008929914316779, 3.998066851414822, 0.0404725226401348, -1.9869575968326425, -0.0491015293541543]|  5.6113328473029078|      0.25000000|[68, 0, 4, 8]                                                              |  | used linear model with 17 points | iterate success | actual_k=0
       5|[-4.0319878613680755, -0.008929914316779, 3.998066851414822, 0.0404725226401348, -1.9869575968326425, -0.0491015293541543]|  5.6113328473029078|      0.12500000|[85, 0, 5, 10]                                                             |  | used linear model with 17 points | iterate failure | actual_k=0
       6|[-4.0319878613680755, -0.008929914316779, 3.998066851414822, 0.0404725226401348, -1.9869575968326425, -0.0491015293541543]|  5.6113328473029078|      0.06250000|[102, 0, 6, 12]                                                            |  | used linear model with 17 points | iterate failure | actual_k=0
       7|[-4.035047295663094, -0.0599594944670915, 4.001302278235847, 0.0632413315967957, -1.9867389578357515, -0.0767409461433561]|  1.0036692738461936|      0.12500000|[119, 0, 7, 14]                                                            |  | used linear model with 17 points | iterate success | actual_k=0
       8|[-4.035047295663094, -0.0599594944670915, 4.001302278235847, 0.0632413315967957, -1.9867389578357515, -0.0767409461433561]|  1.0036692738461936|      0.06250000|[136, 0, 8, 16]                                                            |  | used linear model with 17 points | iterate failure | actual_k=0
       9|[-4.035047295663094, -0.0599594944670915, 4.001302278235847, 0.0632413315967957, -1.9867389578357515, -0.0767409461433561]|  1.0036692738461936|      0.03125000|[153, 0, 9, 18]                                                            |  | used linear model with 17 points | iterate failure | actual_k=0
      10|[-4.035047295663094, -0.0599594944670915, 4.001302278235847, 0.0632413315967957, -1.9867389578357515, -0.0767409461433561]|  1.0036692738461936|      0.01562500|[170, 0, 10, 20]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      11|[-4.03644624796813, -0.0523543871546873, 4.000121240768129, 0.0500160297173044, -1.9852384354305477, -0.074334522776053]|  0.6493828580305274|      0.03125000|[187, 0, 11, 22]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      12|[-4.03644624796813, -0.0523543871546873, 4.000121240768129, 0.0500160297173044, -1.9852384354305477, -0.074334522776053]|  0.6493828580305274|      0.01562500|[204, 0, 12, 24]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      13|[-4.029748824033757, -0.0619404544339301, 3.99939859153762, 0.0414548924581587, -1.980351559227016, -0.0774482985631303]|  0.4970485349888117|      0.03125000|[221, 0, 13, 26]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      14|[-4.029748824033757, -0.0619404544339301, 3.99939859153762, 0.0414548924581587, -1.980351559227016, -0.0774482985631303]|  0.4970485349888117|      0.01562500|[238, 0, 14, 28]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      15|[-4.029748824033757, -0.0619404544339301, 3.99939859153762, 0.0414548924581587, -1.980351559227016, -0.0774482985631303]|  0.4970485349888117|      0.00781250|[255, 0, 15, 30]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      16|[-4.03065527300974, -0.0674258508690935, 3.9975556931610874, 0.0367002811205314, -1.980452944484932, -0.0754207261021827]|  0.4492728193076411|      0.01562500|[272, 0, 16, 32]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      17|[-4.03065527300974, -0.0674258508690935, 3.9975556931610874, 0.0367002811205314, -1.980452944484932, -0.0754207261021827]|  0.4492728193076411|      0.00781250|[289, 0, 17, 34]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      18|[-4.03065527300974, -0.0674258508690935, 3.9975556931610874, 0.0367002811205314, -1.980452944484932, -0.0754207261021827]|  0.4492728193076411|      0.00390625|[306, 0, 18, 36]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      19|[-4.0308115396046595, -0.0668616071873712, 3.9983247781728313, 0.0329276050701249, -1.9804381956042683, -0.0751187244211148]|  0.4262826604467431|      0.00781250|[323, 0, 19, 38]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      20|[-4.031099929044643, -0.066823969906472, 4.000032755783607, 0.0294834411953359, -1.9828292394240137, -0.0814790725525253]|  0.4131006217189404|      0.01562500|[340, 0, 20, 40]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      21|[-4.031099929044643, -0.066823969906472, 4.000032755783607, 0.0294834411953359, -1.9828292394240137, -0.0814790725525253]|  0.4131006217189404|      0.00781250|[357, 0, 21, 42]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      22|[-4.031099929044643, -0.066823969906472, 4.000032755783607, 0.0294834411953359, -1.9828292394240137, -0.0814790725525253]|  0.4131006217189404|      0.00390625|[374, 0, 22, 44]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      23|[-4.031099929044643, -0.066823969906472, 4.000032755783607, 0.0294834411953359, -1.9828292394240137, -0.0814790725525253]|  0.4131006217189404|      0.00195312|[391, 0, 23, 46]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      24|[-4.031453219121332, -0.068367879483078, 4.000057463955662, 0.0283711724545172, -1.9830494985915836, -0.0816203533372605]|  0.4053468353224078|      0.00390625|[408, 0, 24, 48]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      25|[-4.030499838159767, -0.0702859296758725, 4.00052673424641, 0.0259093909713378, -1.9812489806987335, -0.0805486771252594]|  0.3975043411978425|      0.00781250|[425, 0, 25, 50]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      26|[-4.030499838159767, -0.0702859296758725, 4.00052673424641, 0.0259093909713378, -1.9812489806987335, -0.0805486771252594]|  0.3975043411978425|      0.00390625|[442, 0, 26, 52]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      27|[-4.030499838159767, -0.0702859296758725, 4.00052673424641, 0.0259093909713378, -1.9812489806987335, -0.0805486771252594]|  0.3975043411978425|      0.00195312|[459, 0, 27, 54]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
