k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[120.0, 0.09203, 0.908, 110.0, 0.1819, 0.8181, 100.0, 0.284, 0.716, 88.0, 0.3051, 0.6949, 86.0, 0.3566, 0.6434, 84.0, 0.468, 0.532, 80.0, 0.6579, 0.3421, 76.0, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|4345.0997658534724906|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[120.0, 0.09203, 0.908, 110.0, 0.1819, 0.8181, 100.0, 0.284, 0.716, 88.0, 0.3051, 0.6949, 86.0, 0.3566, 0.6434, 84.0, 0.468, 0.532, 80.0, 0.6579, 0.3421, 76.0, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|4345.0997658534724906|      0.50000000|[118, 8, 0, 2]                                                             |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       2|[120.0, 0.09203, 0.908, 110.0, 0.1819, 0.8181, 100.0, 0.284, 0.716, 88.0, 0.3051, 0.6949, 86.0, 0.3566, 0.6434, 84.0, 0.468, 0.532, 80.0, 0.6579, 0.3421, 76.0, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|4345.0997658534724906|      0.25000000|[235, 16, 0, 4]                                                            |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       3|[120.0, 0.09203, 0.908, 110.0, 0.1819, 0.8181, 100.0, 0.284, 0.716, 88.0, 0.3051, 0.6949, 86.0, 0.3566, 0.6434, 84.0, 0.468, 0.532, 80.0, 0.6579, 0.3421, 76.0, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|4345.0997658534724906|      0.12500000|[352, 24, 0, 6]                                                            |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       4|[119.99281321943474, -0.0136279786037069, 0.8653482800929105, 109.98399015203495, 0.1866536017846623, 0.819756845324556, 100.00722770278497, 0.2701358136220636, 0.7203280939894011, 88.00476835741246, 0.3367848205879997, 0.7142858868704343, 85.99204805508155, 0.3514164226245284, 0.6339991575242272, 84.01072584166724, 0.4697488755750087, 0.5281365319912863, 79.99762203407998, 0.6492147212524682, 0.3354931611021143, 75.99979284145073, 0.8786939454017182, 0.1174408206159872, 886.3653787974329, 910.0096930553995, 922.5211202132609, 926.4704205058299, 935.5638303946319, 952.8336050783197, 975.7317584735188]|1892.7551269531250000|      0.25000000|[470, 32, 0, 8]                                                            |  | trying linear partial model with 61 points | iterate success | actual_k=4
       5|[119.99281321943474, -0.0136279786037069, 0.8653482800929105, 109.98399015203495, 0.1866536017846623, 0.819756845324556, 100.00722770278497, 0.2701358136220636, 0.7203280939894011, 88.00476835741246, 0.3367848205879997, 0.7142858868704343, 85.99204805508155, 0.3514164226245284, 0.6339991575242272, 84.01072584166724, 0.4697488755750087, 0.5281365319912863, 79.99762203407998, 0.6492147212524682, 0.3354931611021143, 75.99979284145073, 0.8786939454017182, 0.1174408206159872, 886.3653787974329, 910.0096930553995, 922.5211202132609, 926.4704205058299, 935.5638303946319, 952.8336050783197, 975.7317584735188]|1892.7551269531250000|      0.12500000|[587, 40, 0, 10]                                                           |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       6|[119.99281321943474, -0.0136279786037069, 0.8653482800929105, 109.98399015203495, 0.1866536017846623, 0.819756845324556, 100.00722770278497, 0.2701358136220636, 0.7203280939894011, 88.00476835741246, 0.3367848205879997, 0.7142858868704343, 85.99204805508155, 0.3514164226245284, 0.6339991575242272, 84.01072584166724, 0.4697488755750087, 0.5281365319912863, 79.99762203407998, 0.6492147212524682, 0.3354931611021143, 75.99979284145073, 0.8786939454017182, 0.1174408206159872, 886.3653787974329, 910.0096930553995, 922.5211202132609, 926.4704205058299, 935.5638303946319, 952.8336050783197, 975.7317584735188]|1892.7551269531250000|      0.06250000|[704, 48, 0, 12]                                                           |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       7|[119.99684606663153, 0.0084358619589171, 0.8777843315531113, 109.9820217572451, 0.1362696209310127, 0.799741099233341, 100.00620558226107, 0.2728239690136888, 0.7234686135231382, 88.0058299664035, 0.3485343157299634, 0.7162625253410154, 85.99359355907919, 0.3563274216253845, 0.6362259806505788, 84.01101164347328, 0.4665339632219271, 0.5258010608328026, 79.99785882226666, 0.6450813942882173, 0.3350714602372359, 75.99422927060951, 0.8787682251946877, 0.1191597177417909, 886.3685955537237, 910.0064694877157, 922.5174158908924, 926.4702179675407, 935.5608236679932, 952.8327114149339, 975.7306012044053]|1044.1958007812500000|      0.12500000|[822, 56, 0, 14]                                                           |  | trying linear partial model with 61 points | iterate success | actual_k=4
       8|[119.99684606663153, 0.0084358619589171, 0.8777843315531113, 109.9820217572451, 0.1362696209310127, 0.799741099233341, 100.00620558226107, 0.2728239690136888, 0.7234686135231382, 88.0058299664035, 0.3485343157299634, 0.7162625253410154, 85.99359355907919, 0.3563274216253845, 0.6362259806505788, 84.01101164347328, 0.4665339632219271, 0.5258010608328026, 79.99785882226666, 0.6450813942882173, 0.3350714602372359, 75.99422927060951, 0.8787682251946877, 0.1191597177417909, 886.3685955537237, 910.0064694877157, 922.5174158908924, 926.4702179675407, 935.5608236679932, 952.8327114149339, 975.7306012044053]|1044.1958007812500000|      0.06250000|[939, 64, 0, 16]                                                           |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       9|[119.99154819903153, -0.0340118395370854, 0.8648175064871378, 109.9793142430878, 0.1340527069736575, 0.7994624588515752, 100.00100438426489, 0.2448180973437256, 0.7074901141893779, 88.00204551529589, 0.3580756889164166, 0.7263883907756389, 86.00106444171763, 0.3742860565138233, 0.6312458098008228, 84.00844111009651, 0.4634610399968934, 0.5279082617090256, 80.00129765846533, 0.636999478898903, 0.3404966372666964, 75.9947086893767, 0.8766675807708015, 0.117277993059451, 886.3650257564705, 910.0101810252348, 922.5237393253465, 926.469547535733, 935.5635093560229, 952.8308837477642, 975.7282686321136]|745.8729858398437500|      0.12500000|[1056, 72, 0, 18]                                                          |  | trying linear partial model with 61 points | iterate success | actual_k=4
      10|[119.99154819903153, -0.0340118395370854, 0.8648175064871378, 109.9793142430878, 0.1340527069736575, 0.7994624588515752, 100.00100438426489, 0.2448180973437256, 0.7074901141893779, 88.00204551529589, 0.3580756889164166, 0.7263883907756389, 86.00106444171763, 0.3742860565138233, 0.6312458098008228, 84.00844111009651, 0.4634610399968934, 0.5279082617090256, 80.00129765846533, 0.636999478898903, 0.3404966372666964, 75.9947086893767, 0.8766675807708015, 0.117277993059451, 886.3650257564705, 910.0101810252348, 922.5237393253465, 926.469547535733, 935.5635093560229, 952.8308837477642, 975.7282686321136]|745.8729858398437500|      0.06250000|[1174, 80, 0, 20]                                                          |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
