k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]                                   |902930.4512200000463054|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]                                   |902930.4512200000463054|      0.50000000|[33, 0, 0, 2]                                                              |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       2|[0.1689890516515289, -0.1347228998100337, 0.0527769851896326, 0.1863190475696811, 0.37272055328355, -0.0948516212957253, -0.1115872944655758, 0.061454711811455, -0.0405758085971587]|210507.4531250000000000|      1.00000000|[65, 0, 0, 4]                                                              |  | trying linear partial model with 17 points | iterate success | actual_k=0
       3|[0.1689890516515289, -0.1347228998100337, 0.0527769851896326, 0.1863190475696811, 0.37272055328355, -0.0948516212957253, -0.1115872944655758, 0.061454711811455, -0.0405758085971587]|210507.4531250000000000|      0.50000000|[97, 0, 0, 6]                                                              |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       4|[0.2696831315224521, -0.3093488916562974, 0.0115637433621226, 0.2385626718192114, 0.7337071030318216, -0.139807654292773, 0.1330574802253162, -0.0511380963934885, -0.049407423906505]|87542.1875000000000000|      1.00000000|[129, 0, 0, 8]                                                             |  | trying linear partial model with 17 points | iterate success | actual_k=0
       5|[0.2696831315224521, -0.3093488916562974, 0.0115637433621226, 0.2385626718192114, 0.7337071030318216, -0.139807654292773, 0.1330574802253162, -0.0511380963934885, -0.049407423906505]|87542.1875000000000000|      0.50000000|[161, 0, 0, 10]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       6|[0.2696831315224521, -0.3093488916562974, 0.0115637433621226, 0.2385626718192114, 0.7337071030318216, -0.139807654292773, 0.1330574802253162, -0.0511380963934885, -0.049407423906505]|87542.1875000000000000|      0.25000000|[193, 0, 0, 12]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       7|[0.3064342845168271, -0.3991786320045386, -0.0558468167574702, 0.1721612163581127, 0.7592212957139142, 0.0212348653321701, 0.1887412475358692, -0.0255543475891767, -0.1668201842837956]|22515.8828125000000000|      0.50000000|[225, 0, 0, 14]                                                            |  | trying linear partial model with 17 points | iterate success | actual_k=0
       8|[0.3064342845168271, -0.3991786320045386, -0.0558468167574702, 0.1721612163581127, 0.7592212957139142, 0.0212348653321701, 0.1887412475358692, -0.0255543475891767, -0.1668201842837956]|22515.8828125000000000|      0.25000000|[257, 0, 0, 16]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       9|[0.3604061627872399, -0.4628432737376932, -0.0211722572714449, 0.0068254336166883, 0.8499285841918435, -0.0862338655252333, 0.1063687961555873, -0.0050643302337825, -0.1704536077304733]|10543.7402343750000000|      0.50000000|[289, 0, 0, 18]                                                            |  | trying linear partial model with 17 points | iterate success | actual_k=0
      10|[0.3604061627872399, -0.4628432737376932, -0.0211722572714449, 0.0068254336166883, 0.8499285841918435, -0.0862338655252333, 0.1063687961555873, -0.0050643302337825, -0.1704536077304733]|10543.7402343750000000|      0.25000000|[321, 0, 0, 20]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      11|[0.3604061627872399, -0.4628432737376932, -0.0211722572714449, 0.0068254336166883, 0.8499285841918435, -0.0862338655252333, 0.1063687961555873, -0.0050643302337825, -0.1704536077304733]|10543.7402343750000000|      0.12500000|[353, 0, 0, 22]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      12|[0.3237622104817861, -0.4450530762256261, 0.0268614966415703, 0.0571434018376009, 0.8813191592994348, -0.0123798564627109, 0.1062290110997758, 0.0106220393073602, -0.219857308013193]|1795.1923828125000000|      0.25000000|[385, 0, 0, 24]                                                            |  | trying linear partial model with 17 points | iterate success | actual_k=0
      13|[0.3237622104817861, -0.4450530762256261, 0.0268614966415703, 0.0571434018376009, 0.8813191592994348, -0.0123798564627109, 0.1062290110997758, 0.0106220393073602, -0.219857308013193]|1795.1923828125000000|      0.12500000|[417, 0, 0, 26]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
