k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]                              |  2.9665404653292509|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]                              |  2.9665404653292509|      0.50000000|[16, 1, 1, 2]                                                              |  | used linear model with 17 points | iterate failure | actual_k=1
       2|[0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]                              |  2.9665404653292509|      0.25000000|[32, 2, 2, 4]                                                              |  | used linear model with 17 points | iterate failure | actual_k=1
       3|[0.082334465367852, 0.1409977547366411, 0.0827426315056122, 0.1476128739304899, 0.0291160654977287, 0.0491012537539206, 0.0513666331666667, -0.044811336312767, 0.1151916711455813, -0.0635872291930741]|  2.0347233479202558|      0.50000000|[48, 3, 3, 6]                                                              |  | used linear model with 17 points | iterate success | actual_k=1
       4|[0.082334465367852, 0.1409977547366411, 0.0827426315056122, 0.1476128739304899, 0.0291160654977287, 0.0491012537539206, 0.0513666331666667, -0.044811336312767, 0.1151916711455813, -0.0635872291930741]|  2.0347233479202558|      0.25000000|[64, 4, 4, 8]                                                              |  | used linear model with 17 points | iterate failure | actual_k=1
       5|[0.082334465367852, 0.1409977547366411, 0.0827426315056122, 0.1476128739304899, 0.0291160654977287, 0.0491012537539206, 0.0513666331666667, -0.044811336312767, 0.1151916711455813, -0.0635872291930741]|  2.0347233479202558|      0.12500000|[80, 5, 5, 10]                                                             |  | used linear model with 17 points | iterate failure | actual_k=1
       6|[0.0787376524212314, 0.1415462969704306, 0.0842089187033034, 0.1223548564951045, 0.0055878861749259, 0.0689555936924579, 0.0248092750305556, -0.039582965165706, 0.0244675687113682, 0.0075491374556153]|  0.6076634536470361|      0.25000000|[96, 6, 6, 12]                                                             |  | used linear model with 17 points | iterate success | actual_k=1
       7|[0.0787376524212314, 0.1415462969704306, 0.0842089187033034, 0.1223548564951045, 0.0055878861749259, 0.0689555936924579, 0.0248092750305556, -0.039582965165706, 0.0244675687113682, 0.0075491374556153]|  0.6076634536470361|      0.12500000|[112, 7, 7, 14]                                                            |  | used linear model with 17 points | iterate failure | actual_k=1
       8|[0.0787376524212314, 0.1415462969704306, 0.0842089187033034, 0.1223548564951045, 0.0055878861749259, 0.0689555936924579, 0.0248092750305556, -0.039582965165706, 0.0244675687113682, 0.0075491374556153]|  0.6076634536470361|      0.06250000|[128, 8, 8, 16]                                                            |  | used linear model with 17 points | iterate failure | actual_k=1
       9|[0.0848340443978086, 0.1268671174453334, 0.0618707960351419, 0.1107271712868491, 0.0076881021834984, 0.038364152974512, 0.0076321292144127, -0.0065707503638365, -0.0008951921121977, 0.0146929076162728]|  0.2986973254834008|      0.12500000|[144, 9, 9, 18]                                                            |  | used linear model with 17 points | iterate success | actual_k=1
      10|[0.0848340443978086, 0.1268671174453334, 0.0618707960351419, 0.1107271712868491, 0.0076881021834984, 0.038364152974512, 0.0076321292144127, -0.0065707503638365, -0.0008951921121977, 0.0146929076162728]|  0.2986973254834008|      0.06250000|[160, 10, 10, 20]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      11|[0.081056702406027, 0.1044710046810046, 0.0551855626750676, 0.0661008089431087, -0.0041200051938673, 0.0612203651974585, -0.0082618762990312, -0.0080905436236662, -0.0072015966462983, -0.0052483436341788]|  0.2573065895484410|      0.12500000|[176, 11, 11, 22]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      12|[0.081056702406027, 0.1044710046810046, 0.0551855626750676, 0.0661008089431087, -0.0041200051938673, 0.0612203651974585, -0.0082618762990312, -0.0080905436236662, -0.0072015966462983, -0.0052483436341788]|  0.2573065895484410|      0.06250000|[192, 12, 12, 24]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      13|[0.081056702406027, 0.1044710046810046, 0.0551855626750676, 0.0661008089431087, -0.0041200051938673, 0.0612203651974585, -0.0082618762990312, -0.0080905436236662, -0.0072015966462983, -0.0052483436341788]|  0.2573065895484410|      0.03125000|[208, 13, 13, 26]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      14|[0.0917475453792074, 0.0993607586818012, 0.0568940324606128, 0.0659507834856364, 0.0012351355788628, 0.0371256635918082, -0.0120045867503273, 0.0010626500678945, -0.001044713969911, 0.004147621828458]|  0.1703023609581297|      0.06250000|[224, 14, 14, 28]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      15|[0.0917475453792074, 0.0993607586818012, 0.0568940324606128, 0.0659507834856364, 0.0012351355788628, 0.0371256635918082, -0.0120045867503273, 0.0010626500678945, -0.001044713969911, 0.004147621828458]|  0.1703023609581297|      0.03125000|[240, 15, 15, 30]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      16|[0.0917475453792074, 0.0993607586818012, 0.0568940324606128, 0.0659507834856364, 0.0012351355788628, 0.0371256635918082, -0.0120045867503273, 0.0010626500678945, -0.001044713969911, 0.004147621828458]|  0.1703023609581297|      0.01562500|[256, 16, 16, 32]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      17|[0.095646447096942, 0.0951957326061358, 0.0526438313935679, 0.0585913650097428, -0.0026192988744967, 0.0286229733121347, -0.0061902341750404, -0.0003392418437501, -0.0035087475078424, 0.000927274992198]|  0.1310463127596750|      0.03125000|[272, 17, 17, 34]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      18|[0.095646447096942, 0.0951957326061358, 0.0526438313935679, 0.0585913650097428, -0.0026192988744967, 0.0286229733121347, -0.0061902341750404, -0.0003392418437501, -0.0035087475078424, 0.000927274992198]|  0.1310463127596750|      0.01562500|[288, 18, 18, 36]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      19|[0.1002095637508996, 0.0953700234485314, 0.0526632549043759, 0.052520589523518, -0.0038712021585324, 0.0170024034618566, -0.0029328949213169, 0.0039520618732746, 0.0009421285452241, 0.0019236544904711]|  0.1025323452055105|      0.03125000|[304, 19, 19, 38]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      20|[0.1002095637508996, 0.0953700234485314, 0.0526632549043759, 0.052520589523518, -0.0038712021585324, 0.0170024034618566, -0.0029328949213169, 0.0039520618732746, 0.0009421285452241, 0.0019236544904711]|  0.1025323452055105|      0.01562500|[320, 20, 20, 40]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      21|[0.0995948387605205, 0.0920146767743224, 0.0533463862549626, 0.0405130461820849, 0.001485687721484, 0.0146701024199882, -0.0071301602654483, 0.0049872197441454, 0.004229154236251, -0.0029984992989652]|  0.0888792459943113|      0.03125000|[336, 21, 21, 42]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      22|[0.0995948387605205, 0.0920146767743224, 0.0533463862549626, 0.0405130461820849, 0.001485687721484, 0.0146701024199882, -0.0071301602654483, 0.0049872197441454, 0.004229154236251, -0.0029984992989652]|  0.0888792459943113|      0.01562500|[352, 22, 22, 44]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      23|[0.1014710091842658, 0.0872426548182688, 0.0506293203205016, 0.0364935770955929, -0.0073432412589372, 0.0125963547587771, -0.004208001690656, -0.0004345167854265, -5.5350844405e-06, 0.0044976723428614]|  0.0772413286147406|      0.03125000|[368, 23, 23, 46]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
