k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.01, 0.02, 0.03, 0.04, 0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2, 0.21, 0.22, 0.23, 0.24, 0.25, 0.26, 0.27, 0.28, 0.29, 0.3, 0.31, 0.32, 0.33, 0.34, 0.35, 0.36, 0.37, 0.38, 0.39, 0.4, 0.41, 0.42, 0.43, 0.44, 0.45, 0.46, 0.47, 0.48, 0.49, 0.5, 0.51, 0.52, 0.53, 0.54, 0.55, 0.56, 0.57, 0.58, 0.59, 0.6, 0.61, 0.62, 0.63, 0.64, 0.65, 0.66, 0.67, 0.68, 0.69, 0.7, 0.71, 0.72, 0.73, 0.74, 0.75, 0.76, 0.77, 0.78, 0.79, 0.8, 0.81, 0.82, 0.83, 0.84, 0.85, 0.86, 0.87, 0.88, 0.89, 0.9, 0.91, 0.92, 0.93, 0.94, 0.95, 0.96, 0.97, 0.98, 0.99, 1.0]|-56.4814000545650217|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-0.1049563906818857, 0.0198892675730087, -0.1819891607898219, 0.1507033418515675, 0.0672571695674712, 0.166910868066156, 0.1571501508827625, 0.0179555686434046, 0.2405122342863349, 0.0811385317942716, 0.2178368778542724, 0.181309592226982, 0.2398603162471448, 0.2292651143620053, 0.323070082620761, 0.2463210178467037, 0.1225860011501351, -0.0044493814113329, 0.1866966298091828, 0.1521175200597246, 0.2162696787518775, 0.166826586026314, 0.2745692312918118, 0.281587424338004, 0.2627891360535187, 0.3459280434161995, 0.1165328597794075, 0.2154469908132953, 0.1632468001956972, 0.3464589229784611, 0.2234535165248415, 0.3101550147810782, 0.210149312791189, 0.3636998902789968, 0.3063753382623616, 0.4488725731977952, 0.3895885470295911, 0.4699376963049301, 0.4355023392264452, 0.3973772386713351, 0.503612482304947, 0.3484094008381612, 0.5668382469089317, 0.276023057532669, 0.3007122717764953, 0.6163803743344232, 0.3968684249795685, 0.4649714488789861, 0.3176295737276761, 0.5620578734818555, 0.4537226224352884, 0.5364056700448206, 0.622110515772506, 0.5063742364245624, 0.6297012226225497, 0.6897817991947547, 0.4201848369527114, 0.558586036166446, 0.6519889177875202, 0.7313600033582459, 0.6123955197007523, 0.6982901957587074, 0.5569012738703596, 0.6577860328981102, 0.5969924599758535, 0.6209203590682614, 0.5243565395011471, 0.7246925610255025, 0.7894180558281567, 0.7475856915516053, 0.8519148616688974, 0.8009426895785846, 0.7052855048788851, 0.6906220537932476, 0.8068346864069524, 0.6943150897816747, 0.5578293638755896, 0.8161523008408149, 0.8771359273634505, 0.8549991954750461, 0.9888207385269908, 0.8000969633055213, 0.7531357433982613, 0.8179576777575719, 0.8465149535290352, 0.9374068583099547, 0.8550799453026519, 1.0038401487927866, 1.0039638768323451, 0.861332458757922, 1.010711483138302, 0.9891111825898995, 0.8124463348455735, 1.2115831872353178, 1.0729270673123643, 1.1237392170875913, 1.157555183389835, 1.0826829334934291, 1.1675429953418168, 1.0353645462267373]|-96.9492494178158069|      2.00000000|[129, 0, 1, 3]                                                             |  | used linear model with 129 points | iterate success | actual_k=0
       2|[-0.1049563906818857, 0.0198892675730087, -0.1819891607898219, 0.1507033418515675, 0.0672571695674712, 0.166910868066156, 0.1571501508827625, 0.0179555686434046, 0.2405122342863349, 0.0811385317942716, 0.2178368778542724, 0.181309592226982, 0.2398603162471448, 0.2292651143620053, 0.323070082620761, 0.2463210178467037, 0.1225860011501351, -0.0044493814113329, 0.1866966298091828, 0.1521175200597246, 0.2162696787518775, 0.166826586026314, 0.2745692312918118, 0.281587424338004, 0.2627891360535187, 0.3459280434161995, 0.1165328597794075, 0.2154469908132953, 0.1632468001956972, 0.3464589229784611, 0.2234535165248415, 0.3101550147810782, 0.210149312791189, 0.3636998902789968, 0.3063753382623616, 0.4488725731977952, 0.3895885470295911, 0.4699376963049301, 0.4355023392264452, 0.3973772386713351, 0.503612482304947, 0.3484094008381612, 0.5668382469089317, 0.276023057532669, 0.3007122717764953, 0.6163803743344232, 0.3968684249795685, 0.4649714488789861, 0.3176295737276761, 0.5620578734818555, 0.4537226224352884, 0.5364056700448206, 0.622110515772506, 0.5063742364245624, 0.6297012226225497, 0.6897817991947547, 0.4201848369527114, 0.558586036166446, 0.6519889177875202, 0.7313600033582459, 0.6123955197007523, 0.6982901957587074, 0.5569012738703596, 0.6577860328981102, 0.5969924599758535, 0.6209203590682614, 0.5243565395011471, 0.7246925610255025, 0.7894180558281567, 0.7475856915516053, 0.8519148616688974, 0.8009426895785846, 0.7052855048788851, 0.6906220537932476, 0.8068346864069524, 0.6943150897816747, 0.5578293638755896, 0.8161523008408149, 0.8771359273634505, 0.8549991954750461, 0.9888207385269908, 0.8000969633055213, 0.7531357433982613, 0.8179576777575719, 0.8465149535290352, 0.9374068583099547, 0.8550799453026519, 1.0038401487927866, 1.0039638768323451, 0.861332458757922, 1.010711483138302, 0.9891111825898995, 0.8124463348455735, 1.2115831872353178, 1.0729270673123643, 1.1237392170875913, 1.157555183389835, 1.0826829334934291, 1.1675429953418168, 1.0353645462267373]|-96.9492494178158069|      1.00000000|[258, 0, 2, 6]                                                             |  | used linear model with 129 points | iterate failure | actual_k=0
       3|[-0.0044441440060303, 0.0437796326292079, -0.373502018684565, 0.150554573027233, 0.0168625684910017, 0.2128257090178738, 0.3296483564376568, 0.1056209989510603, 0.2700769218419415, 0.0212127884890269, 0.3057822571913539, 0.3086216987616974, 0.2911890602505007, 0.2292722063850312, 0.4485064164906707, 0.1911486885886346, 0.1891973720664109, -0.0373223048021574, 0.1710133740863937, 0.0952987309470912, 0.2300713449791089, 0.3303877136856445, 0.283129913336665, 0.2339497700147076, 0.2413087637552036, 0.2574926528427656, 0.1278590315928616, 0.2054631466982281, 0.1523261859968901, 0.2469448921981527, 0.2516782710359667, 0.273123136125065, 0.2339497538633066, 0.3570809765105699, 0.3590013029882611, 0.3632061441369185, 0.3719652920724598, 0.4441861199515497, 0.5250332420426546, 0.3603312991210187, 0.5547616239991969, 0.408474343158084, 0.5380644962905036, 0.3591559547866661, 0.383255831710864, 0.5929218773659568, 0.3377458646428472, 0.5071170547356336, 0.4059919675238305, 0.4987720757161028, 0.3252784796571404, 0.5583889351585605, 0.6787063184589651, 0.5710531275434484, 0.606844629500892, 0.6072645572169502, 0.2879244122215532, 0.5740293941154816, 0.5492939061509055, 0.4814154891168675, 0.6042665383187866, 0.6274809539507813, 0.4516242608976169, 0.5371237479208376, 0.6758723626839006, 0.6532865378010285, 0.6223198850084103, 0.6535134518131418, 0.9758356066703965, 0.8433101494389004, 0.8978759136439771, 0.9919889933160049, 0.5463943971538199, 0.7134450323854034, 0.8202951284194459, 0.8414448508446346, 0.6631751099197964, 0.8132939110746495, 1.117333673590901, 0.9827520711357153, 1.042298549059745, 0.8041508284761092, 0.8423082512439756, 0.9454022392936274, 0.8370420681140672, 1.1478129430971222, 0.9196770144942026, 1.0430633261256983, 1.2474209222464918, 1.020450649467042, 1.2433320364147553, 1.1218303577574447, 0.8425112630785868, 1.2017145205749522, 1.122612784524858, 1.1773452192820375, 1.28269108142238, 1.110991654713855, 1.4171664126101322, 1.2179794331050342]|-167.1535071861370056|      2.00000000|[387, 0, 3, 9]                                                             |  | used linear model with 129 points | iterate success | actual_k=0
       4|[-0.2878456099594288, 0.4753199185325492, -0.80780287819026, 0.1684498823730529, -0.1284713443206973, 0.4048962639009558, 0.1712892731271839, -0.136210703800041, 0.4155648748129978, 0.1415896151301949, 0.1108197980344013, 0.1393207152468538, 0.4003835538765589, 0.3226756586735121, 0.50618447297437, 0.4791898834468384, 0.3880043510550372, 0.0384126368302225, 0.056960080662973, 0.4456087502405293, 0.0166412525689442, 0.3660539803159012, 0.1978996599743205, 0.1698824262818873, 0.4210517911214133, 0.3525523038188594, 0.6492189380554834, 0.3662794759381626, 0.2919921692688979, -0.077496320270295, 0.3818275926988379, 0.0355432498600749, 0.061880605809112, 0.5319356864689965, 0.4227942119620571, 0.1531815271009507, 0.7824933278694421, 0.5402299274006463, 0.466499410370311, 0.3640805152690543, 0.4494768035546549, 0.2569435399657338, 0.5637743738811167, 0.4794836307075067, 0.4618057840350079, 0.5542312960967593, 0.3985990576304856, 0.6785706878683706, 0.2206331095462061, 0.5122033949515143, 0.2804468388496527, 0.9723019613358654, 0.8191015014097514, 0.5141643852240948, 0.6108809127114145, 0.516675283348076, 0.5969939877339963, 0.5830399997869552, 0.6460012316888111, 0.6835189036088981, 0.4216192545199246, 0.4229274943558445, 0.1397814081626705, 0.8471176316915612, 0.3320912512290236, 0.7760038047108937, 0.7192604550604718, 0.9243957023759009, 1.1789190145331438, 0.8673626933789449, 0.525513740064145, 1.1222993185696566, 0.6674725897323602, 0.7498938350506392, 1.0065195982653647, 0.7637395692022821, 0.8462459255307675, 0.6022342909491019, 1.3020788052714014, 0.8676100790101926, 0.7488684421106375, 0.7295733658347487, 1.1035043783278085, 0.7058189480221302, 0.8717887575153961, 1.3974797010588111, 0.5952325143539139, 0.953944449546365, 1.431910008827587, 1.1632416187531294, 1.020759056635839, 1.3332158678448218, 0.7771496011496497, 1.3854624528426926, 1.1201358574100242, 1.0996534472059798, 1.4107670174284743, 1.0140312949321248, 1.5755676703762738, 1.6067372315598116]|-278.4251727381968067|      4.00000000|[516, 0, 4, 12]                                                            |  | used linear model with 129 points | iterate success | actual_k=0
       5|[-0.2878456099594288, 0.4753199185325492, -0.80780287819026, 0.1684498823730529, -0.1284713443206973, 0.4048962639009558, 0.1712892731271839, -0.136210703800041, 0.4155648748129978, 0.1415896151301949, 0.1108197980344013, 0.1393207152468538, 0.4003835538765589, 0.3226756586735121, 0.50618447297437, 0.4791898834468384, 0.3880043510550372, 0.0384126368302225, 0.056960080662973, 0.4456087502405293, 0.0166412525689442, 0.3660539803159012, 0.1978996599743205, 0.1698824262818873, 0.4210517911214133, 0.3525523038188594, 0.6492189380554834, 0.3662794759381626, 0.2919921692688979, -0.077496320270295, 0.3818275926988379, 0.0355432498600749, 0.061880605809112, 0.5319356864689965, 0.4227942119620571, 0.1531815271009507, 0.7824933278694421, 0.5402299274006463, 0.466499410370311, 0.3640805152690543, 0.4494768035546549, 0.2569435399657338, 0.5637743738811167, 0.4794836307075067, 0.4618057840350079, 0.5542312960967593, 0.3985990576304856, 0.6785706878683706, 0.2206331095462061, 0.5122033949515143, 0.2804468388496527, 0.9723019613358654, 0.8191015014097514, 0.5141643852240948, 0.6108809127114145, 0.516675283348076, 0.5969939877339963, 0.5830399997869552, 0.6460012316888111, 0.6835189036088981, 0.4216192545199246, 0.4229274943558445, 0.1397814081626705, 0.8471176316915612, 0.3320912512290236, 0.7760038047108937, 0.7192604550604718, 0.9243957023759009, 1.1789190145331438, 0.8673626933789449, 0.525513740064145, 1.1222993185696566, 0.6674725897323602, 0.7498938350506392, 1.0065195982653647, 0.7637395692022821, 0.8462459255307675, 0.6022342909491019, 1.3020788052714014, 0.8676100790101926, 0.7488684421106375, 0.7295733658347487, 1.1035043783278085, 0.7058189480221302, 0.8717887575153961, 1.3974797010588111, 0.5952325143539139, 0.953944449546365, 1.431910008827587, 1.1632416187531294, 1.020759056635839, 1.3332158678448218, 0.7771496011496497, 1.3854624528426926, 1.1201358574100242, 1.0996534472059798, 1.4107670174284743, 1.0140312949321248, 1.5755676703762738, 1.6067372315598116]|-278.4251727381968067|      2.00000000|[645, 0, 5, 15]                                                            |  | used linear model with 129 points | iterate failure | actual_k=0
       6|[-0.635765529967623, 0.3431187794944214, -0.8053635238341552, 0.4875527129707659, -0.292365119107048, 0.3164257489445383, 0.4168424872225402, -0.375994330075254, -0.0063795170909561, 0.1059235048281295, 0.4475460795313252, 0.0981903328164726, 0.7076225300397407, 0.6035445917453746, 0.3328355312161138, 0.4682965931808334, 0.8105818895937639, -0.2247281681264665, -0.0642323267926573, 0.5444048399435795, 0.2515409544325202, 0.3285475947018837, 0.1741701817854684, 0.0933038633749645, 0.5032638480495316, 0.575037461182004, 0.840375679323619, 0.8016415386502846, 0.2487833309409532, -0.2778635502007039, 0.0595978186686305, -0.0346565046366459, 0.2698513319934294, 0.2530390591083699, 0.3600776954526829, 0.2795166710126061, 1.016093713789474, 0.787414330031543, 0.312248186340172, 0.5035797334890881, 0.5616570158068299, 0.2411181857780169, 0.701859553204935, 0.7939913117808759, 0.3897413998007266, 0.7384698983626341, 0.4489558682754445, 0.5370034880561941, 0.2118286174327715, 0.2070621752148664, 0.2290080441892635, 1.0861643940233525, 0.8228244651095474, 0.4641876407362961, 1.0106209196160878, 0.451927561705014, 0.7316552426356662, 0.7615528330664396, 0.7443217666721932, 0.7765649199254855, 0.4830321073176562, 0.5124090717286863, 0.1649511394459774, 0.980844858961987, 0.5096991155270064, 0.740078109906289, 0.2427766821116022, 0.7677656204625257, 1.3017884149517367, 0.8428221407813847, 0.6664593646552405, 1.174601873417611, 0.6708420847766035, 0.9910742373751041, 1.246572100249705, 0.7266043036052643, 0.7701280345551383, 0.8117257811283503, 1.6595884104029737, 1.1547886992713345, 0.5793657177450215, 0.6696632756622545, 1.3630953745342391, 0.9079413618289567, 0.6873413720936209, 1.1300473738176375, 0.5609935961871121, 0.8973956011026183, 1.6154615758645336, 1.2173459418799186, 1.0420924717937143, 1.6041071207431647, 0.6279825875407122, 1.4737597900955162, 1.516462287183743, 0.7912549752702748, 1.59509192890106, 1.0445782389709735, 1.865796307236551, 1.718459342244692]|-430.1735502146819385|      4.00000000|[774, 0, 6, 18]                                                            |  | used linear model with 129 points | iterate success | actual_k=0
       7|[-0.635765529967623, 0.3431187794944214, -0.8053635238341552, 0.4875527129707659, -0.292365119107048, 0.3164257489445383, 0.4168424872225402, -0.375994330075254, -0.0063795170909561, 0.1059235048281295, 0.4475460795313252, 0.0981903328164726, 0.7076225300397407, 0.6035445917453746, 0.3328355312161138, 0.4682965931808334, 0.8105818895937639, -0.2247281681264665, -0.0642323267926573, 0.5444048399435795, 0.2515409544325202, 0.3285475947018837, 0.1741701817854684, 0.0933038633749645, 0.5032638480495316, 0.575037461182004, 0.840375679323619, 0.8016415386502846, 0.2487833309409532, -0.2778635502007039, 0.0595978186686305, -0.0346565046366459, 0.2698513319934294, 0.2530390591083699, 0.3600776954526829, 0.2795166710126061, 1.016093713789474, 0.787414330031543, 0.312248186340172, 0.5035797334890881, 0.5616570158068299, 0.2411181857780169, 0.701859553204935, 0.7939913117808759, 0.3897413998007266, 0.7384698983626341, 0.4489558682754445, 0.5370034880561941, 0.2118286174327715, 0.2070621752148664, 0.2290080441892635, 1.0861643940233525, 0.8228244651095474, 0.4641876407362961, 1.0106209196160878, 0.451927561705014, 0.7316552426356662, 0.7615528330664396, 0.7443217666721932, 0.7765649199254855, 0.4830321073176562, 0.5124090717286863, 0.1649511394459774, 0.980844858961987, 0.5096991155270064, 0.740078109906289, 0.2427766821116022, 0.7677656204625257, 1.3017884149517367, 0.8428221407813847, 0.6664593646552405, 1.174601873417611, 0.6708420847766035, 0.9910742373751041, 1.246572100249705, 0.7266043036052643, 0.7701280345551383, 0.8117257811283503, 1.6595884104029737, 1.1547886992713345, 0.5793657177450215, 0.6696632756622545, 1.3630953745342391, 0.9079413618289567, 0.6873413720936209, 1.1300473738176375, 0.5609935961871121, 0.8973956011026183, 1.6154615758645336, 1.2173459418799186, 1.0420924717937143, 1.6041071207431647, 0.6279825875407122, 1.4737597900955162, 1.516462287183743, 0.7912549752702748, 1.59509192890106, 1.0445782389709735, 1.865796307236551, 1.718459342244692]|-430.1735502146819385|      2.00000000|[903, 0, 7, 21]                                                            |  | used linear model with 129 points | iterate failure | actual_k=0
       8|[-0.719826432348731, 0.2707995598904411, -1.2135830668132483, 0.8525953898423588, -0.2658218882340405, 0.7080247715670867, 0.5187751763092728, -0.5399595813124939, 0.0027906784182293, 0.3213309860633818, 0.7363062901638362, 0.5512963393939707, 0.6542424414776005, 0.6924996202763641, 0.2650252265383632, 0.5427910004394603, 0.6674700395622593, -0.4023206470783985, -0.0253347588327917, 0.318534474028871, 0.5321848630392866, 0.5165199883347482, 0.1708351015687155, 0.5186843507473337, 0.4534619458746897, 0.7128357208674746, 0.547894506120229, 1.1464996572883452, 0.3679949795519512, -0.4931997154849785, 0.2771103347799291, -0.4372470790750491, 0.3367293864370174, 0.201758535175465, 0.4427831361737994, 0.052544838103197, 1.2416947231610778, 1.064788177626372, 0.1459741803247181, 0.2121081858691736, 0.532041803258483, 0.3026753109673664, 0.9263214661745045, 0.7155249931239144, 0.3294731693283875, 0.4543630582878944, 0.4347626519125775, 0.8598161834312441, 0.1777921148759162, 0.2317998980058267, 0.6083830928823092, 1.2117748377654305, 0.7415844896656673, 0.1526498881654954, 1.066485918023191, 0.3801502715808015, 0.5571171747130819, 0.7977779111723633, 0.9926873158081455, 0.7971000573159309, 0.6069658195501219, 0.5705500954665743, 0.4873358143785828, 0.8613083386980656, 0.4288176048073109, 0.8212755059775549, 0.2779579859563064, 0.560213521181648, 1.3271779426547807, 0.6908671680793559, 0.4894024962098654, 1.3546985984647526, 0.639986188702599, 1.0535360130279185, 1.2269843130030904, 0.658587427674371, 0.9439158893759667, 0.8661991061350203, 1.7150199367071628, 1.5395487892007143, 0.9072731911337097, 0.8178073850371497, 1.5545685502126971, 1.3702869691542041, 0.5665642727313318, 1.4444772445570353, 0.4000801784219274, 0.8331174242926603, 1.8707074272302404, 1.3016732137039624, 0.9954790899260416, 1.9468219059286258, 0.6015482968797683, 1.550779982850935, 1.4236098069059187, 0.715361614187792, 1.9248088636892575, 1.0410094786158586, 1.8655419597420546, 1.6928523053442768]|-604.0380617672949484|      4.00000000|[1032, 0, 8, 24]                                                           |  | used linear model with 129 points | iterate success | actual_k=0
       9|[-1.0803090472682375, -0.389687267472321, -1.064499212430646, 1.4588813612973506, -0.8538790473563235, 0.7413204564168824, 0.6327036751693838, -1.0540571437715918, 0.8858831801562864, 0.7544463586351615, 1.4360571871606753, 0.2352621064022307, 0.7290181238231686, 0.7889498184429855, 0.6767944173956879, 0.1170603191660742, 0.766013787212449, -0.5961135549775712, -0.3253326853625446, 0.0803496816203002, 0.8945608492101962, 0.4848709139114566, 0.3655141349451908, 0.1310709367548819, 0.5686769209630698, 1.0401105766628154, 0.3438002193867327, 1.7817577383506558, 0.6409095341078352, -0.6656912266200605, 0.0653981456983073, -0.8565867008267729, 1.1950685061324675, 0.22120748242887, 0.4273779814418928, -0.2448040146723808, 1.276477182899377, 1.370191713648834, 0.2885876163165678, 0.5738957195388803, 0.6693538545967941, -0.2231464738723633, 1.0472989349335293, 0.5405937543185926, 0.7000918767904356, -0.2956969064139761, 0.5894582823737964, 1.4779017988476053, 0.3761270667753342, 0.154060622067283, 0.6297544563035719, 1.3303978609342346, 0.7624588577754383, 0.0890809158236934, 1.3454720672519234, 0.4222437785805448, 0.262375420982452, 1.158455139002894, 1.2224610913336136, 0.5566831318180926, 1.0812306119365485, 1.1035073525763932, 0.9950060691226571, 1.752910486564179, 0.4771093804846046, 0.4478487357433827, -0.1569648733046464, 1.3466932070579523, 1.8478014067960244, 1.3334788297948785, 1.4085904839735703, 2.109998510573425, 0.4446569254511041, 1.0383125434793505, 1.459959920186949, 0.9889528067823403, 1.0490286176362305, 0.7148198231471692, 1.865260919294799, 1.7616507820880252, 0.8581605628501562, 1.0770115636010287, 1.2691256223923908, 0.7074870653962733, 0.7221623131399507, 1.4668310403675937, 0.5186668122633632, 0.2101073017841584, 1.3163104951834574, 1.6988849604095273, 0.7380831783157822, 1.7550816660624158, 1.1164180662369294, 1.6855288463998195, 0.7414985577512601, 1.5481397685062508, 2.087731630962039, 1.396777235197133, 1.9211579491765554, 1.665070575037265]|-934.0200463064393261|      8.00000000|[1161, 0, 9, 27]                                                           |  | used linear model with 129 points | iterate success | actual_k=0
      10|[-2.2652484819501724, -1.505577852715562, -1.6831149799532703, 1.0511745178355905, 0.7520702510175946, 2.3466079104654094, -0.2242461895073046, -1.1393283057646222, 2.299861869285563, 1.369603372900097, 1.903555323946419, 0.5415348829090441, 0.4821960996474537, 0.0611270582517388, 0.5495219770879303, 0.7914626168179568, 2.144254508551642, -1.3219055563594568, -2.8167000010616454, 0.5574673082169095, 1.3790570794432884, -0.4197343817233891, 0.3108428757132116, -0.6234221261141182, 0.4085214613684368, 2.081748207680722, 0.6986521621768, 1.5075921568724473, 1.1936086928140817, -0.0525508264720466, -0.0287846399498663, -0.9333434748608002, 1.7029370736487432, 2.1561020694124324, 0.5306281882891315, -0.5311707598203704, 2.182414933608873, 2.2440564848883655, 0.5724139163386858, -0.0103686406930296, 1.2616195807312964, -0.8888279859939909, 1.114780727664867, -0.0657271115427129, 0.4667255784971429, -0.0331009759233065, 1.734601402948682, 2.1541595515173064, 0.7722324635594143, -0.0425048278943906, 0.9946001999166694, 1.959769595331093, 0.8507134280851112, -0.6489301834965295, 1.7673279346665978, 1.0933551107859998, 0.6043087945090657, 1.3062466077671138, 2.2093015090564654, 0.7279387862405454, 0.9934345723532038, 1.6337033192551254, 2.076794097335335, 1.2138837069175403, 1.0505787327219513, 2.7836804450620325, -1.5989361938817401, 1.1917751348427852, 0.7767334998560129, 1.3432419598424177, 0.2686981226124514, 1.7029734593942303, 1.2852654651358504, 0.4968335829373275, 0.8978888122157355, 1.9103140342560323, 0.5271616328032148, 1.6800798810736965, 2.988697052967594, 1.1485605765506217, 1.4948660473781379, 1.5247902151254817, 0.8283004622159765, 0.925890038250834, 1.329666826674454, 2.615815846897406, 0.0858925289574894, 0.5492786510716957, 1.4665983063640942, 2.6593284521630665, 1.0236997720862429, 2.040435541357865, 0.5210073913500495, 2.0794986987635498, 1.4946455132638463, 1.2253126475163514, 2.549180019963715, 1.494386826368808, 2.445134713878352, 3.5543198514566274]|-1140.1285852657451869|     16.00000000|[1290, 0, 10, 30]                                                          |  | used linear model with 129 points | iterate success | actual_k=0
      11|[-2.2652484819501724, -1.505577852715562, -1.6831149799532703, 1.0511745178355905, 0.7520702510175946, 2.3466079104654094, -0.2242461895073046, -1.1393283057646222, 2.299861869285563, 1.369603372900097, 1.903555323946419, 0.5415348829090441, 0.4821960996474537, 0.0611270582517388, 0.5495219770879303, 0.7914626168179568, 2.144254508551642, -1.3219055563594568, -2.8167000010616454, 0.5574673082169095, 1.3790570794432884, -0.4197343817233891, 0.3108428757132116, -0.6234221261141182, 0.4085214613684368, 2.081748207680722, 0.6986521621768, 1.5075921568724473, 1.1936086928140817, -0.0525508264720466, -0.0287846399498663, -0.9333434748608002, 1.7029370736487432, 2.1561020694124324, 0.5306281882891315, -0.5311707598203704, 2.182414933608873, 2.2440564848883655, 0.5724139163386858, -0.0103686406930296, 1.2616195807312964, -0.8888279859939909, 1.114780727664867, -0.0657271115427129, 0.4667255784971429, -0.0331009759233065, 1.734601402948682, 2.1541595515173064, 0.7722324635594143, -0.0425048278943906, 0.9946001999166694, 1.959769595331093, 0.8507134280851112, -0.6489301834965295, 1.7673279346665978, 1.0933551107859998, 0.6043087945090657, 1.3062466077671138, 2.2093015090564654, 0.7279387862405454, 0.9934345723532038, 1.6337033192551254, 2.076794097335335, 1.2138837069175403, 1.0505787327219513, 2.7836804450620325, -1.5989361938817401, 1.1917751348427852, 0.7767334998560129, 1.3432419598424177, 0.2686981226124514, 1.7029734593942303, 1.2852654651358504, 0.4968335829373275, 0.8978888122157355, 1.9103140342560323, 0.5271616328032148, 1.6800798810736965, 2.988697052967594, 1.1485605765506217, 1.4948660473781379, 1.5247902151254817, 0.8283004622159765, 0.925890038250834, 1.329666826674454, 2.615815846897406, 0.0858925289574894, 0.5492786510716957, 1.4665983063640942, 2.6593284521630665, 1.0236997720862429, 2.040435541357865, 0.5210073913500495, 2.0794986987635498, 1.4946455132638463, 1.2253126475163514, 2.549180019963715, 1.494386826368808, 2.445134713878352, 3.5543198514566274]|-1140.1285852657451869|      8.00000000|[1419, 0, 11, 33]                                                          |  | used linear model with 129 points | iterate failure | actual_k=0
