k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 1.0, 1.0, 1.0, 1.0]                                                  |564.8131740000001173|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0343926522718519, -0.2971437840208899, 1.1636251647990867, 0.4637070519494699, 1.002393525398353, 0.2279030712149123]|482.3252868652343750|      2.00000000|[31, 2, 0, 2]                                                              |  | trying linear partial model with 16 points | iterate success | actual_k=1
       2|[0.0343926522718519, -0.2971437840208899, 1.1636251647990867, 0.4637070519494699, 1.002393525398353, 0.2279030712149123]|482.3252868652343750|      1.00000000|[61, 4, 0, 4]                                                              |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       3|[0.6655484813115865, 0.1090377376111814, 0.548638103673888, 0.397431816065495, 1.015957837354044, -0.0042033874459876]|449.8803710937500000|      2.00000000|[91, 6, 0, 6]                                                              |  | trying linear partial model with 16 points | iterate success | actual_k=1
       4|[0.6655484813115865, 0.1090377376111814, 0.548638103673888, 0.397431816065495, 1.015957837354044, -0.0042033874459876]|449.8803710937500000|      1.00000000|[121, 8, 0, 8]                                                             |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       5|[0.7490971206042689, -0.3025604625464713, 1.3774340471768745, 0.079541061272781, 1.013576878465934, -0.1929985928522909]|412.4800415039062500|      2.00000000|[151, 10, 0, 10]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
       6|[0.7490971206042689, -0.3025604625464713, 1.3774340471768745, 0.079541061272781, 1.013576878465934, -0.1929985928522909]|412.4800415039062500|      1.00000000|[181, 12, 0, 12]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       7|[0.7490971206042689, -0.3025604625464713, 1.3774340471768745, 0.079541061272781, 1.013576878465934, -0.1929985928522909]|412.4800415039062500|      0.50000000|[211, 14, 0, 14]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       8|[0.8605748041971867, -0.0090556826395752, 1.2641480994432177, 0.0981158572045746, 1.3750952246869823, -0.1060881413499569]|309.2453918457031250|      1.00000000|[241, 16, 0, 16]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
       9|[0.8605748041971867, -0.0090556826395752, 1.2641480994432177, 0.0981158572045746, 1.3750952246869823, -0.1060881413499569]|309.2453918457031250|      0.50000000|[271, 18, 0, 18]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      10|[1.133748927230492, 0.0565206486655071, 1.4766410547920543, 0.0885372531975948, 1.7254581813549734, -0.0506225110478593]|200.7552490234375000|      1.00000000|[301, 20, 0, 20]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
      11|[1.133748927230492, 0.0565206486655071, 1.4766410547920543, 0.0885372531975948, 1.7254581813549734, -0.0506225110478593]|200.7552490234375000|      0.50000000|[331, 22, 0, 22]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      12|[1.133748927230492, 0.0565206486655071, 1.4766410547920543, 0.0885372531975948, 1.7254581813549734, -0.0506225110478593]|200.7552490234375000|      0.25000000|[361, 24, 0, 24]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      13|[1.2012608620811855, -0.0699203537275728, 1.6735180488233423, 0.1448538673301012, 1.7302170366996126, -0.0508528503891901]|168.7439575195312500|      0.50000000|[391, 26, 0, 26]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
      14|[1.2012608620811855, -0.0699203537275728, 1.6735180488233423, 0.1448538673301012, 1.7302170366996126, -0.0508528503891901]|168.7439575195312500|      0.25000000|[421, 28, 0, 28]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      15|[1.2012608620811855, -0.0699203537275728, 1.6735180488233423, 0.1448538673301012, 1.7302170366996126, -0.0508528503891901]|168.7439575195312500|      0.12500000|[451, 30, 0, 30]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
