k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]|1827.7085714285710765|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0868996693065782, 0.1252278330862218, 0.2513412502774529, 0.1251204413798703, 0.1282300644745991, 0.0720322757957923, 0.228550856249884, 0.0621673826611084, 0.0703198517102243, 0.1133168745627229, 0.1353215661145999, 0.1679606004219742, 0.1640908915653919, 0.1092538086582042, 0.1282818306501917, 0.1133286678956577, 0.1640616802798282, 0.0477722704119475, 0.0226077482150307, 0.1602847314012592, 0.1382349511435581, 0.0537617640332434, 0.128246197439898, 0.1076628917070099, 0.1482588623508724, 0.2097891712651358, 0.1201578713193034, 0.1364586357541913, 0.1495446148862835, 0.2686791916238351, 0.094997291279696, 0.0553924467539145, 0.0960888693953825, 0.2596612474019742, 0.1466723522787388, 0.1914320470469954, 0.1101061529104219, 0.1121513924457069, 0.1241985976275353, 0.0981072005759174, 0.243933299071723, 0.0974593230429222, 0.1446374443568254, 0.114350845449965, 0.1543444654622712, 0.1482370843031706, 0.1296309585064557, 0.1260235656347948, 0.0550268665568063, 0.0867555209832001]|1722.8654785156250000|      2.00000000|[118, 8, 0, 2]                                                             |  | trying linear partial model with 61 points | iterate success | actual_k=4
       2|[0.2472630064235868, 0.2710823251033387, 0.6113708889247056, 0.1932248229738981, 0.454692665977506, 0.2264500512749393, 0.537046600572249, 0.1821639982466017, 0.44781084371889, 0.2992718864118453, 0.3877868847126689, 0.5599746549290308, 0.4636408583719599, 0.2454304712787996, 0.1728154480393315, 0.3593141835278051, 0.5767408810355377, 0.2026778151966583, 0.0885731583083997, 0.4026666923101134, 0.4419960575212751, 0.2205459683421986, 0.2016063921199125, 0.3581663932693314, 0.6376974173759227, 0.7465042287079441, 0.2805894920783813, 0.4156811903924965, 0.2907773190720755, 0.7728018238858105, 0.4227653115059127, 0.4917390844151887, 0.3127531735112956, 0.6526453573082718, 0.3847849256113654, 0.5527584947466005, 0.1782829795157791, 0.3494647971530647, 0.2491802053831861, 0.4471921067181355, 0.7192345093179456, 0.307353269747497, 0.3566037568508248, 0.2807751081109449, 0.5213265819557822, 0.3459731319230706, 0.3109318952918269, 0.4140024447166504, 0.1303605319534291, 0.4605448558795374]|1532.9893798828125000|      4.00000000|[235, 16, 0, 4]                                                            |  | trying linear partial model with 61 points | iterate success | actual_k=4
       3|[0.8537984506526985, -0.2733720741025707, 2.148990307594362, 0.6239633988000228, 0.6887693255032116, 1.2632653509463885, 1.0995593184051131, 0.8131389177697103, 0.082753056563326, 0.5906636886529331, 1.1383471683742723, 2.0944224730608405, 0.614425546963679, 0.4999107380503885, 0.9437879277722283, 0.1496419767150765, 0.3887057324273381, 0.0332574696119168, -0.1663653130294226, 0.8963075641552769, 1.221935312012425, -0.0899050030842633, 0.4649731797679949, 1.1567162043862078, 0.8011488069322541, 0.9587362035408632, 1.0466121282682022, 0.7867324441907226, 0.40467421447257, 1.4305819524262033, 0.1784551534653926, 1.1635027701248648, 0.8753192030420578, 1.1947999273888348, 0.6875527582278401, 1.4544206139560563, 0.5463232831787993, 1.1599193448361982, 0.1283654998003071, 0.6359452571734163, 0.8733027538815324, 0.7776448059538713, 0.5743692731734182, 0.209825133029963, 1.0643555349179628, 0.7576769564645258, 0.6919283931355916, 0.4943220211262515, -0.3648911932339364, 0.6221877861169448]|1290.9040527343750000|      8.00000000|[352, 24, 0, 6]                                                            |  | trying linear partial model with 61 points | iterate success | actual_k=4
       4|[0.8537984506526985, -0.2733720741025707, 2.148990307594362, 0.6239633988000228, 0.6887693255032116, 1.2632653509463885, 1.0995593184051131, 0.8131389177697103, 0.082753056563326, 0.5906636886529331, 1.1383471683742723, 2.0944224730608405, 0.614425546963679, 0.4999107380503885, 0.9437879277722283, 0.1496419767150765, 0.3887057324273381, 0.0332574696119168, -0.1663653130294226, 0.8963075641552769, 1.221935312012425, -0.0899050030842633, 0.4649731797679949, 1.1567162043862078, 0.8011488069322541, 0.9587362035408632, 1.0466121282682022, 0.7867324441907226, 0.40467421447257, 1.4305819524262033, 0.1784551534653926, 1.1635027701248648, 0.8753192030420578, 1.1947999273888348, 0.6875527582278401, 1.4544206139560563, 0.5463232831787993, 1.1599193448361982, 0.1283654998003071, 0.6359452571734163, 0.8733027538815324, 0.7776448059538713, 0.5743692731734182, 0.209825133029963, 1.0643555349179628, 0.7576769564645258, 0.6919283931355916, 0.4943220211262515, -0.3648911932339364, 0.6221877861169448]|1290.9040527343750000|      4.00000000|[528, 36, 0, 9]                                                            |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 119 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       5|[1.5468675992058039, 1.0096111744668232, 2.806817869311529, 1.2867695112741058, 0.9839726313988644, 2.137969898150463, 1.5628665635486803, 1.9066781215190525, 0.2003914382195087, 0.7086844088330134, 1.383168886222426, 1.6606092504529555, 1.1913783291424627, 0.4522085918068993, 0.0975722626739125, 1.1833051371936814, 0.5038460316817159, -0.5235325819315744, 0.118801198040322, 1.444513307209979, 1.2824619042714884, -0.0284327902041227, 0.65113513250379, 0.6335677060132443, 1.2944358901431556, 1.6899171514005653, 1.3432453472482524, 0.4160461896939588, -0.0010473954078453, 2.0238456339597346, 0.2416614861190592, 1.2141035602061372, 1.1192904019722887, 1.7637679592295015, 0.2532504728364857, 0.8963913158094173, 1.3287975152580378, 2.6130356758812665, -0.1508237725159349, 0.454082452000387, 0.904406254861854, 0.8770888865556186, 1.721264299698834, 0.6356172021405615, 1.7163261628967295, 0.9652769330468647, 0.478593294241425, 0.5396056164899068, -0.1548363340658468, 0.5203143328794669]|1151.4992675781250000|      8.00000000|[645, 44, 0, 11]                                                           |  | trying linear partial model with 61 points | iterate success | actual_k=4
       6|[1.5468675992058039, 1.0096111744668232, 2.806817869311529, 1.2867695112741058, 0.9839726313988644, 2.137969898150463, 1.5628665635486803, 1.9066781215190525, 0.2003914382195087, 0.7086844088330134, 1.383168886222426, 1.6606092504529555, 1.1913783291424627, 0.4522085918068993, 0.0975722626739125, 1.1833051371936814, 0.5038460316817159, -0.5235325819315744, 0.118801198040322, 1.444513307209979, 1.2824619042714884, -0.0284327902041227, 0.65113513250379, 0.6335677060132443, 1.2944358901431556, 1.6899171514005653, 1.3432453472482524, 0.4160461896939588, -0.0010473954078453, 2.0238456339597346, 0.2416614861190592, 1.2141035602061372, 1.1192904019722887, 1.7637679592295015, 0.2532504728364857, 0.8963913158094173, 1.3287975152580378, 2.6130356758812665, -0.1508237725159349, 0.454082452000387, 0.904406254861854, 0.8770888865556186, 1.721264299698834, 0.6356172021405615, 1.7163261628967295, 0.9652769330468647, 0.478593294241425, 0.5396056164899068, -0.1548363340658468, 0.5203143328794669]|1151.4992675781250000|      4.00000000|[821, 56, 0, 14]                                                           |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 119 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       7|[1.2292119100541459, 1.826277188396882, 3.5774920202803933, 1.1517858006731403, 1.36798155053645, 2.765965509760834, 1.9550750656233686, 1.7446529188757651, 0.3804479847915067, 1.2058947922267882, 1.2258288855836381, 2.359907073494057, 1.2217244122546833, 0.6695941758783679, 0.968196989125516, 2.042292467111757, 0.2143265058449204, -0.4282035503816683, -0.2179629707257798, 2.0490235047688103, 1.9386960965240934, 0.2892770271569461, 1.1161233759994724, 1.4968957832180059, 1.984004285203828, 0.6347278441653557, 2.345809650156536, 0.5353344970147427, 0.1700467534338166, 2.235784256592451, 0.5063406714532085, 1.8970787390060482, 0.8968142305975245, 1.284211097329812, 0.5356512553983417, 0.964622686305825, 2.016638953163309, 2.6582745395338847, 0.2527014602190097, 1.0223551257550896, 1.1009202719755415, 1.0647623011207288, 0.2057184451462337, 1.3428868478850056, 2.6886004892487803, 1.509631829067088, 0.604112244681422, 0.8364020484335268, -0.2304634201743662, 1.3745918459806181]|1019.1940917968750000|      8.00000000|[995, 68, 0, 17]                                                           |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 118 points | iterate success | actual_k=4
       8|[1.2292119100541459, 1.826277188396882, 3.5774920202803933, 1.1517858006731403, 1.36798155053645, 2.765965509760834, 1.9550750656233686, 1.7446529188757651, 0.3804479847915067, 1.2058947922267882, 1.2258288855836381, 2.359907073494057, 1.2217244122546833, 0.6695941758783679, 0.968196989125516, 2.042292467111757, 0.2143265058449204, -0.4282035503816683, -0.2179629707257798, 2.0490235047688103, 1.9386960965240934, 0.2892770271569461, 1.1161233759994724, 1.4968957832180059, 1.984004285203828, 0.6347278441653557, 2.345809650156536, 0.5353344970147427, 0.1700467534338166, 2.235784256592451, 0.5063406714532085, 1.8970787390060482, 0.8968142305975245, 1.284211097329812, 0.5356512553983417, 0.964622686305825, 2.016638953163309, 2.6582745395338847, 0.2527014602190097, 1.0223551257550896, 1.1009202719755415, 1.0647623011207288, 0.2057184451462337, 1.3428868478850056, 2.6886004892487803, 1.509631829067088, 0.604112244681422, 0.8364020484335268, -0.2304634201743662, 1.3745918459806181]|1019.1940917968750000|      4.00000000|[1171, 80, 0, 20]                                                          |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 119 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       9|[1.2043628032650944, 1.7593169874179384, 4.360936835351522, 1.2232645847831982, 1.7444524479446142, 3.5414975387437724, 1.4570312654779856, 1.7301895769950453, 1.1070287889361583, 1.2211671972467726, 2.146440508531658, 2.863705464779142, 1.2332655521435016, 1.8745645843951906, 0.3284012029047518, 2.6445609988813077, 0.9517047436684233, -0.1096829753138959, -0.8856509431778256, 2.6967163643463032, 1.86424558114317, 1.168765480269155, 1.4231301321709862, 1.615017261071323, 3.150828061006826, 0.8769921461387885, 2.5948016449459836, 1.2845227722542605, 0.0976784952501565, 2.6154244704806224, -0.2075983685871683, 2.4750373788428854, 1.7814504901149562, 1.36391451718189, 0.6560573651012056, 1.0758349761665462, 1.0711181593307808, 3.1333837241725253, 1.1174145222997578, 1.5519398147430505, 0.6987585839087488, 1.8092865852743323, 0.2182853129461501, 1.2147514867949054, 2.1921969770025025, 1.8232652925280743, 1.2123776892710825, 1.1219081560005786, 0.0498751419466601, 2.099431982592289]|905.2438964843750000|      8.00000000|[1288, 88, 0, 22]                                                          |  | trying linear partial model with 61 points | iterate success | actual_k=4
      10|[1.2043628032650944, 1.7593169874179384, 4.360936835351522, 1.2232645847831982, 1.7444524479446142, 3.5414975387437724, 1.4570312654779856, 1.7301895769950453, 1.1070287889361583, 1.2211671972467726, 2.146440508531658, 2.863705464779142, 1.2332655521435016, 1.8745645843951906, 0.3284012029047518, 2.6445609988813077, 0.9517047436684233, -0.1096829753138959, -0.8856509431778256, 2.6967163643463032, 1.86424558114317, 1.168765480269155, 1.4231301321709862, 1.615017261071323, 3.150828061006826, 0.8769921461387885, 2.5948016449459836, 1.2845227722542605, 0.0976784952501565, 2.6154244704806224, -0.2075983685871683, 2.4750373788428854, 1.7814504901149562, 1.36391451718189, 0.6560573651012056, 1.0758349761665462, 1.0711181593307808, 3.1333837241725253, 1.1174145222997578, 1.5519398147430505, 0.6987585839087488, 1.8092865852743323, 0.2182853129461501, 1.2147514867949054, 2.1921969770025025, 1.8232652925280743, 1.2123776892710825, 1.1219081560005786, 0.0498751419466601, 2.099431982592289]|905.2438964843750000|      4.00000000|[1462, 100, 0, 25]                                                         |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 118 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
