k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.3, 0.65, 0.65, 0.7, 0.6, 3.0, 5.0, 7.0, 2.0, 4.5, 5.5]                       |  3.1657058167640839|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.3, 0.65, 0.65, 0.7, 0.6, 3.0, 5.0, 7.0, 2.0, 4.5, 5.5]                       |  3.1657058167640839|      0.50000000|[29, 4, 0, 2]                                                              |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       2|[1.3, 0.65, 0.65, 0.7, 0.6, 3.0, 5.0, 7.0, 2.0, 4.5, 5.5]                       |  3.1657058167640839|      0.25000000|[57, 8, 0, 4]                                                              |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       3|[1.310044992648911, 0.5195175152758678, 0.644995929817279, 0.6889935614766325, 0.5888864187847229, 2.9424888541728103, 4.960493814071301, 7.0321123522641775, 2.141084905552566, 4.598345293164765, 5.598119845886249]|  1.9938858747482300|      0.50000000|[85, 12, 0, 6]                                                             |  | trying linear partial model with 15 points | iterate success | actual_k=2
       4|[1.310044992648911, 0.5195175152758678, 0.644995929817279, 0.6889935614766325, 0.5888864187847229, 2.9424888541728103, 4.960493814071301, 7.0321123522641775, 2.141084905552566, 4.598345293164765, 5.598119845886249]|  1.9938858747482300|      0.25000000|[113, 16, 0, 8]                                                            |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       5|[1.310044992648911, 0.5195175152758678, 0.644995929817279, 0.6889935614766325, 0.5888864187847229, 2.9424888541728103, 4.960493814071301, 7.0321123522641775, 2.141084905552566, 4.598345293164765, 5.598119845886249]|  1.9938858747482300|      0.12500000|[141, 20, 0, 10]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       6|[1.2949123750373903, 0.4805772410715434, 0.627601783482453, 0.7552259681946439, 0.5422350518855411, 2.9634394554124284, 4.969022985443393, 7.073072078744431, 2.196986923669294, 4.625009360869318, 5.629562477505863]|  1.5371463298797607|      0.25000000|[169, 24, 0, 12]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
       7|[1.2949123750373903, 0.4805772410715434, 0.627601783482453, 0.7552259681946439, 0.5422350518855411, 2.9634394554124284, 4.969022985443393, 7.073072078744431, 2.196986923669294, 4.625009360869318, 5.629562477505863]|  1.5371463298797607|      0.12500000|[197, 28, 0, 14]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       8|[1.3438939522241589, 0.4579262884855632, 0.6986719871002337, 0.7487967743961752, 0.4991644651911575, 2.9067163386103565, 4.937100968074636, 7.040990608718018, 2.1938957332177527, 4.62260170409534, 5.6515682828453055]|  1.3633674383163452|      0.25000000|[225, 32, 0, 16]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
       9|[1.3438939522241589, 0.4579262884855632, 0.6986719871002337, 0.7487967743961752, 0.4991644651911575, 2.9067163386103565, 4.937100968074636, 7.040990608718018, 2.1938957332177527, 4.62260170409534, 5.6515682828453055]|  1.3633674383163452|      0.12500000|[253, 36, 0, 18]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      10|[1.2943438528850038, 0.3637907438536776, 0.7029553046334119, 0.7489648186383128, 0.4781501085923028, 2.918953168372974, 4.935687447876766, 7.051385506587613, 2.1605523838813747, 4.652123565197369, 5.691633198788226]|  1.0810874700546265|      0.25000000|[281, 40, 0, 20]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
      11|[1.2943438528850038, 0.3637907438536776, 0.7029553046334119, 0.7489648186383128, 0.4781501085923028, 2.918953168372974, 4.935687447876766, 7.051385506587613, 2.1605523838813747, 4.652123565197369, 5.691633198788226]|  1.0810874700546265|      0.12500000|[309, 44, 0, 22]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      12|[1.2943438528850038, 0.3637907438536776, 0.7029553046334119, 0.7489648186383128, 0.4781501085923028, 2.918953168372974, 4.935687447876766, 7.051385506587613, 2.1605523838813747, 4.652123565197369, 5.691633198788226]|  1.0810874700546265|      0.06250000|[337, 48, 0, 24]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      13|[1.2847977261020045, 0.3473938281327802, 0.6806945891707229, 0.7275926357513561, 0.4840107554904928, 2.9180588113993853, 4.941811459796274, 7.021136335248043, 2.1781801061635457, 4.646111345390663, 5.727121318476038]|  1.0195322036743164|      0.12500000|[365, 52, 0, 26]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
      14|[1.2697274234087277, 0.339433516025046, 0.7019262195466733, 0.7340827512890129, 0.4410914201328455, 2.8951968289149828, 4.90468154994689, 7.011102672252867, 2.247045715960856, 4.717598425148683, 5.693287951728123]|  0.8616551756858826|      0.25000000|[393, 56, 0, 28]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
      15|[1.2697274234087277, 0.339433516025046, 0.7019262195466733, 0.7340827512890129, 0.4410914201328455, 2.8951968289149828, 4.90468154994689, 7.011102672252867, 2.247045715960856, 4.717598425148683, 5.693287951728123]|  0.8616551756858826|      0.12500000|[421, 60, 0, 30]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      16|[1.3459192043741557, 0.2678529699379344, 0.6826946583767994, 0.7745828197322189, 0.4722195729324274, 2.8788449053647245, 4.894126599728526, 6.995208036586755, 2.2633335237727366, 4.721154280457602, 5.7217062370103005]|  0.7670493721961975|      0.25000000|[449, 64, 0, 32]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
      17|[1.3459192043741557, 0.2678529699379344, 0.6826946583767994, 0.7745828197322189, 0.4722195729324274, 2.8788449053647245, 4.894126599728526, 6.995208036586755, 2.2633335237727366, 4.721154280457602, 5.7217062370103005]|  0.7670493721961975|      0.12500000|[477, 68, 0, 34]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      18|[1.3459192043741557, 0.2678529699379344, 0.6826946583767994, 0.7745828197322189, 0.4722195729324274, 2.8788449053647245, 4.894126599728526, 6.995208036586755, 2.2633335237727366, 4.721154280457602, 5.7217062370103005]|  0.7670493721961975|      0.06250000|[505, 72, 0, 36]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      19|[1.3320939820502158, 0.2638370032287122, 0.6697905292598074, 0.7587031335346909, 0.4294160638327185, 2.8691372393764576, 4.908931534193455, 6.9829673043964275, 2.285687448871795, 4.73088420212192, 5.7414681735272834]|  0.6713123321533203|      0.12500000|[533, 76, 0, 38]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
      20|[1.3320939820502158, 0.2638370032287122, 0.6697905292598074, 0.7587031335346909, 0.4294160638327185, 2.8691372393764576, 4.908931534193455, 6.9829673043964275, 2.285687448871795, 4.73088420212192, 5.7414681735272834]|  0.6713123321533203|      0.06250000|[561, 80, 0, 40]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      21|[1.3320939820502158, 0.2638370032287122, 0.6697905292598074, 0.7587031335346909, 0.4294160638327185, 2.8691372393764576, 4.908931534193455, 6.9829673043964275, 2.285687448871795, 4.73088420212192, 5.7414681735272834]|  0.6713123321533203|      0.03125000|[589, 84, 0, 42]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      22|[1.3218338651512356, 0.2521613916203693, 0.6627669952962253, 0.752195783869147, 0.4308550484849579, 2.8588183166084047, 4.91098744109097, 6.985698572196875, 2.3031083437211395, 4.727644593242819, 5.755927665283575]|  0.6199624538421631|      0.06250000|[617, 88, 0, 44]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
