k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[50.0, 150.0, -100.0, 1.0, 2.0]                                                 |87848.8533334838575684|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[49.01278833986179, 149.94022676105064, -100.06260563437067, 1.1313035447494533, 2.0260808679675226]|84541.0937500000000000|      2.00000000|[29, 2, 0, 2]                                                              |  | trying linear partial model with 16 points | iterate success | actual_k=1
       2|[49.01278833986179, 149.94022676105064, -100.06260563437067, 1.1313035447494533, 2.0260808679675226]|84541.0937500000000000|      1.00000000|[58, 4, 0, 4]                                                              |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       3|[48.01743279697016, 149.87702509108624, -100.13005698087474, 1.1557578163095734, 2.014891739052422]|81270.7265625000000000|      2.00000000|[87, 6, 0, 6]                                                              |  | trying linear partial model with 16 points | iterate success | actual_k=1
       4|[46.02429624380027, 149.7592710107201, -100.24379915031301, 1.1784381005476812, 2.0054587875777896]|74926.0234375000000000|      4.00000000|[115, 8, 0, 8]                                                             |  | trying linear partial model with 16 points | iterate success | actual_k=1
       5|[46.02429624380027, 149.7592710107201, -100.24379915031301, 1.1784381005476812, 2.0054587875777896]|74926.0234375000000000|      2.00000000|[144, 10, 0, 10]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       6|[44.21871949450443, 149.52367897925092, -99.8084209448272, 1.7948740813420723, 1.6665760691035583]|69482.3984375000000000|      4.00000000|[172, 12, 0, 12]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
       7|[44.21871949450443, 149.52367897925092, -99.8084209448272, 1.7948740813420723, 1.6665760691035583]|69482.3984375000000000|      2.00000000|[200, 14, 0, 14]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       8|[42.228358548078084, 149.38578642605918, -99.94309108083989, 1.822455069488335, 1.643077339897259]|63639.7695312500000000|      4.00000000|[228, 16, 0, 16]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
       9|[42.228358548078084, 149.38578642605918, -99.94309108083989, 1.822455069488335, 1.643077339897259]|63639.7695312500000000|      2.00000000|[257, 18, 0, 18]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      10|[40.27847913549538, 149.1409355745006, -99.93042253099885, 1.6793311975241891, 1.3004793218118071]|58177.9140625000000000|      4.00000000|[285, 20, 0, 20]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
