k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]|7635.8399999999992360|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-0.9810716356394845, -0.9173944672368832, -0.7240707853719208, -0.9386317847006388, -0.9501306115912515, -0.8110582783613624, -0.8633260500316138, -0.9524984610672197, -0.9016019207245579, -0.9652542566903942, -0.9544493769521539, -0.9423064519607449, -0.9281729345034705, -0.9845026472583615, -0.8457011972608003, -0.940170631018, -0.9003257579954641, -0.9896346327218732, -0.9641817187756043, -0.8156848714537601, -0.8629437854681652, -1.0764669716685273, -0.884672842936518, -0.9548569997112036, -0.8662081258417823, -0.8134726325721635, -0.9130144491563671, -0.8125870292634068, -0.8618878363838363, -0.6705123840645628, -0.9124272038538016, -0.9058859958920754, -0.9291119296946144, -0.6184900621681946, -0.8637098603920227, -0.7702643346013156, -0.9201163064597737, -0.9194589641047802, -0.8298178337784109, -0.7953943130805939, -0.7816077382675487, -0.9511485211922672, -0.9171065874047214, -0.8518895550649024, -0.7840611176886233, -0.892678533029054, -0.8822599065581483, -0.8899949176632478, -1.047676739504553, -0.9051142204633672]|4950.2324218750000000|      2.00000000|[165, 24, 0, 3]                                                            |  | trying linear partial model with 57 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 111 points | iterate success | actual_k=8
       2|[-1.2771264581925599, -1.1217327128182895, -0.0681054820421683, -0.6691964582852634, -0.5784001717235747, -0.7402174483964995, -0.5530524863662761, -0.9530846957670328, -0.7282493630914916, -0.6906310470969534, -0.8524918511675872, -0.8788887225333645, -0.6640815073811284, -1.0683066440078268, -0.6861341518658163, -0.6529524723762781, -0.6847479767947644, -0.7583492662897665, -1.115199251011354, -0.4975192888937005, -1.2156482884298567, -1.0534012291353432, -0.5853725742355771, -1.0530966409954963, -0.8787584407839528, -0.5368423217182599, -0.8324754187538693, -0.6548423094202472, -0.7103802503252192, -0.580963759139596, -0.7402173581188184, -0.3290022650047834, -0.5510516270922148, -0.1226807129986479, -0.4915914855148923, -0.3542031632511971, -1.1794330688149677, -0.7482477601365587, -0.5182823459020147, -0.6113595613486708, -0.1129660958470493, -0.9522430824230835, -0.3646619024300859, -0.5416913852303793, -0.8397412573199102, -0.8231258046525773, -0.6632941998851025, -0.773807806550286, -0.9564604300383575, -0.7638145950814107]|2996.6899414062500000|      4.00000000|[328, 48, 0, 6]                                                            |  | trying linear partial model with 57 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 111 points | iterate success | actual_k=8
       3|[-1.2771264581925599, -1.1217327128182895, -0.0681054820421683, -0.6691964582852634, -0.5784001717235747, -0.7402174483964995, -0.5530524863662761, -0.9530846957670328, -0.7282493630914916, -0.6906310470969534, -0.8524918511675872, -0.8788887225333645, -0.6640815073811284, -1.0683066440078268, -0.6861341518658163, -0.6529524723762781, -0.6847479767947644, -0.7583492662897665, -1.115199251011354, -0.4975192888937005, -1.2156482884298567, -1.0534012291353432, -0.5853725742355771, -1.0530966409954963, -0.8787584407839528, -0.5368423217182599, -0.8324754187538693, -0.6548423094202472, -0.7103802503252192, -0.580963759139596, -0.7402173581188184, -0.3290022650047834, -0.5510516270922148, -0.1226807129986479, -0.4915914855148923, -0.3542031632511971, -1.1794330688149677, -0.7482477601365587, -0.5182823459020147, -0.6113595613486708, -0.1129660958470493, -0.9522430824230835, -0.3646619024300859, -0.5416913852303793, -0.8397412573199102, -0.8231258046525773, -0.6632941998851025, -0.773807806550286, -0.9564604300383575, -0.7638145950814107]|2996.6899414062500000|      2.00000000|[492, 72, 0, 9]                                                            |  | trying linear partial model with 57 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 111 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=8
       4|[-1.2220201235183341, -0.601570930375007, -0.2544872090575453, -0.2709123876526104, -0.5055500739928137, -0.5622029302493698, -0.023601948058276, -0.7632377239739393, -0.2152746106979367, -0.6221445444903727, -0.9016448858150253, -1.1454748622842192, -0.3895065914884935, -1.0275068456049588, -0.3864926806692673, -0.2829015678525968, -0.6526457477708276, -1.1505627241250993, -1.1588551992716634, 0.1333686172810515, -1.0858226191448557, -0.797399756889229, -0.2376765580278197, -0.6318834829533142, -0.6459830844145629, -0.4654988839350894, -0.6758434951149028, -0.448295055030418, -0.3121840886573979, -0.5007046299574216, -0.6941895730448041, -0.1113357924109693, -0.4376973579372773, -0.1479010838844962, -0.2222084786452202, 0.1959912312539346, -0.9877825818211484, -0.5719352552746919, -0.1269019728778977, -0.571493345319827, -0.1303255698950483, -0.8506940942438367, -0.3586904729776023, -0.3481796428675964, -0.4815779457648922, -0.9146924647659017, -0.4174616439973647, -0.5848062622802913, -1.5470963273824738, -0.6334451619531563]|1700.5090332031250000|      4.00000000|[654, 96, 0, 12]                                                           |  | trying linear partial model with 57 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 110 points | iterate success | actual_k=8
       5|[-1.2220201235183341, -0.601570930375007, -0.2544872090575453, -0.2709123876526104, -0.5055500739928137, -0.5622029302493698, -0.023601948058276, -0.7632377239739393, -0.2152746106979367, -0.6221445444903727, -0.9016448858150253, -1.1454748622842192, -0.3895065914884935, -1.0275068456049588, -0.3864926806692673, -0.2829015678525968, -0.6526457477708276, -1.1505627241250993, -1.1588551992716634, 0.1333686172810515, -1.0858226191448557, -0.797399756889229, -0.2376765580278197, -0.6318834829533142, -0.6459830844145629, -0.4654988839350894, -0.6758434951149028, -0.448295055030418, -0.3121840886573979, -0.5007046299574216, -0.6941895730448041, -0.1113357924109693, -0.4376973579372773, -0.1479010838844962, -0.2222084786452202, 0.1959912312539346, -0.9877825818211484, -0.5719352552746919, -0.1269019728778977, -0.571493345319827, -0.1303255698950483, -0.8506940942438367, -0.3586904729776023, -0.3481796428675964, -0.4815779457648922, -0.9146924647659017, -0.4174616439973647, -0.5848062622802913, -1.5470963273824738, -0.6334451619531563]|1700.5090332031250000|      2.00000000|[817, 120, 0, 15]                                                          |  | trying linear partial model with 57 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 111 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=8
       6|[-1.5644574578393007, 0.4066151100468709, -0.0502115834510431, -0.221299640818524, -0.5661522447202122, -0.4931418483360725, 0.0211600961462237, -0.8714234681853769, -0.2327603117983823, -0.6105379118756982, -0.3049296246653936, -1.0025243508251989, -0.3869025104112341, -0.8304410658216939, -0.3071590937432033, 0.015323558112521, -0.7274213370739608, -1.008755043432822, -0.8627135084751275, -0.0478959420982392, -0.5128203892285447, -0.5179111764118622, -0.1640467358898794, -0.2577235585310136, -0.46145815109183, 0.0123446050528198, -0.6462328639835377, -0.2654184973922117, -0.2016935579228804, -0.0492429136940712, -0.599554062403812, 0.4098016394266843, -0.8983329761645396, -0.3925214513364403, -0.2834234107077129, 0.09333588338361, -0.7222667641629053, -0.6017182122864544, 0.140113658442191, -0.5250527739644019, -0.1052060250686381, -0.6318476305075408, -0.2114423903923423, -0.527767477702311, -0.3445840325930943, -0.8397464028528607, -0.0670972468147878, -0.3148126260142888, -1.3392497065782498, -0.606893359007142]|1117.3725585937500000|      4.00000000|[979, 144, 0, 18]                                                          |  | trying linear partial model with 57 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 110 points | iterate success | actual_k=8
       7|[-1.5644574578393007, 0.4066151100468709, -0.0502115834510431, -0.221299640818524, -0.5661522447202122, -0.4931418483360725, 0.0211600961462237, -0.8714234681853769, -0.2327603117983823, -0.6105379118756982, -0.3049296246653936, -1.0025243508251989, -0.3869025104112341, -0.8304410658216939, -0.3071590937432033, 0.015323558112521, -0.7274213370739608, -1.008755043432822, -0.8627135084751275, -0.0478959420982392, -0.5128203892285447, -0.5179111764118622, -0.1640467358898794, -0.2577235585310136, -0.46145815109183, 0.0123446050528198, -0.6462328639835377, -0.2654184973922117, -0.2016935579228804, -0.0492429136940712, -0.599554062403812, 0.4098016394266843, -0.8983329761645396, -0.3925214513364403, -0.2834234107077129, 0.09333588338361, -0.7222667641629053, -0.6017182122864544, 0.140113658442191, -0.5250527739644019, -0.1052060250686381, -0.6318476305075408, -0.2114423903923423, -0.527767477702311, -0.3445840325930943, -0.8397464028528607, -0.0670972468147878, -0.3148126260142888, -1.3392497065782498, -0.606893359007142]|1117.3725585937500000|      2.00000000|[1142, 168, 0, 21]                                                         |  | trying linear partial model with 57 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 111 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=8
       8|[-1.5644574578393007, 0.4066151100468709, -0.0502115834510431, -0.221299640818524, -0.5661522447202122, -0.4931418483360725, 0.0211600961462237, -0.8714234681853769, -0.2327603117983823, -0.6105379118756982, -0.3049296246653936, -1.0025243508251989, -0.3869025104112341, -0.8304410658216939, -0.3071590937432033, 0.015323558112521, -0.7274213370739608, -1.008755043432822, -0.8627135084751275, -0.0478959420982392, -0.5128203892285447, -0.5179111764118622, -0.1640467358898794, -0.2577235585310136, -0.46145815109183, 0.0123446050528198, -0.6462328639835377, -0.2654184973922117, -0.2016935579228804, -0.0492429136940712, -0.599554062403812, 0.4098016394266843, -0.8983329761645396, -0.3925214513364403, -0.2834234107077129, 0.09333588338361, -0.7222667641629053, -0.6017182122864544, 0.140113658442191, -0.5250527739644019, -0.1052060250686381, -0.6318476305075408, -0.2114423903923423, -0.527767477702311, -0.3445840325930943, -0.8397464028528607, -0.0670972468147878, -0.3148126260142888, -1.3392497065782498, -0.606893359007142]|1117.3725585937500000|      1.00000000|[1305, 192, 0, 24]                                                         |  | trying linear partial model with 57 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 110 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=8
       9|[-1.4724339845926913, 0.309178121731735, -0.0970356016913827, -0.2210787000480634, -0.7480065675246088, -0.4288746893720249, 0.0846477571690636, -1.0137808624737945, 0.0375118769295782, -0.6496454040920423, -0.252980896187031, -0.9300212771532572, -0.1975612167100701, -0.7570288534388795, -0.2622660947768286, 0.174154288933954, -0.5463274863578567, -1.1746008973670834, -0.8706958313511716, 0.1275598065699818, -0.5415953924920623, -0.3659881437693043, -0.1151365447311528, -0.3196007858920349, -0.2852389797570087, 0.2071689289171262, -0.5080111506872546, -0.1972411324334092, -0.0788407724023517, 0.050143257388975, -0.4876516777793507, 0.5932260957445818, -0.8238900960490471, -0.1571397814644164, -0.125586760673098, 0.1589217929962039, -0.6152466694538952, -0.3892021223128674, 0.0221215160495905, -0.4872129178878677, 0.0360029012390439, -0.7026615544958745, -0.1208106305011304, -0.3604009211064568, -0.2579997522008387, -0.3962197299821638, -0.1013483773454984, -0.3214772394703854, -1.1086288596284746, -0.6220107164285271]|814.5518188476562500|      2.00000000|[1415, 208, 0, 26]                                                         |  | trying linear partial model with 57 points | iterate success | actual_k=8
      10|[-1.4724339845926913, 0.309178121731735, -0.0970356016913827, -0.2210787000480634, -0.7480065675246088, -0.4288746893720249, 0.0846477571690636, -1.0137808624737945, 0.0375118769295782, -0.6496454040920423, -0.252980896187031, -0.9300212771532572, -0.1975612167100701, -0.7570288534388795, -0.2622660947768286, 0.174154288933954, -0.5463274863578567, -1.1746008973670834, -0.8706958313511716, 0.1275598065699818, -0.5415953924920623, -0.3659881437693043, -0.1151365447311528, -0.3196007858920349, -0.2852389797570087, 0.2071689289171262, -0.5080111506872546, -0.1972411324334092, -0.0788407724023517, 0.050143257388975, -0.4876516777793507, 0.5932260957445818, -0.8238900960490471, -0.1571397814644164, -0.125586760673098, 0.1589217929962039, -0.6152466694538952, -0.3892021223128674, 0.0221215160495905, -0.4872129178878677, 0.0360029012390439, -0.7026615544958745, -0.1208106305011304, -0.3604009211064568, -0.2579997522008387, -0.3962197299821638, -0.1013483773454984, -0.3214772394703854, -1.1086288596284746, -0.6220107164285271]|814.5518188476562500|      1.00000000|[1578, 232, 0, 29]                                                         |  | trying linear partial model with 57 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 111 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=8
