k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 1.0, 1.0, 1.0, 1.0]                                                  |564.8131740000001173|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.31042812957364, 0.2013819594162468, 1.2369003001474195, 0.5376686232494239, 0.7097994656935062, 0.2865637529945024]|438.6113281250000000|      2.00000000|[31, 0, 0, 2]                                                              |  | trying linear partial model with 17 points | iterate success | actual_k=0
       2|[0.31042812957364, 0.2013819594162468, 1.2369003001474195, 0.5376686232494239, 0.7097994656935062, 0.2865637529945024]|438.6113281250000000|      1.00000000|[61, 0, 0, 4]                                                              |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       3|[0.6743294289624246, 0.3168219603288966, 1.550265352452063, 0.5943621932435377, 1.3360243616985614, -0.3140026573477092]|271.3587951660156250|      2.00000000|[91, 0, 0, 6]                                                              |  | trying linear partial model with 17 points | iterate success | actual_k=0
       4|[0.6743294289624246, 0.3168219603288966, 1.550265352452063, 0.5943621932435377, 1.3360243616985614, -0.3140026573477092]|271.3587951660156250|      1.00000000|[121, 0, 0, 8]                                                             |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       5|[0.9908183796405049, 0.7125330632822191, 1.8094041459768246, 0.727709021608245, 1.5123819241023106, 0.4779639999913259]|171.0873565673828125|      2.00000000|[151, 0, 0, 10]                                                            |  | trying linear partial model with 17 points | iterate success | actual_k=0
       6|[0.9908183796405049, 0.7125330632822191, 1.8094041459768246, 0.727709021608245, 1.5123819241023106, 0.4779639999913259]|171.0873565673828125|      1.00000000|[181, 0, 0, 12]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       7|[0.9908183796405049, 0.7125330632822191, 1.8094041459768246, 0.727709021608245, 1.5123819241023106, 0.4779639999913259]|171.0873565673828125|      0.50000000|[211, 0, 0, 14]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       8|[0.9908183796405049, 0.7125330632822191, 1.8094041459768246, 0.727709021608245, 1.5123819241023106, 0.4779639999913259]|171.0873565673828125|      0.25000000|[241, 0, 0, 16]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       9|[1.073318051251604, 0.5964260091045293, 1.9525200168589723, 0.7001648492767268, 1.3675698584098865, 0.4792241017129773]|128.2130889892578125|      0.50000000|[271, 0, 0, 18]                                                            |  | trying linear partial model with 17 points | iterate success | actual_k=0
      10|[1.073318051251604, 0.5964260091045293, 1.9525200168589723, 0.7001648492767268, 1.3675698584098865, 0.4792241017129773]|128.2130889892578125|      0.25000000|[301, 0, 0, 20]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
