k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[50.0, 150.0, -100.0, 100.0, 200.0]                                             |87848.8533336333348416|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[49.00377995414082, 149.93995929496086, -100.06276499147917, 100.0010174984563, 199.99949551189405]|84511.8248209701559972|      2.00000000|[13, 4, 1, 2]                                                              |  | used linear model with 17 points | iterate success | actual_k=4
       2|[47.01126371260794, 149.81856761476868, -100.18576550397499, 99.99764717804146, 199.99788241738432]|78035.8256573115795618|      4.00000000|[26, 8, 2, 4]                                                              |  | used linear model with 17 points | iterate success | actual_k=4
       3|[43.02898666026445, 149.54929272245474, -100.4481060185654, 100.00850828721568, 199.9934101182335]|65876.2715629842132330|      8.00000000|[39, 12, 3, 6]                                                             |  | used linear model with 17 points | iterate success | actual_k=4
       4|[35.06080437880983, 149.10505618564056, -101.00524228487927, 100.00965268698663, 200.0113795361126]|44725.8411719743671711|     16.00000000|[52, 16, 4, 8]                                                             |  | used linear model with 17 points | iterate success | actual_k=4
       5|[19.113129141907244, 148.14688267818747, -101.8172009010663, 99.71509347618881, 200.09807523861787]|15113.3122232816695032|     32.00000000|[65, 20, 5, 10]                                                            |  | used linear model with 17 points | iterate success | actual_k=4
       6|[-11.11963774349466, 144.96067316086462, -107.26829722444396, 107.70305831443602, 202.60921879900073]|5076.3350541789814088|     64.00000000|[78, 24, 6, 12]                                                            |  | used linear model with 17 points | iterate success | actual_k=4
       7|[-11.11963774349466, 144.96067316086462, -107.26829722444396, 107.70305831443602, 202.60921879900073]|5076.3350541789814088|     32.00000000|[91, 28, 7, 14]                                                            |  | used linear model with 17 points | iterate failure | actual_k=4
       8|[-11.11963774349466, 144.96067316086462, -107.26829722444396, 107.70305831443602, 202.60921879900073]|5076.3350541789814088|     16.00000000|[104, 32, 8, 16]                                                           |  | used linear model with 17 points | iterate failure | actual_k=4
       9|[4.55462499812767, 144.5557696793513, -105.38554423942155, 105.1814455361092, 203.10946960691263]|2334.2566011187141157|     32.00000000|[117, 36, 9, 18]                                                           |  | used linear model with 17 points | iterate success | actual_k=4
      10|[1.6922654462331592, 137.16828294695395, -135.88591280079027, 110.04356151981509, 200.40405219808397]| 42.1566590435558055|     64.00000000|[130, 40, 10, 20]                                                          |  | used linear model with 17 points | iterate success | actual_k=4
      11|[1.6922654462331592, 137.16828294695395, -135.88591280079027, 110.04356151981509, 200.40405219808397]| 42.1566590435558055|     32.00000000|[143, 44, 11, 22]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      12|[1.6922654462331592, 137.16828294695395, -135.88591280079027, 110.04356151981509, 200.40405219808397]| 42.1566590435558055|     16.00000000|[156, 48, 12, 24]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      13|[1.6922654462331592, 137.16828294695395, -135.88591280079027, 110.04356151981509, 200.40405219808397]| 42.1566590435558055|      8.00000000|[169, 52, 13, 26]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      14|[1.6922654462331592, 137.16828294695395, -135.88591280079027, 110.04356151981509, 200.40405219808397]| 42.1566590435558055|      4.00000000|[182, 56, 14, 28]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      15|[1.6922654462331592, 137.16828294695395, -135.88591280079027, 110.04356151981509, 200.40405219808397]| 42.1566590435558055|      2.00000000|[195, 60, 15, 30]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      16|[-0.0937222497939703, 136.51787086822705, -135.52644438636537, 110.2193669003433, 199.92751573075535]| 17.5956422214371173|      4.00000000|[208, 64, 16, 32]                                                          |  | used linear model with 17 points | iterate success | actual_k=4
      17|[-0.0937222497939703, 136.51787086822705, -135.52644438636537, 110.2193669003433, 199.92751573075535]| 17.5956422214371173|      2.00000000|[221, 68, 17, 34]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      18|[-0.0937222497939703, 136.51787086822705, -135.52644438636537, 110.2193669003433, 199.92751573075535]| 17.5956422214371173|      1.00000000|[234, 72, 18, 36]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      19|[0.8886596920062224, 136.48637952090024, -135.35912559897682, 110.14286480847534, 199.9182491890557]|  4.7181221364789723|      2.00000000|[247, 76, 19, 38]                                                          |  | used linear model with 17 points | iterate success | actual_k=4
      20|[0.8886596920062224, 136.48637952090024, -135.35912559897682, 110.14286480847534, 199.9182491890557]|  4.7181221364789723|      1.00000000|[260, 80, 20, 40]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      21|[0.8886596920062224, 136.48637952090024, -135.35912559897682, 110.14286480847534, 199.9182491890557]|  4.7181221364789723|      0.50000000|[273, 84, 21, 42]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      22|[0.400059543562753, 136.45815189879804, -135.4366453963928, 110.16674490358103, 199.9806472527901]|  3.0443657148048739|      1.00000000|[286, 88, 22, 44]                                                          |  | used linear model with 17 points | iterate success | actual_k=4
      23|[0.400059543562753, 136.45815189879804, -135.4366453963928, 110.16674490358103, 199.9806472527901]|  3.0443657148048739|      0.50000000|[299, 92, 23, 46]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      24|[0.400059543562753, 136.45815189879804, -135.4366453963928, 110.16674490358103, 199.9806472527901]|  3.0443657148048739|      0.25000000|[312, 96, 24, 48]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      25|[0.6328692987045511, 136.43675952684413, -135.44634079196157, 110.13426954630022, 200.0624600562334]|  1.7145234215007121|      0.50000000|[325, 100, 25, 50]                                                         |  | used linear model with 17 points | iterate success | actual_k=4
