k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 1.0, 1.0, 1.0, 1.0]                                                  |564.8131740000001173|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-0.0244452480558894, -0.0727603524997417, 0.8108832237619893, 0.6173877424155216, 0.9644007036410847, 0.099620215496927]|467.3981018066406250|      2.00000000|[9, 0, 0, 3]                                                               |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | iterate success | actual_k=0
       2|[-0.0244452480558894, -0.0727603524997417, 0.8108832237619893, 0.6173877424155216, 0.9644007036410847, 0.099620215496927]|467.3981018066406250|      1.00000000|[17, 0, 0, 6]                                                              |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       3|[0.2924041157484329, 0.020700364393208, 1.1842141928028105, 0.4831679900382322, 1.819475463663096, 0.0513731901505683]|390.6105651855468750|      2.00000000|[23, 0, 0, 8]                                                              |  | trying linear partial model with 5 points | iterate success | actual_k=0
       4|[0.2924041157484329, 0.020700364393208, 1.1842141928028105, 0.4831679900382322, 1.819475463663096, 0.0513731901505683]|390.6105651855468750|      1.00000000|[31, 0, 0, 11]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       5|[0.2924041157484329, 0.020700364393208, 1.1842141928028105, 0.4831679900382322, 1.819475463663096, 0.0513731901505683]|390.6105651855468750|      0.50000000|[39, 0, 0, 14]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       6|[0.388544527809047, -0.2281460225985282, 1.5645392187949114, 0.5963574279892063, 1.822976131929282, -0.0947817547268282]|284.7709655761718750|      1.00000000|[45, 0, 0, 16]                                                             |  | trying linear partial model with 5 points | iterate success | actual_k=0
       7|[0.3744951845350092, 0.2585202665147013, 2.40289068387837, 0.774553897423291, 1.9665949006934131, -0.0067759167008898]|150.2470245361328125|      2.00000000|[53, 0, 0, 19]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | iterate success | actual_k=0
       8|[0.3744951845350092, 0.2585202665147013, 2.40289068387837, 0.774553897423291, 1.9665949006934131, -0.0067759167008898]|150.2470245361328125|      1.00000000|[61, 0, 0, 22]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       9|[0.3744951845350092, 0.2585202665147013, 2.40289068387837, 0.774553897423291, 1.9665949006934131, -0.0067759167008898]|150.2470245361328125|      0.50000000|[69, 0, 0, 25]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      10|[0.5263174845843532, 0.4759802473302213, 2.4710580173547045, 0.869546965685276, 1.5881137965191667, -0.1575828507701956]|109.1879425048828125|      1.00000000|[77, 0, 0, 28]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | iterate success | actual_k=0
      11|[0.5263174845843532, 0.4759802473302213, 2.4710580173547045, 0.869546965685276, 1.5881137965191667, -0.1575828507701956]|109.1879425048828125|      0.50000000|[85, 0, 0, 31]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      12|[0.5263174845843532, 0.4759802473302213, 2.4710580173547045, 0.869546965685276, 1.5881137965191667, -0.1575828507701956]|109.1879425048828125|      0.25000000|[93, 0, 0, 34]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      13|[0.5263174845843532, 0.4759802473302213, 2.4710580173547045, 0.869546965685276, 1.5881137965191667, -0.1575828507701956]|109.1879425048828125|      0.12500000|[101, 0, 0, 37]                                                            |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      14|[0.5263174845843532, 0.4759802473302213, 2.4710580173547045, 0.869546965685276, 1.5881137965191667, -0.1575828507701956]|109.1879425048828125|      0.06250000|[109, 0, 0, 40]                                                            |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      15|[0.5237524547210226, 0.4534414428227832, 2.4846485052465765, 0.8896959179472873, 1.5419954880448377, -0.1316195517069718]|104.0062866210937500|      0.12500000|[115, 0, 0, 42]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      16|[0.5237524547210226, 0.4534414428227832, 2.4846485052465765, 0.8896959179472873, 1.5419954880448377, -0.1316195517069718]|104.0062866210937500|      0.06250000|[123, 0, 0, 45]                                                            |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      17|[0.5088661975238945, 0.4621673119503812, 2.4922428792687583, 0.9300796065649833, 1.543734629082822, -0.0878363686349388]|102.2999420166015625|      0.12500000|[129, 0, 0, 47]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      18|[0.4508307247616736, 0.4143749835787848, 2.547760193971009, 0.9768573489712764, 1.4754804808400594, -0.0944559669130675]|100.8814010620117188|      0.25000000|[135, 0, 0, 49]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      19|[0.4508307247616736, 0.4143749835787848, 2.547760193971009, 0.9768573489712764, 1.4754804808400594, -0.0944559669130675]|100.8814010620117188|      0.12500000|[143, 0, 0, 52]                                                            |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      20|[0.4508307247616736, 0.4143749835787848, 2.547760193971009, 0.9768573489712764, 1.4754804808400594, -0.0944559669130675]|100.8814010620117188|      0.06250000|[151, 0, 0, 55]                                                            |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      21|[0.4629165827281469, 0.4350110477955668, 2.581640272096674, 1.0124304719465207, 1.480224180747135, -0.1244313806722414]| 96.3281478881835938|      0.12500000|[157, 0, 0, 57]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      22|[0.4803996741072959, 0.485566145458663, 2.6370378550297655, 1.0236305348338781, 1.3943312927841574, -0.0776168336812372]| 94.5071411132812500|      0.25000000|[163, 0, 0, 59]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      23|[0.4803996741072959, 0.485566145458663, 2.6370378550297655, 1.0236305348338781, 1.3943312927841574, -0.0776168336812372]| 94.5071411132812500|      0.12500000|[171, 0, 0, 62]                                                            |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
