k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 1.0, 1.0, 1.0, 1.0]                                                  |564.8131740000001173|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-0.5478175720546333, -0.493891253761313, 0.840425810102604, 0.4521943190448766, 0.9802426706489591, 0.6394143666546834]|521.3198852539062500|      2.00000000|[9, 0, 0, 2]                                                               |  | trying linear partial model with 5 points | iterate success | actual_k=0
       2|[-0.5478175720546333, -0.493891253761313, 0.840425810102604, 0.4521943190448766, 0.9802426706489591, 0.6394143666546834]|521.3198852539062500|      1.00000000|[17, 0, 0, 4]                                                              |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       3|[-0.6252552311951259, 0.3668929893547558, 0.4252350392080307, 0.6011447881785298, 0.8193352858995356, 0.8199499332111739]|494.4358520507812500|      2.00000000|[25, 0, 0, 6]                                                              |  | trying linear partial model with 5 points | iterate success | actual_k=0
       4|[-0.9349668491643832, -0.5054722646246737, -0.2645358411467936, -0.3418620643030748, 1.8821284714032598, 0.0146658647121224]|293.2602844238281250|      4.00000000|[33, 0, 0, 8]                                                              |  | trying linear partial model with 5 points | iterate success | actual_k=0
       5|[-0.9349668491643832, -0.5054722646246737, -0.2645358411467936, -0.3418620643030748, 1.8821284714032598, 0.0146658647121224]|293.2602844238281250|      2.00000000|[41, 0, 0, 10]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       6|[-0.9349668491643832, -0.5054722646246737, -0.2645358411467936, -0.3418620643030748, 1.8821284714032598, 0.0146658647121224]|293.2602844238281250|      1.00000000|[49, 0, 0, 12]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       7|[-0.9349668491643832, -0.5054722646246737, -0.2645358411467936, -0.3418620643030748, 1.8821284714032598, 0.0146658647121224]|293.2602844238281250|      0.50000000|[57, 0, 0, 14]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       8|[-0.9349668491643832, -0.5054722646246737, -0.2645358411467936, -0.3418620643030748, 1.8821284714032598, 0.0146658647121224]|293.2602844238281250|      0.25000000|[65, 0, 0, 16]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       9|[-1.0204357328465692, -0.4337540639269042, -0.4195364692681909, -0.356703296980922, 2.0194734527454505, -0.0686556139442423]|262.6719360351562500|      0.50000000|[73, 0, 0, 18]                                                             |  | trying linear partial model with 5 points | iterate success | actual_k=0
      10|[-1.111671041694238, -0.2502462548361118, -0.4722163656758103, -0.5240124588666903, 2.440417940108007, -0.0623935180645573]|193.0890502929687500|      1.00000000|[81, 0, 0, 20]                                                             |  | trying linear partial model with 5 points | iterate success | actual_k=0
      11|[-1.111671041694238, -0.2502462548361118, -0.4722163656758103, -0.5240124588666903, 2.440417940108007, -0.0623935180645573]|193.0890502929687500|      0.50000000|[89, 0, 0, 22]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      12|[-1.111671041694238, -0.2502462548361118, -0.4722163656758103, -0.5240124588666903, 2.440417940108007, -0.0623935180645573]|193.0890502929687500|      0.25000000|[97, 0, 0, 24]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      13|[-1.111671041694238, -0.2502462548361118, -0.4722163656758103, -0.5240124588666903, 2.440417940108007, -0.0623935180645573]|193.0890502929687500|      0.12500000|[105, 0, 0, 26]                                                            |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      14|[-1.0062633660833458, -0.2239095470616529, -0.4793237193562075, -0.5606141403886136, 2.46267813666541, -0.0184061809257068]|187.0716247558593750|      0.25000000|[113, 0, 0, 28]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      15|[-1.0062633660833458, -0.2239095470616529, -0.4793237193562075, -0.5606141403886136, 2.46267813666541, -0.0184061809257068]|187.0716247558593750|      0.12500000|[121, 0, 0, 30]                                                            |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      16|[-1.0062633660833458, -0.2239095470616529, -0.4793237193562075, -0.5606141403886136, 2.46267813666541, -0.0184061809257068]|187.0716247558593750|      0.06250000|[129, 0, 0, 32]                                                            |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
