k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0215400678, 0.02, 1.8879065341, 0.0128719128, 0.02, 2.0015540313, 0.4292206739, 0.02, 2.1186983746, 0.8009548574, 0.02, 2.1624089505, 0.2202801749, 0.02, 2.2192326991, 2.6915110182, 0.02, 2.2813017168, 0.8064571417, 0.02, 2.3905781564, 2.2686398843, 0.02, 2.4884898463, 14.352901162, 0.02, 2.5593009792, 12.161699758, 0.02, 2.7070427255, 0.276676662, 0.02, 2.9404572006, 0.2434602195, 0.02, 2.9666835461, 1.1650863975, 0.02, 3.1292868882, 0.1774572413, 0.02, 3.2263243666, 0.1153950601, 0.02, 3.2551733467, 3.7470242328, 0.02, 3.3801855936, 0.833501062, 0.02, 3.6695496057, 0.1588345259, 0.02, 3.7220022967, 0.3867741611, 0.02, 3.8312787364, 0.9231772721, 0.02, 3.9589136178, 0.2596415821, 0.02, 4.0524542502, 2.0709635713, 0.02, 4.1748438625, 1.944950803, 0.02, 4.430987837, 1.4841998492, 0.02, 4.55949693, 0.4816362663, 0.02, 4.6014590828, 0.4934043524, 0.02, 4.7046160418, 0.3289805969, 0.02, 4.8007793087, 0.8399929759, 0.02, 4.96862792, 0.4600450055, 0.02, 5.3952431402, 0.4909424311, 0.02, 5.4188468512, 0.9861479337, 0.02, 2.5864015362, -0.017883084, 0.02, 3.8618761395, 0.2654081509, 0.02, 5.1985455489]|4028942.9527573422528803|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.0215400678, 0.02, 1.8879065341, 0.0128719128, 0.02, 2.0015540313, 0.4292206739, 0.02, 2.1186983746, 0.8009548574, 0.02, 2.1624089505, 0.2202801749, 0.02, 2.2192326991, 2.6915110182, 0.02, 2.2813017168, 0.8064571417, 0.02, 2.3905781564, 2.2686398843, 0.02, 2.4884898463, 14.352901162, 0.02, 2.5593009792, 12.161699758, 0.02, 2.7070427255, 0.276676662, 0.02, 2.9404572006, 0.2434602195, 0.02, 2.9666835461, 1.1650863975, 0.02, 3.1292868882, 0.1774572413, 0.02, 3.2263243666, 0.1153950601, 0.02, 3.2551733467, 3.7470242328, 0.02, 3.3801855936, 0.833501062, 0.02, 3.6695496057, 0.1588345259, 0.02, 3.7220022967, 0.3867741611, 0.02, 3.8312787364, 0.9231772721, 0.02, 3.9589136178, 0.2596415821, 0.02, 4.0524542502, 2.0709635713, 0.02, 4.1748438625, 1.944950803, 0.02, 4.430987837, 1.4841998492, 0.02, 4.55949693, 0.4816362663, 0.02, 4.6014590828, 0.4934043524, 0.02, 4.7046160418, 0.3289805969, 0.02, 4.8007793087, 0.8399929759, 0.02, 4.96862792, 0.4600450055, 0.02, 5.3952431402, 0.4909424311, 0.02, 5.4188468512, 0.9861479337, 0.02, 2.5864015362, -0.017883084, 0.02, 3.8618761395, 0.2654081509, 0.02, 5.1985455489]|4028942.9527573422528803|      0.50000000|[100, 0, 1, 3]                                                             |  | used linear model with 100 points | iterate failure | actual_k=0
       2|[1.0215400678, 0.02, 1.8879065341, 0.0128719128, 0.02, 2.0015540313, 0.4292206739, 0.02, 2.1186983746, 0.8009548574, 0.02, 2.1624089505, 0.2202801749, 0.02, 2.2192326991, 2.6915110182, 0.02, 2.2813017168, 0.8064571417, 0.02, 2.3905781564, 2.2686398843, 0.02, 2.4884898463, 14.352901162, 0.02, 2.5593009792, 12.161699758, 0.02, 2.7070427255, 0.276676662, 0.02, 2.9404572006, 0.2434602195, 0.02, 2.9666835461, 1.1650863975, 0.02, 3.1292868882, 0.1774572413, 0.02, 3.2263243666, 0.1153950601, 0.02, 3.2551733467, 3.7470242328, 0.02, 3.3801855936, 0.833501062, 0.02, 3.6695496057, 0.1588345259, 0.02, 3.7220022967, 0.3867741611, 0.02, 3.8312787364, 0.9231772721, 0.02, 3.9589136178, 0.2596415821, 0.02, 4.0524542502, 2.0709635713, 0.02, 4.1748438625, 1.944950803, 0.02, 4.430987837, 1.4841998492, 0.02, 4.55949693, 0.4816362663, 0.02, 4.6014590828, 0.4934043524, 0.02, 4.7046160418, 0.3289805969, 0.02, 4.8007793087, 0.8399929759, 0.02, 4.96862792, 0.4600450055, 0.02, 5.3952431402, 0.4909424311, 0.02, 5.4188468512, 0.9861479337, 0.02, 2.5864015362, -0.017883084, 0.02, 3.8618761395, 0.2654081509, 0.02, 5.1985455489]|4028942.9527573422528803|      0.25000000|[200, 0, 2, 6]                                                             |  | used linear model with 100 points | iterate failure | actual_k=0
       3|[1.0215400678, 0.02, 1.8879065341, 0.0128719128, 0.02, 2.0015540313, 0.4292206739, 0.02, 2.1186983746, 0.8009548574, 0.02, 2.1624089505, 0.2202801749, 0.02, 2.2192326991, 2.6915110182, 0.02, 2.2813017168, 0.8064571417, 0.02, 2.3905781564, 2.2686398843, 0.02, 2.4884898463, 14.352901162, 0.02, 2.5593009792, 12.161699758, 0.02, 2.7070427255, 0.276676662, 0.02, 2.9404572006, 0.2434602195, 0.02, 2.9666835461, 1.1650863975, 0.02, 3.1292868882, 0.1774572413, 0.02, 3.2263243666, 0.1153950601, 0.02, 3.2551733467, 3.7470242328, 0.02, 3.3801855936, 0.833501062, 0.02, 3.6695496057, 0.1588345259, 0.02, 3.7220022967, 0.3867741611, 0.02, 3.8312787364, 0.9231772721, 0.02, 3.9589136178, 0.2596415821, 0.02, 4.0524542502, 2.0709635713, 0.02, 4.1748438625, 1.944950803, 0.02, 4.430987837, 1.4841998492, 0.02, 4.55949693, 0.4816362663, 0.02, 4.6014590828, 0.4934043524, 0.02, 4.7046160418, 0.3289805969, 0.02, 4.8007793087, 0.8399929759, 0.02, 4.96862792, 0.4600450055, 0.02, 5.3952431402, 0.4909424311, 0.02, 5.4188468512, 0.9861479337, 0.02, 2.5864015362, -0.017883084, 0.02, 3.8618761395, 0.2654081509, 0.02, 5.1985455489]|4028942.9527573422528803|      0.12500000|[300, 0, 3, 9]                                                             |  | used linear model with 100 points | iterate failure | actual_k=0
       4|[1.0215400678, 0.02, 1.8879065341, 0.0128719128, 0.02, 2.0015540313, 0.4292206739, 0.02, 2.1186983746, 0.8009548574, 0.02, 2.1624089505, 0.2202801749, 0.02, 2.2192326991, 2.6915110182, 0.02, 2.2813017168, 0.8064571417, 0.02, 2.3905781564, 2.2686398843, 0.02, 2.4884898463, 14.352901162, 0.02, 2.5593009792, 12.161699758, 0.02, 2.7070427255, 0.276676662, 0.02, 2.9404572006, 0.2434602195, 0.02, 2.9666835461, 1.1650863975, 0.02, 3.1292868882, 0.1774572413, 0.02, 3.2263243666, 0.1153950601, 0.02, 3.2551733467, 3.7470242328, 0.02, 3.3801855936, 0.833501062, 0.02, 3.6695496057, 0.1588345259, 0.02, 3.7220022967, 0.3867741611, 0.02, 3.8312787364, 0.9231772721, 0.02, 3.9589136178, 0.2596415821, 0.02, 4.0524542502, 2.0709635713, 0.02, 4.1748438625, 1.944950803, 0.02, 4.430987837, 1.4841998492, 0.02, 4.55949693, 0.4816362663, 0.02, 4.6014590828, 0.4934043524, 0.02, 4.7046160418, 0.3289805969, 0.02, 4.8007793087, 0.8399929759, 0.02, 4.96862792, 0.4600450055, 0.02, 5.3952431402, 0.4909424311, 0.02, 5.4188468512, 0.9861479337, 0.02, 2.5864015362, -0.017883084, 0.02, 3.8618761395, 0.2654081509, 0.02, 5.1985455489]|4028942.9527573422528803|      0.06250000|[400, 0, 4, 12]                                                            |  | used linear model with 100 points | iterate failure | actual_k=0
       5|[1.0215400678, 0.02, 1.8879065341, 0.0128719128, 0.02, 2.0015540313, 0.4292206739, 0.02, 2.1186983746, 0.8009548574, 0.02, 2.1624089505, 0.2202801749, 0.02, 2.2192326991, 2.6915110182, 0.02, 2.2813017168, 0.8064571417, 0.02, 2.3905781564, 2.2686398843, 0.02, 2.4884898463, 14.352901162, 0.02, 2.5593009792, 12.161699758, 0.02, 2.7070427255, 0.276676662, 0.02, 2.9404572006, 0.2434602195, 0.02, 2.9666835461, 1.1650863975, 0.02, 3.1292868882, 0.1774572413, 0.02, 3.2263243666, 0.1153950601, 0.02, 3.2551733467, 3.7470242328, 0.02, 3.3801855936, 0.833501062, 0.02, 3.6695496057, 0.1588345259, 0.02, 3.7220022967, 0.3867741611, 0.02, 3.8312787364, 0.9231772721, 0.02, 3.9589136178, 0.2596415821, 0.02, 4.0524542502, 2.0709635713, 0.02, 4.1748438625, 1.944950803, 0.02, 4.430987837, 1.4841998492, 0.02, 4.55949693, 0.4816362663, 0.02, 4.6014590828, 0.4934043524, 0.02, 4.7046160418, 0.3289805969, 0.02, 4.8007793087, 0.8399929759, 0.02, 4.96862792, 0.4600450055, 0.02, 5.3952431402, 0.4909424311, 0.02, 5.4188468512, 0.9861479337, 0.02, 2.5864015362, -0.017883084, 0.02, 3.8618761395, 0.2654081509, 0.02, 5.1985455489]|4028942.9527573422528803|      0.03125000|[500, 0, 5, 15]                                                            |  | used linear model with 100 points | iterate failure | actual_k=0
       6|[1.020971354254441, 0.0199107376305255, 1.8865601747593177, 0.0133097967311255, 0.0179397444157803, 2.0036666986321543, 0.4299452904392317, 0.015509061507074, 2.1252342080620457, 0.8054012825846181, 0.0178099455971453, 2.165346564003416, 0.2258894986510976, 0.0196085118013561, 2.221471845939722, 2.6940232389561927, 0.0203121613569278, 2.2793854753209724, 0.8053323375620955, 0.0155850611331802, 2.3943256026023745, 2.2697837092545536, 0.0184888773532393, 2.4905355332844157, 14.349514625872494, 0.0322146913646217, 2.5579287080760973, 12.163780581891082, 0.0273732810145168, 2.7083827148270068, 0.2810322742713722, 0.016891766715053, 2.9410975059469733, 0.2435692879232697, 0.0253806741048099, 2.965549651205264, 1.1718440944886472, 0.0183899063072934, 3.13253649735202, 0.1739560570218895, 0.0197726095405368, 3.2271648260999304, 0.1120020357461681, 0.0212150829695413, 3.2568259244592483, 3.7479759140222004, 0.0196077194464842, 3.3838952751659774, 0.8310604842048716, 0.0201488033916139, 3.6696538468169866, 0.1594181456738902, 0.0148339517835764, 3.7272796612642436, 0.3895032266498261, 0.0178748404939079, 3.8283692508025835, 0.9234686543039252, 0.0215436257644465, 3.95318738342541, 0.258908050958728, 0.0164569920612719, 4.050543879679112, 2.0636149635152172, 0.0183459046766586, 4.177846754222041, 1.945953461936033, 0.0224838482457095, 4.431336790508553, 1.4870255310761966, 0.0166326127674563, 4.557007372374555, 0.4849363071199366, 0.0167548645823652, 4.6000829879569665, 0.4970462162276318, 0.0206371785631088, 4.705405229355, 0.3288063364627561, 0.019679083877824, 4.804070652121876, 0.8391033345259209, 0.0189815995774897, 4.967575480677331, 0.4653705262211975, 0.0181180260087078, 5.395800268755915, 0.4944167264149299, 0.0242494686025665, 5.416511518386756, 0.9875572145589642, 0.0241063822331925, 2.588541624786607, -0.0208299083584307, 0.0203501525600054, 3.8607114711925, 0.2666183450095999, 0.0200164963302136, 5.2014920699353375]|3065640.0435701264068484|      0.06250000|[600, 0, 6, 18]                                                            |  | used linear model with 100 points | iterate success | actual_k=0
       7|[1.020971354254441, 0.0199107376305255, 1.8865601747593177, 0.0133097967311255, 0.0179397444157803, 2.0036666986321543, 0.4299452904392317, 0.015509061507074, 2.1252342080620457, 0.8054012825846181, 0.0178099455971453, 2.165346564003416, 0.2258894986510976, 0.0196085118013561, 2.221471845939722, 2.6940232389561927, 0.0203121613569278, 2.2793854753209724, 0.8053323375620955, 0.0155850611331802, 2.3943256026023745, 2.2697837092545536, 0.0184888773532393, 2.4905355332844157, 14.349514625872494, 0.0322146913646217, 2.5579287080760973, 12.163780581891082, 0.0273732810145168, 2.7083827148270068, 0.2810322742713722, 0.016891766715053, 2.9410975059469733, 0.2435692879232697, 0.0253806741048099, 2.965549651205264, 1.1718440944886472, 0.0183899063072934, 3.13253649735202, 0.1739560570218895, 0.0197726095405368, 3.2271648260999304, 0.1120020357461681, 0.0212150829695413, 3.2568259244592483, 3.7479759140222004, 0.0196077194464842, 3.3838952751659774, 0.8310604842048716, 0.0201488033916139, 3.6696538468169866, 0.1594181456738902, 0.0148339517835764, 3.7272796612642436, 0.3895032266498261, 0.0178748404939079, 3.8283692508025835, 0.9234686543039252, 0.0215436257644465, 3.95318738342541, 0.258908050958728, 0.0164569920612719, 4.050543879679112, 2.0636149635152172, 0.0183459046766586, 4.177846754222041, 1.945953461936033, 0.0224838482457095, 4.431336790508553, 1.4870255310761966, 0.0166326127674563, 4.557007372374555, 0.4849363071199366, 0.0167548645823652, 4.6000829879569665, 0.4970462162276318, 0.0206371785631088, 4.705405229355, 0.3288063364627561, 0.019679083877824, 4.804070652121876, 0.8391033345259209, 0.0189815995774897, 4.967575480677331, 0.4653705262211975, 0.0181180260087078, 5.395800268755915, 0.4944167264149299, 0.0242494686025665, 5.416511518386756, 0.9875572145589642, 0.0241063822331925, 2.588541624786607, -0.0208299083584307, 0.0203501525600054, 3.8607114711925, 0.2666183450095999, 0.0200164963302136, 5.2014920699353375]|3065640.0435701264068484|      0.03125000|[700, 0, 7, 21]                                                            |  | used linear model with 100 points | iterate failure | actual_k=0
       8|[1.0255690381151317, 0.0209836303510629, 1.886746052328054, 0.0102286026497094, 0.019433983497704, 2.010231673686132, 0.4292824008739006, 0.0145439119670606, 2.124264272575193, 0.8060411014385451, 0.0170704744727877, 2.167359445622751, 0.2187495358023342, 0.0229081655238689, 2.219287062385129, 2.6965471012493563, 0.0180155550780158, 2.2759588107192448, 0.8077657380944504, 0.0190103287895874, 2.3950736512529476, 2.2731972028601133, 0.020335278852663, 2.4892930130514, 14.344804197985226, 0.0399121465155041, 2.5572594144201806, 12.164769075341042, 0.0334495263622795, 2.713760931600095, 0.2835085120414505, 0.0121265689092386, 2.941760323707779, 0.2411292875186948, 0.0211778443246812, 2.970682637305553, 1.1681216769050056, 0.0217154311335891, 3.1319502191729605, 0.1721112935236165, 0.0213812766520633, 3.2212137296654957, 0.1110484533295678, 0.0223465334075754, 3.257503826427971, 3.749165236529066, 0.0216991916688277, 3.391568439871164, 0.8313685968901834, 0.0170041090212947, 3.6699162655514614, 0.16237326677734, 0.0133911983133388, 3.7262490543023374, 0.3893011236741929, 0.0163118329287931, 3.826230411391465, 0.9260348961922085, 0.0252381900786917, 3.9540231548983127, 0.2575617764300288, 0.0127724446301946, 4.050328172357246, 2.064549013263289, 0.0139500333716112, 4.176233146355217, 1.9490026295468612, 0.0206052575354114, 4.431633242195852, 1.4848614101612678, 0.013758342390629, 4.553969024935021, 0.4854869484915608, 0.0171765732010379, 4.600305652982826, 0.4975236690668089, 0.0225890368516137, 4.705538955723156, 0.3222116145162529, 0.0164697507042308, 4.808554600845719, 0.8416125351220392, 0.0162203118748281, 4.967634136888497, 0.46644814821075, 0.0135853614930528, 5.395041716919836, 0.5024240733538259, 0.0258835279541348, 5.4122077533668955, 0.9821892485714611, 0.028847812490933, 2.5900609971398256, -0.0241595647453787, 0.0234137205472561, 3.8611293287395436, 0.2671335781920717, 0.0220015946738927, 5.1995917567026195]|2710278.4414365594275296|      0.06250000|[800, 0, 8, 24]                                                            |  | used linear model with 100 points | iterate success | actual_k=0
       9|[1.0255690381151317, 0.0209836303510629, 1.886746052328054, 0.0102286026497094, 0.019433983497704, 2.010231673686132, 0.4292824008739006, 0.0145439119670606, 2.124264272575193, 0.8060411014385451, 0.0170704744727877, 2.167359445622751, 0.2187495358023342, 0.0229081655238689, 2.219287062385129, 2.6965471012493563, 0.0180155550780158, 2.2759588107192448, 0.8077657380944504, 0.0190103287895874, 2.3950736512529476, 2.2731972028601133, 0.020335278852663, 2.4892930130514, 14.344804197985226, 0.0399121465155041, 2.5572594144201806, 12.164769075341042, 0.0334495263622795, 2.713760931600095, 0.2835085120414505, 0.0121265689092386, 2.941760323707779, 0.2411292875186948, 0.0211778443246812, 2.970682637305553, 1.1681216769050056, 0.0217154311335891, 3.1319502191729605, 0.1721112935236165, 0.0213812766520633, 3.2212137296654957, 0.1110484533295678, 0.0223465334075754, 3.257503826427971, 3.749165236529066, 0.0216991916688277, 3.391568439871164, 0.8313685968901834, 0.0170041090212947, 3.6699162655514614, 0.16237326677734, 0.0133911983133388, 3.7262490543023374, 0.3893011236741929, 0.0163118329287931, 3.826230411391465, 0.9260348961922085, 0.0252381900786917, 3.9540231548983127, 0.2575617764300288, 0.0127724446301946, 4.050328172357246, 2.064549013263289, 0.0139500333716112, 4.176233146355217, 1.9490026295468612, 0.0206052575354114, 4.431633242195852, 1.4848614101612678, 0.013758342390629, 4.553969024935021, 0.4854869484915608, 0.0171765732010379, 4.600305652982826, 0.4975236690668089, 0.0225890368516137, 4.705538955723156, 0.3222116145162529, 0.0164697507042308, 4.808554600845719, 0.8416125351220392, 0.0162203118748281, 4.967634136888497, 0.46644814821075, 0.0135853614930528, 5.395041716919836, 0.5024240733538259, 0.0258835279541348, 5.4122077533668955, 0.9821892485714611, 0.028847812490933, 2.5900609971398256, -0.0241595647453787, 0.0234137205472561, 3.8611293287395436, 0.2671335781920717, 0.0220015946738927, 5.1995917567026195]|2710278.4414365594275296|      0.03125000|[900, 0, 9, 27]                                                            |  | used linear model with 100 points | iterate failure | actual_k=0
      10|[1.0255690381151317, 0.0209836303510629, 1.886746052328054, 0.0102286026497094, 0.019433983497704, 2.010231673686132, 0.4292824008739006, 0.0145439119670606, 2.124264272575193, 0.8060411014385451, 0.0170704744727877, 2.167359445622751, 0.2187495358023342, 0.0229081655238689, 2.219287062385129, 2.6965471012493563, 0.0180155550780158, 2.2759588107192448, 0.8077657380944504, 0.0190103287895874, 2.3950736512529476, 2.2731972028601133, 0.020335278852663, 2.4892930130514, 14.344804197985226, 0.0399121465155041, 2.5572594144201806, 12.164769075341042, 0.0334495263622795, 2.713760931600095, 0.2835085120414505, 0.0121265689092386, 2.941760323707779, 0.2411292875186948, 0.0211778443246812, 2.970682637305553, 1.1681216769050056, 0.0217154311335891, 3.1319502191729605, 0.1721112935236165, 0.0213812766520633, 3.2212137296654957, 0.1110484533295678, 0.0223465334075754, 3.257503826427971, 3.749165236529066, 0.0216991916688277, 3.391568439871164, 0.8313685968901834, 0.0170041090212947, 3.6699162655514614, 0.16237326677734, 0.0133911983133388, 3.7262490543023374, 0.3893011236741929, 0.0163118329287931, 3.826230411391465, 0.9260348961922085, 0.0252381900786917, 3.9540231548983127, 0.2575617764300288, 0.0127724446301946, 4.050328172357246, 2.064549013263289, 0.0139500333716112, 4.176233146355217, 1.9490026295468612, 0.0206052575354114, 4.431633242195852, 1.4848614101612678, 0.013758342390629, 4.553969024935021, 0.4854869484915608, 0.0171765732010379, 4.600305652982826, 0.4975236690668089, 0.0225890368516137, 4.705538955723156, 0.3222116145162529, 0.0164697507042308, 4.808554600845719, 0.8416125351220392, 0.0162203118748281, 4.967634136888497, 0.46644814821075, 0.0135853614930528, 5.395041716919836, 0.5024240733538259, 0.0258835279541348, 5.4122077533668955, 0.9821892485714611, 0.028847812490933, 2.5900609971398256, -0.0241595647453787, 0.0234137205472561, 3.8611293287395436, 0.2671335781920717, 0.0220015946738927, 5.1995917567026195]|2710278.4414365594275296|      0.01562500|[1000, 0, 10, 30]                                                          |  | used linear model with 100 points | iterate failure | actual_k=0
      11|[1.0237588701543012, 0.0210097339581904, 1.8854704834513236, 0.0104382688448174, 0.0227477786638289, 2.0089886521557134, 0.4280976110748415, 0.013738503799044, 2.1244251709146456, 0.8055474774187289, 0.0207032717584768, 2.1673410921687695, 0.2160427179130486, 0.0235350181957457, 2.219517731068321, 2.69692037679045, 0.0193058183673502, 2.2759559033457655, 0.8080873976859152, 0.0189289363077854, 2.393864817063914, 2.2727026944473843, 0.0215001387858831, 2.4880937687873943, 14.34284664645891, 0.0468365504903839, 2.556017088643132, 12.164416548250808, 0.0375864438864751, 2.715316963007316, 0.2838087957639538, 0.0123021746989152, 2.9437238158772097, 0.2427736010228075, 0.0212046976403703, 2.9696191222049673, 1.1672342224098335, 0.0232542600760526, 3.1323589604562794, 0.1737976026796894, 0.0236014038113019, 3.2203047301000454, 0.1124640031388893, 0.0256828759758783, 3.2584505163787503, 3.7489709280353365, 0.0249238715446084, 3.3929845422933282, 0.8324678011615643, 0.0166113071954624, 3.6705640947666662, 0.1606579260912184, 0.0121306107062658, 3.7278358756667274, 0.3883029130061447, 0.0157372855821442, 3.82962180657181, 0.9254047618429624, 0.0261309663066243, 3.9531492248349585, 0.2582543227346589, 0.0111105088336956, 4.048769608769005, 2.063492053464118, 0.0142409146338241, 4.175726680315406, 1.9500207963473513, 0.0221540866810962, 4.430342061047599, 1.4844575701022389, 0.014177338280798, 4.552825770584113, 0.4831152421009688, 0.0169702386140705, 4.59934226959343, 0.4984362621945807, 0.0228091240963154, 4.704533773158455, 0.320543384839215, 0.0168941894089404, 4.808496889913209, 0.8415847295596105, 0.0159020747064972, 4.96562314732408, 0.4683376563257747, 0.0160208620407312, 5.3960036861361145, 0.5026650518384593, 0.0236209797451828, 5.4121760964874746, 0.9807591014066974, 0.030551506720075, 2.589388732487045, -0.0231627826971341, 0.0229601744581784, 3.8604104906435923, 0.2659527868653135, 0.0223621043364702, 5.198936725931536]|2485806.0687352805398405|      0.03125000|[1100, 0, 11, 33]                                                          |  | used linear model with 100 points | iterate success | actual_k=0
