k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[10.0, 10.0, 10.0]                                                              |83210000.0000000000000000|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[9.83773571431676, 10.088547747016058, 9.017233701183192]                       |33320054.0000000000000000|      2.00000000|[6, 2, 0, 2]                                                               |  | trying linear partial model with 4 points | iterate success | actual_k=1
       2|[10.815618321603857, 10.665254452366487, 7.370675174325053]                     |5525594.5000000000000000|      4.00000000|[11, 4, 0, 4]                                                              |  | trying linear partial model with 4 points | iterate success | actual_k=1
       3|[8.726797775516076, 11.243285015348778, 4.008724937557721]                      |2163650.5000000000000000|      8.00000000|[16, 6, 0, 6]                                                              |  | trying linear partial model with 4 points | iterate success | actual_k=1
       4|[8.726797775516076, 11.243285015348778, 4.008724937557721]                      |2163650.5000000000000000|      4.00000000|[21, 8, 0, 8]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       5|[7.129116742525266, 7.639107457018461, 3.3324709580134018]                      |274260.0312500000000000|      8.00000000|[25, 10, 0, 10]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       6|[7.129116742525266, 7.639107457018461, 3.3324709580134018]                      |274260.0312500000000000|      4.00000000|[30, 12, 0, 12]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       7|[7.129116742525266, 7.639107457018461, 3.3324709580134018]                      |274260.0312500000000000|      2.00000000|[34, 14, 0, 14]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       8|[6.368438038659249, 5.8437422435085296, 3.7774784406506643]                     |81425.2343750000000000|      4.00000000|[38, 16, 0, 16]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       9|[6.368438038659249, 5.8437422435085296, 3.7774784406506643]                     |81425.2343750000000000|      2.00000000|[42, 18, 0, 18]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      10|[6.368438038659249, 5.8437422435085296, 3.7774784406506643]                     |81425.2343750000000000|      1.00000000|[47, 20, 0, 20]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      11|[6.051379415310455, 5.236607483465219, 3.048876208628747]                       |47289.0898437500000000|      2.00000000|[52, 22, 0, 22]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      12|[4.51988302063106, 4.353887431059532, 2.11328863808021]                         |14264.0712890625000000|      4.00000000|[57, 24, 0, 24]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      13|[4.51988302063106, 4.353887431059532, 2.11328863808021]                         |14264.0712890625000000|      2.00000000|[61, 26, 0, 26]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      14|[4.51988302063106, 4.353887431059532, 2.11328863808021]                         |14264.0712890625000000|      1.00000000|[66, 28, 0, 28]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      15|[4.864523151351143, 3.5278579413732745, 1.6673082994262471]                     |7470.4189453125000000|      2.00000000|[71, 30, 0, 30]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
