k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 1.0]                                                                      |  6.0000000000000000|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.4312701969954973, 0.0977771798588417]                                        |  1.5316606636635737|      2.00000000|[3, 1, 1, 2]                                                               |  | used linear model with 4 points | iterate success | actual_k=1
       2|[1.4312701969954973, 0.0977771798588417]                                        |  1.5316606636635737|      1.00000000|[7, 1, 2, 4]                                                               |  | used linear model with 4 points | iterate failure | actual_k=1
       3|[2.3289844755325912, -0.342800933658642]                                        |  0.5528598659284150|      2.00000000|[10, 2, 3, 6]                                                              |  | used linear model with 4 points | iterate success | actual_k=1
       4|[2.3289844755325912, -0.342800933658642]                                        |  0.5528598659284150|      1.00000000|[13, 3, 4, 8]                                                              |  | used linear model with 4 points | iterate failure | actual_k=1
       5|[2.3289844755325912, -0.342800933658642]                                        |  0.5528598659284150|      0.50000000|[17, 3, 4, 9]                                                              |  | used linear model with 4 points | actual_k=1
       6|[2.3289844755325912, -0.342800933658642]                                        |  0.5528598659284150|      0.25000000|[19, 4, 5, 11]                                                             |  | used linear model with 4 points | iterate failure | actual_k=1
       7|[2.2447466685816204, -0.5781814593613666]                                       |  0.2578563231141466|      0.50000000|[22, 5, 6, 13]                                                             |  | used linear model with 4 points | iterate success | actual_k=1
       8|[1.7532314458631617, -0.6699026991917562]                                       |  0.1971866477455582|      1.00000000|[26, 5, 7, 15]                                                             |  | used linear model with 4 points | iterate success | actual_k=1
       9|[1.7532314458631617, -0.6699026991917562]                                       |  0.1971866477455582|      0.50000000|[29, 6, 8, 17]                                                             |  | used linear model with 4 points | iterate failure | actual_k=1
      10|[1.7532314458631617, -0.6699026991917562]                                       |  0.1971866477455582|      0.25000000|[32, 7, 9, 19]                                                             |  | used linear model with 4 points | iterate failure | actual_k=1
      11|[1.9024795969262935, -0.8704643839778503]                                       |  0.0334956837592383|      0.50000000|[35, 8, 10, 21]                                                            |  | used linear model with 4 points | iterate success | actual_k=1
