k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]                                   |902930.4512200000463054|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]                                   |902930.4512200000463054|      0.50000000|[16, 1, 1, 2]                                                              |  | used linear model with 17 points | iterate failure | actual_k=1
       2|[-0.0224458455318065, -0.0551463985128517, 0.0339864613513792, 0.112443702192646, 0.4511697731560093, -0.0725707677600287, -0.1023525520973979, -0.0234505129895984, -0.1131801263835487]|121067.7123232790181646|      1.00000000|[32, 2, 2, 4]                                                              |  | used linear model with 17 points | iterate success | actual_k=1
       3|[-0.0224458455318065, -0.0551463985128517, 0.0339864613513792, 0.112443702192646, 0.4511697731560093, -0.0725707677600287, -0.1023525520973979, -0.0234505129895984, -0.1131801263835487]|121067.7123232790181646|      0.50000000|[48, 3, 3, 6]                                                              |  | used linear model with 17 points | iterate failure | actual_k=1
       4|[-0.0224458455318065, -0.0551463985128517, 0.0339864613513792, 0.112443702192646, 0.4511697731560093, -0.0725707677600287, -0.1023525520973979, -0.0234505129895984, -0.1131801263835487]|121067.7123232790181646|      0.25000000|[64, 4, 4, 8]                                                              |  | used linear model with 17 points | iterate failure | actual_k=1
       5|[0.0238146003944368, -0.1209317010865371, 0.0082906525778412, -0.0638234979918996, 0.541314811587825, 0.0465651289805945, -0.0804192597582045, -0.0302807359562909, -0.0750402056456701]|55011.8592235303003690|      0.50000000|[80, 5, 5, 10]                                                             |  | used linear model with 17 points | iterate success | actual_k=1
       6|[0.0238146003944368, -0.1209317010865371, 0.0082906525778412, -0.0638234979918996, 0.541314811587825, 0.0465651289805945, -0.0804192597582045, -0.0302807359562909, -0.0750402056456701]|55011.8592235303003690|      0.25000000|[96, 6, 6, 12]                                                             |  | used linear model with 17 points | iterate failure | actual_k=1
       7|[-0.0407152381685442, -0.0446294458767507, -0.0374273874775556, -0.0361068976132321, 0.6972873649678311, -0.0170772654384881, -0.2119989632803551, -0.09323358370833, -0.0738379296635345]|10399.2992268631023762|      0.50000000|[112, 7, 7, 14]                                                            |  | used linear model with 17 points | iterate success | actual_k=1
       8|[-0.0407152381685442, -0.0446294458767507, -0.0374273874775556, -0.0361068976132321, 0.6972873649678311, -0.0170772654384881, -0.2119989632803551, -0.09323358370833, -0.0738379296635345]|10399.2992268631023762|      0.25000000|[128, 8, 8, 16]                                                            |  | used linear model with 17 points | iterate failure | actual_k=1
       9|[-0.0407152381685442, -0.0446294458767507, -0.0374273874775556, -0.0361068976132321, 0.6972873649678311, -0.0170772654384881, -0.2119989632803551, -0.09323358370833, -0.0738379296635345]|10399.2992268631023762|      0.12500000|[144, 9, 9, 18]                                                            |  | used linear model with 17 points | iterate failure | actual_k=1
      10|[-0.0407152381685442, -0.0446294458767507, -0.0374273874775556, -0.0361068976132321, 0.6972873649678311, -0.0170772654384881, -0.2119989632803551, -0.09323358370833, -0.0738379296635345]|10399.2992268631023762|      0.06250000|[160, 10, 10, 20]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      11|[-0.0402912550684992, -0.048132383735986, -0.025665108810476, 0.0057435808928512, 0.7385046662133515, -0.0054820749861812, -0.2224328791532985, -0.087764501899756, -0.0794854153158623]|4801.6932854886526911|      0.12500000|[176, 11, 11, 22]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
