k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]                    | 30.0000000000000000|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]                    | 30.0000000000000000|      0.50000000|[13, 4, 1, 2]                                                              |  | used linear model with 17 points | iterate failure | actual_k=4
       2|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]                    | 30.0000000000000000|      0.25000000|[26, 8, 2, 4]                                                              |  | used linear model with 17 points | iterate failure | actual_k=4
       3|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]                    | 30.0000000000000000|      0.12500000|[39, 12, 3, 6]                                                             |  | used linear model with 17 points | iterate failure | actual_k=4
       4|[-0.0018349161322601, 0.0349806625247254, 0.0255075390151372, 0.0354510725628023, 0.0410697286195371, 0.0424238090519929, 0.0345024251192563, 0.0366583571485556, 0.0380416485237739, 0.0378812423968427, 0.0413078175450593, 0.0433742692167037]| 20.6016008228641532|      0.25000000|[52, 16, 4, 8]                                                             |  | used linear model with 17 points | iterate success | actual_k=4
       5|[-0.0018349161322601, 0.0349806625247254, 0.0255075390151372, 0.0354510725628023, 0.0410697286195371, 0.0424238090519929, 0.0345024251192563, 0.0366583571485556, 0.0380416485237739, 0.0378812423968427, 0.0413078175450593, 0.0433742692167037]| 20.6016008228641532|      0.12500000|[65, 20, 5, 10]                                                            |  | used linear model with 17 points | iterate failure | actual_k=4
       6|[-0.0018349161322601, 0.0349806625247254, 0.0255075390151372, 0.0354510725628023, 0.0410697286195371, 0.0424238090519929, 0.0345024251192563, 0.0366583571485556, 0.0380416485237739, 0.0378812423968427, 0.0413078175450593, 0.0433742692167037]| 20.6016008228641532|      0.06250000|[78, 24, 6, 12]                                                            |  | used linear model with 17 points | iterate failure | actual_k=4
       7|[-0.0109516156915742, 0.0498868362123716, 0.0306500032439336, 0.0553691289935177, 0.0225405256775183, 0.0531330477501403, 0.0370929675020491, 0.0211865099045587, 0.0190081139880251, 0.0176201768827215, 0.0258519971214473, 0.0051382764216908]| 17.4544277243563037|      0.12500000|[91, 28, 7, 14]                                                            |  | used linear model with 17 points | iterate success | actual_k=4
       8|[-0.0109516156915742, 0.0498868362123716, 0.0306500032439336, 0.0553691289935177, 0.0225405256775183, 0.0531330477501403, 0.0370929675020491, 0.0211865099045587, 0.0190081139880251, 0.0176201768827215, 0.0258519971214473, 0.0051382764216908]| 17.4544277243563037|      0.06250000|[104, 32, 8, 16]                                                           |  | used linear model with 17 points | iterate failure | actual_k=4
       9|[-0.0222565491873783, 0.0945470851102564, 0.047309677768824, 0.0760307973970417, 0.0296617974263087, 0.0534740242151384, 0.0457370970536419, 0.0108118386748941, 0.0204900936761641, 7.19987754329e-05, 0.027210200513509, -0.0179766161869376]| 14.6513884175087732|      0.12500000|[117, 36, 9, 18]                                                           |  | used linear model with 17 points | iterate success | actual_k=4
      10|[-0.0222565491873783, 0.0945470851102564, 0.047309677768824, 0.0760307973970417, 0.0296617974263087, 0.0534740242151384, 0.0457370970536419, 0.0108118386748941, 0.0204900936761641, 7.19987754329e-05, 0.027210200513509, -0.0179766161869376]| 14.6513884175087732|      0.06250000|[130, 40, 10, 20]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      11|[0.0098682853154746, 0.13075905890348, 0.0290457380857592, 0.0892536206561345, 0.0363002341861277, 0.0597417438865944, 0.0679089088520638, 0.0189059591284252, 0.0318983645397473, -0.0023710250761515, 0.0275620915178974, -0.0013085208930799]| 13.8370958673933888|      0.12500000|[143, 44, 11, 22]                                                          |  | used linear model with 17 points | iterate success | actual_k=4
