k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.68767445, 0.02, 0.66517383, 0.02, 0.61846733, 0.02, 1.3259634929, 0.02, 0.0031397524, 0.02, 1.2514485797, 0.02, 0.22808479, 0.02, 1.2292780682, 0.02, 4.5930868164, 0.02, 4.4542869847, 0.02, 0.081623463, 0.02, 0.24488622, 0.02, 0.71655957, 0.02, 0.2054035, 0.02, -0.06417439, 0.02, 1.4012533731, 0.02, 0.24229792, 0.02, 0.062398552, 0.02, 0.022390123, 0.02, 0.42469106, 0.02, 0.2663842, 0.02, 0.83631104, 0.02, 1.0284154369, 0.02, 0.79861676, 0.02, 0.24565285, 0.02, 0.50446046, 0.02, 0.27424189, 0.02, 0.38503953, 0.02, 0.16687777, 0.02, 0.29610949, 0.02, 0.18555224, 0.02, 0.0061555539, 0.02, 0.16187381, 0.02]|491558.0020187626359984|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.68767445, 0.02, 0.66517383, 0.02, 0.61846733, 0.02, 1.3259634929, 0.02, 0.0031397524, 0.02, 1.2514485797, 0.02, 0.22808479, 0.02, 1.2292780682, 0.02, 4.5930868164, 0.02, 4.4542869847, 0.02, 0.081623463, 0.02, 0.24488622, 0.02, 0.71655957, 0.02, 0.2054035, 0.02, -0.06417439, 0.02, 1.4012533731, 0.02, 0.24229792, 0.02, 0.062398552, 0.02, 0.022390123, 0.02, 0.42469106, 0.02, 0.2663842, 0.02, 0.83631104, 0.02, 1.0284154369, 0.02, 0.79861676, 0.02, 0.24565285, 0.02, 0.50446046, 0.02, 0.27424189, 0.02, 0.38503953, 0.02, 0.16687777, 0.02, 0.29610949, 0.02, 0.18555224, 0.02, 0.0061555539, 0.02, 0.16187381, 0.02]|491558.0020187626359984|      0.50000000|[177, 12, 0, 3]                                                            |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 119 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       2|[0.68767445, 0.02, 0.66517383, 0.02, 0.61846733, 0.02, 1.3259634929, 0.02, 0.0031397524, 0.02, 1.2514485797, 0.02, 0.22808479, 0.02, 1.2292780682, 0.02, 4.5930868164, 0.02, 4.4542869847, 0.02, 0.081623463, 0.02, 0.24488622, 0.02, 0.71655957, 0.02, 0.2054035, 0.02, -0.06417439, 0.02, 1.4012533731, 0.02, 0.24229792, 0.02, 0.062398552, 0.02, 0.022390123, 0.02, 0.42469106, 0.02, 0.2663842, 0.02, 0.83631104, 0.02, 1.0284154369, 0.02, 0.79861676, 0.02, 0.24565285, 0.02, 0.50446046, 0.02, 0.27424189, 0.02, 0.38503953, 0.02, 0.16687777, 0.02, 0.29610949, 0.02, 0.18555224, 0.02, 0.0061555539, 0.02, 0.16187381, 0.02]|491558.0020187626359984|      0.25000000|[353, 24, 0, 6]                                                            |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 119 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       3|[0.68767445, 0.02, 0.66517383, 0.02, 0.61846733, 0.02, 1.3259634929, 0.02, 0.0031397524, 0.02, 1.2514485797, 0.02, 0.22808479, 0.02, 1.2292780682, 0.02, 4.5930868164, 0.02, 4.4542869847, 0.02, 0.081623463, 0.02, 0.24488622, 0.02, 0.71655957, 0.02, 0.2054035, 0.02, -0.06417439, 0.02, 1.4012533731, 0.02, 0.24229792, 0.02, 0.062398552, 0.02, 0.022390123, 0.02, 0.42469106, 0.02, 0.2663842, 0.02, 0.83631104, 0.02, 1.0284154369, 0.02, 0.79861676, 0.02, 0.24565285, 0.02, 0.50446046, 0.02, 0.27424189, 0.02, 0.38503953, 0.02, 0.16687777, 0.02, 0.29610949, 0.02, 0.18555224, 0.02, 0.0061555539, 0.02, 0.16187381, 0.02]|491558.0020187626359984|      0.12500000|[530, 36, 0, 9]                                                            |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 119 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       4|[0.68767445, 0.02, 0.66517383, 0.02, 0.61846733, 0.02, 1.3259634929, 0.02, 0.0031397524, 0.02, 1.2514485797, 0.02, 0.22808479, 0.02, 1.2292780682, 0.02, 4.5930868164, 0.02, 4.4542869847, 0.02, 0.081623463, 0.02, 0.24488622, 0.02, 0.71655957, 0.02, 0.2054035, 0.02, -0.06417439, 0.02, 1.4012533731, 0.02, 0.24229792, 0.02, 0.062398552, 0.02, 0.022390123, 0.02, 0.42469106, 0.02, 0.2663842, 0.02, 0.83631104, 0.02, 1.0284154369, 0.02, 0.79861676, 0.02, 0.24565285, 0.02, 0.50446046, 0.02, 0.27424189, 0.02, 0.38503953, 0.02, 0.16687777, 0.02, 0.29610949, 0.02, 0.18555224, 0.02, 0.0061555539, 0.02, 0.16187381, 0.02]|491558.0020187626359984|      0.06250000|[706, 48, 0, 12]                                                           |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 119 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       5|[0.68767445, 0.02, 0.66517383, 0.02, 0.61846733, 0.02, 1.3259634929, 0.02, 0.0031397524, 0.02, 1.2514485797, 0.02, 0.22808479, 0.02, 1.2292780682, 0.02, 4.5930868164, 0.02, 4.4542869847, 0.02, 0.081623463, 0.02, 0.24488622, 0.02, 0.71655957, 0.02, 0.2054035, 0.02, -0.06417439, 0.02, 1.4012533731, 0.02, 0.24229792, 0.02, 0.062398552, 0.02, 0.022390123, 0.02, 0.42469106, 0.02, 0.2663842, 0.02, 0.83631104, 0.02, 1.0284154369, 0.02, 0.79861676, 0.02, 0.24565285, 0.02, 0.50446046, 0.02, 0.27424189, 0.02, 0.38503953, 0.02, 0.16687777, 0.02, 0.29610949, 0.02, 0.18555224, 0.02, 0.0061555539, 0.02, 0.16187381, 0.02]|491558.0020187626359984|      0.03125000|[882, 60, 0, 15]                                                           |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 119 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       6|[0.6866870341722245, 0.0232496800341236, 0.6601365101065594, 0.0241127745276717, 0.6177315904653468, 0.0166476998073188, 1.3242206561770045, 0.0179897267511187, 0.0044182982121415, 0.0203918675391135, 1.252045149952371, 0.0199010309738528, 0.2280977967535198, 0.0170146090168377, 1.2359822087421537, 0.0195939947507997, 4.591783724200745, 0.0290675958619249, 4.457388425404278, 0.0339677706435921, 0.079379818448302, 0.0183839660935228, 0.2374605966506844, 0.0169613048922211, 0.7157465456091988, 0.0198489999098012, 0.2050485714204482, 0.0214316419159337, -0.0682670787130672, 0.0198079052068555, 1.4045238368377777, 0.0238773881027956, 0.2389594042831221, 0.0136058131907362, 0.0625653085118861, 0.0195129773344039, 0.0255872080057614, 0.0176586408669506, 0.4159377400607517, 0.0196539771056138, 0.2692761391418244, 0.0215490506919416, 0.834618249222919, 0.0283264184695947, 1.03221449998323, 0.0180435044678232, 0.7977103860237337, 0.0189862727030061, 0.2483332551606465, 0.0272326433457402, 0.5023374974529187, 0.0202419560416436, 0.2739264137264834, 0.0215288571524272, 0.3811499216604807, 0.0243380107487156, 0.1705784553949345, 0.0177626020272638, 0.2955417188351823, 0.0262233108113243, 0.1828055866360012, 0.0182037048628322, 0.007911879831257, 0.0196445613770641, 0.164494006480052, 0.0238492841695822]|377950.6562500000000000|      0.06250000|[1000, 68, 0, 17]                                                          |  | trying linear partial model with 61 points | iterate success | actual_k=4
       7|[0.6866870341722245, 0.0232496800341236, 0.6601365101065594, 0.0241127745276717, 0.6177315904653468, 0.0166476998073188, 1.3242206561770045, 0.0179897267511187, 0.0044182982121415, 0.0203918675391135, 1.252045149952371, 0.0199010309738528, 0.2280977967535198, 0.0170146090168377, 1.2359822087421537, 0.0195939947507997, 4.591783724200745, 0.0290675958619249, 4.457388425404278, 0.0339677706435921, 0.079379818448302, 0.0183839660935228, 0.2374605966506844, 0.0169613048922211, 0.7157465456091988, 0.0198489999098012, 0.2050485714204482, 0.0214316419159337, -0.0682670787130672, 0.0198079052068555, 1.4045238368377777, 0.0238773881027956, 0.2389594042831221, 0.0136058131907362, 0.0625653085118861, 0.0195129773344039, 0.0255872080057614, 0.0176586408669506, 0.4159377400607517, 0.0196539771056138, 0.2692761391418244, 0.0215490506919416, 0.834618249222919, 0.0283264184695947, 1.03221449998323, 0.0180435044678232, 0.7977103860237337, 0.0189862727030061, 0.2483332551606465, 0.0272326433457402, 0.5023374974529187, 0.0202419560416436, 0.2739264137264834, 0.0215288571524272, 0.3811499216604807, 0.0243380107487156, 0.1705784553949345, 0.0177626020272638, 0.2955417188351823, 0.0262233108113243, 0.1828055866360012, 0.0182037048628322, 0.007911879831257, 0.0196445613770641, 0.164494006480052, 0.0238492841695822]|377950.6562500000000000|      0.03125000|[1178, 80, 0, 20]                                                          |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 120 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       8|[0.6859711115915954, 0.031099450349391, 0.6585640444107443, 0.0245746449373137, 0.6234116426665023, 0.0170451818841115, 1.323620539226871, 0.0210868019025338, 0.0088599670903866, 0.0251304470008916, 1.2545411118239271, 0.018046799454579, 0.2265749158912666, 0.0160136375774275, 1.2360125946733842, 0.0191442136386737, 4.592185822033117, 0.0410582840070966, 4.457509415795116, 0.0476959278296932, 0.0815225697927156, 0.0192004307243471, 0.2358536803945525, 0.0181219551403843, 0.7159183570232959, 0.0167134328541172, 0.2044442331089505, 0.024997483689431, -0.0647612989859622, 0.0203212230608118, 1.411442782599073, 0.0224512030929054, 0.2331037825894341, 0.0140423811302679, 0.0629843817845848, 0.0201198961853866, 0.0265135845649699, 0.020435237522958, 0.417200402849404, 0.019518639285785, 0.271335913262629, 0.0169953479240082, 0.8300413102314729, 0.0275191077719455, 1.0338689413061095, 0.0215242611384413, 0.7972689925881122, 0.0209536799185671, 0.2464295044132419, 0.0314783292801928, 0.4994736278573551, 0.0165410697398307, 0.2765486565470689, 0.0189147014375109, 0.3816192249703262, 0.0249155502350443, 0.1803102341876821, 0.0187274445390145, 0.2938437826354156, 0.0246010226490966, 0.1814827962107394, 0.0135464611417593, 0.0075823314407805, 0.0232339063132079, 0.1578189067312183, 0.0178211402944404]|327218.5937500000000000|      0.06250000|[1296, 88, 0, 22]                                                          |  | trying linear partial model with 61 points | iterate success | actual_k=4
       9|[0.6859711115915954, 0.031099450349391, 0.6585640444107443, 0.0245746449373137, 0.6234116426665023, 0.0170451818841115, 1.323620539226871, 0.0210868019025338, 0.0088599670903866, 0.0251304470008916, 1.2545411118239271, 0.018046799454579, 0.2265749158912666, 0.0160136375774275, 1.2360125946733842, 0.0191442136386737, 4.592185822033117, 0.0410582840070966, 4.457509415795116, 0.0476959278296932, 0.0815225697927156, 0.0192004307243471, 0.2358536803945525, 0.0181219551403843, 0.7159183570232959, 0.0167134328541172, 0.2044442331089505, 0.024997483689431, -0.0647612989859622, 0.0203212230608118, 1.411442782599073, 0.0224512030929054, 0.2331037825894341, 0.0140423811302679, 0.0629843817845848, 0.0201198961853866, 0.0265135845649699, 0.020435237522958, 0.417200402849404, 0.019518639285785, 0.271335913262629, 0.0169953479240082, 0.8300413102314729, 0.0275191077719455, 1.0338689413061095, 0.0215242611384413, 0.7972689925881122, 0.0209536799185671, 0.2464295044132419, 0.0314783292801928, 0.4994736278573551, 0.0165410697398307, 0.2765486565470689, 0.0189147014375109, 0.3816192249703262, 0.0249155502350443, 0.1803102341876821, 0.0187274445390145, 0.2938437826354156, 0.0246010226490966, 0.1814827962107394, 0.0135464611417593, 0.0075823314407805, 0.0232339063132079, 0.1578189067312183, 0.0178211402944404]|327218.5937500000000000|      0.03125000|[1472, 100, 0, 25]                                                         |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 119 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      10|[0.6861675028811487, 0.0375005948614978, 0.6584963467342801, 0.0230855726718258, 0.6169549888406617, 0.0171717276943215, 1.3202920672354017, 0.0271531226039756, 0.0149848514901885, 0.0214350949944448, 1.2542513465087424, 0.0196426975340134, 0.2271241900185166, 0.0217139421676196, 1.2362326853092853, 0.0247161922393852, 4.5905163759204095, 0.0505739319453166, 4.4478768655703105, 0.053113365239793, 0.0860833208836907, 0.012932927043303, 0.2275786942808278, 0.0169985400336883, 0.7157688615877587, 0.0192651903634149, 0.2072025578454425, 0.0249567073342998, -0.0731677846739815, 0.0207640273795134, 1.4068834857686314, 0.0253393008699907, 0.2318975794435303, 0.0153853550207407, 0.0651105310375301, 0.0197224325300945, 0.0245093124827175, 0.0138894617321787, 0.417619233939297, 0.0175155909432737, 0.2692637453986905, 0.0204811058837759, 0.8277302503748546, 0.0266697289849839, 1.02908038178333, 0.0208415435328087, 0.7981115156400234, 0.0238784073433542, 0.2521319838200935, 0.0367940377700793, 0.4970475243027472, 0.0163764518191595, 0.2778358596964189, 0.0149934553669911, 0.3792960151649462, 0.02676943199104, 0.1788208962745408, 0.0203175113693477, 0.2952364416424776, 0.0213300539241063, 0.176614542753432, 0.0130320153660644, 0.0111549470130739, 0.0238316189667973, 0.1594412423655845, 0.0161439789295235]|302960.1562500000000000|      0.06250000|[1590, 108, 0, 27]                                                         |  | trying linear partial model with 61 points | iterate success | actual_k=4
