k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[4.0641168384, 0.02, 4.0641168384, 0.16497222, 0.02, 0.16497222, 1.1602949687, 0.02, 1.1602949687, 0.26776527, 0.02, 0.26776527, 0.31204919, 0.02, 0.31204919, 0.073935213, 0.02, 0.073935213, 0.23024068, 0.02, 0.23024068, 1.3683044425, 0.02, 1.3683044425, 0.25260505, 0.02, 0.25260505, 1.1600613899, 0.02, 1.1600613899, 0.046139967, 0.02, 0.046139967, 0.12450694, 0.02, 0.12450694, 0.29665794, 0.02, 0.29665794, 0.09209888, 0.02, 0.09209888, 0.10680955, 0.02, 0.10680955, 0.53729835, 0.02, 0.53729835, 0.0032518929, 0.02, 0.0032518929, 0.087101117, 0.02, 0.087101117, 0.1011676, 0.02, 0.1011676, 0.025500784, 0.02, 0.025500784, 0.095961864, 0.02, 0.095961864, 0.27293359, 0.02, 0.27293359, 0.39239373, 0.02, 0.39239373, 0.1295583, 0.02, 0.1295583, 0.041123179, 0.02, 0.041123179, 0.29625891, 0.02, 0.29625891, 0.089238179, 0.02, 0.089238179, 0.2772403, 0.02, 0.2772403, 0.05829792, 0.02, 0.05829792, 0.14615847, 0.02, 0.14615847, 0.17082536, 0.02, 0.17082536, 0.13884257, 0.02, 0.13884257, 0.38162104, 0.02, 0.38162104]|150235.7958013504103292|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[4.0641168384, 0.02, 4.0641168384, 0.16497222, 0.02, 0.16497222, 1.1602949687, 0.02, 1.1602949687, 0.26776527, 0.02, 0.26776527, 0.31204919, 0.02, 0.31204919, 0.073935213, 0.02, 0.073935213, 0.23024068, 0.02, 0.23024068, 1.3683044425, 0.02, 1.3683044425, 0.25260505, 0.02, 0.25260505, 1.1600613899, 0.02, 1.1600613899, 0.046139967, 0.02, 0.046139967, 0.12450694, 0.02, 0.12450694, 0.29665794, 0.02, 0.29665794, 0.09209888, 0.02, 0.09209888, 0.10680955, 0.02, 0.10680955, 0.53729835, 0.02, 0.53729835, 0.0032518929, 0.02, 0.0032518929, 0.087101117, 0.02, 0.087101117, 0.1011676, 0.02, 0.1011676, 0.025500784, 0.02, 0.025500784, 0.095961864, 0.02, 0.095961864, 0.27293359, 0.02, 0.27293359, 0.39239373, 0.02, 0.39239373, 0.1295583, 0.02, 0.1295583, 0.041123179, 0.02, 0.041123179, 0.29625891, 0.02, 0.29625891, 0.089238179, 0.02, 0.089238179, 0.2772403, 0.02, 0.2772403, 0.05829792, 0.02, 0.05829792, 0.14615847, 0.02, 0.14615847, 0.17082536, 0.02, 0.17082536, 0.13884257, 0.02, 0.13884257, 0.38162104, 0.02, 0.38162104]|150235.7958013504103292|      0.50000000|[113, 16, 1, 3]                                                            |  | used linear model with 129 points | iterate failure | actual_k=8
       2|[4.0641168384, 0.02, 4.0641168384, 0.16497222, 0.02, 0.16497222, 1.1602949687, 0.02, 1.1602949687, 0.26776527, 0.02, 0.26776527, 0.31204919, 0.02, 0.31204919, 0.073935213, 0.02, 0.073935213, 0.23024068, 0.02, 0.23024068, 1.3683044425, 0.02, 1.3683044425, 0.25260505, 0.02, 0.25260505, 1.1600613899, 0.02, 1.1600613899, 0.046139967, 0.02, 0.046139967, 0.12450694, 0.02, 0.12450694, 0.29665794, 0.02, 0.29665794, 0.09209888, 0.02, 0.09209888, 0.10680955, 0.02, 0.10680955, 0.53729835, 0.02, 0.53729835, 0.0032518929, 0.02, 0.0032518929, 0.087101117, 0.02, 0.087101117, 0.1011676, 0.02, 0.1011676, 0.025500784, 0.02, 0.025500784, 0.095961864, 0.02, 0.095961864, 0.27293359, 0.02, 0.27293359, 0.39239373, 0.02, 0.39239373, 0.1295583, 0.02, 0.1295583, 0.041123179, 0.02, 0.041123179, 0.29625891, 0.02, 0.29625891, 0.089238179, 0.02, 0.089238179, 0.2772403, 0.02, 0.2772403, 0.05829792, 0.02, 0.05829792, 0.14615847, 0.02, 0.14615847, 0.17082536, 0.02, 0.17082536, 0.13884257, 0.02, 0.13884257, 0.38162104, 0.02, 0.38162104]|150235.7958013504103292|      0.25000000|[226, 32, 2, 6]                                                            |  | used linear model with 129 points | iterate failure | actual_k=8
       3|[4.0641168384, 0.02, 4.0641168384, 0.16497222, 0.02, 0.16497222, 1.1602949687, 0.02, 1.1602949687, 0.26776527, 0.02, 0.26776527, 0.31204919, 0.02, 0.31204919, 0.073935213, 0.02, 0.073935213, 0.23024068, 0.02, 0.23024068, 1.3683044425, 0.02, 1.3683044425, 0.25260505, 0.02, 0.25260505, 1.1600613899, 0.02, 1.1600613899, 0.046139967, 0.02, 0.046139967, 0.12450694, 0.02, 0.12450694, 0.29665794, 0.02, 0.29665794, 0.09209888, 0.02, 0.09209888, 0.10680955, 0.02, 0.10680955, 0.53729835, 0.02, 0.53729835, 0.0032518929, 0.02, 0.0032518929, 0.087101117, 0.02, 0.087101117, 0.1011676, 0.02, 0.1011676, 0.025500784, 0.02, 0.025500784, 0.095961864, 0.02, 0.095961864, 0.27293359, 0.02, 0.27293359, 0.39239373, 0.02, 0.39239373, 0.1295583, 0.02, 0.1295583, 0.041123179, 0.02, 0.041123179, 0.29625891, 0.02, 0.29625891, 0.089238179, 0.02, 0.089238179, 0.2772403, 0.02, 0.2772403, 0.05829792, 0.02, 0.05829792, 0.14615847, 0.02, 0.14615847, 0.17082536, 0.02, 0.17082536, 0.13884257, 0.02, 0.13884257, 0.38162104, 0.02, 0.38162104]|150235.7958013504103292|      0.12500000|[339, 48, 3, 9]                                                            |  | used linear model with 129 points | iterate failure | actual_k=8
       4|[4.0641168384, 0.02, 4.0641168384, 0.16497222, 0.02, 0.16497222, 1.1602949687, 0.02, 1.1602949687, 0.26776527, 0.02, 0.26776527, 0.31204919, 0.02, 0.31204919, 0.073935213, 0.02, 0.073935213, 0.23024068, 0.02, 0.23024068, 1.3683044425, 0.02, 1.3683044425, 0.25260505, 0.02, 0.25260505, 1.1600613899, 0.02, 1.1600613899, 0.046139967, 0.02, 0.046139967, 0.12450694, 0.02, 0.12450694, 0.29665794, 0.02, 0.29665794, 0.09209888, 0.02, 0.09209888, 0.10680955, 0.02, 0.10680955, 0.53729835, 0.02, 0.53729835, 0.0032518929, 0.02, 0.0032518929, 0.087101117, 0.02, 0.087101117, 0.1011676, 0.02, 0.1011676, 0.025500784, 0.02, 0.025500784, 0.095961864, 0.02, 0.095961864, 0.27293359, 0.02, 0.27293359, 0.39239373, 0.02, 0.39239373, 0.1295583, 0.02, 0.1295583, 0.041123179, 0.02, 0.041123179, 0.29625891, 0.02, 0.29625891, 0.089238179, 0.02, 0.089238179, 0.2772403, 0.02, 0.2772403, 0.05829792, 0.02, 0.05829792, 0.14615847, 0.02, 0.14615847, 0.17082536, 0.02, 0.17082536, 0.13884257, 0.02, 0.13884257, 0.38162104, 0.02, 0.38162104]|150235.7958013504103292|      0.06250000|[452, 64, 4, 12]                                                           |  | used linear model with 129 points | iterate failure | actual_k=8
       5|[4.0641168384, 0.02, 4.0641168384, 0.16497222, 0.02, 0.16497222, 1.1602949687, 0.02, 1.1602949687, 0.26776527, 0.02, 0.26776527, 0.31204919, 0.02, 0.31204919, 0.073935213, 0.02, 0.073935213, 0.23024068, 0.02, 0.23024068, 1.3683044425, 0.02, 1.3683044425, 0.25260505, 0.02, 0.25260505, 1.1600613899, 0.02, 1.1600613899, 0.046139967, 0.02, 0.046139967, 0.12450694, 0.02, 0.12450694, 0.29665794, 0.02, 0.29665794, 0.09209888, 0.02, 0.09209888, 0.10680955, 0.02, 0.10680955, 0.53729835, 0.02, 0.53729835, 0.0032518929, 0.02, 0.0032518929, 0.087101117, 0.02, 0.087101117, 0.1011676, 0.02, 0.1011676, 0.025500784, 0.02, 0.025500784, 0.095961864, 0.02, 0.095961864, 0.27293359, 0.02, 0.27293359, 0.39239373, 0.02, 0.39239373, 0.1295583, 0.02, 0.1295583, 0.041123179, 0.02, 0.041123179, 0.29625891, 0.02, 0.29625891, 0.089238179, 0.02, 0.089238179, 0.2772403, 0.02, 0.2772403, 0.05829792, 0.02, 0.05829792, 0.14615847, 0.02, 0.14615847, 0.17082536, 0.02, 0.17082536, 0.13884257, 0.02, 0.13884257, 0.38162104, 0.02, 0.38162104]|150235.7958013504103292|      0.03125000|[565, 80, 5, 15]                                                           |  | used linear model with 129 points | iterate failure | actual_k=8
       6|[4.061577940177987, 0.044086017143205, 4.063884957464031, 0.1634762531121256, 0.0179871310402649, 0.1670920942273533, 1.1592407184627458, 0.0208365031367393, 1.1595385331297412, 0.2682052193025314, 0.01936250644643, 0.2671375700113967, 0.3145767942950254, 0.0193729537759437, 0.313136862636125, 0.074281502314471, 0.0193238393363562, 0.0766920234819792, 0.2305027759172563, 0.0202110932951058, 0.2287512356280952, 1.3651258476890635, 0.0228947723746246, 1.3719889885115448, 0.257124418292724, 0.0158830968015765, 0.2527602976574838, 1.1591435952370122, 0.021002356210924, 1.1598334216722093, 0.0457186439506338, 0.0224520323992787, 0.0468200684648688, 0.1237477509333231, 0.0212582807723782, 0.1260014758991278, 0.2959157964838507, 0.0216176679162262, 0.2972602130510613, 0.0946817460439852, 0.0199059114835589, 0.091800632261809, 0.1052147476839794, 0.022329799882553, 0.106128011507319, 0.538277636522485, 0.0202486673467809, 0.5354333296703147, 0.0062176605856791, 0.0196355561027812, 0.0043762088656038, 0.0894454663632175, 0.0202800147192898, 0.0878093185060718, 0.098246046521593, 0.0202404496151327, 0.0983789031084, 0.0276524597231432, 0.0215063921729692, 0.0221549417975191, 0.0947837136925072, 0.0176120305516518, 0.095899694602898, 0.2750183999192634, 0.0187081573682297, 0.275218327493353, 0.3950310115141198, 0.014809015701189, 0.3894151661816721, 0.1273959685005766, 0.0179717417466748, 0.1309094373026342, 0.0437042311870229, 0.0204001052814164, 0.0390024558165097, 0.296856436568882, 0.0223293374766206, 0.2931794649413844, 0.0873831012833866, 0.019413481145465, 0.0895180803390518, 0.2745050995406064, 0.0238416422805328, 0.2789724920685336, 0.057000832757366, 0.0178789779271333, 0.0611751285025433, 0.1463457624599155, 0.0167049477025984, 0.1476616436683457, 0.1710397068452599, 0.0159625516727546, 0.1723082359917988, 0.140152043798757, 0.0199654380665536, 0.1384784132434919, 0.3772291354160326, 0.018787008729956, 0.3838006371184857]|67781.9623278358776588|      0.06250000|[678, 96, 6, 18]                                                           |  | used linear model with 129 points | iterate success | actual_k=8
       7|[4.062841220101559, 0.0924897585225463, 4.055890919606896, 0.1658276570746447, 0.0228717055466863, 0.1717586792007354, 1.1640571738391108, 0.0173995816576769, 1.1596305309123214, 0.272901447970635, 0.0198431012470183, 0.2672835927132132, 0.3117907581425278, 0.0228044237525162, 0.310014004375995, 0.0792932679319006, 0.0184602563951256, 0.0790801578396529, 0.2360010680261241, 0.0236424348766843, 0.2310844788955596, 1.3723983407621632, 0.0197024438116202, 1.3691527907085936, 0.2482571802554838, 0.0106699955928099, 0.249783380810123, 1.1538930411085393, 0.0259769344199349, 1.1594088657696389, 0.0450674999813601, 0.025335724549014, 0.0451199640120774, 0.1182156670007961, 0.0206172976046175, 0.1298799774665738, 0.2955629916942213, 0.0151043778504999, 0.2946833474193083, 0.0928181998868082, 0.023395626317053, 0.0922582372244548, 0.1047602693230594, 0.0254993334973714, 0.1018484792967405, 0.5436088078482342, 0.029110213637116, 0.5315092642140427, 0.0034874689275059, 0.0172418827009193, 0.0015505791228049, 0.0908953007967404, 0.0187341898562425, 0.0842907030231275, 0.1031896074871317, 0.0249476886766496, 0.0956381031057469, 0.0190482619791066, 0.0204883832496179, 0.0160575815611359, 0.0905954266565452, 0.0194247929718998, 0.0931474876309487, 0.2759834740250012, 0.0232456172609519, 0.2789311383111137, 0.4001795335786213, 0.0140663642235354, 0.3903474024707131, 0.1274332569647542, 0.0146649233714173, 0.1322054089271811, 0.0457458995106321, 0.026873710120673, 0.0404320226800888, 0.2874063905337916, 0.0188524546668511, 0.298334250577753, 0.0872645391621735, 0.0207679569015073, 0.0939096414676383, 0.2727631895142926, 0.0295120335683474, 0.2757925068342862, 0.0607811483054981, 0.0192901796797548, 0.0573652288786166, 0.1470777783253735, 0.0133776839419916, 0.1453082758375286, 0.1703763747262347, 0.0089537891281075, 0.1785009611738188, 0.1378129159067452, 0.0253259281622005, 0.1378123026702711, 0.3721744195961733, 0.0163088182854251, 0.3877673717530813]|31993.7174342940052156|      0.12500000|[791, 112, 7, 21]                                                          |  | used linear model with 129 points | iterate success | actual_k=8
       8|[4.064420797387907, 0.2032767162145459, 4.05881975743132, 0.1653660117509443, 0.0210417708408564, 0.1700197946527011, 1.1604093985754933, 0.0213739167922651, 1.1677668968712382, 0.2633511143489649, 0.0214951470325254, 0.2679235794490396, 0.3224834838078573, 0.027248311258029, 0.3227617341046569, 0.0744789934514766, 0.0243371217271421, 0.0821414502426022, 0.2473872546755423, 0.0200277166514522, 0.247058940477622, 1.36690157241812, 0.0217416198756328, 1.3688993615255327, 0.2483325935282707, 0.0148453555203106, 0.2578984751230278, 1.1493269775430854, 0.0244018695459348, 1.1601701676339284, 0.0463518194684527, 0.0337242899911469, 0.0387843557872383, 0.131939529020458, 0.0113594123650366, 0.1357991471363679, 0.297544510054001, 0.0156263194838892, 0.2965666802947569, 0.0879049731052491, 0.0304012622649141, 0.0988684839043559, 0.1056244181559682, 0.0195657200417494, 0.0916302105402575, 0.5377931971132245, 0.0255224747152684, 0.5318093057282312, 0.0021976211241163, 0.020815805734075, -0.0003388924263976, 0.0901331452866182, 0.0190411820475357, 0.0919263806491786, 0.1036305140264108, 0.0293149066670769, 0.1015585720784935, 0.0221417676941634, 0.0104734510232996, 0.0166626750141845, 0.0970708987553763, 0.0337566671427083, 0.0977914721551176, 0.2715178154401972, 0.0203018680701585, 0.2802880577318152, 0.3929261049923075, 0.0082266561142513, 0.398237939567015, 0.1348200583862921, 0.0082949384415841, 0.1263056875821907, 0.0561364318115292, 0.0223780495313999, 0.0352175683992302, 0.2858834412020661, 0.0194064609024573, 0.2967705828371123, 0.0808840415860247, 0.0261778696477945, 0.0941485595783094, 0.2753375927467271, 0.0289953449393062, 0.2798248439677118, 0.0557458980234462, 0.0136298090326896, 0.0609544829112858, 0.1372099563864633, 0.0131791061884331, 0.1491293603825473, 0.1787803310298423, 0.0113849148647108, 0.1745812480820523, 0.1335720976850263, 0.0196909047718227, 0.1301830407879514, 0.3774612802062736, 0.0116132345088649, 0.386317034086981]|14202.8733195643399085|      0.25000000|[904, 128, 8, 24]                                                          |  | used linear model with 129 points | iterate success | actual_k=8
       9|[4.054197667304042, 0.3834023120970459, 4.056808147700376, 0.1567658385718548, 0.01558907038381, 0.1616551490577806, 1.157609003659291, 0.0329909858712445, 1.1569265298945313, 0.281051974946851, 0.0420779362655003, 0.2718362351562937, 0.3166411497828082, 0.0298625921625127, 0.3254549632225276, 0.0543370738829903, 0.0044491194479012, 0.088708668174299, 0.2279517478662623, 0.0342953085338975, 0.2322240012194046, 1.3266749676410625, 0.0268719185374189, 1.379166655351334, 0.2210219281291046, -0.0056783732848962, 0.2919076228012759, 1.1279101276088417, 0.0417977106969209, 1.1285648921572466, 0.0156894183652772, 0.0462897241618373, 0.053811663653365, 0.1265383975623484, -0.0206348808332082, 0.1732233258879526, 0.3026659526158182, 0.0115162652418505, 0.3014376448708813, 0.0917161289757491, 0.0499081669019716, 0.0909731823027003, 0.1150211294772924, 0.0121679577269243, 0.0870528762018498, 0.5391002522798737, 0.0264882110148386, 0.5410859251092139, -0.03073636927182, 0.0217630631611762, 0.0258988723155197, 0.0802973880635205, 0.0338972801441006, 0.0876068487283472, 0.108831432116424, 0.032286393221982, 0.1044993282549751, 0.0074626061791634, 0.0019256740338444, 0.0335103129776485, 0.0751093012850418, 0.0259432403056173, 0.1038031552033978, 0.274361652302855, 0.0287287048415959, 0.2692591488803452, 0.396440516679873, 0.0266874844089764, 0.4012664661480874, 0.1080091634941227, 0.0269233213743308, 0.1416880908043876, 0.079105932538708, 0.0168973970783778, 0.0392761729431903, 0.292553014181993, 0.0010432200769368, 0.3150618072734909, 0.0811818327937815, 0.0391509823301243, 0.0910572425433789, 0.27734920485131, 0.0553804295970187, 0.31876118833963, 0.0466703670268615, 0.0225442293291091, 0.0611677615004382, 0.134837444806028, 0.0031343847633402, 0.1511744485262848, 0.1926070938361917, -0.0021211447640304, 0.1879959867011262, 0.1023152050693477, 0.0324057302468105, 0.1843020611468242, 0.4006307285936966, -0.0371860838613985, 0.3894100322750262]|7196.8674431161180109|      0.50000000|[1017, 144, 9, 27]                                                         |  | used linear model with 129 points | iterate success | actual_k=8
      10|[3.9699768103764423, 0.800135211966605, 4.103811952282742, 0.160289087368212, 0.0526026198203573, 0.1401031895841688, 1.1345026701766479, 0.0563283558746175, 1.1595356607833869, 0.3196634322877788, 0.0451262305556581, 0.2792534520053565, 0.320267950722686, 0.0169228552295572, 0.3573299371616742, 0.0762096152123855, 0.0193737620216497, 0.1029876601519949, 0.2571922061860656, 0.039538378849953, 0.2488599875476432, 1.2765681782347504, -0.0220753813414899, 1.4150814855498606, 0.2114968053359773, -0.058421260417336, 0.2564083652666276, 1.0899749617702545, 0.056790918448361, 1.16686263504639, 0.0076237089386034, 0.0281855650192153, 0.0517416397593105, 0.1232587127725178, -0.0316895626576367, 0.1871431500503254, 0.2641175576574712, -0.0129424104343808, 0.2884335457264536, 0.0449683187345081, 0.0208517543414462, 0.0804744590237686, 0.151394549071982, 0.0131094493941803, 0.0550441898999, 0.5184852863504377, -0.0136459180592226, 0.5230538608473424, -0.0025620965857177, 0.02443951352872, 0.0185779287899307, 0.0897699328811321, 0.0319873193194816, 0.1135528515144153, 0.0924678387228356, 0.0366292035554487, 0.1393565851266685, -0.0138430958924036, 0.0199790478028533, 0.0809852251994984, 0.0435593745037211, 0.0668111731090534, 0.116311077079904, 0.2952251869035784, 0.0356499032215474, 0.2418091101862245, 0.3990299892246298, 0.0038869222750723, 0.4107186630519218, 0.1217100958015229, 0.0609544858958798, 0.1508620245594483, 0.0932275335296648, 0.0033742790524822, 0.0627448235663964, 0.3011291573658419, 0.0279043984783536, 0.3255848475448661, 0.0704354133765035, 0.0097901216626015, 0.0764803077222299, 0.2895256850716066, 0.0625228433428571, 0.3692833076482072, 0.0178940955875521, 0.0371373075398413, 0.061363581772442, 0.150599315353353, 0.0207303903374364, 0.1802814228202907, 0.2118764755934197, -0.0195624694262754, 0.1706640733892613, 0.0845495096242676, 0.1108876650250849, 0.2593204202253763, 0.3772109968314784, -0.0096901413681989, 0.4006103577909725]|2996.5680014724607645|      1.00000000|[1130, 160, 10, 30]                                                        |  | used linear model with 129 points | iterate success | actual_k=8
      11|[3.6797974405954217, 1.604272312066437, 4.035656701288261, 0.1505240391130723, 0.0763878364676466, 0.1988047817379905, 1.1267101666396124, -0.0205830847597584, 1.1691699297003886, 0.2787168327372808, 0.0203460441032683, 0.2785607093846678, 0.3072924516813939, 0.0472564438140294, 0.4204252208508943, 0.0905019331229387, -0.0346344925781589, 0.1614248174348051, 0.2490565631371344, -0.0168574445333556, 0.2755859886459853, 1.2798250648480551, -0.0852767151227432, 1.3726079579508235, 0.2431376797158976, -0.1081183584756421, 0.2384957695595849, 1.1477699910834969, 0.0527926660462042, 1.2345987502945408, -0.0166624801637351, 0.057320403552302, 0.0421300833366522, 0.1800189415051428, -0.0012674977777041, 0.19154904120708, 0.3242892824177586, -0.1604290111610815, 0.3032852678352667, 0.0513636198897562, -0.0185055868784672, 0.1154623176979671, 0.1451525986314244, 0.002998722336235, -0.0071725853886576, 0.4653786192937776, -0.0345370629581052, 0.5218838578081522, 0.0815003443818056, 0.0714676941035582, -0.0336834340496703, 0.1155148853520483, -0.0799395248229581, 0.1824028025072831, 0.0772079547963831, 0.124982250553934, 0.1658661053209462, -0.0480434451936384, 0.0116955061456595, 0.1296422672025947, -0.0173509592856073, 0.1627181928334098, 0.1942313022290108, 0.293905409410152, -0.014967959209125, 0.2713171381784987, 0.3498764499298092, -0.0603804902995227, 0.4566487728986862, 0.0468098301358747, 0.0154866578960228, 0.2196368011817112, 0.0933210901193967, 0.0174179155890665, 0.0831644059450909, 0.2789153513832432, 0.0832969398251588, 0.241291647476406, 0.0427295400283115, -0.0181003411901136, 0.1006767888639551, 0.1718766299429406, 0.0777312749462974, 0.2462513486346987, -0.0353601465606605, -0.0358183324674864, 0.0478819636260965, 0.0227536078924248, -0.0567352635656382, 0.1281885864582888, 0.2761880647926495, -0.0350428007733513, 0.173177367864415, 0.0883975534978278, 0.1883132938664985, 0.2266663601478249, 0.3976529697843257, 0.0408650211044029, 0.3639784810198939]|1078.4050542573691018|      2.00000000|[1243, 176, 11, 33]                                                        |  | used linear model with 129 points | iterate success | actual_k=8
