k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]|  1.5280136783814451|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]|  1.5280136783814451|      0.50000000|[43, 6, 0, 3]                                                              |  | trying linear partial model with 15 points | trying linear partial model with 29 points | exploitation failed, decreasing delta | actual_k=2
       2|[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]|  1.5280136783814451|      0.25000000|[85, 12, 0, 6]                                                             |  | trying linear partial model with 15 points | trying linear partial model with 29 points | exploitation failed, decreasing delta | actual_k=2
       3|[0.9465069745380758, 0.9645190251727058, 0.946463973604087, 0.9316425680728706, 0.9871248174454915, 1.0017685225363244, 0.954987179513264, 0.9483392502707766, 0.9618995614345632, 0.9834508417722113, 1.0113060358608807, 0.9113211799868055, 1.0910722999110818, 0.9518557638267311, 1.0507823951400828, 1.0155355590366844, 0.9601053948625218, 0.9884395490182571, 1.0697993557848362, 0.9117044935101744, 0.9460539979332101, 0.9256769781209432]|  1.4816408157348633|      0.50000000|[113, 16, 0, 8]                                                            |  | trying linear partial model with 15 points | iterate success | actual_k=2
       4|[0.8396155276129071, 0.8694520476188258, 0.9174361478634068, 0.7757298359512738, 0.9189916511895682, 0.9081971771070582, 0.844584050379426, 0.9090725274735161, 0.8140225424228991, 0.9563156690172115, 0.9975372218526545, 0.6344954653662207, 0.9815026543772767, 0.8392432631493427, 0.9515677338424651, 0.918003989366472, 0.8414652144354482, 0.9094139917776692, 1.1384682214827329, 0.9171615568834964, 1.0328569007812383, 0.8912219498721973]|  1.3573021069823841|      1.00000000|[155, 22, 1, 12]                                                           |  | trying linear partial model with 15 points | trying linear partial model with 29 points FAILED TO GET X_HAT, using additional batch call | iterate success | actual_k=2
       5|[0.8396155276129071, 0.8694520476188258, 0.9174361478634068, 0.7757298359512738, 0.9189916511895682, 0.9081971771070582, 0.844584050379426, 0.9090725274735161, 0.8140225424228991, 0.9563156690172115, 0.9975372218526545, 0.6344954653662207, 0.9815026543772767, 0.8392432631493427, 0.9515677338424651, 0.918003989366472, 0.8414652144354482, 0.9094139917776692, 1.1384682214827329, 0.9171615568834964, 1.0328569007812383, 0.8912219498721973]|  1.3573021069823841|      0.50000000|[198, 28, 1, 15]                                                           |  | trying linear partial model with 15 points | trying linear partial model with 29 points | exploitation failed, decreasing delta | actual_k=2
       6|[0.8592076842856823, 0.7096115304310171, 0.8069420236927767, 0.7725074779689092, 0.7946267048220467, 0.8242289540227307, 0.7335439949828789, 0.8377896328984286, 0.6481510396674545, 0.8544287304435072, 1.0849941951830109, 0.3239559183744686, 0.9829137307324196, 0.8572981744777517, 0.8954762465677885, 1.0070615838071537, 0.8210987247544397, 0.9407866139736238, 1.0482480146600754, 0.8249350365393212, 1.0165759080046595, 0.8761709002301894]|  1.2328109741210938|      1.00000000|[241, 34, 2, 19]                                                           |  | trying linear partial model with 15 points FAILED TO GET X_HAT, using additional batch call | trying linear partial model with 30 points | iterate success | actual_k=2
       7|[0.8592076842856823, 0.7096115304310171, 0.8069420236927767, 0.7725074779689092, 0.7946267048220467, 0.8242289540227307, 0.7335439949828789, 0.8377896328984286, 0.6481510396674545, 0.8544287304435072, 1.0849941951830109, 0.3239559183744686, 0.9829137307324196, 0.8572981744777517, 0.8954762465677885, 1.0070615838071537, 0.8210987247544397, 0.9407866139736238, 1.0482480146600754, 0.8249350365393212, 1.0165759080046595, 0.8761709002301894]|  1.2328109741210938|      0.50000000|[283, 40, 2, 22]                                                           |  | trying linear partial model with 15 points | trying linear partial model with 29 points | exploitation failed, decreasing delta | actual_k=2
       8|[0.873478698523675, 0.6196024828261623, 0.7442966932090576, 0.5919038176157001, 0.6586140485841745, 0.7014441420942122, 0.5890367630745464, 0.7204007779987108, 0.5890377554904528, 0.7759824872095402, 1.1230788590319871, -0.0058752066026753, 0.9798590499413146, 0.9191581508740069, 0.9165945353656327, 0.9680540045189197, 0.7463258973714056, 0.946751478727499, 1.0508784596111378, 0.7547579623313009, 1.0391688290325367, 0.863718979343408]|  1.1109405755996704|      1.00000000|[325, 46, 2, 25]                                                           |  | trying linear partial model with 15 points | trying linear partial model with 29 points | iterate success | actual_k=2
       9|[0.873478698523675, 0.6196024828261623, 0.7442966932090576, 0.5919038176157001, 0.6586140485841745, 0.7014441420942122, 0.5890367630745464, 0.7204007779987108, 0.5890377554904528, 0.7759824872095402, 1.1230788590319871, -0.0058752066026753, 0.9798590499413146, 0.9191581508740069, 0.9165945353656327, 0.9680540045189197, 0.7463258973714056, 0.946751478727499, 1.0508784596111378, 0.7547579623313009, 1.0391688290325367, 0.863718979343408]|  1.1109405755996704|      0.50000000|[368, 52, 3, 29]                                                           |  | trying linear partial model with 15 points FAILED TO GET X_HAT, using additional batch call | trying linear partial model with 30 points | exploitation failed, decreasing delta | actual_k=2
