k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]|8633.4943309079972096|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-0.7641568338140032, -0.8405307305850349, -0.9783619217182696, -1.1060576636395738, -1.1549078720790629, -0.7967858926714327, -0.7658317444079198, -0.9919792106113572, -0.8623243632387414, -1.0366512816901285, -0.9428341425546125, -0.9232758550923452, -0.9074144295238583, -0.7741672383785875, -0.7420197223332767, -0.9119468891851726, -0.8504888716964211, -0.8808268437255335, -0.8767456402162935, -0.7202849126415013, -0.8987883552379854, -0.9752410298412602, -0.8551802095323737, -0.9479487152400017, -0.818320855608947, -0.8853519167801052, -0.8545372916865238, -1.0817588359779222, -0.9682315877271717, -1.080732682259489, -0.8775181247084141, -0.8824415340662808, -0.755050066221083, -0.8500123029416311, -1.0684421964000133, -0.9659826749747736, -0.9025355657260691, -0.8460741985424399, -0.7921863553319616, -0.9607717334834484, -1.0602437373832478, -1.0748848741306436, -1.0216417187713625, -0.9727554039883057, -0.7723578482692568, -0.7531071423253635, -0.7973797698252154, -1.0813545447827893, -0.9336944053164902, -1.0853555530598238]|5778.4794921875000000|      2.00000000|[126, 0, 0, 2]                                                             |  | trying linear partial model with 65 points | iterate success | actual_k=0
       2|[-0.8867071995724152, -0.3072691297671905, -0.8867485609102195, -0.9744589554521077, -1.1916228776618825, -0.6100353762544691, -0.4457415882714604, -0.3963647455926408, -0.7977856643241125, -0.7117047859835213, -0.8711046579015751, -0.7742861535907295, -0.8164098271087996, -0.22181289054699, -0.6522665368588509, -0.6750561627890105, -0.6092611970752999, -0.7452167415038257, -0.6119641513701577, -0.2715562629974782, -0.7059046017021953, -0.8084556420890345, -0.9735866976829312, -0.4596660140845008, -0.4803073943733195, -0.4699487607489956, -0.6152384873992206, -0.7166565598630654, -0.9366515175738663, -1.0968802474089228, -0.9039288858403818, -0.6054933215182986, -0.506628578754074, -0.7084819289070146, -0.9367972473134797, -1.0163507974745554, -0.8377426128910797, -0.8288633764778557, -0.3678179569583126, -0.4674255448791103, -0.9070495849017542, -1.043776598530357, -1.3779712510674167, -0.3093764281389209, -0.4641976380632291, -0.3683382464270999, -0.8034341077674635, -0.8749454823544747, -0.7769047176945646, -0.9671326116362294]|2441.2084960937500000|      4.00000000|[251, 0, 0, 4]                                                             |  | trying linear partial model with 65 points | iterate success | actual_k=0
       3|[-0.7877536268521165, 0.1367956323588902, -0.2833261257434495, -0.5635973021972936, -0.8665589553092018, -0.1807451475662609, -0.3198512523553123, 0.1231599523124409, 0.0602303579389449, -0.2558405069481652, -0.563457262003437, -0.2122845753216478, -0.4554130723898023, 0.24617478080114, -0.1540730451102815, -0.5087198761924112, -0.0140738028527411, -0.1467506628730412, 0.08786481474948, -0.0362800817391884, -0.6749453218922742, -1.0960137911719354, -0.9736164679477542, 0.1437151134563858, 0.4616682408646114, 0.7598314771476826, 0.5396827852647886, -0.4975531518091242, -1.405685911174381, -1.2813011240573886, -0.9227856402154372, 0.694536700419787, 0.4834194214612655, -1.2853072303083735, -0.660943933881919, -0.0487523739564385, -0.5218688405704162, -0.5541580680307276, -0.5573969582691432, 0.4657286675504044, -0.9890713244536903, -1.4066552466630982, -0.590918500353693, -0.5025993224856538, -0.7211476634593051, -0.0807252266241493, -1.0026494046431256, -0.5012964557301568, 0.082532903614652, -1.0333498894123556]|1462.1684570312500000|      8.00000000|[376, 0, 0, 6]                                                             |  | trying linear partial model with 65 points | iterate success | actual_k=0
       4|[-0.7877536268521165, 0.1367956323588902, -0.2833261257434495, -0.5635973021972936, -0.8665589553092018, -0.1807451475662609, -0.3198512523553123, 0.1231599523124409, 0.0602303579389449, -0.2558405069481652, -0.563457262003437, -0.2122845753216478, -0.4554130723898023, 0.24617478080114, -0.1540730451102815, -0.5087198761924112, -0.0140738028527411, -0.1467506628730412, 0.08786481474948, -0.0362800817391884, -0.6749453218922742, -1.0960137911719354, -0.9736164679477542, 0.1437151134563858, 0.4616682408646114, 0.7598314771476826, 0.5396827852647886, -0.4975531518091242, -1.405685911174381, -1.2813011240573886, -0.9227856402154372, 0.694536700419787, 0.4834194214612655, -1.2853072303083735, -0.660943933881919, -0.0487523739564385, -0.5218688405704162, -0.5541580680307276, -0.5573969582691432, 0.4657286675504044, -0.9890713244536903, -1.4066552466630982, -0.590918500353693, -0.5025993224856538, -0.7211476634593051, -0.0807252266241493, -1.0026494046431256, -0.5012964557301568, 0.082532903614652, -1.0333498894123556]|1462.1684570312500000|      4.00000000|[562, 0, 0, 9]                                                             |  | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 126 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       5|[-0.1747183481726826, 0.8370159765435332, -0.1136467102110623, -0.9705304141414514, -1.0684645019255286, -0.3144999956485893, 0.2090041108910122, -0.6367830947672303, -0.0752685310485846, -0.0385784686390075, -0.5557757400020507, 0.2380281241774433, -0.1596567635179839, -0.2931595120841006, -0.0273174273441284, -0.3487021209296114, -0.1123517060895079, -0.4125494549212017, 0.4080968523854775, 0.1862755187789601, 0.4057735389565799, -0.0937697943067972, -0.8656509260098025, 0.3455893585421062, 0.4320513977105008, -0.4275839453533401, 0.7570388072479798, -0.4744743957475661, -0.1929413573237353, -1.0335726322544059, -0.8598996205979692, -0.4070157738844865, 0.5778710347891512, 0.0276444060415926, -0.0744828719554246, -0.3143422895336522, -0.2453741983160867, -0.0976719213169053, 0.4812386723315631, 0.6870960920292793, -0.7042480726119259, -0.9915687616715703, -0.7569715773324488, 0.3360702995020808, 0.2574945145384783, -0.0175290271397464, -0.755201486267748, 0.4596468290874615, -0.2481689667051166, -0.7689118399582638]|810.9859008789062500|      8.00000000|[687, 0, 0, 11]                                                            |  | trying linear partial model with 65 points | iterate success | actual_k=0
       6|[-0.1747183481726826, 0.8370159765435332, -0.1136467102110623, -0.9705304141414514, -1.0684645019255286, -0.3144999956485893, 0.2090041108910122, -0.6367830947672303, -0.0752685310485846, -0.0385784686390075, -0.5557757400020507, 0.2380281241774433, -0.1596567635179839, -0.2931595120841006, -0.0273174273441284, -0.3487021209296114, -0.1123517060895079, -0.4125494549212017, 0.4080968523854775, 0.1862755187789601, 0.4057735389565799, -0.0937697943067972, -0.8656509260098025, 0.3455893585421062, 0.4320513977105008, -0.4275839453533401, 0.7570388072479798, -0.4744743957475661, -0.1929413573237353, -1.0335726322544059, -0.8598996205979692, -0.4070157738844865, 0.5778710347891512, 0.0276444060415926, -0.0744828719554246, -0.3143422895336522, -0.2453741983160867, -0.0976719213169053, 0.4812386723315631, 0.6870960920292793, -0.7042480726119259, -0.9915687616715703, -0.7569715773324488, 0.3360702995020808, 0.2574945145384783, -0.0175290271397464, -0.755201486267748, 0.4596468290874615, -0.2481689667051166, -0.7689118399582638]|810.9859008789062500|      4.00000000|[873, 0, 0, 14]                                                            |  | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 126 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       7|[-0.1747183481726826, 0.8370159765435332, -0.1136467102110623, -0.9705304141414514, -1.0684645019255286, -0.3144999956485893, 0.2090041108910122, -0.6367830947672303, -0.0752685310485846, -0.0385784686390075, -0.5557757400020507, 0.2380281241774433, -0.1596567635179839, -0.2931595120841006, -0.0273174273441284, -0.3487021209296114, -0.1123517060895079, -0.4125494549212017, 0.4080968523854775, 0.1862755187789601, 0.4057735389565799, -0.0937697943067972, -0.8656509260098025, 0.3455893585421062, 0.4320513977105008, -0.4275839453533401, 0.7570388072479798, -0.4744743957475661, -0.1929413573237353, -1.0335726322544059, -0.8598996205979692, -0.4070157738844865, 0.5778710347891512, 0.0276444060415926, -0.0744828719554246, -0.3143422895336522, -0.2453741983160867, -0.0976719213169053, 0.4812386723315631, 0.6870960920292793, -0.7042480726119259, -0.9915687616715703, -0.7569715773324488, 0.3360702995020808, 0.2574945145384783, -0.0175290271397464, -0.755201486267748, 0.4596468290874615, -0.2481689667051166, -0.7689118399582638]|810.9859008789062500|      2.00000000|[1059, 0, 0, 17]                                                           |  | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 126 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       8|[-0.0512596258560276, -0.0399653178233329, 0.0861770376668028, -0.6052306338295929, -1.1665348364569608, 0.0259785801652352, 0.0299113862503672, -0.2177547558957061, -0.2177789399907498, -0.100252675551795, -0.5733008098018999, 0.4516513104764054, 0.2026831495517023, -0.1595993957946938, 0.0377089622334391, -0.5631166387664346, 0.1550230239825824, -0.3339887319296189, 0.0099487535645672, 0.5562693113497794, 0.3484465570977122, 0.0259603687859091, -0.741418018935331, 0.226623191787027, 0.3280225027508187, -0.1732966865959094, 0.0126182752215751, -0.6738328932644493, -0.2549865100438808, -0.7373000861523334, -0.4164523587066801, -0.1042623384782893, 0.0440079541086937, -0.0082234097635041, -0.0116783430439586, -0.4741069486275579, -0.0595504885280628, 0.1408343759943358, 0.4606251886467957, 0.7715748922453531, -0.8409257745142701, -0.6374003023737381, -0.6955380289540721, -0.0108287265105416, 0.5512375112915457, 0.2471827618736686, -0.4528726027443983, 0.4904254090569899, -0.0742354206738129, -0.6785810122499057]|336.5839233398437500|      4.00000000|[1184, 0, 0, 19]                                                           |  | trying linear partial model with 65 points | iterate success | actual_k=0
       9|[-0.0512596258560276, -0.0399653178233329, 0.0861770376668028, -0.6052306338295929, -1.1665348364569608, 0.0259785801652352, 0.0299113862503672, -0.2177547558957061, -0.2177789399907498, -0.100252675551795, -0.5733008098018999, 0.4516513104764054, 0.2026831495517023, -0.1595993957946938, 0.0377089622334391, -0.5631166387664346, 0.1550230239825824, -0.3339887319296189, 0.0099487535645672, 0.5562693113497794, 0.3484465570977122, 0.0259603687859091, -0.741418018935331, 0.226623191787027, 0.3280225027508187, -0.1732966865959094, 0.0126182752215751, -0.6738328932644493, -0.2549865100438808, -0.7373000861523334, -0.4164523587066801, -0.1042623384782893, 0.0440079541086937, -0.0082234097635041, -0.0116783430439586, -0.4741069486275579, -0.0595504885280628, 0.1408343759943358, 0.4606251886467957, 0.7715748922453531, -0.8409257745142701, -0.6374003023737381, -0.6955380289540721, -0.0108287265105416, 0.5512375112915457, 0.2471827618736686, -0.4528726027443983, 0.4904254090569899, -0.0742354206738129, -0.6785810122499057]|336.5839233398437500|      2.00000000|[1370, 0, 0, 22]                                                           |  | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 126 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      10|[-0.1768132509915852, 0.0726811542830231, 0.2691216815895017, -0.5725139279195471, -0.7216341451725445, -0.0123483459294433, 0.4696819431913988, 0.0970043635883606, 0.0191048825524241, -0.089525148126557, -0.4996517630907761, -0.0552615412427641, -0.0504447287709807, -0.0037328042655275, 0.0706513521115053, -0.26381631982805, 0.4140802329464994, -0.3856966921978601, 0.4278925723347873, 0.0041776479711448, 0.290019158111876, 0.2525071107171948, -0.5919390543735515, 0.2241239246628715, 0.2941962252118794, 0.0834895180574169, 0.3427022319165656, -0.2460960775261323, -0.1390800692635316, -0.5194979176424241, -0.0549363543194065, 0.1537568126591115, -0.1426641048846728, 0.0789559163374844, -0.0526804964520462, -0.5605396526155308, 0.089506918807497, 0.2448632777904172, 0.1714353856613719, 0.6934596509552453, -0.6694191995641344, -0.3880534833281734, -0.1587299074099671, 0.3529507942073202, -0.0492072472031452, 0.5027451928227618, -0.3388043898834511, 0.0955378588793113, -0.0325974388841736, -0.0297312493206187]|219.7006072998046875|      4.00000000|[1495, 0, 0, 24]                                                           |  | trying linear partial model with 65 points | iterate success | actual_k=0
