k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[2.0, 400000.0, 25000.0]                                                        |4515242701191391.0000000000000000|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.8500643900712983, 400000.22015138966, 24999.03612621236]                     |3867963604233730.0000000000000000|      2.00000000|[3, 1, 1, 2]                                                               |  | used linear model with 4 points | iterate success | actual_k=1
       2|[1.0787520099397583, 399998.69520990446, 25000.07517899208]                     |1311665533773553.5000000000000000|      4.00000000|[6, 2, 2, 4]                                                               |  | used linear model with 4 points | iterate success | actual_k=1
       3|[1.0787520099397583, 399998.69520990446, 25000.07517899208]                     |1311665533773553.5000000000000000|      2.00000000|[10, 2, 3, 6]                                                              |  | used linear model with 4 points | iterate failure | actual_k=1
       4|[0.5509717078096406, 400000.2492343851, 25001.21818199569]                      |340805113908199.4375000000000000|      4.00000000|[13, 3, 4, 8]                                                              |  | used linear model with 4 points | iterate success | actual_k=1
       5|[0.5509717078096406, 400000.2492343851, 25001.21818199569]                      |340805113908199.4375000000000000|      2.00000000|[16, 4, 5, 10]                                                             |  | used linear model with 4 points | iterate failure | actual_k=1
       6|[0.5509717078096406, 400000.2492343851, 25001.21818199569]                      |340805113908199.4375000000000000|      1.00000000|[19, 5, 6, 12]                                                             |  | used linear model with 4 points | iterate failure | actual_k=1
       7|[-0.118471169228035, 400000.11778191593, 25001.94932253125]                     |16231538526211.9335937500000000|      2.00000000|[22, 6, 7, 14]                                                             |  | used linear model with 4 points | iterate success | actual_k=1
       8|[-0.118471169228035, 400000.11778191593, 25001.94932253125]                     |16231538526211.9335937500000000|      1.00000000|[25, 7, 8, 16]                                                             |  | used linear model with 4 points | iterate failure | actual_k=1
       9|[-0.118471169228035, 400000.11778191593, 25001.94932253125]                     |16231538526211.9335937500000000|      0.50000000|[28, 8, 9, 18]                                                             |  | used linear model with 4 points | iterate failure | actual_k=1
      10|[-0.118471169228035, 400000.11778191593, 25001.94932253125]                     |16231538526211.9335937500000000|      0.25000000|[31, 9, 10, 20]                                                            |  | used linear model with 4 points | iterate failure | actual_k=1
      11|[-0.118471169228035, 400000.11778191593, 25001.94932253125]                     |16231538526211.9335937500000000|      0.12500000|[34, 10, 11, 22]                                                           |  | used linear model with 4 points | iterate failure | actual_k=1
      12|[-0.0056927351179821, 400000.17132609565, 25001.955571180773]                   |59644793681.1309585571289062|      0.25000000|[37, 11, 12, 24]                                                           |  | used linear model with 4 points | iterate success | actual_k=1
      13|[-0.0056927351179821, 400000.17132609565, 25001.955571180773]                   |59644793681.1309585571289062|      0.12500000|[40, 12, 13, 26]                                                           |  | used linear model with 4 points | iterate failure | actual_k=1
      14|[-0.0056927351179821, 400000.17132609565, 25001.955571180773]                   |59644793681.1309585571289062|      0.06250000|[43, 13, 14, 28]                                                           |  | used linear model with 4 points | iterate failure | actual_k=1
      15|[-0.0056927351179821, 400000.17132609565, 25001.955571180773]                   |59644793681.1309585571289062|      0.03125000|[47, 13, 15, 30]                                                           |  | used linear model with 4 points | iterate failure | actual_k=1
