k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[50.0, 150.0, -100.0, 1.0, 2.0]                                                 |87848.8533334838575684|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[49.013738319494465, 149.96406818844102, -100.08707997307027, 1.1329689816786936, 1.9729236138693649]|84544.0937500000000000|      2.00000000|[31, 0, 0, 2]                                                              |  | trying linear partial model with 17 points | iterate success | actual_k=0
       2|[49.013738319494465, 149.96406818844102, -100.08707997307027, 1.1329689816786936, 1.9729236138693649]|84544.0937500000000000|      1.00000000|[61, 0, 0, 4]                                                              |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       3|[48.02239682936714, 149.87759530497775, -100.14923908105239, 1.2072902884267718, 1.9535050908616267]|81283.0859375000000000|      2.00000000|[91, 0, 0, 6]                                                              |  | trying linear partial model with 17 points | iterate success | actual_k=0
       4|[46.294421988071036, 150.2272845180758, -100.46471514537758, 2.0749865374047833, 1.7550146013213281]|75811.3593750000000000|      4.00000000|[121, 0, 0, 8]                                                             |  | trying linear partial model with 17 points | iterate success | actual_k=0
       5|[46.294421988071036, 150.2272845180758, -100.46471514537758, 2.0749865374047833, 1.7550146013213281]|75811.3593750000000000|      2.00000000|[151, 0, 0, 10]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       6|[44.32494154070888, 150.2170729626167, -100.36786603547726, 2.2831593691352072, 1.493620619688031]|69823.8984375000000000|      4.00000000|[181, 0, 0, 12]                                                            |  | trying linear partial model with 17 points | iterate success | actual_k=0
       7|[44.32494154070888, 150.2170729626167, -100.36786603547726, 2.2831593691352072, 1.493620619688031]|69823.8984375000000000|      2.00000000|[211, 0, 0, 14]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       8|[44.32494154070888, 150.2170729626167, -100.36786603547726, 2.2831593691352072, 1.493620619688031]|69823.8984375000000000|      1.00000000|[241, 0, 0, 16]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       9|[43.328854318416774, 150.1545487861942, -100.43032172499449, 2.2831728654790537, 1.4931110965169925]|66861.7343750000000000|      2.00000000|[271, 0, 0, 18]                                                            |  | trying linear partial model with 17 points | iterate success | actual_k=0
      10|[43.328854318416774, 150.1545487861942, -100.43032172499449, 2.2831728654790537, 1.4931110965169925]|66861.7343750000000000|      1.00000000|[301, 0, 0, 20]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      11|[42.33283628922606, 150.09143705785152, -100.49328773420791, 2.2832334200813524, 1.4925883255211754]|63965.5898437500000000|      2.00000000|[331, 0, 0, 22]                                                            |  | trying linear partial model with 17 points | iterate success | actual_k=0
      12|[40.3829515320468, 150.05448734222657, -100.84573645372052, 2.1451132710722387, 1.261748821131532]|58461.6132812500000000|      4.00000000|[361, 0, 0, 24]                                                            |  | trying linear partial model with 17 points | iterate success | actual_k=0
      13|[40.3829515320468, 150.05448734222657, -100.84573645372052, 2.1451132710722387, 1.261748821131532]|58461.6132812500000000|      2.00000000|[391, 0, 0, 26]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
