k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[10.0, -1.0, 0.05, -1e-05, -0.05, 0.001, -1e-06]                                |3097556.5274337721057236|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[10.365096296467842, -1.0948680045277395, -0.519878481349301, -0.3250353168981186, 0.4345079350915486, -0.3512703208349079, 0.2616466596204855]|64326.7382812500000000|      2.00000000|[29, 2, 0, 2]                                                              |  | trying linear partial model with 16 points | iterate success | actual_k=1
       2|[10.365096296467842, -1.0948680045277395, -0.519878481349301, -0.3250353168981186, 0.4345079350915486, -0.3512703208349079, 0.2616466596204855]|64326.7382812500000000|      1.00000000|[58, 4, 0, 4]                                                              |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       3|[10.365096296467842, -1.0948680045277395, -0.519878481349301, -0.3250353168981186, 0.4345079350915486, -0.3512703208349079, 0.2616466596204855]|64326.7382812500000000|      0.50000000|[87, 6, 0, 6]                                                              |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       4|[10.365096296467842, -1.0948680045277395, -0.519878481349301, -0.3250353168981186, 0.4345079350915486, -0.3512703208349079, 0.2616466596204855]|64326.7382812500000000|      0.25000000|[115, 8, 0, 8]                                                             |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       5|[10.387066908172706, -1.0885205623690737, -0.5530151777766916, -0.1909318594969489, 0.4402026031765686, -0.361906528581838, 0.4684065834511295]|58327.2695312500000000|      0.50000000|[144, 10, 0, 10]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
       6|[10.401885780010215, -1.1618864861707177, -0.420068199916517, 0.2723008745533221, 0.4040438685872391, -0.2756702242580787, 0.5266665454647665]|52117.5468750000000000|      1.00000000|[172, 12, 0, 12]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
       7|[10.401885780010215, -1.1618864861707177, -0.420068199916517, 0.2723008745533221, 0.4040438685872391, -0.2756702242580787, 0.5266665454647665]|52117.5468750000000000|      0.50000000|[200, 14, 0, 14]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       8|[10.366684177638462, -1.2223926222440475, -0.4159649583437894, 0.7059027961879921, 0.4144056515837812, -0.2003258954881234, 0.300197436695841]|41034.3320312500000000|      1.00000000|[228, 16, 0, 16]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
       9|[10.366684177638462, -1.2223926222440475, -0.4159649583437894, 0.7059027961879921, 0.4144056515837812, -0.2003258954881234, 0.300197436695841]|41034.3320312500000000|      0.50000000|[257, 18, 0, 18]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      10|[10.366684177638462, -1.2223926222440475, -0.4159649583437894, 0.7059027961879921, 0.4144056515837812, -0.2003258954881234, 0.300197436695841]|41034.3320312500000000|      0.25000000|[285, 20, 0, 20]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
