k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0215400678, 0.02, 1.8879065341, 0.0128719128, 0.02, 2.0015540313, 0.4292206739, 0.02, 2.1186983746, 0.8009548574, 0.02, 2.1624089505, 0.2202801749, 0.02, 2.2192326991, 2.6915110182, 0.02, 2.2813017168, 0.8064571417, 0.02, 2.3905781564, 2.2686398843, 0.02, 2.4884898463, 14.352901162, 0.02, 2.5593009792, 12.161699758, 0.02, 2.7070427255, 0.276676662, 0.02, 2.9404572006, 0.2434602195, 0.02, 2.9666835461, 1.1650863975, 0.02, 3.1292868882, 0.1774572413, 0.02, 3.2263243666, 0.1153950601, 0.02, 3.2551733467, 3.7470242328, 0.02, 3.3801855936, 0.833501062, 0.02, 3.6695496057, 0.1588345259, 0.02, 3.7220022967, 0.3867741611, 0.02, 3.8312787364, 0.9231772721, 0.02, 3.9589136178, 0.2596415821, 0.02, 4.0524542502, 2.0709635713, 0.02, 4.1748438625, 1.944950803, 0.02, 4.430987837, 1.4841998492, 0.02, 4.55949693, 0.4816362663, 0.02, 4.6014590828, 0.4934043524, 0.02, 4.7046160418, 0.3289805969, 0.02, 4.8007793087, 0.8399929759, 0.02, 4.96862792, 0.4600450055, 0.02, 5.3952431402, 0.4909424311, 0.02, 5.4188468512, 0.9861479337, 0.02, 2.5864015362, -0.017883084, 0.02, 3.8618761395, 0.2654081509, 0.02, 5.1985455489]|4028942.9527573422528803|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.0215400678, 0.02, 1.8879065341, 0.0128719128, 0.02, 2.0015540313, 0.4292206739, 0.02, 2.1186983746, 0.8009548574, 0.02, 2.1624089505, 0.2202801749, 0.02, 2.2192326991, 2.6915110182, 0.02, 2.2813017168, 0.8064571417, 0.02, 2.3905781564, 2.2686398843, 0.02, 2.4884898463, 14.352901162, 0.02, 2.5593009792, 12.161699758, 0.02, 2.7070427255, 0.276676662, 0.02, 2.9404572006, 0.2434602195, 0.02, 2.9666835461, 1.1650863975, 0.02, 3.1292868882, 0.1774572413, 0.02, 3.2263243666, 0.1153950601, 0.02, 3.2551733467, 3.7470242328, 0.02, 3.3801855936, 0.833501062, 0.02, 3.6695496057, 0.1588345259, 0.02, 3.7220022967, 0.3867741611, 0.02, 3.8312787364, 0.9231772721, 0.02, 3.9589136178, 0.2596415821, 0.02, 4.0524542502, 2.0709635713, 0.02, 4.1748438625, 1.944950803, 0.02, 4.430987837, 1.4841998492, 0.02, 4.55949693, 0.4816362663, 0.02, 4.6014590828, 0.4934043524, 0.02, 4.7046160418, 0.3289805969, 0.02, 4.8007793087, 0.8399929759, 0.02, 4.96862792, 0.4600450055, 0.02, 5.3952431402, 0.4909424311, 0.02, 5.4188468512, 0.9861479337, 0.02, 2.5864015362, -0.017883084, 0.02, 3.8618761395, 0.2654081509, 0.02, 5.1985455489]|4028942.9527573422528803|      0.50000000|[177, 12, 0, 3]                                                            |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 120 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       2|[1.0215400678, 0.02, 1.8879065341, 0.0128719128, 0.02, 2.0015540313, 0.4292206739, 0.02, 2.1186983746, 0.8009548574, 0.02, 2.1624089505, 0.2202801749, 0.02, 2.2192326991, 2.6915110182, 0.02, 2.2813017168, 0.8064571417, 0.02, 2.3905781564, 2.2686398843, 0.02, 2.4884898463, 14.352901162, 0.02, 2.5593009792, 12.161699758, 0.02, 2.7070427255, 0.276676662, 0.02, 2.9404572006, 0.2434602195, 0.02, 2.9666835461, 1.1650863975, 0.02, 3.1292868882, 0.1774572413, 0.02, 3.2263243666, 0.1153950601, 0.02, 3.2551733467, 3.7470242328, 0.02, 3.3801855936, 0.833501062, 0.02, 3.6695496057, 0.1588345259, 0.02, 3.7220022967, 0.3867741611, 0.02, 3.8312787364, 0.9231772721, 0.02, 3.9589136178, 0.2596415821, 0.02, 4.0524542502, 2.0709635713, 0.02, 4.1748438625, 1.944950803, 0.02, 4.430987837, 1.4841998492, 0.02, 4.55949693, 0.4816362663, 0.02, 4.6014590828, 0.4934043524, 0.02, 4.7046160418, 0.3289805969, 0.02, 4.8007793087, 0.8399929759, 0.02, 4.96862792, 0.4600450055, 0.02, 5.3952431402, 0.4909424311, 0.02, 5.4188468512, 0.9861479337, 0.02, 2.5864015362, -0.017883084, 0.02, 3.8618761395, 0.2654081509, 0.02, 5.1985455489]|4028942.9527573422528803|      0.25000000|[351, 24, 0, 6]                                                            |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 118 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       3|[1.0215400678, 0.02, 1.8879065341, 0.0128719128, 0.02, 2.0015540313, 0.4292206739, 0.02, 2.1186983746, 0.8009548574, 0.02, 2.1624089505, 0.2202801749, 0.02, 2.2192326991, 2.6915110182, 0.02, 2.2813017168, 0.8064571417, 0.02, 2.3905781564, 2.2686398843, 0.02, 2.4884898463, 14.352901162, 0.02, 2.5593009792, 12.161699758, 0.02, 2.7070427255, 0.276676662, 0.02, 2.9404572006, 0.2434602195, 0.02, 2.9666835461, 1.1650863975, 0.02, 3.1292868882, 0.1774572413, 0.02, 3.2263243666, 0.1153950601, 0.02, 3.2551733467, 3.7470242328, 0.02, 3.3801855936, 0.833501062, 0.02, 3.6695496057, 0.1588345259, 0.02, 3.7220022967, 0.3867741611, 0.02, 3.8312787364, 0.9231772721, 0.02, 3.9589136178, 0.2596415821, 0.02, 4.0524542502, 2.0709635713, 0.02, 4.1748438625, 1.944950803, 0.02, 4.430987837, 1.4841998492, 0.02, 4.55949693, 0.4816362663, 0.02, 4.6014590828, 0.4934043524, 0.02, 4.7046160418, 0.3289805969, 0.02, 4.8007793087, 0.8399929759, 0.02, 4.96862792, 0.4600450055, 0.02, 5.3952431402, 0.4909424311, 0.02, 5.4188468512, 0.9861479337, 0.02, 2.5864015362, -0.017883084, 0.02, 3.8618761395, 0.2654081509, 0.02, 5.1985455489]|4028942.9527573422528803|      0.12500000|[525, 36, 0, 9]                                                            |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 118 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       4|[1.0215400678, 0.02, 1.8879065341, 0.0128719128, 0.02, 2.0015540313, 0.4292206739, 0.02, 2.1186983746, 0.8009548574, 0.02, 2.1624089505, 0.2202801749, 0.02, 2.2192326991, 2.6915110182, 0.02, 2.2813017168, 0.8064571417, 0.02, 2.3905781564, 2.2686398843, 0.02, 2.4884898463, 14.352901162, 0.02, 2.5593009792, 12.161699758, 0.02, 2.7070427255, 0.276676662, 0.02, 2.9404572006, 0.2434602195, 0.02, 2.9666835461, 1.1650863975, 0.02, 3.1292868882, 0.1774572413, 0.02, 3.2263243666, 0.1153950601, 0.02, 3.2551733467, 3.7470242328, 0.02, 3.3801855936, 0.833501062, 0.02, 3.6695496057, 0.1588345259, 0.02, 3.7220022967, 0.3867741611, 0.02, 3.8312787364, 0.9231772721, 0.02, 3.9589136178, 0.2596415821, 0.02, 4.0524542502, 2.0709635713, 0.02, 4.1748438625, 1.944950803, 0.02, 4.430987837, 1.4841998492, 0.02, 4.55949693, 0.4816362663, 0.02, 4.6014590828, 0.4934043524, 0.02, 4.7046160418, 0.3289805969, 0.02, 4.8007793087, 0.8399929759, 0.02, 4.96862792, 0.4600450055, 0.02, 5.3952431402, 0.4909424311, 0.02, 5.4188468512, 0.9861479337, 0.02, 2.5864015362, -0.017883084, 0.02, 3.8618761395, 0.2654081509, 0.02, 5.1985455489]|4028942.9527573422528803|      0.06250000|[699, 48, 0, 12]                                                           |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 118 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       5|[1.014450386685621, 0.0290623205671021, 1.88406392888568, 0.0099446873498726, 0.0246937006154121, 1.9950367837658984, 0.4278459765821306, 0.0129904702819227, 2.1199955228303122, 0.8006696296450568, 0.0245231505075061, 2.166400059297768, 0.2245853155217488, 0.0157004896683973, 2.215565788827241, 2.687917248045372, 0.0196204733870677, 2.2842883311655737, 0.8142068714982504, 0.0190837150788746, 2.396448656647118, 2.263871670823366, 0.0141348217852629, 2.485636466871621, 14.361615730296606, 0.0405547874743199, 2.561252512172468, 12.161864258166716, 0.0475987040975092, 2.712007918988071, 0.2733785435413693, 0.0230707722620599, 2.941712231727819, 0.2308771845971929, 0.0132034096965871, 2.97314729595375, 1.1774833105676366, 0.0193822327374505, 3.1195220638843995, 0.1732603755830905, 0.0159936884697989, 3.2257539226925602, 0.1147765178430784, 0.021469854843286, 3.2490080004284216, 3.745617434155793, 0.0172771622797782, 3.381087626396336, 0.827574374298506, 0.023528625082108, 3.6740691940041317, 0.1606524386556779, 0.0144209147933823, 3.726183335943386, 0.39221385974457, 0.0198541074748394, 3.8179836985011457, 0.9259049860240077, 0.0166674874090062, 3.9621140864365576, 0.267892541872214, 0.024350910365643, 4.05249630877307, 2.0778176674408346, 0.0180846969870317, 4.174181436951944, 1.9466514507377826, 0.0245291121058669, 4.432955290413843, 1.4908746190988402, 0.0137893923309641, 4.5614100460305265, 0.4913848742286056, 0.0150794352407447, 4.601588390671858, 0.5003717846858863, 0.0310325484738782, 4.709656824108407, 0.327049065441451, 0.0268708761180006, 4.798871466432436, 0.8422048348422815, 0.0167704617225352, 4.966367781560256, 0.4523654247029821, 0.0241677500480662, 5.398362915831957, 0.4965309076278804, 0.0218006362206872, 5.417267832733027, 0.9795946353756836, 0.0075508771651569, 2.5826751841112707, -0.0109493696050631, 0.0173075692619668, 3.857489802244401, 0.2707432167353902, 0.0139309930863864, 5.19760228704915]|2609087.0000000000000000|      0.12500000|[816, 56, 0, 14]                                                           |  | trying linear partial model with 61 points | iterate success | actual_k=4
       6|[1.0111270664783147, 0.0455538601191145, 1.8877010921118165, 0.0289314531047047, 0.0488063850168485, 1.9845863429806583, 0.4189225133630432, 0.02272160688862, 2.1199440029475545, 0.8025934819024751, 0.0206807385587952, 2.161803257622714, 0.2347028986340966, -0.0005408978712988, 2.2083339745262407, 2.6834157878527964, 0.0111019063127139, 2.2960118118931545, 0.8236331313962717, 0.0298962391819413, 2.377570828548209, 2.2497110541444933, 0.0235100467148318, 2.4908006251992623, 14.365321750048322, 0.0789545859099268, 2.546631736087609, 12.169492255614424, 0.044290832078879, 2.711461813226034, 0.3030509861653649, 0.0194659284571002, 2.944067568862039, 0.2488378715526789, 0.0127286312292137, 2.976159827778913, 1.1744983702390277, 0.0175999396168916, 3.108141712918848, 0.1799623632297529, 0.0053083949588192, 3.2317328043762896, 0.1179664020738665, 0.0198308977847312, 3.237126426313841, 3.719393405473228, 0.0408105670841944, 3.3758143846060835, 0.8158466046487696, 0.018034463688424, 3.678643287373095, 0.1526415015571664, 0.0127862044734178, 3.73240732509021, 0.3673259696463569, 0.017559001317641, 3.8435130114360354, 0.9187474078192024, 0.0160320712015527, 3.945579004625596, 0.2710807559996473, 0.0322986621786064, 4.02956302866364, 2.0862758812536812, 0.0356047349541963, 4.189057397048078, 1.9304024491210563, 0.0346321958913479, 4.453110161173523, 1.495429654488328, 0.0175335931919254, 4.5752615954578415, 0.4829916028076092, 0.0169782004318348, 4.601545954649115, 0.4774939166026412, 0.0277400411544957, 4.715089477075593, 0.33839654569538, 0.0287166047363898, 4.799325245681402, 0.8328848212262419, -0.0006537759412845, 4.943634435166911, 0.4421671945303355, 0.0272876915032629, 5.396906054269906, 0.5089707106364723, 0.0441061056905316, 5.408485834317142, 0.9737609990945626, -0.0031426232960944, 2.584706273972715, -0.0116976055962457, 0.0194224454181701, 3.8421004889252517, 0.261669764952918, 0.0158877264076029, 5.22365324543966]|2059246.6250000000000000|      0.25000000|[933, 64, 0, 16]                                                           |  | trying linear partial model with 61 points | iterate success | actual_k=4
       7|[1.0111270664783147, 0.0455538601191145, 1.8877010921118165, 0.0289314531047047, 0.0488063850168485, 1.9845863429806583, 0.4189225133630432, 0.02272160688862, 2.1199440029475545, 0.8025934819024751, 0.0206807385587952, 2.161803257622714, 0.2347028986340966, -0.0005408978712988, 2.2083339745262407, 2.6834157878527964, 0.0111019063127139, 2.2960118118931545, 0.8236331313962717, 0.0298962391819413, 2.377570828548209, 2.2497110541444933, 0.0235100467148318, 2.4908006251992623, 14.365321750048322, 0.0789545859099268, 2.546631736087609, 12.169492255614424, 0.044290832078879, 2.711461813226034, 0.3030509861653649, 0.0194659284571002, 2.944067568862039, 0.2488378715526789, 0.0127286312292137, 2.976159827778913, 1.1744983702390277, 0.0175999396168916, 3.108141712918848, 0.1799623632297529, 0.0053083949588192, 3.2317328043762896, 0.1179664020738665, 0.0198308977847312, 3.237126426313841, 3.719393405473228, 0.0408105670841944, 3.3758143846060835, 0.8158466046487696, 0.018034463688424, 3.678643287373095, 0.1526415015571664, 0.0127862044734178, 3.73240732509021, 0.3673259696463569, 0.017559001317641, 3.8435130114360354, 0.9187474078192024, 0.0160320712015527, 3.945579004625596, 0.2710807559996473, 0.0322986621786064, 4.02956302866364, 2.0862758812536812, 0.0356047349541963, 4.189057397048078, 1.9304024491210563, 0.0346321958913479, 4.453110161173523, 1.495429654488328, 0.0175335931919254, 4.5752615954578415, 0.4829916028076092, 0.0169782004318348, 4.601545954649115, 0.4774939166026412, 0.0277400411544957, 4.715089477075593, 0.33839654569538, 0.0287166047363898, 4.799325245681402, 0.8328848212262419, -0.0006537759412845, 4.943634435166911, 0.4421671945303355, 0.0272876915032629, 5.396906054269906, 0.5089707106364723, 0.0441061056905316, 5.408485834317142, 0.9737609990945626, -0.0031426232960944, 2.584706273972715, -0.0116976055962457, 0.0194224454181701, 3.8421004889252517, 0.261669764952918, 0.0158877264076029, 5.22365324543966]|2059246.6250000000000000|      0.12500000|[1108, 76, 0, 19]                                                          |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 118 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       8|[1.0111270664783147, 0.0455538601191145, 1.8877010921118165, 0.0289314531047047, 0.0488063850168485, 1.9845863429806583, 0.4189225133630432, 0.02272160688862, 2.1199440029475545, 0.8025934819024751, 0.0206807385587952, 2.161803257622714, 0.2347028986340966, -0.0005408978712988, 2.2083339745262407, 2.6834157878527964, 0.0111019063127139, 2.2960118118931545, 0.8236331313962717, 0.0298962391819413, 2.377570828548209, 2.2497110541444933, 0.0235100467148318, 2.4908006251992623, 14.365321750048322, 0.0789545859099268, 2.546631736087609, 12.169492255614424, 0.044290832078879, 2.711461813226034, 0.3030509861653649, 0.0194659284571002, 2.944067568862039, 0.2488378715526789, 0.0127286312292137, 2.976159827778913, 1.1744983702390277, 0.0175999396168916, 3.108141712918848, 0.1799623632297529, 0.0053083949588192, 3.2317328043762896, 0.1179664020738665, 0.0198308977847312, 3.237126426313841, 3.719393405473228, 0.0408105670841944, 3.3758143846060835, 0.8158466046487696, 0.018034463688424, 3.678643287373095, 0.1526415015571664, 0.0127862044734178, 3.73240732509021, 0.3673259696463569, 0.017559001317641, 3.8435130114360354, 0.9187474078192024, 0.0160320712015527, 3.945579004625596, 0.2710807559996473, 0.0322986621786064, 4.02956302866364, 2.0862758812536812, 0.0356047349541963, 4.189057397048078, 1.9304024491210563, 0.0346321958913479, 4.453110161173523, 1.495429654488328, 0.0175335931919254, 4.5752615954578415, 0.4829916028076092, 0.0169782004318348, 4.601545954649115, 0.4774939166026412, 0.0277400411544957, 4.715089477075593, 0.33839654569538, 0.0287166047363898, 4.799325245681402, 0.8328848212262419, -0.0006537759412845, 4.943634435166911, 0.4421671945303355, 0.0272876915032629, 5.396906054269906, 0.5089707106364723, 0.0441061056905316, 5.408485834317142, 0.9737609990945626, -0.0031426232960944, 2.584706273972715, -0.0116976055962457, 0.0194224454181701, 3.8421004889252517, 0.261669764952918, 0.0158877264076029, 5.22365324543966]|2059246.6250000000000000|      0.06250000|[1283, 88, 0, 22]                                                          |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 118 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       9|[1.0136215024536943, 0.0410212771541166, 1.8990235409257388, 0.0359576414595084, 0.0467358528761155, 1.988165978873629, 0.4154161366081665, 0.0219280344553763, 2.1222772088731463, 0.8133750397913565, 0.0111918276525873, 2.1503409552589225, 0.2308933717774389, -0.0030226670263305, 2.2073019600213826, 2.6978267529746174, 0.0194351447330684, 2.292060770974025, 0.8285726943177644, 0.0216884804340101, 2.37896501199267, 2.2465698636399383, 0.0209359867794937, 2.4902689353559553, 14.365996946191771, 0.0823152198744487, 2.539045462782818, 12.16831059076247, 0.0522084952830016, 2.714562127461642, 0.3009807892312941, 0.0237291746111954, 2.950256685355596, 0.2659448359848887, 0.0111392125300958, 2.9784146174038586, 1.1625406163886334, 0.0175542064952051, 3.1050862728272546, 0.1831989568413973, 0.006724773188507, 3.224735436698595, 0.1236945621200519, 0.022136266006673, 3.2434472518502835, 3.7192691987805824, 0.0417992650536856, 3.3755986421067594, 0.8238545889879738, 0.0151952535699703, 3.6855311635584114, 0.1609654393018892, 0.0157186527673014, 3.7416168305921107, 0.3746626821063715, 0.0063149548321291, 3.8492420742318134, 0.9286963586294539, 0.0165441080617169, 3.940151305630377, 0.2799062741454801, 0.0368463917456419, 4.028351926862397, 2.076854612116604, 0.0350383370773328, 4.184086948628647, 1.9311154820945777, 0.0342171840190842, 4.453035866801763, 1.4971925575511387, 0.0206757449196107, 4.565380800168028, 0.478882221966354, 0.016903435424519, 4.609760977062596, 0.4722625652947083, 0.036659306586204, 4.72800048588928, 0.3471769090646724, 0.0307880065291215, 4.795488455956024, 0.8327924476682041, 0.0076645654991048, 4.939699587515605, 0.4464305407736432, 0.0333953944284664, 5.398945402704389, 0.5152988367241993, 0.0419887069657082, 5.410728027493406, 0.9736081363697129, -0.0206387575267113, 2.582195976284003, -0.0155151189723022, 0.0292717010160631, 3.8362723525262816, 0.2605257519573576, 0.0091373914111098, 5.221454411096229]|1708716.8750000000000000|      0.12500000|[1401, 96, 0, 24]                                                          |  | trying linear partial model with 61 points | iterate success | actual_k=4
      10|[1.0136215024536943, 0.0410212771541166, 1.8990235409257388, 0.0359576414595084, 0.0467358528761155, 1.988165978873629, 0.4154161366081665, 0.0219280344553763, 2.1222772088731463, 0.8133750397913565, 0.0111918276525873, 2.1503409552589225, 0.2308933717774389, -0.0030226670263305, 2.2073019600213826, 2.6978267529746174, 0.0194351447330684, 2.292060770974025, 0.8285726943177644, 0.0216884804340101, 2.37896501199267, 2.2465698636399383, 0.0209359867794937, 2.4902689353559553, 14.365996946191771, 0.0823152198744487, 2.539045462782818, 12.16831059076247, 0.0522084952830016, 2.714562127461642, 0.3009807892312941, 0.0237291746111954, 2.950256685355596, 0.2659448359848887, 0.0111392125300958, 2.9784146174038586, 1.1625406163886334, 0.0175542064952051, 3.1050862728272546, 0.1831989568413973, 0.006724773188507, 3.224735436698595, 0.1236945621200519, 0.022136266006673, 3.2434472518502835, 3.7192691987805824, 0.0417992650536856, 3.3755986421067594, 0.8238545889879738, 0.0151952535699703, 3.6855311635584114, 0.1609654393018892, 0.0157186527673014, 3.7416168305921107, 0.3746626821063715, 0.0063149548321291, 3.8492420742318134, 0.9286963586294539, 0.0165441080617169, 3.940151305630377, 0.2799062741454801, 0.0368463917456419, 4.028351926862397, 2.076854612116604, 0.0350383370773328, 4.184086948628647, 1.9311154820945777, 0.0342171840190842, 4.453035866801763, 1.4971925575511387, 0.0206757449196107, 4.565380800168028, 0.478882221966354, 0.016903435424519, 4.609760977062596, 0.4722625652947083, 0.036659306586204, 4.72800048588928, 0.3471769090646724, 0.0307880065291215, 4.795488455956024, 0.8327924476682041, 0.0076645654991048, 4.939699587515605, 0.4464305407736432, 0.0333953944284664, 5.398945402704389, 0.5152988367241993, 0.0419887069657082, 5.410728027493406, 0.9736081363697129, -0.0206387575267113, 2.582195976284003, -0.0155151189723022, 0.0292717010160631, 3.8362723525262816, 0.2605257519573576, 0.0091373914111098, 5.221454411096229]|1708716.8750000000000000|      0.06250000|[1575, 108, 0, 27]                                                         |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 118 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
