k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]                    | 30.0000000000000000|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]                    | 30.0000000000000000|      0.50000000|[15, 2, 1, 2]                                                              |  | used linear model with 17 points | iterate failure | actual_k=2
       2|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]                    | 30.0000000000000000|      0.25000000|[30, 4, 2, 4]                                                              |  | used linear model with 17 points | iterate failure | actual_k=2
       3|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]                    | 30.0000000000000000|      0.12500000|[45, 6, 3, 6]                                                              |  | used linear model with 17 points | iterate failure | actual_k=2
       4|[0.0021303530784673, 0.0720875667640402, 0.028306197779511, 0.0316229714323439, 0.0205988790179284, 0.0269490628410394, 0.0266974559896161, 0.0246729322922684, 0.0460772652118239, 0.0617762541562194, 0.0078322817916416, 0.0122373618397645]| 17.7815754945582718|      0.25000000|[60, 8, 4, 8]                                                              |  | used linear model with 17 points | iterate success | actual_k=2
       5|[0.0021303530784673, 0.0720875667640402, 0.028306197779511, 0.0316229714323439, 0.0205988790179284, 0.0269490628410394, 0.0266974559896161, 0.0246729322922684, 0.0460772652118239, 0.0617762541562194, 0.0078322817916416, 0.0122373618397645]| 17.7815754945582718|      0.12500000|[75, 10, 5, 10]                                                            |  | used linear model with 17 points | iterate failure | actual_k=2
       6|[0.0021303530784673, 0.0720875667640402, 0.028306197779511, 0.0316229714323439, 0.0205988790179284, 0.0269490628410394, 0.0266974559896161, 0.0246729322922684, 0.0460772652118239, 0.0617762541562194, 0.0078322817916416, 0.0122373618397645]| 17.7815754945582718|      0.06250000|[90, 12, 6, 12]                                                            |  | used linear model with 17 points | iterate failure | actual_k=2
       7|[-0.0092522308679582, 0.1059995593511346, 0.0334425139335372, 0.0419277655566372, 0.0127772669354477, 0.043787200510279, 0.0221249418147271, 0.0239200088543891, 0.0234670423063186, 0.0405529567405348, 0.0016235172657565, -0.0213441576405714]| 15.9058169014540276|      0.12500000|[105, 14, 7, 14]                                                           |  | used linear model with 17 points | iterate success | actual_k=2
       8|[-0.0092522308679582, 0.1059995593511346, 0.0334425139335372, 0.0419277655566372, 0.0127772669354477, 0.043787200510279, 0.0221249418147271, 0.0239200088543891, 0.0234670423063186, 0.0405529567405348, 0.0016235172657565, -0.0213441576405714]| 15.9058169014540276|      0.06250000|[120, 16, 8, 16]                                                           |  | used linear model with 17 points | iterate failure | actual_k=2
       9|[-0.0245648511548037, 0.1375940486802708, 0.0724188267006452, 0.0606244678269322, 0.025304444434534, 0.048948137542128, 0.0314694583758891, 0.0344739222636895, 0.0323878441350687, 0.0551527649633586, 0.0130114725866605, -0.0217328918986045]| 13.2431177856173115|      0.12500000|[135, 18, 9, 18]                                                           |  | used linear model with 17 points | iterate success | actual_k=2
      10|[-0.0245648511548037, 0.1375940486802708, 0.0724188267006452, 0.0606244678269322, 0.025304444434534, 0.048948137542128, 0.0314694583758891, 0.0344739222636895, 0.0323878441350687, 0.0551527649633586, 0.0130114725866605, -0.0217328918986045]| 13.2431177856173115|      0.06250000|[150, 20, 10, 20]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      11|[-0.0245648511548037, 0.1375940486802708, 0.0724188267006452, 0.0606244678269322, 0.025304444434534, 0.048948137542128, 0.0314694583758891, 0.0344739222636895, 0.0323878441350687, 0.0551527649633586, 0.0130114725866605, -0.0217328918986045]| 13.2431177856173115|      0.03125000|[165, 22, 11, 22]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
