k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.59890943, 0.02, 1.8879065342, 0.65307048, 0.02, 2.0015540314, 1.2984945382, 0.02, 2.1186983747, -0.02213199, 0.02, 2.1624089505, 1.2316544088, 0.02, 2.2192326991, 0.21848396, 0.02, 2.2813017168, 1.3346291866, 0.02, 2.3905781564, 4.5048024624, 0.02, 2.4884898463, 0.66080786, 0.02, 2.5593009792, 4.3888127085, 0.02, 2.7070427256, 0.2278337, 0.02, 2.9404572006, 0.23539976, 0.02, 2.9666835461, 0.7111142, 0.02, 3.1292868883, 0.20429975, 0.02, 3.2263243667, -0.06678414, 0.02, 3.2551733467, 1.3806399196, 0.02, 3.3801855937, 0.24162012, 0.02, 3.6695496058, 0.060181642, 0.02, 3.7220022968, 0.017306467, 0.02, 3.8312787364, 0.41562397, 0.02, 3.9589136179, 0.26297919, 0.02, 4.0524542502, 0.81885392, 0.02, 4.1748438626, 0.96523949, 0.02, 4.4309878371, 0.74388389, 0.02, 4.5594969301, 0.21356658, 0.02, 4.6014590829, 0.50271586, 0.02, 4.7046160419, 0.048972449, 0.02, 4.8007793087, 0.36839918, 0.02, 4.96862792, 0.16187806, 0.02, 5.3952431403, 0.28966782, 0.02, 5.4188468512, 0.097834734, 0.02, 2.5864015362, 0.0006819709, 0.02, 3.8618761395, 0.15545187, 0.02, 5.198545549]|484133.4482526386855170|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.59890943, 0.02, 1.8879065342, 0.65307048, 0.02, 2.0015540314, 1.2984945382, 0.02, 2.1186983747, -0.02213199, 0.02, 2.1624089505, 1.2316544088, 0.02, 2.2192326991, 0.21848396, 0.02, 2.2813017168, 1.3346291866, 0.02, 2.3905781564, 4.5048024624, 0.02, 2.4884898463, 0.66080786, 0.02, 2.5593009792, 4.3888127085, 0.02, 2.7070427256, 0.2278337, 0.02, 2.9404572006, 0.23539976, 0.02, 2.9666835461, 0.7111142, 0.02, 3.1292868883, 0.20429975, 0.02, 3.2263243667, -0.06678414, 0.02, 3.2551733467, 1.3806399196, 0.02, 3.3801855937, 0.24162012, 0.02, 3.6695496058, 0.060181642, 0.02, 3.7220022968, 0.017306467, 0.02, 3.8312787364, 0.41562397, 0.02, 3.9589136179, 0.26297919, 0.02, 4.0524542502, 0.81885392, 0.02, 4.1748438626, 0.96523949, 0.02, 4.4309878371, 0.74388389, 0.02, 4.5594969301, 0.21356658, 0.02, 4.6014590829, 0.50271586, 0.02, 4.7046160419, 0.048972449, 0.02, 4.8007793087, 0.36839918, 0.02, 4.96862792, 0.16187806, 0.02, 5.3952431403, 0.28966782, 0.02, 5.4188468512, 0.097834734, 0.02, 2.5864015362, 0.0006819709, 0.02, 3.8618761395, 0.15545187, 0.02, 5.198545549]|484133.4482526386855170|      0.50000000|[113, 16, 1, 3]                                                            |  | used linear model with 129 points | iterate failure | actual_k=8
       2|[0.59890943, 0.02, 1.8879065342, 0.65307048, 0.02, 2.0015540314, 1.2984945382, 0.02, 2.1186983747, -0.02213199, 0.02, 2.1624089505, 1.2316544088, 0.02, 2.2192326991, 0.21848396, 0.02, 2.2813017168, 1.3346291866, 0.02, 2.3905781564, 4.5048024624, 0.02, 2.4884898463, 0.66080786, 0.02, 2.5593009792, 4.3888127085, 0.02, 2.7070427256, 0.2278337, 0.02, 2.9404572006, 0.23539976, 0.02, 2.9666835461, 0.7111142, 0.02, 3.1292868883, 0.20429975, 0.02, 3.2263243667, -0.06678414, 0.02, 3.2551733467, 1.3806399196, 0.02, 3.3801855937, 0.24162012, 0.02, 3.6695496058, 0.060181642, 0.02, 3.7220022968, 0.017306467, 0.02, 3.8312787364, 0.41562397, 0.02, 3.9589136179, 0.26297919, 0.02, 4.0524542502, 0.81885392, 0.02, 4.1748438626, 0.96523949, 0.02, 4.4309878371, 0.74388389, 0.02, 4.5594969301, 0.21356658, 0.02, 4.6014590829, 0.50271586, 0.02, 4.7046160419, 0.048972449, 0.02, 4.8007793087, 0.36839918, 0.02, 4.96862792, 0.16187806, 0.02, 5.3952431403, 0.28966782, 0.02, 5.4188468512, 0.097834734, 0.02, 2.5864015362, 0.0006819709, 0.02, 3.8618761395, 0.15545187, 0.02, 5.198545549]|484133.4482526386855170|      0.25000000|[226, 32, 2, 6]                                                            |  | used linear model with 129 points | iterate failure | actual_k=8
       3|[0.59890943, 0.02, 1.8879065342, 0.65307048, 0.02, 2.0015540314, 1.2984945382, 0.02, 2.1186983747, -0.02213199, 0.02, 2.1624089505, 1.2316544088, 0.02, 2.2192326991, 0.21848396, 0.02, 2.2813017168, 1.3346291866, 0.02, 2.3905781564, 4.5048024624, 0.02, 2.4884898463, 0.66080786, 0.02, 2.5593009792, 4.3888127085, 0.02, 2.7070427256, 0.2278337, 0.02, 2.9404572006, 0.23539976, 0.02, 2.9666835461, 0.7111142, 0.02, 3.1292868883, 0.20429975, 0.02, 3.2263243667, -0.06678414, 0.02, 3.2551733467, 1.3806399196, 0.02, 3.3801855937, 0.24162012, 0.02, 3.6695496058, 0.060181642, 0.02, 3.7220022968, 0.017306467, 0.02, 3.8312787364, 0.41562397, 0.02, 3.9589136179, 0.26297919, 0.02, 4.0524542502, 0.81885392, 0.02, 4.1748438626, 0.96523949, 0.02, 4.4309878371, 0.74388389, 0.02, 4.5594969301, 0.21356658, 0.02, 4.6014590829, 0.50271586, 0.02, 4.7046160419, 0.048972449, 0.02, 4.8007793087, 0.36839918, 0.02, 4.96862792, 0.16187806, 0.02, 5.3952431403, 0.28966782, 0.02, 5.4188468512, 0.097834734, 0.02, 2.5864015362, 0.0006819709, 0.02, 3.8618761395, 0.15545187, 0.02, 5.198545549]|484133.4482526386855170|      0.12500000|[339, 48, 3, 9]                                                            |  | used linear model with 129 points | iterate failure | actual_k=8
       4|[0.59890943, 0.02, 1.8879065342, 0.65307048, 0.02, 2.0015540314, 1.2984945382, 0.02, 2.1186983747, -0.02213199, 0.02, 2.1624089505, 1.2316544088, 0.02, 2.2192326991, 0.21848396, 0.02, 2.2813017168, 1.3346291866, 0.02, 2.3905781564, 4.5048024624, 0.02, 2.4884898463, 0.66080786, 0.02, 2.5593009792, 4.3888127085, 0.02, 2.7070427256, 0.2278337, 0.02, 2.9404572006, 0.23539976, 0.02, 2.9666835461, 0.7111142, 0.02, 3.1292868883, 0.20429975, 0.02, 3.2263243667, -0.06678414, 0.02, 3.2551733467, 1.3806399196, 0.02, 3.3801855937, 0.24162012, 0.02, 3.6695496058, 0.060181642, 0.02, 3.7220022968, 0.017306467, 0.02, 3.8312787364, 0.41562397, 0.02, 3.9589136179, 0.26297919, 0.02, 4.0524542502, 0.81885392, 0.02, 4.1748438626, 0.96523949, 0.02, 4.4309878371, 0.74388389, 0.02, 4.5594969301, 0.21356658, 0.02, 4.6014590829, 0.50271586, 0.02, 4.7046160419, 0.048972449, 0.02, 4.8007793087, 0.36839918, 0.02, 4.96862792, 0.16187806, 0.02, 5.3952431403, 0.28966782, 0.02, 5.4188468512, 0.097834734, 0.02, 2.5864015362, 0.0006819709, 0.02, 3.8618761395, 0.15545187, 0.02, 5.198545549]|484133.4482526386855170|      0.06250000|[452, 64, 4, 12]                                                           |  | used linear model with 129 points | iterate failure | actual_k=8
       5|[0.59890943, 0.02, 1.8879065342, 0.65307048, 0.02, 2.0015540314, 1.2984945382, 0.02, 2.1186983747, -0.02213199, 0.02, 2.1624089505, 1.2316544088, 0.02, 2.2192326991, 0.21848396, 0.02, 2.2813017168, 1.3346291866, 0.02, 2.3905781564, 4.5048024624, 0.02, 2.4884898463, 0.66080786, 0.02, 2.5593009792, 4.3888127085, 0.02, 2.7070427256, 0.2278337, 0.02, 2.9404572006, 0.23539976, 0.02, 2.9666835461, 0.7111142, 0.02, 3.1292868883, 0.20429975, 0.02, 3.2263243667, -0.06678414, 0.02, 3.2551733467, 1.3806399196, 0.02, 3.3801855937, 0.24162012, 0.02, 3.6695496058, 0.060181642, 0.02, 3.7220022968, 0.017306467, 0.02, 3.8312787364, 0.41562397, 0.02, 3.9589136179, 0.26297919, 0.02, 4.0524542502, 0.81885392, 0.02, 4.1748438626, 0.96523949, 0.02, 4.4309878371, 0.74388389, 0.02, 4.5594969301, 0.21356658, 0.02, 4.6014590829, 0.50271586, 0.02, 4.7046160419, 0.048972449, 0.02, 4.8007793087, 0.36839918, 0.02, 4.96862792, 0.16187806, 0.02, 5.3952431403, 0.28966782, 0.02, 5.4188468512, 0.097834734, 0.02, 2.5864015362, 0.0006819709, 0.02, 3.8618761395, 0.15545187, 0.02, 5.198545549]|484133.4482526386855170|      0.03125000|[565, 80, 5, 15]                                                           |  | used linear model with 129 points | iterate failure | actual_k=8
       6|[0.6038621336952087, 0.0189356305655751, 1.8893384230114365, 0.6538656431203554, 0.0231198161093666, 2.0042853996782153, 1.3009564813388137, 0.0187449389464068, 2.117504854229664, -0.0229648949104763, 0.0216334780706986, 2.1653761506699216, 1.2322232862936047, 0.0204079840599561, 2.2161068205052428, 0.2157938456357229, 0.0196616832683555, 2.2798370266862795, 1.3329866922241809, 0.0219198080125035, 2.3914738054189977, 4.507608764115472, 0.0379029623461801, 2.4927308919687903, 0.6631657786440686, 0.0209533948604063, 2.5610174224898095, 4.390705439685367, 0.0373327867242652, 2.7085988270062877, 0.2297031412917541, 0.0200469260216685, 2.9401251779517414, 0.2323405797973028, 0.0178713598214762, 2.9663284841969433, 0.7122093832624685, 0.0190610628920525, 3.127926664616838, 0.2078146024267351, 0.0233967875519942, 3.227471270939169, -0.0684640267954739, 0.0180838577859513, 3.2570648296525513, 1.3798562262529637, 0.0229976399140675, 3.3800973628088644, 0.2373156005017707, 0.0209076655954861, 3.6693043680904176, 0.0583645980477274, 0.0234393573416475, 3.7189647984072365, 0.0161107536105404, 0.017406709245124, 3.8338135791708225, 0.415476973980634, 0.0185371202473635, 3.960477490619782, 0.2632008868975154, 0.0215287273189652, 4.054071045037902, 0.818319843794413, 0.0222669842694231, 4.1780377782940885, 0.9644112260395314, 0.0213530136804266, 4.430264799005891, 0.7439806242868524, 0.0227675553847034, 4.558866741093904, 0.2152189851607614, 0.0210528849985439, 4.601842315302903, 0.5018881718447861, 0.0155275627993821, 4.7051050540347505, 0.0483298566961984, 0.020563340537942, 4.799332167839012, 0.368616797002604, 0.0193339074677336, 4.968521809444028, 0.1605454687769085, 0.0207577021880347, 5.397282822464178, 0.2897169883395418, 0.0220173642927278, 5.417578005754852, 0.0971227022846469, 0.0201346786294642, 2.58550363640014, 0.0030267649254939, 0.0191892520292993, 3.8615137659920027, 0.1571389574703337, 0.0221847353982826, 5.1965879101719885]|347971.5463614426553249|      0.06250000|[678, 96, 6, 18]                                                           |  | used linear model with 129 points | iterate success | actual_k=8
       7|[0.6094969774882091, 0.0099826094050723, 1.8854981302084086, 0.6514725020742628, 0.0229671316884005, 2.0016454709683233, 1.2923374096026101, 0.0326769391256591, 2.112740706468653, -0.0199683034793125, 0.0166587723809121, 2.164223029366884, 1.2318790043833028, 0.0284760586233619, 2.2215688586828293, 0.2171459269120941, 0.0167963682511382, 2.284222036153852, 1.3258550834379024, 0.0386152714405044, 2.3881175312869667, 4.506533730115999, 0.0601994278311299, 2.496206034484206, 0.6649149725318249, 0.0225354826810579, 2.5698108954583945, 4.394116084865122, 0.0596818686655655, 2.7190635811118478, 0.2361829568317436, 0.0172977173612342, 2.938888677006583, 0.2352806648057161, 0.0168336679937789, 2.954932094240895, 0.7110618176756477, 0.0185664480672866, 3.1262174568155245, 0.2106399665606174, 0.0265260391582576, 3.228258937706553, -0.0668681602295843, 0.0125535049233397, 3.249070878945805, 1.3837577155312693, 0.0288962470465513, 3.370864793688468, 0.2485006879389414, 0.0242982149822659, 3.6688475270748047, 0.0633099006852116, 0.0257315682597867, 3.714971247635267, 0.0133802694192086, 0.0167458201565374, 3.834044893264141, 0.4133791350610346, 0.0148383000537863, 3.961365729721142, 0.2636883952004093, 0.0156404479768288, 4.056251955537453, 0.8176802098164597, 0.0245985533140349, 4.166452103059858, 0.9728259878823695, 0.0376856719729607, 4.429163221880869, 0.7431205389574577, 0.0202474665850383, 4.555899815202014, 0.2162035855112712, 0.0277296931522945, 4.605585810336268, 0.5022144930841629, 0.022684889279762, 4.7096323907652495, 0.0431545308062748, 0.0147505310500435, 4.800897748911908, 0.3643574367553576, 0.0241959337191443, 4.966990296898421, 0.16878684565647, 0.0233156657668792, 5.3988266114314145, 0.2909843930767077, 0.0255241856374043, 5.420981582250145, 0.0894551776763965, 0.0228467877116913, 2.5844734088090453, 0.000181682913854, 0.0228838287550268, 3.862539729879611, 0.1602325003894458, 0.0176039358648767, 5.186066425318317]|284860.6850039819837548|      0.12500000|[791, 112, 7, 21]                                                          |  | used linear model with 129 points | iterate success | actual_k=8
       8|[0.6094969774882091, 0.0099826094050723, 1.8854981302084086, 0.6514725020742628, 0.0229671316884005, 2.0016454709683233, 1.2923374096026101, 0.0326769391256591, 2.112740706468653, -0.0199683034793125, 0.0166587723809121, 2.164223029366884, 1.2318790043833028, 0.0284760586233619, 2.2215688586828293, 0.2171459269120941, 0.0167963682511382, 2.284222036153852, 1.3258550834379024, 0.0386152714405044, 2.3881175312869667, 4.506533730115999, 0.0601994278311299, 2.496206034484206, 0.6649149725318249, 0.0225354826810579, 2.5698108954583945, 4.394116084865122, 0.0596818686655655, 2.7190635811118478, 0.2361829568317436, 0.0172977173612342, 2.938888677006583, 0.2352806648057161, 0.0168336679937789, 2.954932094240895, 0.7110618176756477, 0.0185664480672866, 3.1262174568155245, 0.2106399665606174, 0.0265260391582576, 3.228258937706553, -0.0668681602295843, 0.0125535049233397, 3.249070878945805, 1.3837577155312693, 0.0288962470465513, 3.370864793688468, 0.2485006879389414, 0.0242982149822659, 3.6688475270748047, 0.0633099006852116, 0.0257315682597867, 3.714971247635267, 0.0133802694192086, 0.0167458201565374, 3.834044893264141, 0.4133791350610346, 0.0148383000537863, 3.961365729721142, 0.2636883952004093, 0.0156404479768288, 4.056251955537453, 0.8176802098164597, 0.0245985533140349, 4.166452103059858, 0.9728259878823695, 0.0376856719729607, 4.429163221880869, 0.7431205389574577, 0.0202474665850383, 4.555899815202014, 0.2162035855112712, 0.0277296931522945, 4.605585810336268, 0.5022144930841629, 0.022684889279762, 4.7096323907652495, 0.0431545308062748, 0.0147505310500435, 4.800897748911908, 0.3643574367553576, 0.0241959337191443, 4.966990296898421, 0.16878684565647, 0.0233156657668792, 5.3988266114314145, 0.2909843930767077, 0.0255241856374043, 5.420981582250145, 0.0894551776763965, 0.0228467877116913, 2.5844734088090453, 0.000181682913854, 0.0228838287550268, 3.862539729879611, 0.1602325003894458, 0.0176039358648767, 5.186066425318317]|284860.6850039819837548|      0.06250000|[904, 128, 8, 24]                                                          |  | used linear model with 129 points | iterate failure | actual_k=8
       9|[0.6094969774882091, 0.0099826094050723, 1.8854981302084086, 0.6514725020742628, 0.0229671316884005, 2.0016454709683233, 1.2923374096026101, 0.0326769391256591, 2.112740706468653, -0.0199683034793125, 0.0166587723809121, 2.164223029366884, 1.2318790043833028, 0.0284760586233619, 2.2215688586828293, 0.2171459269120941, 0.0167963682511382, 2.284222036153852, 1.3258550834379024, 0.0386152714405044, 2.3881175312869667, 4.506533730115999, 0.0601994278311299, 2.496206034484206, 0.6649149725318249, 0.0225354826810579, 2.5698108954583945, 4.394116084865122, 0.0596818686655655, 2.7190635811118478, 0.2361829568317436, 0.0172977173612342, 2.938888677006583, 0.2352806648057161, 0.0168336679937789, 2.954932094240895, 0.7110618176756477, 0.0185664480672866, 3.1262174568155245, 0.2106399665606174, 0.0265260391582576, 3.228258937706553, -0.0668681602295843, 0.0125535049233397, 3.249070878945805, 1.3837577155312693, 0.0288962470465513, 3.370864793688468, 0.2485006879389414, 0.0242982149822659, 3.6688475270748047, 0.0633099006852116, 0.0257315682597867, 3.714971247635267, 0.0133802694192086, 0.0167458201565374, 3.834044893264141, 0.4133791350610346, 0.0148383000537863, 3.961365729721142, 0.2636883952004093, 0.0156404479768288, 4.056251955537453, 0.8176802098164597, 0.0245985533140349, 4.166452103059858, 0.9728259878823695, 0.0376856719729607, 4.429163221880869, 0.7431205389574577, 0.0202474665850383, 4.555899815202014, 0.2162035855112712, 0.0277296931522945, 4.605585810336268, 0.5022144930841629, 0.022684889279762, 4.7096323907652495, 0.0431545308062748, 0.0147505310500435, 4.800897748911908, 0.3643574367553576, 0.0241959337191443, 4.966990296898421, 0.16878684565647, 0.0233156657668792, 5.3988266114314145, 0.2909843930767077, 0.0255241856374043, 5.420981582250145, 0.0894551776763965, 0.0228467877116913, 2.5844734088090453, 0.000181682913854, 0.0228838287550268, 3.862539729879611, 0.1602325003894458, 0.0176039358648767, 5.186066425318317]|284860.6850039819837548|      0.03125000|[1017, 144, 9, 27]                                                         |  | used linear model with 129 points | iterate failure | actual_k=8
      10|[0.6081447755211389, 0.0237805813296908, 1.8894864197382528, 0.651855144345999, 0.0239474131202145, 2.002958936143579, 1.2894020473519767, 0.0362035666089042, 2.109015144691896, -0.0198362538815562, 0.0146144147008525, 2.1635029209708954, 1.2311273060684318, 0.0310396966844663, 2.2195617966447503, 0.216211765488092, 0.0182604848810775, 2.285492831894348, 1.3235351901912524, 0.0411367321659437, 2.388589392629069, 4.502556038996702, 0.0730918181154753, 2.491464157394294, 0.6633977665015166, 0.0238047442873811, 2.5748468487760303, 4.391324466960385, 0.0684720051716204, 2.7245731977795247, 0.234467209440606, 0.0160126447300467, 2.9388539279790256, 0.2349901296843855, 0.0207929809976083, 2.9544439607608397, 0.7069605129844093, 0.0191563720833824, 3.123808274906796, 0.2134320814037009, 0.0274307490758004, 3.2307750609805406, -0.0695515063643578, 0.0125850231598604, 3.2477923506700574, 1.385655095136437, 0.0334413104071464, 3.369748010893655, 0.2505147588732824, 0.0231033377034191, 3.6676327871242242, 0.0618859204142369, 0.0235782815185029, 3.7145831073180138, 0.0123367157350264, 0.0157231246494732, 3.8341136778743956, 0.4162151633493952, 0.0162173244383271, 3.9610487425852097, 0.2642171306282949, 0.0141878458035604, 4.0528458464617545, 0.8162100371979297, 0.0280045790577711, 4.164460242603497, 0.9704388306217892, 0.039371697971706, 4.43074812175733, 0.7368273497447082, 0.0214923680619423, 4.555409794242597, 0.2206919781583691, 0.0302086296681524, 4.608464062822214, 0.5030986050873686, 0.0263910851676292, 4.711925586888496, 0.0428847540209575, 0.0175150969554081, 4.7983658796095146, 0.3636932009514144, 0.0253546169217786, 4.964469960931812, 0.1681927948123763, 0.0223358114549344, 5.397096770863675, 0.2888641561554641, 0.028219623384072, 5.423569574387101, 0.0892518482689916, 0.0263540693063101, 2.5877527527462796, -0.0010079051058303, 0.0208057803930016, 3.8602233082189508, 0.1623503412438529, 0.0152966039435458, 5.184445097952741]|263659.2679917648783885|      0.06250000|[1130, 160, 10, 30]                                                        |  | used linear model with 129 points | iterate success | actual_k=8
      11|[0.6073243268232507, 0.0333432417994273, 1.8890820591504578, 0.6481914707823939, 0.0228265411346209, 1.9960252390164548, 1.2930068065285056, 0.0325023320426148, 2.104636043837648, -0.0254181193273023, 0.0188843693889466, 2.1715357078323625, 1.2292383761951913, 0.0375007310373323, 2.218029127606005, 0.2107417106307558, 0.0144719204334735, 2.282253023680999, 1.3199996216013843, 0.0421890438556337, 2.3779681534570662, 4.501940330840138, 0.09097861944754, 2.486842814556617, 0.6548687207989105, 0.0305352187123108, 2.5745503149587035, 4.3937949628191575, 0.0839561121492472, 2.728086693790876, 0.2365493230537374, 0.0135500637171361, 2.9463163518794357, 0.2442416311175623, 0.0171462186492519, 2.9539380300124125, 0.7025249297042508, 0.0361641482585022, 3.122707291489482, 0.2136674476110106, 0.0357660838371025, 3.226426408676507, -0.0740062202216709, 0.0130579206506494, 3.2461134948119925, 1.3963326467198032, 0.0538773058643557, 3.376962752025919, 0.2528882326701022, 0.0280451185262278, 3.6712805485815845, 0.0623447626144548, 0.0235698779974158, 3.713209438515667, 0.0237354184756385, 0.0207084780344668, 3.833469639220415, 0.4166464626111244, 0.0340927368760066, 3.968626662280598, 0.2570739075074206, 0.0086435772304614, 4.053349009978615, 0.809927249146725, 0.0336377671854293, 4.162205014005311, 0.9747004002585808, 0.0411793637345706, 4.428729088751881, 0.736861876146036, 0.0292921064317092, 4.557017898290743, 0.2258597243421914, 0.0309965253763843, 4.605241009431502, 0.5065666269888962, 0.023737242489825, 4.706588214841785, 0.0422256418380331, 0.0276267400838681, 4.793883463947818, 0.3634094574428322, 0.0215305979050939, 4.968539931686866, 0.1741067847726462, 0.0196627427869209, 5.395252702905757, 0.2875188061920034, 0.0272729435497212, 5.430746919118255, 0.0817273360306313, 0.0332579848303434, 2.588662633474752, -0.0090433477924944, 0.0252340300886835, 3.868214534799303, 0.1617430551718442, 0.0207506568697911, 5.1792676658791095]|241884.6289811693131924|      0.12500000|[1243, 176, 11, 33]                                                        |  | used linear model with 129 points | iterate success | actual_k=8
