k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 5.0]                                                                      |  4.0997369887712187|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.4238392392788918, 5.817336392072]                                            |  1.8599642515182495|      2.00000000|[6, 2, 0, 2]                                                               |  | trying linear partial model with 4 points | iterate success | actual_k=1
       2|[0.4238392392788918, 5.817336392072]                                            |  1.8599642515182495|      1.00000000|[11, 4, 0, 4]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       3|[0.9129439021702543, 6.689561494174621]                                         |  1.1268272399902344|      2.00000000|[16, 6, 0, 6]                                                              |  | trying linear partial model with 4 points | iterate success | actual_k=1
       4|[0.9129439021702543, 6.689561494174621]                                         |  1.1268272399902344|      1.00000000|[21, 8, 0, 8]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       5|[0.9129439021702543, 6.689561494174621]                                         |  1.1268272399902344|      0.50000000|[25, 10, 0, 10]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       6|[0.5621573656513791, 7.045860253360071]                                         |  0.7389513254165649|      1.00000000|[29, 12, 0, 12]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       7|[0.5621573656513791, 7.045860253360071]                                         |  0.7389513254165649|      0.50000000|[34, 14, 0, 14]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       8|[0.5621573656513791, 7.045860253360071]                                         |  0.7389513254165649|      0.25000000|[39, 16, 0, 16]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       9|[0.6536140495982695, 7.278530997033268]                                         |  0.5971463322639465|      0.50000000|[44, 18, 0, 18]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      10|[0.583802175505028, 7.77363331194968]                                           |  0.3947194814682007|      1.00000000|[49, 20, 0, 20]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
